Key,it,s,EndVC,NetVC,Score,TotPkts,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim
-,100,650.965,0,0,2.02,101007,0,0,148797,60102,0.0000,0.0000,0.0000,4,-nan,0.0000
