routing-cost,col,VPCU-split,runp2p_time,PCU_Total,retime-buffer-only,succeeded,mdone,pir_sha,save,proute-opts,slink,split,PMU_Total,OPS-All,arch,vc,maketst_time,merge,vfifo,runhybrid_time,runhybrid_rbw,split-algo,argout,clock,runhybrid_complete,merge-algo,app,VMC-alloc,runhybrid_success,OPS-Fix,retime-exout,memelm,name,simulate,runhybrid_pass,algo,run-tst,runp2p_rbw,dedicated-dag,simfreq,avgActive,load,gentst_err,share-adctx,igraph,module,VDAG-alloc,VPMU,VAFG-alloc,psim-q,mem-tech,constprop,VAFG-split,VMC-split,merge-forward,pmu-stage,tokenout,VAFG,dupra,runhybrid_cycle,sr,spatial_sha,run-psim,runp2p_dram_power,maxActive,maketst_err,vlink,MC,VPCU,pattern,split-thread,freq,notFit,proute-algo,PMU,rtanal,VPMU-split,net,prtime,runhybrid_err,flit-width,tungsten,VPMU-alloc,pcu-stage,runproute_err,nn,open,mergeTime_ms,argin,proute-seed,time-out,dag-stage,verbose,VPCU-alloc,genpir,runp2p_wbw,pirArgs,stat,ag-dce,retime-local,OPS-Other,codegen,reserve-dag,link-prop,lrange,reserve-pmu,trace,topo,vdot,runhybrid_wbw,runp2p_pass,project,fifo-depth,runp2p_err,genpir_err,DAG_Total,waveform,rundot,runp2p_cycle,dot,MC_Total,vcLimit,OPS-Flt,runhybrid_deadlock,bcread,pmu-sram-size,rtelm-unsafe,run-proute,dag,VDAG-split,row,backend,PCU,runp2p_complete,fast,DAG,VDAG,pracc,runp2p_deadlock,time,proute-q,runhybrid_dram_power,gentst_time,rtelm,VMC,runproute_time,OPS-FU,OPS-Prog FU,split-forward,debug-print,vec,routing-algo,psim,reserve-pcu,word,runp2p_success,debug,start-id,mapping,retime-glob,scheduled
H-hop,20,42,3:38.03,200,False,True,True,daaef0d6,True,-i100 -p100 -t1 -d100,4,True,200,,MyDesign,4,0:55.37,False,4,,,bfs,4,1000000000,False,bfs,BlackScholes_0,7,False,,False,False,AccelMain,False,,route_min_directed_valient,False,25.9763,False,0.56kHz,5.3041438330455675,False,,False,False,False,0,6,1,1,DDR4,True,1,7,False,6,5,1,False,,True,55a8709f,False,,6.764657308009909,,2,7,42,checkerboard,1,1000000000.0,,route_min_directed_valient,7,True,6,hybrid,,,512,True,6,6,,False,False,,6,0,100,6,False,10,True,4.32938,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --split-algo=bfs, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",True,True,False,,True,0,db,True,0,False,mesh,True,,True,pirTest,16,,,40,True,True,121100,True,40,4,,False,True,65536,False,False,True,0,20,Tst,33,True,True,8,0,True,False,2020-04-07 15:30:21 -0700,4,,41.885248937,True,7,,,,False,True,16,dor,False,0,32,True,True,0,True,False,False
