OPS-FU,debug-print,runp2p_rbw,run-tst,codegen,proute-seed,VDAG,argin,PMU,OPS-Fix,run-proute,VPMU-split,runp2p_dram_power,VMC-alloc,debug,net,slink,dupra,runp2p_complete,gentst_time,psim-q,avgActive,vlink,lrange,retime-glob,OPS-Prog FU,simfreq,genpir,scheduled,VBB-split,start-id,dedicated-dag,vcLimit,notFit,proute-algo,trace,maketst_err,VPCU-split,row,runproute_err,gentst_err,vc,succeeded,pattern,split-algo,vec,load,topo,OPS-Flt,tokenout,MC_Total,retime-exout,OPS-All,maxActive,pirArgs,spatial_sha,time-out,VBB,retime-local,vdot,rundot,mem-tech,split-thread,share-adctx,dot,memelm,col,tungsten,merge-forward,VAFG,runp2p_err,backend,VPCU,routing-cost,name,PCU,runp2p_pass,fast,split,runhybrid_success,runhybrid_rbw,prtime,runhybrid_dram_power,VMC,VPCU-alloc,genpir_err,split-forward,PCU_Total,arch,runp2p_cycle,vfifo,VDAG-alloc,dag-stage,VPMU,merge-algo,freq,waveform,maketst_time,runhybrid_deadlock,word,igraph,proute-q,constprop,VPMU-alloc,runhybrid_err,runp2p_success,pcu-stage,runhybrid_pass,mergeTime_ms,runp2p_deadlock,app,module,argout,VBB-alloc,rtelm,psim,flit-width,verbose,runhybrid_cycle,proute-opts,bcread,clock,ag-dce,stat,OPS-Other,DAG,simulate,VDAG-split,mapping,time,runhybrid_wbw,pracc,pir_sha,runhybrid_time,runp2p_wbw,runhybrid_complete,VMC-split,run-psim,open,nn,MC,merge,pmu-stage,runp2p_time,pmu-sram-size,sr,reserve-pmu,dag,PMU_Total,algo,project,routing-algo,reserve-pcu,VAFG-alloc,save,DAG_Total,mdone,fifo-depth,link-prop,VAFG-split,retime-buffer-only,runproute_time
,True,0.0,False,True,0,0,6,2,,False,2,,1,True,hybrid,4,False,True,55.442425728,1,14.003944773175544,2,True,False,,0.09kHz,True,False,,0,False,4,,route_min_directed_valient,False,,4,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,41.02564102564103,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,4,H-hop,AccelMain,2,True,True,True,False,,,,1,4,,False,200,MyDesign,78,4,0,6,2,bfs,1000000000.0,True,0:47.72,False,32,False,4,True,2,,True,6,,,False,BankEnable_0,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,3,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,1.64103,False,1,False,False,False,1,False,6,0:00.91,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,0.0,False,True,0,0,6,6,,False,6,,1,True,hybrid,4,False,True,169.952772174,1,10.058403634003893,2,True,False,,0.09kHz,True,False,,0,False,4,,route_min_directed_valient,False,,25,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,11.940298507462687,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,25,H-hop,AccelMain,15,,True,True,False,,,,1,13,,False,200,MyDesign,134,4,0,6,6,bfs,1000000000.0,True,3:39.17,False,32,False,4,True,6,,True,6,,,False,BankRange_0,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,10,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,0.955224,False,1,False,False,False,1,False,6,0:01.56,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,27.8864,False,True,0,0,6,7,,False,6,,7,True,hybrid,4,False,True,124.878439068,1,5.6577155680259095,2,True,False,,0.64kHz,True,False,,0,False,4,,route_min_directed_valient,False,,41,20,,,4,True,checkerboard,bfs,16,False,mesh,,5,40,False,,7.262089446389788,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --split-algo=bfs, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,41,H-hop,AccelMain,32,True,True,True,False,,,,7,10,,False,200,MyDesign,112805,4,0,6,6,bfs,1000000000.0,True,3:44.60,False,32,False,4,True,6,,True,6,,,False,BlackScholes_0,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,8,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,4.64774,False,7,False,False,False,7,False,6,2:55.03,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,0.0,False,True,0,0,6,1,,False,,,,True,hybrid,4,False,True,37.595568903,1,5.363984674329502,2,True,False,,0.04kHz,True,False,,0,False,4,,route_min_directed_valient,False,,1,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,13.793103448275861,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,1,H-hop,AccelMain,0,True,True,True,False,,,,,1,,False,200,MyDesign,87,4,0,6,,bfs,1000000000.0,True,0:34.74,False,32,False,4,True,,,True,6,,,False,BreakTest,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,0,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,0.0,False,,False,False,False,0,False,6,0:02.22,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,0.0,False,True,0,0,6,2,,False,,,,True,hybrid,4,False,True,33.973864462,1,23.91304347826087,2,True,False,,0.02kHz,True,False,,0,False,4,,route_min_directed_valient,False,,2,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,43.47826086956522,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,2,H-hop,AccelMain,0,True,True,True,False,,,,,2,,False,200,MyDesign,23,4,0,6,,bfs,1000000000.0,True,0:30.98,False,32,False,4,True,,,True,6,,,False,BreakTest2,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,0,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,0.0,False,,False,False,False,0,False,6,0:01.41,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,0.472325,False,True,0,0,6,2,,False,2,,2,True,hybrid,4,False,True,101.055677959,1,20.647433747064742,2,True,False,,0.11kHz,True,False,,0,False,4,,route_min_directed_valient,False,,12,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,47.23247232472325,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,12,H-hop,AccelMain,9,True,True,True,False,,,,2,6,,False,200,MyDesign,271,4,0,6,2,bfs,1000000000.0,True,1:58.90,False,32,False,4,True,2,,True,6,,,False,BroadcastTest,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,3,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,15.1144,False,2,False,False,False,2,False,6,0:02.44,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,0.447552,False,True,0,0,6,2,,False,2,,1,True,hybrid,4,False,True,37.623808284,1,21.10616656071202,2,True,False,,0.1kHz,True,False,,0,False,4,,route_min_directed_valient,False,,5,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,33.56643356643357,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,5,H-hop,AccelMain,5,True,True,True,False,,,,1,4,,False,200,MyDesign,143,4,0,6,2,bfs,1000000000.0,True,0:36.40,False,32,False,4,True,2,,True,6,,,False,CountZero_0,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,0,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,1.34266,False,1,False,False,False,1,False,6,0:01.41,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,1.10108,False,True,0,0,6,7,,False,,,2,True,hybrid,4,False,True,45.484419229,1,7.096774193548387,2,True,False,,0.42kHz,True,False,,0,False,4,,route_min_directed_valient,False,,7,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,27.526881720430108,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,7,H-hop,AccelMain,0,True,True,True,False,,,,2,7,,False,200,MyDesign,930,4,0,6,,bfs,1000000000.0,True,0:58.79,False,32,False,4,True,,,True,6,,,False,DRAMDoubleBuffer2_0,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,0,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,1.10108,False,2,False,False,False,2,False,6,0:02.21,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,1.10108,False,True,0,0,6,7,,False,,,2,True,hybrid,4,False,True,35.628781069,1,7.096774193548387,2,True,False,,0.57kHz,True,False,,0,False,4,,route_min_directed_valient,False,,7,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,27.526881720430108,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,7,H-hop,AccelMain,0,True,True,True,False,,,,2,7,,False,200,MyDesign,930,4,0,6,,bfs,1000000000.0,True,0:52.84,False,32,False,4,True,,,True,6,,,False,DRAMDoubleBuffer2_1,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,0,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,1.10108,False,2,False,False,False,2,False,6,0:01.63,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,2.17872,False,True,0,0,6,14,,False,,,4,True,hybrid,4,False,True,29.129625056,1,7.898936170212766,2,True,False,,0.59kHz,True,False,,0,False,4,,route_min_directed_valient,False,,14,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,27.23404255319149,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,14,H-hop,AccelMain,0,True,True,True,False,,,,4,14,,False,200,MyDesign,470,4,0,6,,bfs,1000000000.0,True,0:47.58,False,32,False,4,True,,,True,6,,,False,DRAMDoubleBuffer2_2,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,0,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,2.17872,False,4,False,False,False,4,False,6,0:00.80,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,2.0898,False,True,0,0,6,3,,False,,,6,True,hybrid,4,False,True,94.462584661,1,9.355102040816327,2,True,False,,0.56kHz,True,False,,0,False,4,,route_min_directed_valient,False,,23,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,26.122448979591837,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,23,H-hop,AccelMain,0,True,True,True,False,,,,6,23,,False,200,MyDesign,490,4,0,6,,bfs,1000000000.0,True,2:49.36,False,32,False,4,True,,,True,6,,,False,DRAMDoubleBuffer2_3,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,20,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,2.0898,False,6,False,False,False,6,False,6,0:00.87,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,2.76757,False,True,0,0,6,11,,False,,,6,True,hybrid,4,False,True,75.506498223,1,2.0108108108108107,2,True,False,,0.24kHz,True,False,,0,False,4,,route_min_directed_valient,False,,23,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,2.1621621621621623,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,23,H-hop,AccelMain,0,True,True,True,False,,,,6,23,,False,200,MyDesign,370,4,0,6,,bfs,1000000000.0,True,1:59.80,False,32,False,4,True,,,True,6,,,False,DRAMDoubleBuffer2_4,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,12,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,2.76757,False,6,False,False,False,6,False,6,0:01.54,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,2.24561,False,True,0,0,6,13,,False,,,4,True,hybrid,4,False,True,73.361138881,1,15.935672514619883,2,True,False,,0.21kHz,True,False,,0,False,4,,route_min_directed_valient,False,,13,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,56.14035087719298,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,13,H-hop,AccelMain,0,True,True,True,False,,,,4,13,,False,200,MyDesign,456,4,0,6,,bfs,1000000000.0,True,1:57.04,False,32,False,4,True,,,True,6,,,False,DRAMDoubleBuffer_0,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,0,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,2.24561,False,4,False,False,False,4,False,6,0:02.21,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,4.04743,False,True,0,0,6,4,,False,,,4,True,hybrid,4,False,True,46.788649749,1,3.4660991182730316,2,True,False,,0.2kHz,True,False,,0,False,4,,route_min_directed_valient,False,,11,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,6.324110671936759,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,11,H-hop,AccelMain,0,True,True,True,False,,,,4,11,,False,200,MyDesign,253,4,0,6,,bfs,1000000000.0,True,1:32.53,False,32,False,4,True,,,True,6,,,False,DRAMDoubleBuffer_1,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,7,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,4.04743,False,4,False,False,False,4,False,6,0:01.25,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
,True,4.33898,False,True,0,0,6,8,,False,,,8,True,hybrid,4,False,True,63.57553859,1,2.01271186440678,2,True,False,,0.31kHz,True,False,,0,False,4,,route_min_directed_valient,False,,22,20,,,4,True,checkerboard,dfs,16,False,mesh,,5,40,False,,3.389830508474576,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2ac9af75,100,,False,True,True,DDR4,1,False,True,False,20,True,False,1,,Tst,22,H-hop,AccelMain,0,True,True,True,False,,,,8,22,,False,200,MyDesign,236,4,0,6,,bfs,1000000000.0,True,1:40.84,False,32,False,4,True,,,True,6,,,False,DRAMDoubleBuffer_2,False,4,,True,False,512,False,,-i100 -p100 -t1 -d100,True,1000000000,True,True,,14,False,0,True,2020-03-16 23:27:28 -0700,,True,09f4ceeb,,4.33898,False,8,False,False,False,8,False,6,0:00.77,65536,True,0,True,200,route_min_directed_valient,pirTest,dor,0,1,True,40,True,16,db,1,False,
