codegen,PCU_Total,VBB-split,dupra,freq,pirArgs,dot,net,rtelm,debug-tst,maketst_time,runp2p_success,nn,lrange,debug,topo,runhybrid_wbw,sr,argin,spatial_sha,runp2p_complete,VAFG-split,retime-local,prtime,runhybrid_success,VDAG-alloc,dedicated-dag,runhybrid_dram_power,OPS-Other,tokenout,gentst_time,MC_Total,routing-cost,start-id,routing-algo,VDAG-split,runp2p_cycle,DAG,split,psim,maketst_err,igraph,algo,PMU,PCU,VMC-alloc,mdone,psim-q,retime-exout,pattern,reserve-pcu,save,mergeTime_ms,memelm,runp2p_pass,runhybrid_time,vcLimit,vfifo,VAFG-alloc,VMC-split,word,OPS-Prog FU,VPMU-alloc,tungsten,avgActive,VBB-alloc,runhybrid_complete,runproute_time,VPCU-split,dag-stage,VPCU,mapping,VPMU-split,MC,runhybrid_rbw,pmu-sram-size,VPMU,runhybrid_pass,VBB,split-thread,succeeded,OPS-Fix,OPS-Flt,OPS-FU,split-algo,OPS-All,DAG_Total,app,runhybrid_cycle,runhybrid_deadlock,merge-algo,notFit,runproute_err,fifo-depth,link-prop,VMC,run-proute,proute-algo,backend,argout,gentst_err,genpir,pracc,PMU_Total,merge,runp2p_wbw,merge-forward,proute-opts,time,runp2p_rbw,VDAG,vec,vc,col,verbose,run-psim,row,retime-glob,split-forward,arch,rundot,genpir_err,time-out,runhybrid_err,waveform,load,pcu-stage,runp2p_deadlock,runp2p_err,runp2p_dram_power,simfreq,runp2p_time,clock,constprop,dag,scheduled,reserve-pmu,vlink,ag-dce,fast,pmu-stage,mem-tech,vdot,simulate,slink,maxActive,VAFG,name,pir_sha,module,trace,run-tst,VPCU-alloc,proute-seed,bcread,open,proute-q,project,stat,flit-width,retime-buffer-only
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,0:28.57,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,32.886007977,40,H-hop,0,dor,0,78,3,True,False,,False,route_min_directed_valient,2,2,1,True,1,False,checkerboard,0,False,,False,True,,4,4,1,1,32,,2,True,14.003944773175544,,False,,4,6,4,True,2,1,,65536,2,,,1,True,,,,dfs,,40,BankEnable_0,,False,bfs,,,16,db,1,False,route_min_directed_valient,Tst,4,,True,True,200,False,1.64103,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,0.0,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.1kHz,0:00.80,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,41.02564102564103,1,AccelMain,98195183,False,False,False,4,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,2:00.21,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,162.228319599,40,H-hop,0,dor,0,134,10,True,False,,False,route_min_directed_valient,6,15,1,True,1,False,checkerboard,0,False,,False,,,4,4,1,1,32,,6,True,10.058403634003893,,False,,25,6,25,True,6,1,,65536,6,,,1,True,,,,dfs,,40,BankRange_0,,False,bfs,,,16,db,1,False,route_min_directed_valient,Tst,4,,True,True,200,False,0.955224,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,0.0,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.14kHz,0:00.99,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,11.940298507462687,1,AccelMain,98195183,False,False,False,13,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --split-algo=bfs, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,3:11.94,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,100.747358351,40,H-hop,0,dor,0,105501,8,True,False,,False,route_min_directed_valient,1,32,7,True,1,False,checkerboard,0,False,,False,True,,4,4,1,7,32,,,True,6.049408106569253,,False,,41,6,41,True,,7,,65536,,,,1,True,,,,bfs,,40,BlackScholes_0,,False,bfs,,,16,db,7,False,route_min_directed_valient,Tst,4,,True,True,200,False,4.96951,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,29.817,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,1.94kHz,0:54.51,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,7.764855309428347,1,AccelMain,98195183,False,False,False,10,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,0:09.33,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,9.592185394,40,H-hop,0,dor,0,87,0,True,False,,False,route_min_directed_valient,1,0,,True,1,False,checkerboard,0,False,,False,True,,4,4,1,,32,,,True,5.363984674329502,,False,,1,6,1,True,,0,,65536,,,,1,True,,,,dfs,,40,BreakTest,,False,bfs,,,16,db,,False,route_min_directed_valient,Tst,4,,True,True,200,False,0.0,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,0.0,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.22kHz,0:00.39,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,13.793103448275861,1,AccelMain,98195183,False,False,False,1,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,0:33.74,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,42.821343331,40,H-hop,0,dor,0,23,0,True,False,,False,route_min_directed_valient,2,0,,True,1,False,checkerboard,0,False,,False,True,,4,4,1,,32,,,True,23.91304347826087,,False,,2,6,2,True,,0,,65536,,,,1,True,,,,dfs,,40,BreakTest2,,False,bfs,,,16,db,,False,route_min_directed_valient,Tst,4,,True,True,200,False,0.0,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,0.0,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.04kHz,0:00.60,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,43.47826086956522,1,AccelMain,98195183,False,False,False,2,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,1:13.12,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,91.408685354,40,H-hop,0,dor,0,271,3,True,False,,False,route_min_directed_valient,2,9,2,True,1,False,checkerboard,0,False,,False,True,,4,4,1,2,32,,2,True,20.647433747064742,,False,,12,6,12,True,2,2,,65536,2,,,1,True,,,,dfs,,40,BroadcastTest,,False,bfs,,,16,db,2,False,route_min_directed_valient,Tst,4,,True,True,200,False,15.1144,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,0.472325,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.25kHz,0:01.07,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,47.23247232472325,1,AccelMain,98195183,False,False,False,6,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,0:40.89,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,33.47066737,40,H-hop,0,dor,0,139,0,True,False,,False,route_min_directed_valient,1,5,1,True,1,False,checkerboard,0,False,,False,True,,4,4,1,1,32,,1,True,21.71353826030085,,False,,5,6,5,True,1,1,,65536,1,,,1,True,,,,dfs,,40,CountZero_0,,False,bfs,,,16,db,1,False,route_min_directed_valient,Tst,4,,True,True,200,False,1.38129,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,0.460432,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.12kHz,0:01.13,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,34.53237410071942,1,AccelMain,98195183,False,False,False,4,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,0:45.59,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,46.655561425,40,H-hop,0,dor,0,930,0,True,False,,False,route_min_directed_valient,7,0,2,True,1,False,checkerboard,0,False,,False,True,,4,4,1,2,32,,,True,7.096774193548387,,False,,7,6,7,True,,2,,65536,,,,1,True,,,,dfs,,40,DRAMDoubleBuffer2_0,,False,bfs,,,16,db,2,False,route_min_directed_valient,Tst,4,,True,True,200,False,1.10108,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,1.10108,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.62kHz,0:01.49,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,27.526881720430108,1,AccelMain,98195183,False,False,False,7,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,0:23.59,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,38.441019133,40,H-hop,0,dor,0,930,0,True,False,,False,route_min_directed_valient,7,0,2,True,1,False,checkerboard,0,False,,False,True,,4,4,1,2,32,,,True,7.096774193548387,,False,,7,6,7,True,,2,,65536,,,,1,True,,,,dfs,,40,DRAMDoubleBuffer2_1,,False,bfs,,,16,db,2,False,route_min_directed_valient,Tst,4,,True,True,200,False,1.10108,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,1.10108,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,1.5kHz,0:00.62,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,27.526881720430108,1,AccelMain,98195183,False,False,False,7,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,1:21.35,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,67.649999421,40,H-hop,0,dor,0,470,0,True,False,,False,route_min_directed_valient,14,0,4,True,1,False,checkerboard,0,False,,False,True,,4,4,1,4,32,,,True,7.898936170212766,,False,,14,6,14,True,,4,,65536,,,,1,True,,,,dfs,,40,DRAMDoubleBuffer2_2,,False,bfs,,,16,db,4,False,route_min_directed_valient,Tst,4,,True,True,200,False,2.17872,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,2.17872,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.42kHz,0:01.13,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,27.23404255319149,1,AccelMain,98195183,False,False,False,14,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,1:24.84,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,61.599100363,40,H-hop,0,dor,0,490,20,True,False,,False,route_min_directed_valient,3,0,6,True,1,False,checkerboard,0,False,,False,True,,4,4,1,6,32,,,True,9.355102040816327,,False,,23,6,23,True,,6,,65536,,,,1,True,,,,dfs,,40,DRAMDoubleBuffer2_3,,False,bfs,,,16,db,6,False,route_min_directed_valient,Tst,4,,True,True,200,False,2.0898,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,2.0898,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.65kHz,0:00.75,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,26.122448979591837,1,AccelMain,98195183,False,False,False,23,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,1:50.10,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,43.009393346,40,H-hop,0,dor,0,370,12,True,False,,False,route_min_directed_valient,11,0,6,True,1,False,checkerboard,0,False,,False,True,,4,4,1,6,32,,,True,2.0108108108108107,,False,,23,6,23,True,,6,,65536,,,,1,True,,,,dfs,,40,DRAMDoubleBuffer2_4,,False,bfs,,,16,db,6,False,route_min_directed_valient,Tst,4,,True,True,200,False,2.76757,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,2.76757,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.37kHz,0:00.99,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,2.1621621621621623,1,AccelMain,98195183,False,False,False,23,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,0:50.91,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,41.707462009,40,H-hop,0,dor,0,461,0,True,False,,False,route_min_directed_valient,13,0,4,True,1,False,checkerboard,0,False,,False,True,,4,4,1,4,32,,,True,15.762834417932032,,False,,13,6,13,True,,4,,65536,,,,1,True,,,,dfs,,40,DRAMDoubleBuffer_0,,False,bfs,,,16,db,4,False,route_min_directed_valient,Tst,4,,True,True,200,False,2.22126,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,2.22126,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.94kHz,0:00.49,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,55.53145336225597,1,AccelMain,98195183,False,False,False,13,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,1:38.15,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,68.020503854,40,H-hop,0,dor,0,261,7,True,False,,False,route_min_directed_valient,4,0,4,True,1,False,checkerboard,0,False,,False,True,,4,4,1,4,32,,,True,3.359858532272326,,False,,11,6,11,True,,4,,65536,,,,1,True,,,,dfs,,40,DRAMDoubleBuffer_1,,False,bfs,,,16,db,4,False,route_min_directed_valient,Tst,4,,True,True,200,False,3.92337,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,3.92337,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.24kHz,0:01.11,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,6.130268199233717,1,AccelMain,98195183,False,False,False,11,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,1:16.62,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,61.38967862,40,H-hop,0,dor,0,236,14,True,False,,False,route_min_directed_valient,8,0,8,True,1,False,checkerboard,0,False,,False,True,,4,4,1,8,32,,,True,2.01271186440678,,False,,22,6,22,True,,8,,65536,,,,1,True,,,,dfs,,40,DRAMDoubleBuffer_2,,False,bfs,,,16,db,8,False,route_min_directed_valient,Tst,4,,True,True,200,False,4.33898,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,4.33898,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.18kHz,0:01.33,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,3.389830508474576,1,AccelMain,98195183,False,False,False,22,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,3:27.81,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,157.008133004,40,H-hop,0,dor,0,236,9,True,False,,False,route_min_directed_valient,28,0,12,True,1,False,checkerboard,0,False,,False,True,,4,4,1,12,32,,,True,2.0208604954367666,,False,,37,6,37,True,,12,,65536,,,,1,True,,,,dfs,,40,DRAMDoubleBuffer_3,,False,bfs,,,16,db,12,False,route_min_directed_valient,Tst,4,,True,True,200,False,4.33898,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,4.33898,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.36kHz,0:00.66,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,3.389830508474576,1,AccelMain,98195183,False,False,False,37,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,1:16.67,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,71.565599769,40,H-hop,0,dor,0,77624,6,True,False,,False,route_min_directed_valient,2,11,3,True,1,False,checkerboard,0,False,,False,,,4,4,1,3,32,,,True,20.71150675048954,,False,,19,6,19,True,,3,,65536,,,,1,True,,,,dfs,,40,DRAMMergeSort_0,,False,bfs,,,16,db,3,False,route_min_directed_valient,Tst,4,,True,True,200,False,43.9023,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,43.9023,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,5.0kHz,0:15.54,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,68.59734102854787,1,AccelMain,98195183,False,False,False,19,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,2:29.83,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,89.205954621,40,H-hop,0,dor,0,77868,6,True,False,,False,route_min_directed_valient,2,11,3,True,1,False,checkerboard,0,False,,False,,,4,4,1,3,32,,,True,20.646607078645914,,False,,19,6,19,True,,3,,65536,,,,1,True,,,,dfs,,40,DRAMMergeSort_1,,False,bfs,,,16,db,3,False,route_min_directed_valient,Tst,4,,True,True,200,False,43.7647,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,43.7647,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,2.72kHz,0:28.60,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,68.3823907124878,1,AccelMain,98195183,False,False,False,19,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,1:58.53,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,78.828999629,40,H-hop,0,dor,0,66310,11,True,False,,False,route_min_directed_valient,4,22,6,True,1,False,checkerboard,0,False,,False,,,4,4,1,6,32,,,True,13.940704390108705,,False,,37,6,37,True,,6,,65536,,,,1,True,,,,dfs,,40,DRAMMergeSort_2,,False,bfs,,,16,db,6,False,route_min_directed_valient,Tst,4,,True,True,200,False,51.393,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,51.393,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,2.14kHz,0:31.00,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,43.239330417734884,1,AccelMain,98195183,False,False,False,37,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,5:02.98,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,163.118346612,40,H-hop,0,dor,0,60700,16,True,False,,False,route_min_directed_valient,6,33,9,True,1,False,checkerboard,0,False,,False,,,4,4,1,9,32,,,True,11.897400695588505,,False,,55,6,55,True,,9,,65536,,,,1,True,,,,dfs,,40,DRAMMergeSort_3,,False,bfs,,,16,db,9,False,route_min_directed_valient,Tst,4,,True,True,200,False,56.1429,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,56.1429,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.96kHz,1:03.55,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,36.73805601317957,1,AccelMain,98195183,False,False,False,55,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,5:24.73,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,238.918587073,40,H-hop,0,dor,0,59447,21,True,False,,False,route_min_directed_valient,8,44,12,True,1,False,checkerboard,0,False,,False,,,4,4,1,12,32,,,True,9.560107630492022,,False,,73,6,73,True,,12,,65536,,,,1,True,,,,dfs,,40,DRAMMergeSort_4,,False,bfs,,,16,db,12,False,route_min_directed_valient,Tst,4,,True,True,200,False,57.3262,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,57.3262,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,0.71kHz,1:23.19,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,29.283227076219152,1,AccelMain,98195183,False,False,False,73,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,5:47.36,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,206.145163446,40,H-hop,0,dor,0,34990,16,True,False,,False,route_min_directed_valient,8,42,10,True,1,False,checkerboard,0,False,,False,,,4,4,1,10,32,,,True,9.205671666559109,,False,,66,6,66,True,,10,,65536,,,,1,True,,,,dfs,,40,DRAMMergeSort_5,,False,bfs,,,16,db,10,False,route_min_directed_valient,Tst,4,,True,True,200,False,52.4438,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,52.4438,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,1.34kHz,0:26.11,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,46.82480708773935,1,AccelMain,98195183,False,False,False,61,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,5:53.69,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,143.280170362,40,H-hop,0,dor,0,61079,16,True,False,,False,route_min_directed_valient,6,33,9,True,1,False,checkerboard,0,False,,False,,,4,4,1,9,32,,,True,11.823576388320408,,False,,55,6,55,True,,9,,65536,,,,1,True,,,,dfs,,40,DRAMMergeSort_6,,False,bfs,,,16,db,9,False,route_min_directed_valient,Tst,4,,True,True,200,False,55.7945,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,55.7945,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,1.06kHz,0:57.48,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,36.51009348548601,1,AccelMain,98195183,False,False,False,55,0,True,False,4,pirTest,True,512,False
True,200,,False,1000000000.0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,hybrid,True,False,5:07.51,True,False,True,True,mesh,,True,6,f502b36e,True,1,False,,False,0,False,,,5,580.826918048,40,H-hop,0,dor,0,32497,37,True,False,,False,route_min_directed_valient,20,105,25,True,1,False,checkerboard,0,False,,False,,,4,4,1,25,32,,,True,5.623461783669034,,False,,162,6,162,True,,25,,65536,,,,1,True,,,,dfs,,40,DRAMMergeSort_7,,False,bfs,,,16,db,25,False,route_min_directed_valient,Tst,4,,True,True,200,False,56.467,False,-i100 -p100 -t1 -d100,2020-01-28 20:48:36 -0800,56.467,0,16,4,20,False,False,20,False,False,MyDesign,True,,100,,True,False,6,False,,,1.07kHz,0:30.48,1000000000,True,True,False,0,2,True,True,6,DDR4,True,False,4,29.073452934116997,1,AccelMain,98195183,False,False,False,151,0,True,False,4,pirTest,True,512,False
