topo,pmu-sram-size,OPS-Prog FU,psim,vcLimit,debug,waveform,lrange,maketst_err,vec,maketst_time,tokenout,open,VAFG,VMC-alloc,VDAG-split,runp2p_cycle,DAG,split-forward,vdot,runp2p_pass,VPCU,merge,runhybrid_wbw,split,runhybrid_dram_power,PCU_Total,time-out,runhybrid_pass,row,constprop,simfreq,VAFG-split,spatial_sha,vc,MC_Total,runhybrid_cycle,arch,algo,VPMU-split,reserve-pmu,runhybrid_success,VMC-split,VPCU-split,prtime,link-prop,OPS-Fix,VPMU-alloc,codegen,runproute_err,pcu-stage,run-psim,retime-buffer-only,load,runhybrid_deadlock,DAG_Total,reserve-pcu,retime-glob,ag-dce,backend,memelm,succeeded,proute-opts,simulate,col,PCU,pmu-stage,proute-algo,flit-width,VDAG,genpir,avgActive,maxActive,runp2p_time,vlink,name,merge-forward,runhybrid_err,verbose,sr,scheduled,split-algo,routing-cost,dag-stage,genpir_err,runp2p_dram_power,proute-q,app,tungsten,pattern,VPMU,time,project,OPS-All,save,mem-tech,fast,run-tst,runp2p_err,runhybrid_complete,pirArgs,retime-exout,igraph,runp2p_complete,VMC,net,gentst_time,dot,debug-print,runp2p_success,proute-seed,pracc,runp2p_deadlock,routing-algo,notFit,gentst_err,runp2p_wbw,merge-algo,nn,MC,dedicated-dag,PMU,psim-q,bcread,mdone,rundot,VAFG-alloc,VDAG-alloc,mergeTime_ms,OPS-FU,freq,OPS-Other,dag,VPCU-alloc,run-proute,dupra,runp2p_rbw,split-thread,vfifo,trace,slink,pir_sha,clock,runhybrid_rbw,argin,word,runproute_time,runhybrid_time,PMU_Total,argout,mapping,start-id,fifo-depth,retime-local,OPS-Flt,rtelm,stat,module
mesh,65536,,False,4,True,True,True,,16,1:25.26,5,False,1,3,0,265410,0,False,True,True,9,False,,True,,200,100,,20,True,6.44kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,5,0,False,3,9,,db,,5,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,9,6,route_min_directed_valient,512,0,True,17.47352160212898,98.76945103801665,0:41.22,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_1,True,checkerboard,5,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,3,hybrid,62.863423161,True,True,True,0,True,False,dor,,,0.0617309,bfs,False,3,False,5,1,True,True,True,1,0,,,1000000000.0,,True,9,False,False,0.246924,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:01.92,5,False,1,4,0,9068,0,False,True,True,28,False,,True,,200,100,,20,True,1.75kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,6,0,False,4,28,,db,,6,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,28,6,route_min_directed_valient,512,0,True,28.3323618375449,90.33965593295103,0:05.18,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_10,True,checkerboard,6,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,4,hybrid,89.6571763,True,True,True,0,True,False,dor,,,0.451698,bfs,False,4,False,6,1,True,True,True,1,0,,,1000000000.0,,True,17,False,False,1.32686,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:09.43,5,False,1,7,0,9821,0,False,True,True,30,False,,True,,200,100,,20,True,1.55kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,9,0,False,7,30,,db,,9,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,30,6,route_min_directed_valient,512,0,True,25.2703956374662,83.41309438957336,0:06.33,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_11,True,checkerboard,9,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,7,hybrid,84.334401499,True,True,True,0,True,False,dor,,,0.417065,bfs,False,7,False,9,1,True,True,True,1,0,,,1000000000.0,,True,22,False,False,1.12738,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:16.59,5,False,1,5,0,9828,0,False,True,True,32,False,,True,,200,100,,20,True,4.15kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,7,0,False,5,32,,db,,7,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,32,6,route_min_directed_valient,512,0,True,26.63653550750325,83.35368335368335,0:02.37,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_12,True,checkerboard,7,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,5,hybrid,102.775047879,True,True,True,0,True,False,dor,,,0.416768,bfs,False,5,False,7,1,True,True,True,1,0,,,1000000000.0,,True,18,False,False,1.08751,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,3:50.38,5,False,1,12,0,9043,0,False,True,True,36,False,,True,,200,100,,20,True,0.77kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,20,0,False,12,36,,db,,20,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,36,6,route_min_directed_valient,512,0,True,18.49807389049882,90.58940617051863,0:11.69,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_13,True,checkerboard,20,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,12,hybrid,153.901811349,True,True,True,0,True,False,dor,,,0.452947,bfs,False,12,False,20,1,True,True,True,1,0,,,1000000000.0,,True,36,False,False,0.905894,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:16.08,5,False,1,10,0,9303,0,False,True,True,28,False,,True,,200,100,,20,True,2.33kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,14,0,False,10,28,,db,,14,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,28,6,route_min_directed_valient,512,0,True,23.3126258723601,88.05761582285284,0:04.00,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_14,True,checkerboard,14,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,10,hybrid,130.244275836,True,True,True,0,True,False,dor,,,0.440288,bfs,False,10,False,14,1,True,True,True,1,0,,,1000000000.0,,True,28,False,False,0.908094,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:58.03,5,False,1,7,0,5741,0,False,True,True,52,False,,True,,200,100,,20,True,1.65kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,9,0,False,7,52,,db,,9,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,52,6,route_min_directed_valient,512,0,True,25.07073874083106,71.34645532137259,0:03.47,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_15,True,checkerboard,9,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,7,hybrid,106.064780742,True,True,True,0,True,False,dor,,,0.713465,bfs,False,7,False,9,1,True,True,True,1,0,,,1000000000.0,,True,30,False,False,1.63874,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,5:06.01,5,False,1,20,0,4948,0,False,True,True,56,False,,True,,200,100,,20,True,0.76kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,28,0,False,20,56,,db,,28,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,56,6,route_min_directed_valient,512,0,True,22.124379258574894,82.78092158447858,0:06.53,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_16,True,checkerboard,28,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,20,hybrid,294.694992127,True,True,True,0,True,False,dor,,,0.827809,bfs,False,20,False,28,1,True,True,True,1,0,,,1000000000.0,,True,56,False,False,1.65562,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,3:50.57,5,False,1,7,0,2764,30,False,True,True,57,False,,True,,200,100,,20,True,0.61kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,11,0,False,7,57,,db,,9,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,27,6,route_min_directed_valient,512,0,True,35.19602683857388,74.09551374819102,0:04.55,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_17,True,checkerboard,11,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,7,hybrid,197.574594279,True,True,True,0,True,False,dor,,,5.92764,bfs,False,7,False,11,1,True,True,True,1,0,,,1000000000.0,,True,30,False,False,21.4182,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,3:35.78,5,False,1,20,0,2604,40,False,True,True,84,False,,True,,200,100,,20,True,0.76kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,28,0,False,20,84,,db,,28,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,44,6,route_min_directed_valient,512,0,True,26.361418104209996,78.64823348694317,0:03.44,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_18,True,checkerboard,28,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,20,hybrid,316.828652919,True,True,True,0,True,False,dor,,,6.29186,bfs,False,20,False,28,1,True,True,True,1,0,,,1000000000.0,,True,56,False,False,12.5837,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:27.30,5,False,1,5,0,46081,15,False,True,True,30,False,,True,,200,100,,20,True,1.27kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,7,0,False,5,30,,db,,7,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,15,6,route_min_directed_valient,512,0,True,27.438573882444455,97.775655910245,0:36.19,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_19,True,checkerboard,7,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,5,hybrid,165.671404546,True,True,True,0,True,False,dor,,,1.42219,bfs,False,5,False,7,1,True,True,True,1,0,,,1000000000.0,,True,19,False,False,5.68877,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:35.27,5,False,1,3,0,66601,9,False,True,True,18,False,,True,,200,100,,20,True,3.17kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,6,0,False,3,18,,db,,5,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,9,6,route_min_directed_valient,512,0,True,27.09875477345185,98.40092491103738,0:20.99,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_2,True,checkerboard,6,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,3,hybrid,52.14558926,True,True,True,0,True,False,dor,,,0.984009,bfs,False,3,False,6,1,True,True,True,1,0,,,1000000000.0,,True,11,False,False,3.93604,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,4:03.32,5,False,1,5,0,16568,30,False,True,True,64,False,,True,,200,100,,20,True,1.11kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,9,0,False,5,64,,db,,7,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,34,6,route_min_directed_valient,512,0,True,38.571226274932215,93.48140994688556,0:14.90,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_20,True,checkerboard,9,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,5,hybrid,221.809202613,True,True,True,0,True,False,dor,,,3.95558,bfs,False,5,False,9,1,True,True,True,1,0,,,1000000000.0,,True,31,False,False,15.8223,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,8:09.93,5,False,1,15,0,9275,40,False,True,True,202,False,,True,,200,100,,20,True,0.42kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,27,0,False,15,202,,db,,21,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,162,6,route_min_directed_valient,512,0,True,34.853526220614825,83.49326145552561,0:21.84,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_21,True,checkerboard,27,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,15,hybrid,1213.223187825,True,True,True,0,True,False,dor,,,7.06588,bfs,False,15,False,27,1,True,True,True,1,0,,,1000000000.0,,True,95,False,False,21.1976,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,4:43.14,5,False,1,15,0,34202,36,False,True,True,69,False,,True,,200,100,,20,True,0.83kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,21,0,False,15,69,,db,,21,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,33,6,route_min_directed_valient,512,0,True,27.186720948630416,95.8072627331735,0:41.25,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_22,True,checkerboard,21,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,15,hybrid,394.569475332,True,True,True,0,True,False,dor,,,1.91615,bfs,False,15,False,21,1,True,True,True,1,0,,,1000000000.0,,True,46,False,False,5.74844,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:11.61,5,False,1,3,0,149030,11,False,True,True,34,False,,True,,200,100,,20,True,4.03kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,5,0,False,3,34,,db,,5,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,23,6,route_min_directed_valient,512,0,True,28.140301220620618,98.25672683352346,0:37.00,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_23,True,checkerboard,5,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,3,hybrid,100.277191069,True,True,True,0,True,False,dor,,,0.43975,bfs,False,3,False,5,1,True,True,True,1,0,,,1000000000.0,,True,15,False,False,1.759,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,3:53.90,5,False,1,9,0,75824,33,False,True,True,104,False,,True,,200,100,,20,True,1.2kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,15,0,False,9,104,,db,,15,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,71,6,route_min_directed_valient,512,0,True,28.19370198432237,96.56045579236125,1:03.16,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_24,True,checkerboard,15,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,9,hybrid,360.361674467,True,True,True,0,True,False,dor,,,0.864317,bfs,False,9,False,15,1,True,True,True,1,0,,,1000000000.0,,True,45,False,False,2.59295,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:57.17,5,False,1,5,0,67287,12,False,True,True,21,False,,True,,200,100,,20,True,2.15kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,7,0,False,5,21,,db,,7,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,9,6,route_min_directed_valient,512,0,True,27.603067252320603,97.39771426872947,0:31.24,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_3,True,checkerboard,7,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,5,hybrid,105.564141082,True,True,True,0,True,False,dor,,,0.973977,bfs,False,5,False,7,1,True,True,True,1,0,,,1000000000.0,,True,14,False,False,3.89591,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:25.71,5,False,1,4,0,66722,11,False,True,True,20,False,,True,,200,100,,20,True,5.29kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,6,0,False,4,20,,db,,6,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,9,6,route_min_directed_valient,512,0,True,25.338087034819925,98.22247534546327,0:12.61,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_4,True,checkerboard,6,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,4,hybrid,85.696170438,True,True,True,0,True,False,dor,,,0.982225,bfs,False,4,False,6,1,True,True,True,1,0,,,1000000000.0,,True,13,False,False,3.9289,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,3:22.44,5,False,1,7,0,18323,30,False,True,True,57,False,,True,,200,100,,20,True,0.85kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,11,0,False,7,57,,db,,9,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,27,6,route_min_directed_valient,512,0,True,35.76716794093861,89.41767177863886,0:21.47,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_6,True,checkerboard,11,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,7,hybrid,143.924172553,True,True,True,0,True,False,dor,,,3.57671,bfs,False,7,False,11,1,True,True,True,1,0,,,1000000000.0,,True,30,False,False,14.3068,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:44.98,5,False,1,3,0,17251,0,False,True,True,18,False,,True,,200,100,,20,True,5.91kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,5,0,False,3,18,,db,,5,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,18,6,route_min_directed_valient,512,0,True,24.379815110787227,94.97420439394817,0:02.92,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_7,True,checkerboard,5,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,3,hybrid,71.862265765,True,True,True,0,True,False,dor,,,0.237436,bfs,False,3,False,5,1,True,True,True,1,0,,,1000000000.0,,True,11,False,False,0.779085,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:32.00,5,False,1,3,0,2241,9,False,True,True,18,False,,True,,200,100,,20,True,1.15kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,5,0,False,3,18,,db,,5,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,9,6,route_min_directed_valient,512,0,True,30.637702324449315,91.38777331548415,0:01.95,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_8,True,checkerboard,5,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,3,hybrid,58.477369531,True,True,True,0,True,False,dor,,,1.82776,bfs,False,3,False,5,1,True,True,True,1,0,,,1000000000.0,,True,11,False,False,6.59705,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:08.18,5,False,1,3,0,8574,9,False,True,True,18,False,,True,,200,100,,20,True,2.87kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,6,0,False,3,18,,db,,5,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,9,6,route_min_directed_valient,512,0,True,30.85345229764404,95.54466993235363,0:02.99,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,GEMM_9,True,checkerboard,6,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,3,hybrid,55.682441161,True,True,True,0,True,False,dor,,,1.91089,bfs,False,3,False,6,1,True,True,True,1,0,,,1000000000.0,,True,11,False,False,7.64357,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,0:54.64,5,False,1,2,0,88,0,False,True,True,7,False,,True,,200,100,,20,True,0.07kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,2,0,False,2,7,,db,,2,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,7,6,route_min_directed_valient,512,0,True,15.25974025974026,36.36363636363637,0:01.32,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,IfTest_0,True,checkerboard,2,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,2,hybrid,33.975527313,True,True,True,0,True,False,dor,,,2.90909,bfs,False,2,False,2,1,True,True,True,1,0,,,1000000000.0,,True,7,False,False,0.0,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
