spatial_sha,retime-glob,PMU,retime-buffer-only,dot,OPS-FU,genpir,retime-exout,slink,psim-q,app,run-psim,share-adctx,name,VBB-split,runp2p_deadlock,runhybrid_success,dupra,vlink,VPMU-split,vcLimit,maketst_time,sr,vc,nn,DAG_Total,rundot,backend,debug-print,constprop,verbose,stat,project,MC_Total,argin,OPS-Fix,vec,reserve-pmu,gentst_err,pmu-sram-size,VPMU-alloc,split-thread,word,row,maketst_err,split-forward,maxActive,OPS-Other,PMU_Total,runhybrid_cycle,run-tst,runp2p_cycle,col,fifo-depth,net,pmu-stage,runhybrid_rbw,dedicated-dag,simulate,split-algo,routing-cost,pcu-stage,runhybrid_err,runp2p_pass,VAFG-split,mem-tech,notFit,gentst_time,lrange,psim,genpir_err,mdone,VAFG,retime-local,runp2p_success,DAG,succeeded,PCU,proute-seed,time-out,fast,mapping,runhybrid_complete,merge-algo,codegen,time,VPCU-alloc,flit-width,routing-algo,clock,run-proute,VPCU,VDAG-split,vdot,trace,algo,tokenout,VDAG-alloc,mergeTime_ms,save,avgActive,open,VPMU,VMC-split,merge,igraph,runproute_time,tungsten,memelm,VBB,runhybrid_pass,dag-stage,runp2p_complete,proute-q,VDAG,vfifo,reserve-pcu,module,OPS-All,simfreq,pirArgs,PCU_Total,prtime,OPS-Flt,load,runhybrid_deadlock,pattern,rtelm,topo,VBB-alloc,VAFG-alloc,merge-forward,debug,MC,ag-dce,runp2p_time,arch,VPCU-split,runproute_err,runp2p_wbw,link-prop,runhybrid_time,runp2p_dram_power,VMC,split,scheduled,proute-opts,freq,VMC-alloc,OPS-Prog FU,argout,dag,runhybrid_wbw,runp2p_err,start-id,runp2p_rbw,bcread,pracc,waveform,proute-algo,pir_sha,runhybrid_dram_power
6146f9a9,False,2,False,True,,True,False,4,1,BankEnable_0,False,False,AccelMain,,False,False,False,2,2,4,0:41.09,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,2,1,32,20,,False,41.02564102564103,,200,,False,78,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,23.267763305,True,False,,True,1,False,True,3,True,2,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,4,512,dor,1000000000,False,4,0,True,False,route_min_directed_valient,5,0,,True,14.003944773175544,False,2,1,False,False,,True,False,,,6,True,4,0,4,0,False,,0.05kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,1,True,0:01.62,MyDesign,4,,1.64103,db,,,1,True,False,-i100 -p100 -t1 -d100,1000000000.0,1,,4,True,,,0,0.0,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,6,False,True,,True,False,4,1,BankRange_0,False,False,AccelMain,,False,False,False,2,6,4,1:30.42,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,6,1,32,20,,False,11.940298507462687,,200,,False,134,20,16,hybrid,6,,False,False,dfs,H-hop,6,,,1,DDR4,,44.843661102,True,False,,True,1,False,True,10,True,15,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,13,512,dor,1000000000,False,25,0,True,False,route_min_directed_valient,5,0,,True,10.058403634003893,False,6,1,False,False,,True,False,,,6,True,4,0,4,0,False,,0.12kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,1,True,0:01.16,MyDesign,25,,0.955224,db,,,1,True,False,-i100 -p100 -t1 -d100,1000000000.0,1,,4,True,,,0,0.0,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,7,False,True,,True,False,4,1,BlackScholes_0,False,False,AccelMain,,False,False,False,2,6,4,3:41.84,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,6,1,32,20,,False,7.266727577550496,,200,,False,112733,20,16,hybrid,6,,False,False,bfs,H-hop,6,,True,1,DDR4,,79.290177075,True,False,,True,1,False,True,8,True,33,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,10,512,dor,1000000000,False,42,0,True,False,route_min_directed_valient,5,0,,True,5.69781535292965,False,6,7,False,False,,True,False,,,6,True,4,0,4,0,False,,0.77kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --split-algo=bfs, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,7,True,2:25.78,MyDesign,42,,4.65071,db,,,7,True,False,-i100 -p100 -t1 -d100,1000000000.0,7,,4,True,,,0,27.9042,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,1,False,True,,True,False,4,1,BreakTest,False,False,AccelMain,,False,False,False,2,,4,0:13.62,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,13.793103448275861,,200,,False,87,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,15.650107209,True,False,,True,1,False,True,0,True,0,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,1,512,dor,1000000000,False,1,0,True,False,route_min_directed_valient,5,0,,True,5.363984674329502,False,,,False,False,,True,False,,,6,True,4,0,4,0,False,,0.07kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,0,True,0:01.27,MyDesign,1,,0.0,db,,,,True,False,-i100 -p100 -t1 -d100,1000000000.0,,,4,True,,,0,0.0,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,2,False,True,,True,False,4,1,BreakTest2,False,False,AccelMain,,False,False,False,2,,4,0:18.49,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,43.47826086956522,,200,,False,23,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,16.673022474,True,False,,True,1,False,True,0,True,0,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,2,512,dor,1000000000,False,2,0,True,False,route_min_directed_valient,5,0,,True,23.91304347826087,False,,,False,False,,True,False,,,6,True,4,0,4,0,False,,0.02kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,0,True,0:01.44,MyDesign,2,,0.0,db,,,,True,False,-i100 -p100 -t1 -d100,1000000000.0,,,4,True,,,0,0.0,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,2,False,True,,True,False,4,1,BroadcastTest,False,False,AccelMain,,False,False,False,2,2,4,1:08.97,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,2,1,32,20,,False,47.23247232472325,,200,,False,271,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,47.618677595,True,False,,True,1,False,True,3,True,9,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,6,512,dor,1000000000,False,12,0,True,False,route_min_directed_valient,5,0,,True,20.647433747064742,False,2,2,False,False,,True,False,,,6,True,4,0,4,0,False,,0.18kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,2,True,0:01.47,MyDesign,12,,15.1144,db,,,2,True,False,-i100 -p100 -t1 -d100,1000000000.0,2,,4,True,,,0,0.472325,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,2,False,True,,True,False,4,1,CountZero_0,False,False,AccelMain,,False,False,False,2,2,4,0:37.35,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,2,1,32,20,,False,33.56643356643357,,200,,False,143,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,19.984223374,True,False,,True,1,False,True,0,True,5,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,4,512,dor,1000000000,False,5,0,True,False,route_min_directed_valient,5,0,,True,21.10616656071202,False,2,1,False,False,,True,False,,,6,True,4,0,4,0,False,,0.11kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,1,True,0:01.25,MyDesign,5,,1.34266,db,,,1,True,False,-i100 -p100 -t1 -d100,1000000000.0,1,,4,True,,,0,0.447552,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,7,False,True,,True,False,4,1,DRAMDoubleBuffer2_0,False,False,AccelMain,,False,False,False,2,,4,0:37.05,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,27.526881720430108,,200,,False,930,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,23.891673018,True,False,,True,1,False,True,0,True,0,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,7,512,dor,1000000000,False,7,0,True,False,route_min_directed_valient,5,0,,True,7.096774193548387,False,,2,False,False,,True,False,,,6,True,4,0,4,0,False,,0.89kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,2,True,0:01.04,MyDesign,7,,1.10108,db,,,2,True,False,-i100 -p100 -t1 -d100,1000000000.0,2,,4,True,,,0,1.10108,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,7,False,True,,True,False,4,1,DRAMDoubleBuffer2_1,False,False,AccelMain,,False,False,False,2,,4,0:36.68,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,27.526881720430108,,200,,False,930,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,27.458303749,True,False,,True,1,False,True,0,True,0,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,7,512,dor,1000000000,False,7,0,True,False,route_min_directed_valient,5,0,,True,7.096774193548387,False,,2,False,False,,True,False,,,6,True,4,0,4,0,False,,0.59kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,2,True,0:01.57,MyDesign,7,,1.10108,db,,,2,True,False,-i100 -p100 -t1 -d100,1000000000.0,2,,4,True,,,0,1.10108,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,14,False,True,,True,False,4,1,DRAMDoubleBuffer2_2,False,False,AccelMain,,False,False,False,2,,4,0:53.89,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,27.23404255319149,,200,,False,470,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,26.089430053,True,False,,True,1,False,True,0,True,0,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,14,512,dor,1000000000,False,14,0,True,False,route_min_directed_valient,5,0,,True,7.898936170212766,False,,4,False,False,,True,False,,,6,True,4,0,4,0,False,,0.39kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,4,True,0:01.21,MyDesign,14,,2.17872,db,,,4,True,False,-i100 -p100 -t1 -d100,1000000000.0,4,,4,True,,,0,2.17872,True,True,True,route_min_directed_valient,6d8235d1,
