spatial_sha,retime-glob,PMU,retime-buffer-only,dot,OPS-FU,genpir,retime-exout,slink,psim-q,app,run-psim,share-adctx,name,VBB-split,runp2p_deadlock,runhybrid_success,dupra,vlink,VPMU-split,vcLimit,maketst_time,sr,vc,nn,DAG_Total,rundot,backend,debug-print,constprop,verbose,stat,project,MC_Total,argin,OPS-Fix,vec,reserve-pmu,gentst_err,pmu-sram-size,VPMU-alloc,split-thread,word,row,maketst_err,split-forward,maxActive,OPS-Other,PMU_Total,runhybrid_cycle,run-tst,runp2p_cycle,col,fifo-depth,net,pmu-stage,runhybrid_rbw,dedicated-dag,simulate,split-algo,routing-cost,pcu-stage,runhybrid_err,runp2p_pass,VAFG-split,mem-tech,notFit,gentst_time,lrange,psim,genpir_err,mdone,VAFG,retime-local,runp2p_success,DAG,succeeded,PCU,proute-seed,time-out,fast,mapping,runhybrid_complete,merge-algo,codegen,time,VPCU-alloc,flit-width,routing-algo,clock,run-proute,VPCU,VDAG-split,vdot,trace,algo,tokenout,VDAG-alloc,mergeTime_ms,save,avgActive,open,VPMU,VMC-split,merge,igraph,runproute_time,tungsten,memelm,VBB,runhybrid_pass,dag-stage,runp2p_complete,proute-q,VDAG,vfifo,reserve-pcu,module,OPS-All,simfreq,pirArgs,PCU_Total,prtime,OPS-Flt,load,runhybrid_deadlock,pattern,rtelm,topo,VBB-alloc,VAFG-alloc,merge-forward,debug,MC,ag-dce,runp2p_time,arch,VPCU-split,runproute_err,runp2p_wbw,link-prop,runhybrid_time,runp2p_dram_power,VMC,split,scheduled,proute-opts,freq,VMC-alloc,OPS-Prog FU,argout,dag,runhybrid_wbw,runp2p_err,start-id,runp2p_rbw,bcread,pracc,waveform,proute-algo,pir_sha,runhybrid_dram_power
6146f9a9,False,3,False,True,,True,False,4,1,DRAMDoubleBuffer2_3,False,False,AccelMain,,False,False,False,2,,4,1:16.84,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,26.122448979591837,,200,,False,490,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,46.599065171,True,False,,True,1,False,True,20,True,0,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,23,512,dor,1000000000,False,23,0,True,False,route_min_directed_valient,5,0,,True,9.355102040816327,False,,6,False,False,,True,False,,,6,True,4,0,4,0,False,,0.55kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,6,True,0:00.89,MyDesign,23,,2.0898,db,,,6,True,False,-i100 -p100 -t1 -d100,1000000000.0,6,,4,True,,,0,2.0898,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,11,False,True,,True,False,4,1,DRAMDoubleBuffer2_4,False,False,AccelMain,,False,False,False,2,,4,1:29.01,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,2.1621621621621623,,200,,False,370,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,49.310020307,True,False,,True,1,False,True,12,True,0,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,23,512,dor,1000000000,False,23,0,True,False,route_min_directed_valient,5,0,,True,2.0108108108108107,False,,6,False,False,,True,False,,,6,True,4,0,4,0,False,,0.39kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,6,True,0:00.94,MyDesign,23,,2.76757,db,,,6,True,False,-i100 -p100 -t1 -d100,1000000000.0,6,,4,True,,,0,2.76757,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,13,False,True,,True,False,4,1,DRAMDoubleBuffer_0,False,False,AccelMain,,False,False,False,2,,4,0:47.45,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,55.53145336225597,,200,,False,461,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,37.522262357,True,False,,True,1,False,True,0,True,0,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,13,512,dor,1000000000,False,13,0,True,False,route_min_directed_valient,5,0,,True,15.762834417932032,False,,4,False,False,,True,False,,,6,True,4,0,4,0,False,,0.4kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,4,True,0:01.16,MyDesign,13,,2.22126,db,,,4,True,False,-i100 -p100 -t1 -d100,1000000000.0,4,,4,True,,,0,2.22126,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,4,False,True,,True,False,4,1,DRAMDoubleBuffer_1,False,False,AccelMain,,False,False,False,2,,4,0:31.37,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,6.130268199233717,,200,,False,261,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,31.311545379,True,False,,True,1,False,True,7,True,0,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,11,512,dor,1000000000,False,11,0,True,False,route_min_directed_valient,5,0,,True,3.359858532272326,False,,4,False,False,,True,False,,,6,True,4,0,4,0,False,,0.36kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,4,True,0:00.73,MyDesign,11,,3.92337,db,,,4,True,False,-i100 -p100 -t1 -d100,1000000000.0,4,,4,True,,,0,3.92337,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,8,False,True,,True,False,4,1,DRAMDoubleBuffer_2,False,False,AccelMain,,False,False,False,2,,4,1:38.76,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,3.389830508474576,,200,,False,236,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,46.08018313,True,False,,True,1,False,True,14,True,0,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,22,512,dor,1000000000,False,22,0,True,False,route_min_directed_valient,5,0,,True,2.01271186440678,False,,8,False,False,,True,False,,,6,True,4,0,4,0,False,,0.22kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,8,True,0:01.06,MyDesign,22,,4.33898,db,,,8,True,False,-i100 -p100 -t1 -d100,1000000000.0,8,,4,True,,,0,4.33898,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,28,False,True,,True,False,4,1,DRAMDoubleBuffer_3,False,False,AccelMain,,False,False,False,2,,4,2:36.19,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,3.389830508474576,,200,,False,236,20,16,hybrid,6,,False,False,dfs,H-hop,6,,True,1,DDR4,,72.071479845,True,False,,True,1,False,True,9,True,0,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,37,512,dor,1000000000,False,37,0,True,False,route_min_directed_valient,5,0,,True,2.0208604954367666,False,,12,False,False,,True,False,,,6,True,4,0,4,0,False,,0.15kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,12,True,0:01.61,MyDesign,37,,4.33898,db,,,12,True,False,-i100 -p100 -t1 -d100,1000000000.0,12,,4,True,,,0,4.33898,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,2,False,True,,True,False,4,1,DRAMMergeSort_0,False,False,AccelMain,,False,False,False,2,,4,1:23.80,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,67.86469883510489,,200,,False,78462,20,16,hybrid,6,,False,False,dfs,H-hop,6,,,1,DDR4,,28.103496969,True,False,,True,1,False,True,6,True,11,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,19,512,dor,1000000000,False,19,0,True,False,route_min_directed_valient,5,0,,True,20.490301037444876,False,,3,False,False,,True,False,,,6,True,4,0,4,0,False,,1.75kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,3,True,0:44.78,MyDesign,19,,43.4334,db,,,3,True,False,-i100 -p100 -t1 -d100,1000000000.0,3,,4,True,,,0,43.4334,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,2,False,True,,True,False,4,1,DRAMMergeSort_1,False,False,AccelMain,,False,False,False,2,,4,1:49.35,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,68.39468749197215,,200,,False,77854,20,16,hybrid,6,,False,False,dfs,H-hop,6,,,1,DDR4,,43.384868597,True,False,,True,1,False,True,6,True,11,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,19,512,dor,1000000000,False,19,0,True,False,route_min_directed_valient,5,0,,True,20.65031982942431,False,,3,False,False,,True,False,,,6,True,4,0,4,0,False,,1.35kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,3,True,0:57.83,MyDesign,19,,43.7726,db,,,3,True,False,-i100 -p100 -t1 -d100,1000000000.0,3,,4,True,,,0,43.7726,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,4,False,True,,True,False,4,1,DRAMMergeSort_2,False,False,AccelMain,,False,False,False,2,,4,3:06.86,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,42.471374187145415,,200,,False,67509,20,16,hybrid,6,,False,False,dfs,H-hop,6,,,1,DDR4,,56.923227579,True,False,,True,1,False,True,11,True,22,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,37,512,dor,1000000000,False,37,0,True,False,route_min_directed_valient,5,0,,True,13.69310918704333,False,,6,False,False,,True,False,,,6,True,4,0,4,0,False,,0.91kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,6,True,1:14.29,MyDesign,37,,50.4803,db,,,6,True,False,-i100 -p100 -t1 -d100,1000000000.0,6,,4,True,,,0,50.4803,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,6,False,True,,True,False,4,1,DRAMMergeSort_3,False,False,AccelMain,,False,False,False,2,,4,4:10.99,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,37.28161832316309,,200,,False,59815,20,16,hybrid,6,,False,False,dfs,H-hop,6,,,1,DDR4,,103.620238303,True,False,,True,1,False,True,16,True,33,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,55,512,dor,1000000000,False,55,0,True,False,route_min_directed_valient,5,0,,True,12.073430113219464,False,,9,False,False,,True,False,,,6,True,4,0,4,0,False,,0.54kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,9,True,1:50.77,MyDesign,55,,56.9735,db,,,9,True,False,-i100 -p100 -t1 -d100,1000000000.0,9,,4,True,,,0,56.9735,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,8,False,True,,True,False,4,1,DRAMMergeSort_4,False,False,AccelMain,,False,False,False,2,,4,4:21.40,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,28.7317620650954,,200,,False,60588,20,16,hybrid,6,,False,False,dfs,H-hop,6,,,1,DDR4,,114.995781166,True,False,,True,1,False,True,21,True,44,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,73,512,dor,1000000000,False,73,0,True,False,route_min_directed_valient,5,0,,True,9.380070613155397,False,,12,False,False,,True,False,,,6,True,4,0,4,0,False,,0.44kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,12,True,2:19.05,MyDesign,73,,56.2466,db,,,12,True,False,-i100 -p100 -t1 -d100,1000000000.0,12,,4,True,,,0,56.2466,True,True,True,route_min_directed_valient,6d8235d1,
6146f9a9,False,8,False,True,,True,False,4,1,DRAMMergeSort_5,False,False,AccelMain,,False,False,False,2,,4,4:27.15,True,4,False,40,True,Tst,True,True,False,True,pirTest,40,6,,16,0,,65536,,1,32,20,,False,46.1508126531647,,200,,False,35501,20,16,hybrid,6,,False,False,dfs,H-hop,6,,,1,DDR4,,141.749310561,True,False,,True,1,False,True,16,True,42,0,100,True,True,False,bfs,True,2020-03-14 19:43:29 -0700,61,512,dor,1000000000,False,66,0,True,False,route_min_directed_valient,5,0,,True,9.073165590065159,False,,10,False,False,,True,False,,,6,True,4,0,4,0,False,,0.46kHz,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",200,,,False,False,checkerboard,True,mesh,,1,False,True,10,True,1:17.05,MyDesign,66,,51.6889,db,,,10,True,False,-i100 -p100 -t1 -d100,1000000000.0,10,,4,True,,,0,51.6889,True,True,True,route_min_directed_valient,6d8235d1,
