app,project,backend,freq,spatial_sha,pir_sha,time,genpir,genpir_err,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,runp2p_cycle,runhybrid_cycle,runp2p_err,runhybrid_err,maketst_err,runproute_err,gentst_err,runp2p_pass,runhybrid_pass,runp2p_deadlock,runhybrid_deadlock,runp2p_complete,runhybrid_complete,runp2p_dram_power,runhybrid_dram_power,runp2p_rbw,runhybrid_rbw,runp2p_wbw,runhybrid_wbw,maketst_time,runp2p_time,runhybrid_time,runproute_time,gentst_time,OPS-All,OPS-FU,OPS-Fix,OPS-Flt,OPS-Other,OPS-Prog FU,notFit,MC,DAG,PMU,PCU,MC_Total,DAG_Total,PMU_Total,PCU_Total,VMC,VDAG,VPMU,VPCU,row,col,pirArgs,algo,pattern,slink,vlink,prtime,vcLimit,runp2p_success,runhybrid_success,succeeded,simfreq
StreamInfSVM_3,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,1108,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:14.63,0:00.65,,,22.464524957,"80834 OP, 72.95 GOPS","68330 OP, 61.67 GOPS","40457 OP, 36.51 GOPS","1664 OP, 1.50 GOPS","38713 OP, 34.94 GOPS","24793 OP, 22.38 GOPS",,2,2,5,7,40,40,200,200,2,0,5,9,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.7kHz
StreamInfSVM_4,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,596,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:35.44,0:00.55,,,30.103695066,"95601 OP, 160.40 GOPS","75849 OP, 127.26 GOPS","47689 OP, 80.02 GOPS","1664 OP, 2.79 GOPS","46248 OP, 77.60 GOPS","17401 OP, 29.20 GOPS",,2,4,5,12,40,40,200,200,2,0,5,16,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.08kHz
StreamInfSVM_5,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,232,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:42.27,0:00.60,,,48.514629751,"77335 OP, 333.34 GOPS","70139 OP, 302.32 GOPS","11438 OP, 49.30 GOPS","1664 OP, 7.17 GOPS","64233 OP, 276.87 GOPS","2102 OP, 9.06 GOPS",,2,10,20,8,40,40,200,200,2,0,7,31,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.39kHz
StreamSumFields_0,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,184,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:51.16,0:00.68,,,16.29119009,"9919 OP, 53.91 GOPS","9919 OP, 53.91 GOPS","5253 OP, 28.55 GOPS",,"4666 OP, 25.36 GOPS","4741 OP, 25.77 GOPS",,2,2,2,4,40,40,200,200,2,0,2,6,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.27kHz
StreamSumFields_1,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,182,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:57.87,0:00.51,,,24.831244206,"15801 OP, 86.82 GOPS","15181 OP, 83.41 GOPS","7009 OP, 38.51 GOPS",,"8792 OP, 48.31 GOPS","5129 OP, 28.18 GOPS",,2,4,2,8,40,40,200,200,2,0,2,12,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.36kHz
StreamTrainLogReg_0,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,974,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,2:00.85,0:00.61,,,44.967413458,"32183 OP, 33.04 GOPS","30135 OP, 30.94 GOPS","8006 OP, 8.22 GOPS","2112 OP, 2.17 GOPS","22065 OP, 22.65 GOPS","10118 OP, 10.39 GOPS",,2,7,7,13,40,40,200,200,2,0,7,20,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.6kHz
StreamTrainLogReg_1,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,972,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,2:01.89,0:00.70,,,53.051789488,"39109 OP, 40.24 GOPS","36405 OP, 37.45 GOPS","9990 OP, 10.28 GOPS","2112 OP, 2.17 GOPS","27007 OP, 27.78 GOPS","10534 OP, 10.84 GOPS",,2,9,7,17,40,40,200,200,2,0,7,26,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.39kHz
StreamTrainLogReg_2,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,970,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:47.53,0:00.64,,,53.073180924,"41651 OP, 42.94 GOPS","38919 OP, 40.12 GOPS","11124 OP, 11.47 GOPS","2112 OP, 2.18 GOPS","28415 OP, 29.29 GOPS","10844 OP, 11.18 GOPS",,2,9,7,17,40,40,200,200,2,0,7,26,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.52kHz
StreamTrainLogReg_3,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,968,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:47.37,0:00.73,,,52.387723615,"48577 OP, 50.18 GOPS","45189 OP, 46.68 GOPS","13108 OP, 13.54 GOPS","2112 OP, 2.18 GOPS","33357 OP, 34.46 GOPS","11260 OP, 11.63 GOPS",,2,11,7,21,40,40,200,200,2,0,7,32,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.33kHz
StreamTrainLogReg_4,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,978,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,2:15.93,0:00.60,,,73.208183908,"50827 OP, 51.97 GOPS","47411 OP, 48.48 GOPS","6312 OP, 6.45 GOPS","2112 OP, 2.16 GOPS","42403 OP, 43.36 GOPS","4280 OP, 4.38 GOPS",,2,18,8,24,40,40,200,200,2,0,8,42,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.63kHz
StreamTrainLogReg_5,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,986,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,2:28.99,0:00.71,,,69.591895941,"58111 OP, 58.94 GOPS","54723 OP, 55.50 GOPS","13822 OP, 14.02 GOPS","2112 OP, 2.14 GOPS","42177 OP, 42.78 GOPS","11462 OP, 11.62 GOPS",,2,17,28,7,40,40,200,200,2,0,7,45,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.39kHz
StreamTrainLogReg_6,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,968,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:30.90,0:00.43,,,39.123676539,"20315 OP, 20.99 GOPS","19035 OP, 19.66 GOPS","5702 OP, 5.89 GOPS","1536 OP, 1.59 GOPS","13077 OP, 13.51 GOPS","7238 OP, 7.48 GOPS",,2,7,7,13,40,40,200,200,2,0,7,20,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,2.25kHz
StreamTrainMLP_0,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,4499,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,5:37.34,0:03.16,,,214.926799252,"244383 OP, 54.32 GOPS","226359 OP, 50.31 GOPS","38535 OP, 8.57 GOPS","17336 OP, 3.85 GOPS","188512 OP, 41.90 GOPS","50831 OP, 11.30 GOPS",,2,40,41,24,40,40,200,200,2,0,40,65,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.42kHz
StreamTrainMLP_1,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,33171,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,5:42.44,0:18.30,,,206.854227976,"1877357 OP, 56.60 GOPS","1737477 OP, 52.38 GOPS","282639 OP, 8.52 GOPS","138688 OP, 4.18 GOPS","1456030 OP, 43.89 GOPS","389631 OP, 11.75 GOPS",,2,40,41,24,40,40,200,200,2,0,40,65,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.81kHz
StreamTrainTest_0,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,726,,"Assertion fail:
",,,,,True,,True,False,False,False,,,0.0,,0.0,,1:27.78,0:00.90,,,29.263438032,,,,,,,,2,2,3,10,40,40,200,200,2,0,3,12,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,False,False,False,0.81kHz
SumSquare_0,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,82,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:37.09,0:00.65,,,10.458589304,"3136 OP, 38.24 GOPS","2112 OP, 25.76 GOPS","1088 OP, 13.27 GOPS",,"2048 OP, 24.98 GOPS","1056 OP, 12.88 GOPS",,0,1,1,0,40,40,200,200,,0,,2,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.13kHz
SumSquare_1,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,1042,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:37.93,0:00.60,,,11.1599885,"3136 OP, 3.01 GOPS","2112 OP, 2.03 GOPS","1088 OP, 1.04 GOPS",,"2048 OP, 1.97 GOPS","1056 OP, 1.01 GOPS",,0,0,2,0,40,40,200,200,,0,,2,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.74kHz
SumSquare_2,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,370,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:39.14,0:00.60,,,10.434830443,"3232 OP, 8.74 GOPS","2176 OP, 5.88 GOPS","1120 OP, 3.03 GOPS",,"2112 OP, 5.71 GOPS","1088 OP, 2.94 GOPS",,0,1,1,0,40,40,200,200,,0,,2,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.62kHz
SumSquare_3,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,530,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:39.15,0:00.57,,,11.58422242,"3120 OP, 5.89 GOPS","2096 OP, 3.95 GOPS","1072 OP, 2.02 GOPS",,"2048 OP, 3.86 GOPS","1056 OP, 1.99 GOPS",,0,0,3,0,40,40,200,200,,0,,3,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.93kHz
SumSquare_5,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,194,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:38.16,0:00.57,,,11.31450457,"3216 OP, 16.58 GOPS","2160 OP, 11.13 GOPS","1104 OP, 5.69 GOPS",,"2112 OP, 10.89 GOPS","1088 OP, 5.61 GOPS",,0,1,2,0,40,40,200,200,,0,,3,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.34kHz
TPCHQ6_0,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,239,,,,,,,True,,False,False,True,False,,,68.5523,,0.0,,0:58.63,0:00.54,,,20.884601488,"20704 OP, 86.63 GOPS","20704 OP, 86.63 GOPS","15584 OP, 65.21 GOPS",,"5120 OP, 21.42 GOPS","19664 OP, 82.28 GOPS",,4,5,4,2,40,40,200,200,4,0,4,7,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.44kHz
TPCHQ6_1,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,1154,,,,,,,True,,False,False,True,False,,,14.1976,,0.0,,1:04.67,0:00.57,,,21.446457689,"12512 OP, 10.84 GOPS","12512 OP, 10.84 GOPS","7392 OP, 6.41 GOPS",,"5120 OP, 4.44 GOPS","11472 OP, 9.94 GOPS",,4,6,4,1,40,40,200,200,4,0,4,7,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,2.02kHz
TPCHQ6_2,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,258,,,,,,,True,,False,False,True,False,,,63.5039,,0.0,,2:06.07,0:00.50,,,32.850024171,"20696 OP, 80.22 GOPS","20696 OP, 80.22 GOPS","15576 OP, 60.37 GOPS",,"5120 OP, 19.84 GOPS","19664 OP, 76.22 GOPS",,8,9,8,4,40,40,200,200,8,0,8,13,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.52kHz
TPCHQ6_3,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,643,,,,,,,True,,False,False,True,False,,,25.4806,,0.0,,1:34.11,0:00.49,,,32.243593792,"12504 OP, 19.45 GOPS","12504 OP, 19.45 GOPS","7384 OP, 11.48 GOPS",,"5120 OP, 7.96 GOPS","11472 OP, 17.84 GOPS",,8,11,8,2,40,40,200,200,8,0,8,13,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.31kHz
TPCHQ6_4,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,227,,,,,,,True,,False,False,True,False,,,72.1762,,0.0,,2:30.54,0:00.64,,,57.790299074,"20692 OP, 91.15 GOPS","20692 OP, 91.15 GOPS","15572 OP, 68.60 GOPS",,"5120 OP, 22.56 GOPS","19664 OP, 86.63 GOPS",,16,17,16,8,40,40,200,200,16,0,16,25,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.35kHz
TPCHQ6_5,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,260,,,,,,,True,,False,False,True,False,,,63.0154,,0.0,,2:20.91,0:00.60,,,73.695708819,"29436 OP, 113.22 GOPS","29436 OP, 113.22 GOPS","17520 OP, 67.38 GOPS",,"11916 OP, 45.83 GOPS","22134 OP, 85.13 GOPS",,12,13,12,22,40,40,200,200,12,0,12,35,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.43kHz
TiledPageRank_0,pirTest,Tst,1000000000.0,33c52157,4051f434,2019-11-07 18:35:42 -0800,True,,,,,,,,,,,,,,,8573,,,,,,,True,,False,False,True,False,,,14.3707,,0.0597224,,2:47.35,0:01.83,,,61.038917712,"202232 OP, 23.59 GOPS","202100 OP, 23.57 GOPS","89903 OP, 10.49 GOPS",,"112329 OP, 13.10 GOPS","102053 OP, 11.90 GOPS",,8,22,11,13,40,40,200,200,8,0,6,40,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,4.68kHz
