VPCU-alloc,runhybrid_pass,notFit,VMC,MC_Total,OPS-FU,VMC-alloc,prtime,vcLimit,runhybrid_complete,VAFG-split,VPCU,maketst_time,vlink,runhybrid_rbw,pir_sha,pattern,runp2p_success,succeeded,app,genpir_err,OPS-Fix,OPS-Other,PMU,PCU,runhybrid_cycle,VAFG,VDAG,VAFG-alloc,DAG,runhybrid_success,row,VPMU-alloc,simfreq,VBB,runp2p_wbw,OPS-All,VPMU-split,gentst_time,VBB-alloc,VPCU-split,VDAG-alloc,runp2p_cycle,genpir,runp2p_err,runp2p_rbw,runp2p_complete,runp2p_dram_power,runhybrid_wbw,slink,runhybrid_dram_power,VBB-split,maketst_err,MC,PCU_Total,VDAG-split,time,runhybrid_deadlock,VPMU,mergeTime_ms,col,runproute_err,runp2p_time,runproute_time,runhybrid_time,PMU_Total,gentst_err,DAG_Total,VMC-split,pirArgs,maxActive,freq,OPS-Flt,algo,runp2p_pass,OPS-Prog FU,runp2p_deadlock,project,runhybrid_err,avgActive,spatial_sha,backend
10,,,2,40,"1318958 OP, 308.60 GOPS",2,,,False,1,14,1:59.49,,,d86e20f2,,True,True,StreamInfNN4_0,,"674785 OP, 157.88 GOPS","813189 OP, 190.26 GOPS",9,8,,1,0,1,6,False,20,9,4.97kHz,,0.0,"1487974 OP, 348.15 GOPS",9,31.663744533,,14,0,4274,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,9,,20,,0:00.86,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",97.00514740290126,1000000000.0,,,True,"500465 OP, 117.10 GOPS",False,pirTest,,35.603164372555426,10f10351,Tst
10,,,2,40,"1318958 OP, 308.60 GOPS",2,,,False,1,14,1:38.14,,,d86e20f2,,True,True,StreamInfNN_0,,"674785 OP, 157.88 GOPS","813189 OP, 190.26 GOPS",9,8,,1,0,1,6,False,20,9,5.62kHz,,0.0,"1487974 OP, 348.15 GOPS",9,29.207313446,,14,0,4274,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,9,,20,,0:00.76,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",97.00514740290126,1000000000.0,,,True,"500465 OP, 117.10 GOPS",False,pirTest,,35.603164372555426,10f10351,Tst
18,,,2,40,"1393683 OP, 625.53 GOPS",2,,,False,1,31,1:37.40,,,d86e20f2,,True,True,StreamInfNN_1,,"709539 OP, 318.46 GOPS","848180 OP, 380.69 GOPS",13,19,,1,0,1,12,False,20,11,3.01kHz,,0.0,"1557719 OP, 699.16 GOPS",13,50.42377401,,31,0,2228,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,13,,20,,0:00.74,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",94.34470377019748,1000000000.0,,,True,"510395 OP, 229.08 GOPS",False,pirTest,,38.5715212736043,10f10351,Tst
11,,,2,40,"1394056 OP, 83.96 GOPS",2,,,False,1,16,1:50.52,,,d86e20f2,,True,True,StreamInfNN_2,,"803441 OP, 48.39 GOPS","775783 OP, 46.73 GOPS",9,9,,1,0,1,7,False,20,9,12.67kHz,,0.0,"1579224 OP, 95.12 GOPS",9,27.778190673,,16,0,16603,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,9,,20,,0:01.31,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",98.98211166656628,1000000000.0,,,True,"580433 OP, 34.96 GOPS",False,pirTest,,22.7197895962577,10f10351,Tst
14,,,2,40,"1357516 OP, 81.91 GOPS",2,,,False,1,23,1:27.74,,,d86e20f2,,True,True,StreamInfNN_3,,"733643 OP, 44.27 GOPS","800865 OP, 48.32 GOPS",9,12,,1,0,1,11,False,20,9,10.04kHz,,0.0,"1534508 OP, 92.59 GOPS",9,42.293724722,,23,0,16573,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,9,,20,,0:01.65,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",99.16128642973511,1000000000.0,,,True,"522891 OP, 31.55 GOPS",False,pirTest,,19.12830105191174,10f10351,Tst
26,,,2,40,"1266410 OP, 151.05 GOPS",2,,,False,1,47,1:54.50,,,d86e20f2,,True,True,StreamInfNN_4,,"639629 OP, 76.29 GOPS","781437 OP, 93.21 GOPS",12,25,,1,0,1,22,False,20,11,4.53kHz,,0.0,"1421066 OP, 169.50 GOPS",12,82.079457867,,47,0,8384,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,12,,20,,0:01.85,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",98.30629770992367,1000000000.0,,,True,"471965 OP, 56.29 GOPS",False,pirTest,,19.684062833456455,10f10351,Tst
16,,,2,40,"317275 OP, 270.94 GOPS",2,,,False,1,28,1:24.69,,,d86e20f2,,True,True,StreamInfNN_5,,"81587 OP, 69.67 GOPS","273284 OP, 233.38 GOPS",12,16,,1,0,1,12,False,20,11,2.21kHz,,0.0,"354871 OP, 303.05 GOPS",12,46.302077398,,28,0,1171,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,12,,20,,0:00.53,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",92.31426131511529,1000000000.0,,,True,"49739 OP, 42.48 GOPS",False,pirTest,,35.328889726840195,10f10351,Tst
10,,,2,40,"1319022 OP, 308.18 GOPS",2,,,False,1,14,1:37.52,,,d86e20f2,,True,True,StreamInfNN_6,,"662369 OP, 154.76 GOPS","813189 OP, 190.00 GOPS",9,11,,1,0,1,3,False,20,9,5.56kHz,,0.0,"1488038 OP, 347.67 GOPS",9,31.013608236,,14,0,4280,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,9,,20,,0:00.77,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",96.86915887850468,1000000000.0,"12480 OP, 2.92 GOPS",,True,"500529 OP, 116.95 GOPS",False,pirTest,,35.55589843061189,10f10351,Tst
10,,,2,40,"1319022 OP, 308.18 GOPS",2,,,False,1,14,1:38.81,,,d86e20f2,,True,True,StreamInfNN_7,,"662369 OP, 154.76 GOPS","813189 OP, 190.00 GOPS",9,11,,1,0,1,3,False,20,9,5.63kHz,,0.0,"1488038 OP, 347.67 GOPS",9,26.185238329,,14,0,4280,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,9,,20,,0:00.76,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",96.86915887850468,1000000000.0,"12480 OP, 2.92 GOPS",,True,"500529 OP, 116.95 GOPS",False,pirTest,,35.55589843061189,10f10351,Tst
6,,,2,40,"58532 OP, 97.23 GOPS",2,,,False,1,8,0:55.08,,,d86e20f2,,True,True,StreamInfSVM_0,,"28581 OP, 47.48 GOPS","36695 OP, 60.96 GOPS",5,6,,1,0,1,2,False,20,5,1.02kHz,,0.0,"66940 OP, 111.20 GOPS",5,18.166253387,,8,0,602,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,5,,20,,0:00.59,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",92.69102990033223,1000000000.0,"1664 OP, 2.76 GOPS",,True,"21109 OP, 35.06 GOPS",False,pirTest,,50.0,10f10351,Tst
10,,,2,40,"67167 OP, 193.01 GOPS",2,,,False,1,17,1:24.17,,,d86e20f2,,True,True,StreamInfSVM_1,,"26763 OP, 76.91 GOPS","45720 OP, 131.38 GOPS",5,13,,1,0,1,4,False,20,5,0.7kHz,,0.0,"74147 OP, 213.07 GOPS",5,27.797460284,,17,0,348,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,5,,20,,0:00.50,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",87.93103448275862,1000000000.0,"1664 OP, 4.78 GOPS",,True,"22019 OP, 63.27 GOPS",False,pirTest,,49.90680335507921,10f10351,Tst
6,,,2,40,"69114 OP, 62.04 GOPS",2,,,False,1,9,0:57.57,,,d86e20f2,,True,True,StreamInfSVM_3,,"40917 OP, 36.73 GOPS","39129 OP, 35.12 GOPS",5,7,,1,0,1,2,False,20,5,2.1kHz,,0.0,"81710 OP, 73.35 GOPS",5,18.2558601,,9,0,1114,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,5,,20,,0:00.53,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",96.40933572710952,1000000000.0,"1664 OP, 1.49 GOPS",,True,"25069 OP, 22.50 GOPS",False,pirTest,,38.05814559564487,10f10351,Tst
10,,,2,40,"76779 OP, 127.12 GOPS",2,,,False,1,17,1:11.17,,,d86e20f2,,True,True,StreamInfSVM_4,,"48339 OP, 80.03 GOPS","46736 OP, 77.38 GOPS",5,13,,1,0,1,4,False,20,5,1.44kHz,,0.0,"96739 OP, 160.16 GOPS",5,25.04145673,,17,0,604,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,5,,20,,0:00.42,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",93.04635761589404,1000000000.0,"1664 OP, 2.75 GOPS",,True,"17635 OP, 29.20 GOPS",False,pirTest,,39.56506175049221,10f10351,Tst
18,,,2,40,"88803 OP, 382.77 GOPS",2,,,False,1,36,1:24.12,,,d86e20f2,,True,True,StreamInfSVM_5,,"13542 OP, 58.37 GOPS","81225 OP, 350.11 GOPS",24,8,,1,0,1,11,False,20,5,0.41kHz,,0.0,"96431 OP, 415.65 GOPS",7,44.396333931,,36,0,232,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,7,,20,,0:00.57,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",100.0,1000000000.0,"1664 OP, 7.17 GOPS",,True,"2102 OP, 9.06 GOPS",False,pirTest,,48.219332956472584,10f10351,Tst
4,,,2,40,"10678 OP, 56.20 GOPS",2,,,False,1,6,0:44.30,,,d86e20f2,,True,True,StreamSumFields_0,,"5621 OP, 29.58 GOPS","5057 OP, 26.62 GOPS",2,4,,1,0,1,2,False,20,2,0.4kHz,,0.0,"10678 OP, 56.20 GOPS",2,15.000666908,,6,0,190,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,2,,20,,0:00.48,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",100.0,1000000000.0,,,True,"5109 OP, 26.89 GOPS",False,pirTest,,39.15789473684211,10f10351,Tst
6,,,2,40,"16105 OP, 84.76 GOPS",2,,,False,1,13,0:54.42,,,d86e20f2,,True,True,StreamSumFields_1,,"7451 OP, 39.22 GOPS","9274 OP, 48.81 GOPS",2,9,,1,0,1,4,False,20,2,0.37kHz,,0.0,"16725 OP, 88.03 GOPS",2,24.313297784,,13,0,190,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,2,,20,,0:00.52,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",100.0,1000000000.0,,,True,"5571 OP, 29.32 GOPS",False,pirTest,,31.688596491228072,10f10351,Tst
10,,,2,40,"38618 OP, 39.41 GOPS",2,,,False,1,21,1:39.33,,,d86e20f2,,True,True,StreamTrainLogReg_0,,"8573 OP, 8.75 GOPS","29981 OP, 30.59 GOPS",7,13,,1,0,1,8,False,20,7,1.78kHz,,0.0,"40666 OP, 41.50 GOPS",7,42.543763208,,21,0,980,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,7,,20,,0:00.55,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",64.38775510204081,1000000000.0,"2112 OP, 2.16 GOPS",,True,"10685 OP, 10.90 GOPS",False,pirTest,,10.667189952904238,10f10351,Tst
12,,,2,40,"44557 OP, 45.47 GOPS",2,,,False,1,28,1:31.72,,,d86e20f2,,True,True,StreamTrainLogReg_1,,"10767 OP, 10.99 GOPS","34518 OP, 35.22 GOPS",7,19,,1,0,1,9,False,20,7,1.53kHz,,0.0,"47397 OP, 48.36 GOPS",7,43.783081663,,28,0,980,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,7,,20,,0:00.64,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",64.38775510204081,1000000000.0,"2112 OP, 2.16 GOPS",,True,"11039 OP, 11.26 GOPS",False,pirTest,,9.479443951493641,10f10351,Tst
12,,,2,40,"45971 OP, 47.01 GOPS",2,,,False,1,28,1:27.47,,,d86e20f2,,True,True,StreamTrainLogReg_2,,"11717 OP, 11.98 GOPS","34874 OP, 35.66 GOPS",7,19,,1,0,1,9,False,20,7,2.08kHz,,0.0,"48703 OP, 49.80 GOPS",7,45.164931446,,28,0,978,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,7,,20,,0:00.47,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",72.59713701431492,1000000000.0,"2112 OP, 2.16 GOPS",,True,"11437 OP, 11.69 GOPS",False,pirTest,,9.565513766634066,10f10351,Tst
14,,,2,40,"51718 OP, 52.88 GOPS",2,,,False,1,35,1:31.84,,,d86e20f2,,True,True,StreamTrainLogReg_3,,"13911 OP, 14.22 GOPS","39219 OP, 40.10 GOPS",7,23,,1,0,1,12,False,20,7,1.96kHz,,0.0,"55242 OP, 56.48 GOPS",7,54.412161325,,35,0,978,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,7,,20,,0:00.50,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",72.59713701431492,1000000000.0,"2112 OP, 2.16 GOPS",,True,"11791 OP, 12.06 GOPS",False,pirTest,,8.479704176821581,10f10351,Tst
18,,,2,40,"62630 OP, 63.97 GOPS",2,,,False,1,48,2:04.29,,,d86e20f2,,True,True,StreamTrainLogReg_4,,"7362 OP, 7.52 GOPS","56572 OP, 57.79 GOPS",8,29,,1,0,1,19,False,20,7,1.72kHz,,0.0,"66046 OP, 67.46 GOPS",8,65.158167134,,48,0,979,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,8,,20,,0:00.57,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",72.52298263534219,1000000000.0,"2112 OP, 2.16 GOPS",,True,"4306 OP, 4.40 GOPS",False,pirTest,,7.467035007893027,10f10351,Tst
18,,,2,40,"61390 OP, 62.32 GOPS",2,,,False,1,47,2:03.84,,,d86e20f2,,True,True,StreamTrainLogReg_5,,"14626 OP, 14.85 GOPS","48176 OP, 48.91 GOPS",31,7,,1,0,1,16,False,20,7,1.45kHz,,0.0,"64914 OP, 65.90 GOPS",7,67.684734501,,47,0,985,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,7,,20,,0:00.68,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",89.23857868020305,1000000000.0,"2112 OP, 2.14 GOPS",,True,"11994 OP, 12.18 GOPS",False,pirTest,,7.662557408750303,10f10351,Tst
10,,,2,40,"24671 OP, 25.33 GOPS",2,,,False,1,21,1:44.84,,,d86e20f2,,True,True,StreamTrainLogReg_6,,"6152 OP, 6.32 GOPS","18263 OP, 18.75 GOPS",7,13,,1,0,1,8,False,20,7,1.84kHz,,0.0,"25951 OP, 26.64 GOPS",7,41.001933772,,21,0,974,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,7,,20,,0:00.53,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",81.3141683778234,1000000000.0,"1536 OP, 1.58 GOPS",,True,"7688 OP, 7.89 GOPS",False,pirTest,,9.12494076765124,10f10351,Tst
23,,,2,40,"269151 OP, 41.02 GOPS",2,,,False,1,75,4:29.88,,,d86e20f2,,True,True,StreamTrainMLP_0,,"39356 OP, 6.00 GOPS","230491 OP, 35.13 GOPS",40,35,,1,0,1,40,False,20,40,1.77kHz,,0.0,"287183 OP, 43.77 GOPS",40,191.193394695,,75,0,6561,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,40,,20,,0:03.71,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",100.0,1000000000.0,"17336 OP, 2.64 GOPS",,True,"51636 OP, 7.87 GOPS",False,pirTest,,2.9665258034108124,10f10351,Tst
23,,,2,40,"2046876 OP, 45.00 GOPS",2,,,False,1,76,4:43.16,,,d86e20f2,,True,True,StreamTrainMLP_1,,"283444 OP, 6.23 GOPS","1764624 OP, 38.80 GOPS",40,36,,1,0,1,40,False,20,40,2.1kHz,,0.0,"2186756 OP, 48.08 GOPS",40,200.214471759,,76,0,45484,True,,0.0,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,40,,20,,0:21.69,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",46.08873450004397,1000000000.0,"138688 OP, 3.05 GOPS",,True,"390436 OP, 8.58 GOPS",False,pirTest,,2.9519886986248784,10f10351,Tst
