fifo-depth,vc,OPS-FU,argin,sr,dot,link-prop,gentst_time,runhybrid_err,VPCU-split,dupra,PCU,trace,verbose,nn,reserve-pmu,runproute_err,runp2p_wbw,stat,pracc,runhybrid_success,pmu-stage,pir_sha,backend,runp2p_complete,run-proute,maketst_time,time,mem-tech,topo,codegen,debug,vdot,run-psim,retime-exout,OPS-Prog FU,merge-forward,runp2p_deadlock,col,VBB,maketst_err,split-algo,vlink,runhybrid_deadlock,mapping,VPMU,VPMU-split,routing-algo,run-tst,runhybrid_time,genpir,dag-stage,slink,VMC-split,load,pcu-stage,OPS-All,runp2p_success,runp2p_dram_power,retime-buffer-only,runproute_time,argout,retime-local,DAG_Total,runp2p_pass,tungsten,debug-print,routing-cost,freq,module,rundot,runhybrid_pass,row,share-adctx,time-out,VMC,rtelm-unsafe,scheduled,runhybrid_dram_power,VAFG,pmu-sram-size,rtelm,mergeTime_ms,VBB-alloc,split,open,succeeded,notFit,VBB-split,VPCU,ag-dce,genpir_err,reserve-pcu,vcLimit,constprop,proute-algo,psim,start-id,VMC-alloc,OPS-Fix,runhybrid_cycle,PCU_Total,arch,split-thread,avgActive,proute-opts,gentst_err,lrange,word,tokenout,igraph,runp2p_rbw,spatial_sha,PMU,simulate,proute-seed,fast,OPS-Flt,VPMU-alloc,vec,runhybrid_complete,runp2p_cycle,pattern,algo,proute-q,runp2p_err,flit-width,vfifo,MC,VAFG-alloc,net,bcread,memelm,maxActive,MC_Total,waveform,project,runhybrid_wbw,runhybrid_rbw,VPCU-alloc,simfreq,psim-q,runp2p_time,dag,merge-algo,OPS-Other,app,split-forward,VDAG,VDAG-alloc,PMU_Total,pirArgs,prtime,VAFG-split,retime-glob,mdone,name,DAG,dedicated-dag,VDAG-split,clock,merge,save
16,4,,6,True,True,db,95.217243504,,31,False,16,False,False,False,0,,1.42247,True,True,False,6,db505543,Tst,True,False,2:39.82,2020-03-27 16:28:18 -0700,DDR4,mesh,True,True,True,False,False,,False,False,20,,,dfs,2,False,True,7,7,dor,False,,True,6,4,5,False,6,,True,,False,,4,False,40,True,True,True,H-hop,1000000000.0,False,True,,20,False,100,5,False,False,,1,65536,True,,,True,False,True,,,31,True,,0,4,True,route_min_directed_valient,False,0,5,,,200,MyDesign,1,27.095468489373683,-i100 -p100 -t1 -d100,,True,32,5,False,5.68988,69d35864,7,False,0,True,,7,16,False,46072,checkerboard,route_min_directed_valient,4,,512,4,5,1,hybrid,True,False,97.79475603403368,40,True,pirTest,,,19,0.35kHz,1,2:11.79,True,bfs,,GEMM_19,False,0,0,200,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,1,False,True,AccelMain,15,False,0,1000000000,False,True
16,4,,6,True,True,db,55.664897611,,19,False,10,False,False,False,0,,0.984039,True,True,False,6,db505543,Tst,True,False,2:40.32,2020-03-27 16:28:18 -0700,DDR4,mesh,True,True,True,False,False,,False,False,20,,,dfs,2,False,True,6,6,dor,False,,True,6,4,3,False,6,,True,,False,,4,False,40,True,True,True,H-hop,1000000000.0,False,True,,20,False,100,3,False,False,,1,65536,True,,,True,False,True,,,19,True,,0,4,True,route_min_directed_valient,False,0,3,,,200,MyDesign,1,26.60927371894718,-i100 -p100 -t1 -d100,,True,32,5,False,3.93616,69d35864,6,False,0,True,,5,16,False,66599,checkerboard,route_min_directed_valient,4,,512,4,3,1,hybrid,True,False,98.40387993813721,40,True,pirTest,,,11,0.55kHz,1,2:00.32,True,bfs,,GEMM_2,False,0,0,200,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,1,False,True,AccelMain,9,False,0,1000000000,False,True
16,4,,6,True,True,db,218.845662499,,65,False,35,False,False,False,0,,3.947,True,True,False,6,db505543,Tst,True,False,3:26.32,2020-03-27 16:28:18 -0700,DDR4,mesh,True,True,True,False,False,,False,False,20,,,dfs,2,False,True,9,9,dor,False,,True,6,4,5,False,6,,True,,False,,4,False,40,True,True,True,H-hop,1000000000.0,False,True,,20,False,100,5,False,False,,1,65536,True,,,True,False,True,,,65,True,,0,4,True,route_min_directed_valient,False,0,5,,,200,MyDesign,1,38.2385196911817,-i100 -p100 -t1 -d100,,True,32,5,False,15.788,69d35864,9,False,0,True,,7,16,False,16604,checkerboard,route_min_directed_valient,4,,512,4,5,1,hybrid,True,False,93.27872801734522,40,True,pirTest,,,31,0.14kHz,1,2:01.24,True,bfs,,GEMM_20,False,0,0,200,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,1,False,True,AccelMain,30,False,0,1000000000,False,True
16,4,,6,True,True,db,1285.316146678,,204,False,164,False,False,False,0,,7.08957,True,True,False,6,db505543,Tst,True,False,4:50.03,2020-03-27 16:28:18 -0700,DDR4,mesh,True,True,True,False,False,,False,False,20,,,dfs,2,False,True,27,27,dor,False,,True,6,4,15,False,6,,True,,False,,4,False,40,True,True,True,H-hop,1000000000.0,False,True,,20,False,100,15,False,False,,1,65536,True,,,True,False,True,,,204,True,,0,4,True,route_min_directed_valient,False,0,15,,,200,MyDesign,1,34.74570983262549,-i100 -p100 -t1 -d100,,True,32,5,False,21.2687,69d35864,27,False,0,True,,21,16,False,9244,checkerboard,route_min_directed_valient,4,,512,4,15,1,hybrid,True,False,83.7732583297274,40,True,pirTest,,,95,0.11kHz,1,1:24.68,True,bfs,,GEMM_21,False,0,0,200,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,1,False,True,AccelMain,40,False,0,1000000000,False,True
16,4,,6,True,True,db,394.549314671,,69,False,33,False,False,False,0,,1.91727,True,True,False,6,db505543,Tst,True,False,5:26.04,2020-03-27 16:28:18 -0700,DDR4,mesh,True,True,True,False,False,,False,False,20,,,dfs,2,False,True,21,21,dor,False,,True,6,4,15,False,6,,True,,False,,4,False,40,True,True,True,H-hop,1000000000.0,False,True,,20,False,100,15,False,False,,1,65536,True,,,True,False,True,,,69,True,,0,4,True,route_min_directed_valient,False,0,15,,,200,MyDesign,1,27.202627987977813,-i100 -p100 -t1 -d100,,True,32,5,False,5.7518,69d35864,21,False,0,True,,21,16,False,34182,checkerboard,route_min_directed_valient,4,,512,4,15,1,hybrid,True,False,95.86331987595811,40,True,pirTest,,,46,0.11kHz,1,5:16.80,True,bfs,,GEMM_22,False,0,0,200,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,1,False,True,AccelMain,36,False,0,1000000000,False,True
16,4,,6,True,True,db,116.05881381,,35,False,24,False,False,False,0,,0.439724,True,True,False,6,db505543,Tst,True,False,2:46.86,2020-03-27 16:28:18 -0700,DDR4,mesh,True,True,True,False,False,,False,False,20,,,dfs,2,False,True,5,5,dor,False,,True,6,4,3,False,6,,True,,False,,4,False,40,True,True,True,H-hop,1000000000.0,False,True,,20,False,100,3,False,False,,1,65536,True,,,True,False,True,,,35,True,,0,4,True,route_min_directed_valient,False,0,3,,,200,MyDesign,1,27.715875902088904,-i100 -p100 -t1 -d100,,True,32,5,False,1.7589,69d35864,5,False,0,True,,5,16,False,149039,checkerboard,route_min_directed_valient,4,,512,4,3,1,hybrid,True,False,98.2507934164883,40,True,pirTest,,,15,0.52kHz,1,4:48.44,True,bfs,,GEMM_23,False,0,0,200,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,1,False,True,AccelMain,11,False,0,1000000000,False,True
16,4,,6,True,True,db,448.679475904,,106,False,73,False,False,False,0,,0.864317,True,True,False,6,db505543,Tst,True,False,4:20.12,2020-03-27 16:28:18 -0700,DDR4,mesh,True,True,True,False,False,,False,False,20,,,dfs,2,False,True,15,15,dor,False,,True,6,4,9,False,6,,True,,False,,4,False,40,True,True,True,H-hop,1000000000.0,False,True,,20,False,100,9,False,False,,1,65536,True,,,True,False,True,,,106,True,,0,4,True,route_min_directed_valient,False,0,9,,,200,MyDesign,1,27.90340210191509,-i100 -p100 -t1 -d100,,True,32,5,False,2.59295,69d35864,15,False,0,True,,15,16,False,75824,checkerboard,route_min_directed_valient,4,,512,4,9,1,hybrid,True,False,96.56045579236125,40,True,pirTest,,,45,0.26kHz,1,4:46.31,True,bfs,,GEMM_24,False,0,0,200,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,1,False,True,AccelMain,33,False,0,1000000000,False,True
16,4,,6,True,True,db,91.54626822,,21,False,9,False,False,False,0,,0.973876,True,True,False,6,db505543,Tst,True,False,1:49.76,2020-03-27 16:28:18 -0700,DDR4,mesh,True,True,True,False,False,,False,False,20,,,dfs,2,False,True,7,7,dor,False,,True,6,4,5,False,6,,True,,False,,4,False,40,True,True,True,H-hop,1000000000.0,False,True,,20,False,100,5,False,False,,1,65536,True,,,True,False,True,,,21,True,,0,4,True,route_min_directed_valient,False,0,5,,,200,MyDesign,1,27.600195949221273,-i100 -p100 -t1 -d100,,True,32,5,False,3.8955,69d35864,7,False,0,True,,7,16,False,67294,checkerboard,route_min_directed_valient,4,,512,4,5,1,hybrid,True,False,97.38758284542456,40,True,pirTest,,,14,0.34kHz,1,3:16.52,True,bfs,,GEMM_3,False,0,0,200,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,1,False,True,AccelMain,12,False,0,1000000000,False,True
16,4,,6,True,True,db,77.306852807,,21,False,10,False,False,False,0,,0.981783,True,True,False,6,db505543,Tst,True,False,1:01.14,2020-03-27 16:28:18 -0700,DDR4,mesh,True,True,True,False,False,,False,False,20,,,dfs,2,False,True,6,6,dor,False,,True,6,4,4,False,6,,True,,False,,4,False,40,True,True,True,H-hop,1000000000.0,False,True,,20,False,100,4,False,False,,1,65536,True,,,True,False,True,,,21,True,,0,4,True,route_min_directed_valient,False,0,4,,,200,MyDesign,1,24.8986489601003,-i100 -p100 -t1 -d100,,True,32,5,False,3.92713,69d35864,6,False,0,True,,6,16,False,66752,checkerboard,route_min_directed_valient,4,,512,4,4,1,hybrid,True,False,98.17833173537872,40,True,pirTest,,,13,1.14kHz,1,0:58.72,True,bfs,,GEMM_4,False,0,0,200,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,1,False,True,AccelMain,11,False,0,1000000000,False,True
16,4,,6,True,True,db,227.806618228,,57,False,27,False,False,False,0,,3.58826,True,True,False,6,db505543,Tst,True,False,4:35.00,2020-03-27 16:28:18 -0700,DDR4,mesh,True,True,True,False,False,,False,False,20,,,dfs,2,False,True,11,11,dor,False,,True,6,4,7,False,6,,True,,False,,4,False,40,True,True,True,H-hop,1000000000.0,False,True,,20,False,100,7,False,False,,1,65536,True,,,True,False,True,,,57,True,,0,4,True,route_min_directed_valient,False,0,7,,,200,MyDesign,1,35.882710150121454,-i100 -p100 -t1 -d100,,True,32,5,False,14.353,69d35864,11,False,0,True,,9,16,False,18264,checkerboard,route_min_directed_valient,4,,512,4,7,1,hybrid,True,False,89.70652650021901,40,True,pirTest,,,30,0.21kHz,1,1:26.95,True,bfs,,GEMM_6,False,0,0,200,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,1,False,True,AccelMain,30,False,0,1000000000,False,True
