gentst_err,VPMU,VAFG,pattern,pir_sha,VPCU,VPMU-alloc,VPCU-split,runhybrid_err,freq,runhybrid_wbw,runhybrid_rbw,algo,OPS-Fix,col,runp2p_dram_power,PCU,mergeTime_ms,spatial_sha,maketst_time,pirArgs,runhybrid_complete,OPS-All,slink,VBB-alloc,OPS-Flt,DAG_Total,VPMU-split,VAFG-split,maketst_err,PMU_Total,runproute_time,OPS-Prog FU,runp2p_wbw,OPS-FU,VPCU-alloc,DAG,runp2p_err,maxActive,runp2p_success,runhybrid_deadlock,runp2p_cycle,MC,PCU_Total,app,runhybrid_dram_power,prtime,genpir_err,runproute_err,genpir,runp2p_pass,succeeded,OPS-Other,project,VAFG-alloc,MC_Total,runhybrid_time,VBB-split,runp2p_deadlock,VMC,vcLimit,avgActive,runhybrid_pass,runp2p_time,runhybrid_success,VMC-split,row,gentst_time,VDAG-split,vlink,runhybrid_cycle,simfreq,runp2p_complete,runp2p_rbw,notFit,VDAG-alloc,backend,PMU,VDAG,time,VMC-alloc
,2,1,,170c1505,4,2,8,,1000000000.0,,,,,20,,1,1617.327297,7f5b887d,0:42.16,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,2,1,,200,,,0.0,,6,1,,75.67567567567568,True,False,296,2,200,DotProduct_6,,,,,True,True,True,,pirTest,1,40,,,False,2,,58.41216216216216,,0:00.47,False,2,20,23.016746675,0,,,0.63kHz,True,27.6757,,0,Tst,4,0,2020-01-09 18:14:56 -0800,2
,5,1,,170c1505,12,6,24,,1000000000.0,,,,,20,,7,26411.450374,7f5b887d,2:30.14,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,6,1,,200,,,0.0,,16,0,,43.75,True,False,176,6,200,DotProduct_7,,,,,True,True,True,,pirTest,1,40,,,False,6,,37.28956228956229,,0:00.60,False,6,20,107.164078901,0,,,0.29kHz,True,46.5455,,0,Tst,10,0,2020-01-09 18:14:56 -0800,6
,1,1,,170c1505,6,1,12,,1000000000.0,,,,,20,,2,2827.929645,7f5b887d,0:50.64,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,1,1,,200,,,1.45455,,5,1,,36.36363636363637,True,False,88,1,200,FIFOTest_0,,,,,True,,True,,pirTest,1,40,,,False,1,,12.032085561497325,,0:00.58,False,1,20,34.302874681,0,,,0.15kHz,True,0.0,,0,Tst,4,0,2020-01-09 18:14:56 -0800,1
,2,1,,170c1505,4,1,10,,1000000000.0,,,,,20,,0,2884.112973,7f5b887d,0:56.15,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,2,1,,200,,,1.54217,,5,0,,38.55421686746988,True,False,83,1,200,FIFOTest_1,,,,,True,,True,,pirTest,1,40,,,False,1,,14.190093708165998,,0:00.55,False,1,20,30.654444886,0,,,0.15kHz,True,0.0,,0,Tst,6,0,2020-01-09 18:14:56 -0800,1
,2,1,,170c1505,9,1,15,,1000000000.0,,,,,20,,6,153909.561524,7f5b887d,1:02.56,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,2,1,,200,,,1.37634,,7,3,,34.40860215053763,True,False,93,1,200,FIFOTest_2,,,,,True,,True,,pirTest,1,40,,,False,1,,12.903225806451612,,0:00.59,False,1,20,195.236638324,0,,,0.16kHz,True,0.0,,0,Tst,2,0,2020-01-09 18:14:56 -0800,1
,2,1,,170c1505,11,1,28,,1000000000.0,,,,,20,,4,25704.530194,7f5b887d,2:05.02,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,2,1,,200,,,2.4086,,18,0,,60.215053763440864,True,False,186,1,200,FIFOTest_3,,,,,True,,True,,pirTest,1,40,,,False,1,,15.32258064516129,,0:00.62,False,1,20,86.861411869,0,,,0.3kHz,True,0.344086,,0,Tst,9,0,2020-01-09 18:14:56 -0800,1
,11,1,,170c1505,8,11,16,,1000000000.0,,,,,20,,3,17702.323713,7f5b887d,2:37.00,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,11,1,,200,,,0.17018,,11,0,,68.07184646026087,True,False,385099,5,200,GDA_0,,,,,True,True,True,,pirTest,1,40,,,False,5,,19.454065125178268,,0:57.98,False,5,20,97.789286548,0,,,6.64kHz,True,0.345677,,0,Tst,16,0,2020-01-09 18:14:56 -0800,5
,11,1,,170c1505,8,11,16,,1000000000.0,,,,,20,,6,10619.827729,7f5b887d,2:18.43,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,11,1,,200,,,0.568889,,11,0,,56.888888888888886,True,False,7200,5,200,GDA_1,,,,,True,True,True,,pirTest,1,40,,,False,5,,16.91702279202279,,0:01.67,False,5,20,72.894766629,0,,,4.31kHz,True,1.20889,,0,Tst,13,0,2020-01-09 18:14:56 -0800,5
,15,1,,170c1505,13,14,25,,1000000000.0,,,,,20,,7,51159.734375,7f5b887d,2:38.15,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,15,1,,200,,,1.07733,,13,0,,53.86638611257233,True,False,3802,5,200,GDA_2,,,,,True,True,True,,pirTest,1,40,,,False,5,,19.445078558454835,,0:01.64,False,5,20,139.93735434,0,,,2.32kHz,True,2.28932,,0,Tst,21,0,2020-01-09 18:14:56 -0800,5
,12,1,,170c1505,12,11,24,,1000000000.0,,,,,20,,8,33542.504967,7f5b887d,2:08.08,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,12,1,,200,,,0.570394,,12,0,,57.03940955298705,True,False,7181,5,200,GDA_3,,,,,True,True,True,,pirTest,1,40,,,False,5,,15.715567243015323,,0:02.01,False,5,20,100.179604907,0,,,3.57kHz,True,1.21209,,0,Tst,16,0,2020-01-09 18:14:56 -0800,5
,17,1,,170c1505,20,14,39,,1000000000.0,,,,,20,,13,517193.470421,7f5b887d,3:37.76,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,17,1,,200,,,0.829318,,15,0,,41.465883782142136,True,False,4939,5,200,GDA_4,,,,,True,True,True,,pirTest,1,40,,,False,5,,12.876763177431329,,0:01.99,False,5,20,642.710428369,0,,,2.48kHz,True,1.7623,,0,Tst,24,0,2020-01-09 18:14:56 -0800,5
,11,1,,170c1505,11,11,22,,1000000000.0,,,,,20,,8,24372.212665,7f5b887d,2:00.53,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,11,1,,200,,,0.307762,,12,1,,61.55233300773912,True,False,13309,5,200,GDA_5,,,,,True,True,True,,pirTest,1,40,,,False,5,,14.953772115592438,,0:01.92,False,5,20,84.450220012,0,,,6.93kHz,True,0.653994,,0,Tst,13,0,2020-01-09 18:14:56 -0800,5
,14,1,,170c1505,22,11,43,,1000000000.0,,,,,20,,14,816369.034946,7f5b887d,2:41.98,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,14,1,,200,,,0.0,,14,0,"Assertion fail:
",87.40930431071276,False,False,2343,5,200,GDA_6,,,,,True,True,False,,pirTest,1,40,,,True,5,,3.859241073351424,,0:01.73,False,5,20,912.166045493,0,,,1.35kHz,False,56.816,,0,Tst,22,0,2020-01-09 18:14:56 -0800,5
,17,1,,170c1505,20,14,39,,1000000000.0,,,,,20,,16,420227.24706,7f5b887d,2:45.02,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,17,1,,200,,,0.337133,,15,0,,67.42664307173135,True,False,194392,5,200,GDA_7,,,,,True,True,True,,pirTest,1,40,,,False,5,,19.97601924633387,,0:45.49,False,5,20,522.447849726,0,,,4.27kHz,True,0.684802,,0,Tst,21,0,2020-01-09 18:14:56 -0800,5
,,,,170c1505,,29,167,,1000000000.0,,,,,20,,,,7f5b887d,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,,45,1,,,,,,,36,,,,False,False,,,,GDA_8,,,,,True,,False,,pirTest,1,,,,False,,,,,,False,7,20,,0,,,,False,,,0,Tst,,,2020-01-09 18:14:56 -0800,7
,5,1,,170c1505,8,5,13,,1000000000.0,,,,,20,,6,3697.352514,7f5b887d,1:19.44,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,5,1,,200,,,0.496252,,9,2,,99.25035210734352,True,False,132062,3,200,GEMM_0,,,,,True,True,True,,pirTest,1,40,,,False,3,,20.664271327103936,,0:07.16,False,3,20,44.956180842,0,,,18.44kHz,True,1.98501,,0,Tst,5,0,2020-01-09 18:14:56 -0800,3
,5,1,,170c1505,5,5,9,,1000000000.0,,,,,20,,1,3514.592368,7f5b887d,1:09.84,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,5,1,,200,,,0.0616484,,9,0,,98.63751810810302,True,False,265765,3,200,GEMM_1,,,,,True,True,True,,pirTest,1,40,,,False,3,,17.45018105627548,,0:10.96,False,3,20,44.588609642,0,,,24.25kHz,True,0.246594,,0,Tst,9,0,2020-01-09 18:14:56 -0800,3
,6,1,,170c1505,12,6,28,,1000000000.0,,,,,20,,2,68131.710901,7f5b887d,2:13.40,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,6,1,,200,,,0.44609,,17,4,,89.21803528642997,True,False,9182,4,200,GEMM_10,,,,,True,True,True,,pirTest,1,40,,,False,4,,27.980598686871833,,0:01.48,False,4,20,155.873667527,0,,,6.2kHz,True,1.40797,,0,Tst,12,0,2020-01-09 18:14:56 -0800,4
,6,1,,170c1505,14,9,30,,1000000000.0,,,,,20,,3,41333.756192,7f5b887d,2:03.98,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,9,1,,200,,,0.41626,,22,8,,83.2520325203252,True,False,9840,7,200,GEMM_11,,,,,True,True,True,,pirTest,1,40,,,False,7,,25.22160117434508,,0:01.36,False,7,20,115.49429504,0,,,7.24kHz,True,0.949593,,0,Tst,9,0,2020-01-09 18:14:56 -0800,7
,6,1,,170c1505,16,7,32,,1000000000.0,,,,,20,,7,55574.179437,7f5b887d,1:26.12,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,7,1,,200,,,0.416218,,18,3,,83.2435728076415,True,False,9841,5,200,GEMM_12,,,,,True,True,True,,pirTest,1,40,,,False,5,,26.601348538536932,,0:01.50,False,5,20,121.374271622,0,,,6.56kHz,True,0.995021,,0,Tst,12,0,2020-01-09 18:14:56 -0800,5
,19,1,,170c1505,17,20,36,,1000000000.0,,,,,20,,4,106721.277933,7f5b887d,2:33.70,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,20,1,,200,,,0.446285,,36,12,,89.2569187186751,True,False,9178,12,200,GEMM_13,,,,,True,True,True,,pirTest,1,40,,,False,12,,18.225984113290565,,0:02.26,False,12,20,193.38876694,0,,,4.06kHz,True,0.892569,,0,Tst,20,0,2020-01-09 18:14:56 -0800,12
,13,1,,170c1505,14,14,28,,1000000000.0,,,,,20,,5,71640.221261,7f5b887d,2:35.64,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,14,1,,200,,,0.439108,,28,5,,87.82161234991423,True,False,9328,10,200,GEMM_14,,,,,True,True,True,,pirTest,1,40,,,False,10,,23.25014563578109,,0:02.66,False,10,20,163.848233176,0,,,3.51kHz,True,0.90566,,0,Tst,17,0,2020-01-09 18:14:56 -0800,10
,9,1,,170c1505,22,9,52,,1000000000.0,,,,,20,,4,334859.35972,7f5b887d,2:23.12,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,9,1,,200,,,0.7121,,30,9,,71.21001390820584,True,False,5752,7,200,GEMM_15,,,,,True,True,True,,pirTest,1,40,,,False,7,,25.02279400401793,,0:01.61,False,7,20,433.208671344,0,,,3.57kHz,True,1.62448,,0,Tst,18,0,2020-01-09 18:14:56 -0800,7
,26,1,,170c1505,26,28,56,,1000000000.0,,,,,20,,9,645938.599882,7f5b887d,4:04.61,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,28,1,,200,,,0.82282,,56,6,,82.28204098031338,True,False,4978,20,200,GEMM_16,,,,,True,True,True,,pirTest,1,40,,,False,20,,21.991046318085292,,0:02.45,False,20,20,825.527038111,0,,,2.03kHz,True,1.64564,,0,Tst,37,0,2020-01-09 18:14:56 -0800,20
,11,1,,170c1505,35,9,57,,1000000000.0,,,,,20,,10,435642.98851,7f5b887d,2:48.86,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,11,1,,200,,,5.70077,,30,5,,71.25956854558108,True,False,2874,7,200,GEMM_17,,,,,True,True,True,,pirTest,1,40,,,False,7,,33.848927690263814,,0:01.18,False,7,20,538.774802596,0,,,2.44kHz,True,20.6653,,0,Tst,31,0,2020-01-09 18:14:56 -0800,7
,28,1,,170c1505,51,28,84,,1000000000.0,,,,,20,,20,978889.455358,7f5b887d,5:32.48,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,28,1,,200,,,5.87451,,56,10,,73.43133739691646,True,False,2789,20,200,GEMM_18,,,,,True,True,True,,pirTest,1,40,,,False,20,,24.61281202702145,,0:02.41,False,20,20,1217.212340829,0,,,1.16kHz,True,11.749,,0,Tst,49,0,2020-01-09 18:14:56 -0800,20
,7,1,,170c1505,15,7,31,,1000000000.0,,,,,20,,9,34215.888167,7f5b887d,2:03.40,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,7,1,,200,,,0.0,,19,2,"Assertion fail:
",32.18785796105384,False,False,1746,5,200,GEMM_19,,,,,True,True,False,,pirTest,1,40,,,True,5,,3.747092922350654,,0:01.09,False,5,20,106.625210169,0,,,1.6kHz,False,105.127,,0,Tst,11,0,2020-01-09 18:14:56 -0800,5
,6,1,,170c1505,12,5,21,,1000000000.0,,,,,20,,11,15606.826452,7f5b887d,1:55.20,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,6,1,,200,,,0.982284,,11,1,,98.2283641595971,True,False,66718,3,200,GEMM_2,,,,,True,True,True,,pirTest,1,40,,,False,3,,29.898318294912922,,0:06.86,False,3,20,68.31657726,0,,,9.73kHz,True,3.92913,,0,Tst,6,0,2020-01-09 18:14:56 -0800,3
,9,1,,170c1505,35,7,65,,1000000000.0,,,,,20,,13,370671.880992,7f5b887d,2:58.54,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,9,1,,200,,,3.9222,,31,7,,92.69256089532587,True,False,16709,5,200,GEMM_20,,,,,True,True,True,,pirTest,1,40,,,False,5,,37.99822735964935,,0:05.82,False,5,20,488.110951251,0,,,2.87kHz,True,15.6888,,0,Tst,24,0,2020-01-09 18:14:56 -0800,5
,,,,170c1505,,21,205,,1000000000.0,,,,,20,,,,7f5b887d,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,,27,1,,,,,,,95,,,,False,False,,,,GEMM_21,,,,,True,,False,,pirTest,1,,,,False,,,,,,False,15,20,,0,,,,False,,,0,Tst,,,2020-01-09 18:14:56 -0800,15
,21,1,,170c1505,44,21,69,,1000000000.0,,,,,20,,16,678383.130334,7f5b887d,4:38.48,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,21,1,,200,,,1.87626,,46,7,,93.81316384666037,True,False,34929,15,200,GEMM_22,,,,,True,True,True,,pirTest,1,40,,,False,15,,26.6208660392527,,0:17.97,False,15,20,901.792585295,0,,,1.94kHz,True,5.62879,,0,Tst,42,0,2020-01-09 18:14:56 -0800,15
,5,1,,170c1505,19,5,34,,1000000000.0,,,,,20,,6,79179.454191,7f5b887d,1:47.91,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,5,1,,200,,,0.438873,,15,2,,98.06064502303654,True,False,149328,3,200,GEMM_23,,,,,True,True,True,,pirTest,1,40,,,False,3,,28.084144238917624,,0:15.00,False,3,20,155.611412298,0,,,9.96kHz,True,1.75549,,0,Tst,16,0,2020-01-09 18:14:56 -0800,3
,14,1,,170c1505,63,15,104,,1000000000.0,,,,,20,,40,3536867.848702,7f5b887d,5:26.60,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,15,1,,200,,,0.860922,,45,3,,96.18118045794307,True,False,76123,9,200,GEMM_24,,,,,True,True,True,,pirTest,1,40,,,False,9,,28.082961250335106,,0:54.09,False,9,20,3767.458643982,0,,,1.41kHz,True,2.58277,,0,Tst,34,0,2020-01-09 18:14:56 -0800,9
,7,1,,170c1505,14,7,21,,1000000000.0,,,,,20,,5,12044.839485,7f5b887d,1:58.84,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,7,1,,200,,,0.966665,,14,3,,96.66646999822999,True,False,67796,5,200,GEMM_3,,,,,True,True,True,,pirTest,1,40,,,False,5,,27.395828459007856,,0:07.04,False,5,20,68.083508115,0,,,9.63kHz,True,3.86666,,0,Tst,13,0,2020-01-09 18:14:56 -0800,5
,6,1,,170c1505,13,6,21,,1000000000.0,,,,,20,,5,7918.852583,7f5b887d,1:46.11,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,6,1,,200,,,0.0,,13,4,"Assertion fail:
",35.435056746532155,False,False,1586,4,200,GEMM_4,,,,,True,True,False,,pirTest,1,40,,,True,4,,4.344504801629644,,0:00.90,False,4,20,66.101006619,0,,,1.76kHz,False,90.6734,,0,Tst,10,0,2020-01-09 18:14:56 -0800,4
,11,1,,170c1505,36,9,57,,1000000000.0,,,,,20,,16,785956.536033,7f5b887d,4:04.88,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,11,1,,200,,,3.41725,,30,5,,85.43122327667119,True,False,19178,7,200,GEMM_6,,,,,True,True,True,,pirTest,1,40,,,False,7,,34.17258411626959,,0:08.41,False,7,20,946.479002878,0,,,2.28kHz,True,13.669,,0,Tst,26,0,2020-01-09 18:14:56 -0800,7
,5,1,,170c1505,7,5,18,,1000000000.0,,,,,20,,1,22705.675554,7f5b887d,2:01.16,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,5,1,,200,,,0.23585,,11,3,,94.339839926297,True,False,17367,3,200,GEMM_7,,,,,True,True,True,,pirTest,1,40,,,False,3,,24.216974173788824,,0:02.16,False,3,20,102.610673562,0,,,8.04kHz,True,0.777567,,0,Tst,8,0,2020-01-09 18:14:56 -0800,3
,5,1,,170c1505,10,5,19,,1000000000.0,,,,,20,,3,13489.763757,7f5b887d,1:25.51,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,5,1,,200,,,1.80999,,11,3,,90.49933716305789,True,False,2263,3,200,GEMM_8,,,,,True,True,True,,pirTest,1,40,,,False,3,,30.339854577592096,,0:00.65,False,3,20,68.057167717,0,,,3.48kHz,True,5.93902,,0,Tst,9,0,2020-01-09 18:14:56 -0800,3
