gentst_err,VPMU,VAFG,pattern,pir_sha,VPCU,VPMU-alloc,VPCU-split,runhybrid_err,freq,runhybrid_wbw,runhybrid_rbw,algo,OPS-Fix,col,runp2p_dram_power,PCU,mergeTime_ms,spatial_sha,maketst_time,pirArgs,runhybrid_complete,OPS-All,slink,VBB-alloc,OPS-Flt,DAG_Total,VPMU-split,VAFG-split,maketst_err,PMU_Total,runproute_time,OPS-Prog FU,runp2p_wbw,OPS-FU,VPCU-alloc,DAG,runp2p_err,maxActive,runp2p_success,runhybrid_deadlock,runp2p_cycle,MC,PCU_Total,app,runhybrid_dram_power,prtime,genpir_err,runproute_err,genpir,runp2p_pass,succeeded,OPS-Other,project,VAFG-alloc,MC_Total,runhybrid_time,VBB-split,runp2p_deadlock,VMC,vcLimit,avgActive,runhybrid_pass,runp2p_time,runhybrid_success,VMC-split,row,gentst_time,VDAG-split,vlink,runhybrid_cycle,simfreq,runp2p_complete,runp2p_rbw,notFit,VDAG-alloc,backend,PMU,VDAG,time,VMC-alloc
,6,1,,170c1505,12,5,21,,1000000000.0,,,,,20,,6,22312.60336,7f5b887d,2:32.34,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,6,1,,200,,,1.89937,,11,4,,94.96869928124275,True,False,8626,3,200,GEMM_9,,,,,True,True,True,,pirTest,1,40,,,False,3,,33.23950846278692,,0:01.75,False,3,20,100.104259396,0,,,4.93kHz,True,7.5975,,0,Tst,8,0,2020-01-09 18:14:56 -0800,3
,2,1,,170c1505,4,2,7,,1000000000.0,,,,,20,,1,2999.241052,7f5b887d,1:14.86,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,2,1,,200,,,2.90909,,7,0,,36.36363636363637,True,False,88,2,200,IfTest_0,,,,,True,True,True,,pirTest,1,40,,,False,2,,15.25974025974026,,0:00.58,False,2,20,28.434763034,0,,,0.15kHz,True,0.0,,0,Tst,5,0,2020-01-09 18:14:56 -0800,2
,2,1,,170c1505,4,2,11,,1000000000.0,,,,,20,,2,3093.456432,7f5b887d,0:43.30,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,2,1,,200,,,3.53103,,10,2,,88.27586206896552,True,False,580,1,200,InitSort_0,,,,,True,True,True,,pirTest,1,40,,,False,1,,14.637931034482758,,0:00.45,False,1,20,22.133015088,0,,,1.29kHz,True,3.08966,,0,Tst,2,0,2020-01-09 18:14:56 -0800,1
,2,1,,170c1505,3,2,9,,1000000000.0,,,,,20,,1,1754.917885,7f5b887d,0:51.70,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,2,1,,200,,,2.06452,,9,0,,51.61290322580645,True,False,124,1,200,InitSort_1,,,,,True,True,True,,pirTest,1,40,,,False,1,,19.112903225806452,,0:00.45,False,1,20,18.409148164,0,,,0.28kHz,True,0.0,,0,Tst,4,0,2020-01-09 18:14:56 -0800,1
,4,1,,170c1505,4,4,18,,1000000000.0,,,,,20,,2,8342.632273,7f5b887d,1:15.33,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,4,1,,200,,,4.33898,,18,0,,54.23728813559322,True,False,118,2,200,InitSort_2,,,,,True,True,True,,pirTest,1,40,,,False,2,,21.097234611953613,,0:00.63,False,2,20,42.753764651,0,,,0.19kHz,True,0.0,,0,Tst,6,0,2020-01-09 18:14:56 -0800,2
,6,1,,170c1505,9,6,33,,1000000000.0,,,,,20,,3,40426.593672,7f5b887d,1:51.64,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,6,1,,200,,,4.33898,,29,1,,54.23728813559322,True,False,118,3,200,InitSort_3,,,,,True,True,True,,pirTest,1,40,,,False,3,,19.60087479496993,,0:00.62,False,3,20,91.00329671,0,,,0.19kHz,True,0.0,,0,Tst,11,0,2020-01-09 18:14:56 -0800,3
,4,1,,170c1505,4,4,15,,1000000000.0,,,,,20,,3,4993.665323,7f5b887d,1:07.80,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,4,1,,200,,,2.62564,,13,0,,65.64102564102564,True,False,195,1,200,InitSort_4,,,,,True,True,True,,pirTest,1,40,,,False,1,,25.791855203619914,,0:00.62,False,1,20,32.177224358,0,,,0.31kHz,True,0.0,,0,Tst,5,0,2020-01-09 18:14:56 -0800,1
,12,1,,170c1505,22,12,34,,1000000000.0,,,,,20,,18,32985.877971,7f5b887d,2:33.23,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,12,1,,200,,,0.087092,,14,0,,69.6735646359031,True,False,188123,3,200,Kmeans_0,,,,,True,True,True,,pirTest,1,40,,,False,3,,21.85896564241686,,0:32.74,False,3,20,114.745270694,0,,,5.75kHz,True,0.696736,,0,Tst,16,0,2020-01-09 18:14:56 -0800,3
,11,1,,170c1505,16,11,31,,1000000000.0,,,,,20,,6,79540.89725,7f5b887d,2:08.36,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,11,1,,200,,,0.00567298,,14,6,,72.6141052977101,True,False,2888078,3,200,Kmeans_1,,,,,True,True,True,,pirTest,1,40,,,False,3,,22.196778926638714,,6:18.65,False,3,20,168.357617056,0,,,7.63kHz,True,0.0453838,,0,Tst,15,0,2020-01-09 18:14:56 -0800,3
,17,1,,170c1505,34,15,49,,1000000000.0,,,,,20,,20,303336.127303,7f5b887d,4:25.86,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,17,1,,200,,,0.171137,,19,0,,68.45491769031503,True,False,95736,3,200,Kmeans_2,,,,,True,True,True,,pirTest,1,40,,,False,3,,25.034501931593937,,0:26.71,False,3,20,465.879412793,0,,,3.58kHz,True,1.3691,,0,Tst,31,0,2020-01-09 18:14:56 -0800,3
,13,1,,170c1505,29,12,47,,1000000000.0,,,,,20,,25,737286.56988,7f5b887d,3:19.08,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,13,1,,200,,,0.0,,16,0,"Assertion fail:
",56.526315789473685,False,False,1900,3,200,Kmeans_3,,,,,True,True,False,,pirTest,1,40,,,True,3,,5.729394240317775,,0:01.15,False,3,20,846.331507743,0,,,1.65kHz,False,54.4674,,0,Tst,17,0,2020-01-09 18:14:56 -0800,3
,15,1,,170c1505,36,12,48,,1000000000.0,,,,,20,,34,746591.047048,7f5b887d,3:29.11,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,15,1,,200,,,0.0871995,,15,0,,69.75959465860525,True,False,187891,3,200,Kmeans_4,,,,,True,True,True,,pirTest,1,40,,,False,3,,19.201540154645944,,0:46.24,False,3,20,867.334818501,0,,,4.06kHz,True,0.697596,,0,Tst,17,0,2020-01-09 18:14:56 -0800,3
,18,1,,170c1505,45,15,71,,1000000000.0,,,,,20,,14,3450157.077894,7f5b887d,5:21.98,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,18,1,,200,,,0.0,,23,0,"Assertion fail:
",57.94736842105263,False,False,1900,3,200,Kmeans_5,,,,,True,True,False,,pirTest,1,40,,,True,3,,6.668918918918918,,0:01.78,False,3,20,3646.853129252,0,,,1.07kHz,False,54.4674,,0,Tst,49,0,2020-01-09 18:14:56 -0800,3
,15,1,,170c1505,41,12,57,,1000000000.0,,,,,20,,36,1468376.661358,7f5b887d,4:22.71,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,15,1,,200,,,0.0873124,,17,0,,69.84993178717599,True,False,187648,3,200,Kmeans_6,,,,,True,True,True,,pirTest,1,40,,,False,3,,15.575736153355846,,0:46.96,False,3,20,1594.772143614,0,,,4.0kHz,True,0.698499,,0,Tst,20,0,2020-01-09 18:14:56 -0800,3
,20,1,,170c1505,48,15,64,,1000000000.0,,,,,20,,36,2187333.161242,7f5b887d,6:07.86,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,20,1,,200,,,0.0,,20,0,"Assertion fail:
",57.94736842105263,False,False,1900,3,200,Kmeans_7,,,,,True,True,False,,pirTest,1,40,,,True,3,,6.448896434634975,,0:03.43,False,3,20,2395.132857965,0,,,0.55kHz,False,54.4674,,0,Tst,32,0,2020-01-09 18:14:56 -0800,3
,20,1,,170c1505,58,15,81,,1000000000.0,,,,,20,,33,3588169.83847,7f5b887d,5:35.06,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,20,1,,200,,,0.17201,,24,1,,68.80419947506562,True,False,95250,3,200,Kmeans_8,,,,,True,True,True,,pirTest,1,40,,,False,3,,18.290467959797706,,0:43.59,False,3,20,3778.803710148,0,,,2.19kHz,True,1.37608,,0,Tst,44,0,2020-01-09 18:14:56 -0800,3
,,,,170c1505,,18,157,,1000000000.0,,,,,20,,,,7f5b887d,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,,28,1,,,,,,,38,,,,False,False,,,,Kmeans_9,,,,,True,,False,,pirTest,1,,,,False,,,,,,False,3,20,,0,,,,False,,,0,Tst,,,2020-01-09 18:14:56 -0800,3
,2,1,,170c1505,1,2,2,,1000000000.0,,,,,20,,0,989.968162,7f5b887d,0:39.37,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,2,1,,200,,,0.0,,2,0,,13.793103448275861,True,False,58,0,200,LUTTest_0,,,,,True,True,True,,pirTest,1,40,,,False,,,10.689655172413794,,0:00.48,False,,20,14.877165043,0,,,0.12kHz,True,0.0,,0,Tst,3,0,2020-01-09 18:14:56 -0800,
,1,1,,170c1505,1,2,2,,1000000000.0,,,,,20,,1,1226.759025,7f5b887d,0:40.46,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,2,1,,200,,,0.0,,2,0,,78.52760736196319,True,False,163,0,200,LUTTest_1,,,,,True,True,True,,pirTest,1,40,,,False,,,55.33742331288344,,0:00.61,False,,20,14.96922032,0,,,0.27kHz,True,0.0,,0,Tst,1,0,2020-01-09 18:14:56 -0800,
,2,1,,170c1505,2,2,3,,1000000000.0,,,,,20,,0,1006.934748,7f5b887d,0:36.97,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,2,1,,200,,,0.0,,3,1,,63.366336633663366,True,False,101,0,200,LUTTest_2,,,,,True,True,True,,pirTest,1,40,,,False,,,49.04798172124905,,0:00.43,False,,20,15.870591358,0,,,0.23kHz,True,0.0,,0,Tst,3,0,2020-01-09 18:14:56 -0800,
,4,1,,170c1505,3,2,3,,1000000000.0,,,,,20,,2,2338.830636,7f5b887d,0:59.98,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,4,1,,200,,,0.0,,3,1,,8.695652173913043,True,False,46,0,200,LUTTest_3,,,,,True,True,True,,pirTest,1,40,,,False,,,7.867494824016563,,0:00.63,False,,20,36.836974945,0,,,0.07kHz,True,0.0,,0,Tst,4,0,2020-01-09 18:14:56 -0800,
,,1,,170c1505,1,,3,,1000000000.0,,,,,20,,1,1058.283416,7f5b887d,0:34.41,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,,1,,200,,,0.0,,3,0,,5.882352941176471,True,False,17,0,200,LUTTest_4,,,,,True,True,True,,pirTest,1,40,,,False,,,5.882352941176471,,0:00.45,False,,20,12.027545171,0,,,0.04kHz,True,0.0,,0,Tst,0,0,2020-01-09 18:14:56 -0800,
,11,1,,170c1505,7,11,20,,1000000000.0,,,,,20,,6,16482.836068,7f5b887d,2:18.10,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,11,1,,200,,,0.0105838,,13,0,,8.467008433934183,True,False,12094,4,200,LogReg_0,,,,,True,True,True,,pirTest,1,40,,,False,4,,3.413585914170416,,0:02.13,False,4,20,94.894390257,0,,,5.68kHz,True,5.58293,,0,Tst,12,0,2020-01-09 18:14:56 -0800,4
,14,1,,170c1505,14,12,30,,1000000000.0,,,,,20,,10,46511.950045,7f5b887d,3:08.98,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,14,1,,200,,,0.0206319,,16,1,,16.50548033526757,True,False,6204,4,200,LogReg_1,,,,,True,True,True,,pirTest,1,40,,,False,4,,5.054833201996323,,0:02.45,False,4,20,151.325163397,0,,,2.53kHz,True,10.8833,,0,Tst,17,0,2020-01-09 18:14:56 -0800,4
,17,1,,170c1505,11,17,29,,1000000000.0,,,,,20,,9,40584.72682,7f5b887d,3:21.10,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,17,1,,200,,,0.0204833,,19,0,,8.19331092974876,True,False,6249,6,200,LogReg_2,,,,,True,True,True,,pirTest,1,40,,,False,6,,4.249113966761813,,0:02.61,False,6,20,154.329920632,0,,,2.39kHz,True,10.6718,,0,Tst,19,0,2020-01-09 18:14:56 -0800,6
,23,1,,170c1505,25,19,49,,1000000000.0,,,,,20,,15,123775.886391,7f5b887d,3:03.34,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,23,1,,200,,,0.0388585,,25,1,,15.54341226472374,True,False,3294,6,200,LogReg_3,,,,,True,True,True,,pirTest,1,40,,,False,6,,5.853811821600145,,0:01.47,False,6,20,231.578139599,0,,,2.24kHz,True,20.2453,,0,Tst,32,0,2020-01-09 18:14:56 -0800,6
,35,1,,170c1505,66,23,127,,1000000000.0,,,,,20,,53,17475010.542893,7f5b887d,7:57.21,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,35,1,,200,,,0.0690399,,37,0,,27.61596548004315,True,False,1854,6,200,LogReg_4,,,,,True,True,True,,pirTest,1,40,,,False,6,,7.9844433089195475,,0:01.52,False,6,20,17946.828694798,0,,,1.22kHz,True,35.9698,,0,Tst,48,0,2020-01-09 18:14:56 -0800,6
,41,1,,170c1505,49,33,85,,1000000000.0,,,,,20,,38,1306225.521805,7f5b887d,5:40.62,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,41,1,,200,,,0.0665281,,43,0,,13.305613305613306,True,False,1924,10,200,LogReg_5,,,,,True,True,True,,pirTest,1,40,,,False,10,,5.727650727650728,,0:02.01,False,10,20,1519.146962849,0,,,0.96kHz,True,34.6611,,0,Tst,52,0,2020-01-09 18:14:56 -0800,10
,41,1,,170c1505,81,29,115,,1000000000.0,,,,,20,,53,3186860.623518,7f5b887d,7:49.57,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,41,1,,200,,,0.0510367,,45,1,,15.311004784688995,True,False,2508,8,200,LogReg_6,,,,,True,True,True,,pirTest,1,40,,,False,8,,5.421974007500323,,0:02.72,False,8,20,3486.375789372,0,,,0.92kHz,True,26.5901,,0,Tst,68,0,2020-01-09 18:14:56 -0800,8
,8,1,,170c1505,11,10,19,,1000000000.0,,,,,20,,2,15254.351319,7f5b887d,1:37.36,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,10,1,,200,,,7.91537,,12,2,,49.47107537931451,True,False,16543,2,200,MLP_0,,,,,True,True,True,,pirTest,1,40,,,False,2,,36.204052249509544,,0:01.83,False,2,20,64.869154447,0,,,9.04kHz,True,10.225,,0,Tst,15,0,2020-01-09 18:14:56 -0800,2
,3,1,,170c1505,21,3,34,,1000000000.0,,,,,20,,7,485310.474398,7f5b887d,2:02.61,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,3,1,,200,,,0.0422268,,23,3,,93.03092783505154,True,False,12125,6,200,NaivePageRank2_0,,,,,True,True,True,,pirTest,1,40,,,False,6,,7.111057206387709,,0:01.77,False,6,20,563.827426977,0,,,6.85kHz,True,15.1119,,0,Tst,14,0,2020-01-09 18:14:56 -0800,6
,3,1,,170c1505,24,3,36,,1000000000.0,,,,,20,,5,323663.436543,7f5b887d,2:03.78,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,3,1,,200,,,0.0424544,,23,4,,93.53233830845771,True,False,12060,6,200,NaivePageRank2_1,,,,,True,True,True,,pirTest,1,40,,,False,6,,6.1436282639092115,,0:02.12,False,6,20,394.801504038,0,,,5.69kHz,True,15.2624,,0,Tst,18,0,2020-01-09 18:14:56 -0800,6
,3,1,,170c1505,35,3,55,,1000000000.0,,,,,20,,5,2868388.321056,7f5b887d,3:25.96,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,3,1,,200,,,0.0823681,,36,4,,91.11969111969113,True,False,6216,9,200,NaivePageRank2_2,,,,,True,True,True,,pirTest,1,40,,,False,9,,8.84884359149065,,0:01.81,False,9,20,2961.344475752,0,,,3.43kHz,True,27.0682,,0,Tst,29,0,2020-01-09 18:14:56 -0800,9
,,,,170c1505,,9,225,,1000000000.0,,,,,20,,,,7f5b887d,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,,9,1,,,,,,,147,,,,False,False,,,,NaivePageRank2_3,,,,,True,,False,,pirTest,1,,,,False,,,,,,False,36,20,,0,,,,False,,,0,Tst,,,2020-01-09 18:14:56 -0800,36
,3,1,,170c1505,21,3,34,,1000000000.0,,,,,20,,6,326480.951548,7f5b887d,2:03.83,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,3,1,,200,,,0.0427201,,23,1,,94.11764705882354,True,False,23970,6,200,NaivePageRank2_4,,,,,True,True,True,,pirTest,1,40,,,False,6,,7.1939597699739055,,0:02.75,False,6,20,430.736196354,0,,,8.72kHz,True,15.2511,,0,Tst,17,0,2020-01-09 18:14:56 -0800,6
,3,1,,170c1505,15,3,26,,1000000000.0,,,,,20,,3,204129.601229,7f5b887d,1:40.71,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,3,1,,200,,,0.0626376,,19,5,,89.25862490824565,True,False,8174,6,200,NaivePageRankCSR_0,,,,,True,True,True,,pirTest,1,40,,,False,6,,15.485857028240423,,0:01.46,False,6,20,264.953596151,0,,,5.6kHz,True,22.941,,0,Tst,10,0,2020-01-09 18:14:56 -0800,6
,,,,170c1505,,3,28,,1000000000.0,,,,,20,,,,7f5b887d,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,,3,1,,,,,,,19,,,,False,False,,,,NaivePageRankCSR_1,,,,,True,,False,,pirTest,1,,,,False,,,,,,False,6,20,,0,,,,False,,,0,Tst,,,2020-01-09 18:14:56 -0800,6
,3,1,,170c1505,30,3,47,,1000000000.0,,,,,20,,12,1121827.543179,7f5b887d,4:24.02,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",False,,,,,40,3,1,,200,,,0.119487,,32,2,,85.50758459743291,True,False,4285,10,200,NaivePageRankCSR_2,,,,,True,True,True,,pirTest,1,40,,,False,10,,16.325943212757682,,0:01.67,False,10,20,1252.686461602,0,,,2.57kHz,True,38.8779,,0,Tst,19,0,2020-01-09 18:14:56 -0800,10
