net,MC_Total,pmu-stage,genpir_err,runp2p_complete,VDAG,VAFG,runp2p_pass,codegen,topo,VMC-split,module,MC,scheduled,word,dedicated-dag,dag-stage,igraph,proute-opts,proute-q,retime-glob,runp2p_wbw,mdone,retime-buffer-only,runp2p_rbw,start-id,pir_sha,genpir,VPMU,vec,debug,DAG_Total,mapping,rtelm,VMC-alloc,VPCU,PCU_Total,algo,reserve-pmu,OPS-Flt,OPS-FU,runp2p_dram_power,OPS-Fix,VBB,notFit,lrange,OPS-Other,rtanal,runp2p_cycle,bcread,dupra,gentst_err,runproute_time,runp2p_err,VBB-split,stat,argin,VPMU-split,reserve-dag,tokenout,run-proute,rtelm-unsafe,succeeded,VPCU-alloc,run-tst,vlink,runhybrid_wbw,vc,PMU_Total,VAFG-split,PMU,share-adctx,vdot,run-psim,VPMU-alloc,fast,merge-algo,reserve-pcu,runhybrid_complete,dot,split-forward,flit-width,runhybrid_deadlock,fifo-depth,runp2p_time,runproute_err,vfifo,psim-q,sr,runhybrid_success,pcu-stage,argout,proute-algo,VDAG-alloc,row,pirArgs,spatial_sha,avgActive,prtime,maxActive,merge,vcLimit,waveform,simulate,mergeTime_ms,verbose,split,simfreq,runhybrid_rbw,mem-tech,rundot,maketst_err,project,maketst_time,pattern,dag,VAFG-alloc,pracc,time-out,runhybrid_cycle,runhybrid_dram_power,col,debug-print,runhybrid_pass,memelm,VBB-alloc,PCU,runp2p_success,proute-seed,OPS-Prog FU,freq,nn,gentst_time,VMC,time,routing-cost,DAG,retime-local,retime-exout,clock,load,arch,routing-algo,VPCU-split,link-prop,slink,split-thread,trace,OPS-All,open,save,constprop,ag-dce,split-algo,runp2p_deadlock,pmu-sram-size,app,backend,runhybrid_err,merge-forward,VDAG-split,tungsten,name,runhybrid_time,psim
hybrid,40,6,,True,0,1,True,True,mesh,7,False,7,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,5.97302,True,False,22.3988,0,74dcf9be,True,11,16,True,40,True,True,7,57,200,route_min_directed_valient,0,,,,,,,True,,True,2743,True,False,,,,,True,6,11,0,5,False,False,True,30,False,2,,4,200,1,11,False,True,False,9,True,bfs,0,False,True,False,512,False,16,0:07.88,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,35.46548238491367,,74.66277798031352,False,4,True,False,,False,True,0.35kHz,,DDR4,True,,pirTest,1:24.27,checkerboard,True,1,True,100,,,20,True,,False,,27,True,0,,1000000000.0,False,117.594105189,7,2020-03-31 22:48:23 -0700,H-hop,30,False,False,1000000000,False,MyDesign,dor,57,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_17,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,20,False,20,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,6.41002,True,False,12.82,0,74dcf9be,True,28,16,True,40,True,True,20,84,200,route_min_directed_valient,0,,,,,,,True,,True,2556,True,False,,,,,True,6,28,0,5,False,False,True,56,False,2,,4,200,1,28,False,True,False,28,True,bfs,0,False,True,False,512,False,16,0:20.52,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,26.85646820945338,,80.12519561815337,False,4,True,False,,False,True,0.12kHz,,DDR4,True,,pirTest,2:02.11,checkerboard,True,1,True,100,,,20,True,,False,,44,True,0,,1000000000.0,False,380.723478509,20,2020-03-31 22:48:23 -0700,H-hop,40,False,False,1000000000,False,MyDesign,dor,84,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_18,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,5,False,5,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,1.42306,True,False,5.69222,0,74dcf9be,True,7,16,True,40,True,True,5,31,200,route_min_directed_valient,0,,,,,,,True,,True,46053,True,False,,,,,True,6,7,0,5,False,False,True,19,False,2,,4,200,1,7,False,True,False,7,True,bfs,0,False,True,False,512,False,16,0:51.53,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,27.10664721608634,,97.83510303346145,False,4,True,False,,False,True,0.89kHz,,DDR4,True,,pirTest,0:54.41,checkerboard,True,1,True,100,,,20,True,,False,,16,True,0,,1000000000.0,False,67.040661185,5,2020-03-31 22:48:23 -0700,H-hop,15,False,False,1000000000,False,MyDesign,dor,31,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_19,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,3,False,3,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,0.984039,True,False,3.93616,0,74dcf9be,True,6,16,True,40,True,True,3,19,200,route_min_directed_valient,0,,,,,,,True,,True,66599,True,False,,,,,True,6,6,0,5,False,False,True,11,False,2,,4,200,1,6,False,True,False,5,True,bfs,0,False,True,False,512,False,16,0:46.12,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,26.60927371894718,,98.40387993813721,False,4,True,False,,False,True,1.44kHz,,DDR4,True,,pirTest,0:41.55,checkerboard,True,1,True,100,,,20,True,,False,,10,True,0,,1000000000.0,False,59.652924368,3,2020-03-31 22:48:23 -0700,H-hop,9,False,False,1000000000,False,MyDesign,dor,19,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_2,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,5,False,5,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,3.9606,True,False,15.8424,0,74dcf9be,True,9,16,True,40,True,True,5,65,200,route_min_directed_valient,0,,,,,,,True,,True,16547,True,False,,,,,True,6,9,0,5,False,False,True,31,False,2,,4,200,1,9,False,True,False,7,True,bfs,0,False,True,False,512,False,16,0:41.57,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,38.37024118887901,,93.60004834713241,False,4,True,False,,False,True,0.4kHz,,DDR4,True,,pirTest,2:21.18,checkerboard,True,1,True,100,,,20,True,,False,,35,True,0,,1000000000.0,False,178.460302808,5,2020-03-31 22:48:23 -0700,H-hop,30,False,False,1000000000,False,MyDesign,dor,65,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_20,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,15,False,15,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,7.06588,True,False,21.1976,0,74dcf9be,True,27,16,True,40,True,True,15,204,200,route_min_directed_valient,0,,,,,,,True,,True,9275,True,False,,,,,True,6,27,0,5,False,False,True,95,False,2,,4,200,1,27,False,True,False,21,True,bfs,0,False,True,False,512,False,16,2:19.41,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,34.62957861916873,,83.49326145552561,False,4,True,False,,False,True,0.07kHz,,DDR4,True,,pirTest,6:12.57,checkerboard,True,1,True,100,,,20,True,,False,,164,True,0,,1000000000.0,False,1298.570398838,15,2020-03-31 22:48:23 -0700,H-hop,40,False,False,1000000000,False,MyDesign,dor,204,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_21,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,15,False,15,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,1.91469,True,False,5.74407,0,74dcf9be,True,21,16,True,40,True,True,15,69,200,route_min_directed_valient,0,,,,,,,True,,True,34228,True,False,,,,,True,6,21,0,5,False,False,True,46,False,2,,4,200,1,21,False,True,False,21,True,bfs,0,False,True,False,512,False,16,3:03.37,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,27.166069588788638,,95.73448638541545,False,4,True,False,,False,True,0.19kHz,,DDR4,True,,pirTest,3:17.94,checkerboard,True,1,True,100,,,20,True,,False,,33,True,0,,1000000000.0,False,378.527434816,15,2020-03-31 22:48:23 -0700,H-hop,36,False,False,1000000000,False,MyDesign,dor,69,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_22,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,3,False,3,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,0.43975,True,False,1.759,0,74dcf9be,True,5,16,True,40,True,True,3,35,200,route_min_directed_valient,0,,,,,,,True,,True,149030,True,False,,,,,True,6,5,0,5,False,False,True,15,False,2,,4,200,1,5,False,True,False,5,True,bfs,0,False,True,False,512,False,16,2:08.73,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,27.717549678396484,,98.25672683352346,False,4,True,False,,False,True,1.16kHz,,DDR4,True,,pirTest,0:51.07,checkerboard,True,1,True,100,,,20,True,,False,,24,True,0,,1000000000.0,False,63.257188073,3,2020-03-31 22:48:23 -0700,H-hop,11,False,False,1000000000,False,MyDesign,dor,35,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_23,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,9,False,9,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,0.864329,True,False,2.59299,0,74dcf9be,True,15,16,True,40,True,True,9,106,200,route_min_directed_valient,0,,,,,,,True,,True,75823,True,False,,,,,True,6,15,0,5,False,False,True,45,False,2,,4,200,1,15,False,True,False,15,True,bfs,0,False,True,False,512,False,16,2:01.15,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,27.90377010901191,,96.56172929058465,False,4,True,False,,False,True,0.63kHz,,DDR4,True,,pirTest,2:23.50,checkerboard,True,1,True,100,,,20,True,,False,,73,True,0,,1000000000.0,False,401.426990879,9,2020-03-31 22:48:23 -0700,H-hop,33,False,False,1000000000,False,MyDesign,dor,106,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_24,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,5,False,5,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,0.973905,True,False,3.89562,0,74dcf9be,True,7,16,True,40,True,True,5,21,200,route_min_directed_valient,0,,,,,,,True,,True,67292,True,False,,,,,True,6,7,0,5,False,False,True,14,False,2,,4,200,1,7,False,True,False,7,True,bfs,0,False,True,False,512,False,16,0:48.32,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,27.601016260579215,,97.39047732271295,False,4,True,False,,False,True,1.39kHz,,DDR4,True,,pirTest,0:52.28,checkerboard,True,1,True,100,,,20,True,,False,,9,True,0,,1000000000.0,False,80.40546802,5,2020-03-31 22:48:23 -0700,H-hop,12,False,False,1000000000,False,MyDesign,dor,21,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_3,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,4,False,4,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,0.981916,True,False,3.92766,0,74dcf9be,True,6,16,True,40,True,True,4,21,200,route_min_directed_valient,0,,,,,,,True,,True,66743,True,False,,,,,True,6,6,0,5,False,False,True,13,False,2,,4,200,1,6,False,True,False,6,True,bfs,0,False,True,False,512,False,16,1:02.72,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,24.90200643340298,,98.19157065160391,False,4,True,False,,False,True,1.06kHz,,DDR4,True,,pirTest,0:39.66,checkerboard,True,1,True,100,,,20,True,,False,,10,True,0,,1000000000.0,False,79.05013442,4,2020-03-31 22:48:23 -0700,H-hop,11,False,False,1000000000,False,MyDesign,dor,21,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_4,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,7,False,7,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,3.57671,True,False,14.3068,0,74dcf9be,True,11,16,True,40,True,True,7,57,200,route_min_directed_valient,0,,,,,,,True,,True,18323,True,False,,,,,True,6,11,0,5,False,False,True,30,False,2,,4,200,1,11,False,True,False,9,True,bfs,0,False,True,False,512,False,16,1:03.21,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,35.76716794093861,,89.41767177863886,False,4,True,False,,False,True,0.29kHz,,DDR4,True,,pirTest,1:44.68,checkerboard,True,1,True,100,,,20,True,,False,,27,True,0,,1000000000.0,False,127.249217653,7,2020-03-31 22:48:23 -0700,H-hop,30,False,False,1000000000,False,MyDesign,dor,57,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_6,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,3,False,3,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,0.122763,True,False,0.402817,0,74dcf9be,True,5,16,True,40,True,True,3,18,200,route_min_directed_valient,0,,,,,,,True,,True,33365,True,False,,,,,True,6,5,0,5,False,False,True,11,False,2,,4,200,1,5,False,True,False,5,True,bfs,0,False,True,False,512,False,16,0:24.21,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,12.763045838161062,,49.1053499175783,False,4,True,False,,False,True,1.38kHz,,DDR4,True,,pirTest,0:31.63,checkerboard,True,1,True,100,,,20,True,,False,,18,True,0,,1000000000.0,False,48.734084075,3,2020-03-31 22:48:23 -0700,H-hop,0,False,False,1000000000,False,MyDesign,dor,18,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_7,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,3,False,3,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,1.82776,True,False,5.99732,0,74dcf9be,True,5,16,True,40,True,True,3,19,200,route_min_directed_valient,0,,,,,,,True,,True,2241,True,False,,,,,True,6,5,0,5,False,False,True,11,False,2,,4,200,1,5,False,True,False,5,True,bfs,0,False,True,False,512,False,16,0:05.45,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,30.210719420893447,,91.38777331548415,False,4,True,False,,False,True,0.41kHz,,DDR4,True,,pirTest,1:06.84,checkerboard,True,1,True,100,,,20,True,,False,,10,True,0,,1000000000.0,False,70.544213213,3,2020-03-31 22:48:23 -0700,H-hop,9,False,False,1000000000,False,MyDesign,dor,19,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_8,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,3,False,3,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,1.91424,True,False,7.65697,0,74dcf9be,True,6,16,True,40,True,True,3,19,200,route_min_directed_valient,0,,,,,,,True,,True,8559,True,False,,,,,True,6,6,0,5,False,False,True,11,False,2,,4,200,1,6,False,True,False,5,True,bfs,0,False,True,False,512,False,16,0:11.93,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,30.39884022308538,,95.71211590139035,False,4,True,False,,False,True,0.72kHz,,DDR4,True,,pirTest,1:30.59,checkerboard,True,1,True,100,,,20,True,,False,,10,True,0,,1000000000.0,False,67.145701783,3,2020-03-31 22:48:23 -0700,H-hop,9,False,False,1000000000,False,MyDesign,dor,19,db,4,1,False,,False,True,True,True,dfs,False,65536,GEMM_9,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,2,False,2,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,2.90909,True,False,0.0,0,74dcf9be,True,2,16,True,40,True,True,2,7,200,route_min_directed_valient,0,,,,,,,True,,True,88,True,False,,,,,True,6,2,0,5,False,False,True,7,False,2,,4,200,1,2,False,True,False,2,True,bfs,0,False,True,False,512,False,16,0:03.00,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,15.25974025974026,,36.36363636363637,False,4,True,False,,False,True,0.03kHz,,DDR4,True,,pirTest,0:34.19,checkerboard,True,1,True,100,,,20,True,,False,,7,True,0,,1000000000.0,False,24.456967479,2,2020-03-31 22:48:23 -0700,H-hop,0,False,False,1000000000,False,MyDesign,dor,7,db,4,1,False,,False,True,True,True,dfs,False,65536,IfTest_0,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,1,False,1,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,3.52496,True,False,3.08434,0,74dcf9be,True,2,16,True,40,True,True,1,10,200,route_min_directed_valient,0,,,,,,,True,,True,581,True,False,,,,,True,6,2,0,5,False,False,True,11,False,2,,4,200,1,2,False,True,False,2,True,bfs,0,False,True,False,512,False,16,0:02.14,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,15.381828064136245,,88.12392426850258,False,4,True,False,,False,True,0.27kHz,,DDR4,True,,pirTest,0:25.44,checkerboard,True,1,True,100,,,20,True,,False,,2,True,0,,1000000000.0,False,33.934151738,1,2020-03-31 22:48:23 -0700,H-hop,10,False,False,1000000000,False,MyDesign,dor,10,db,4,1,False,,False,True,True,True,dfs,False,65536,InitSort_0,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,1,False,1,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,2.15126,True,False,0.0,0,74dcf9be,True,2,16,True,40,True,True,1,8,200,route_min_directed_valient,0,,,,,,,True,,True,119,True,False,,,,,True,6,2,0,5,False,False,True,10,False,2,,4,200,1,2,False,True,False,2,True,bfs,0,False,True,False,512,False,16,0:01.79,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,20.964175143741706,,53.78151260504202,False,4,True,False,,False,True,0.07kHz,,DDR4,True,,pirTest,0:21.66,checkerboard,True,1,True,100,,,20,True,,False,,5,True,0,,1000000000.0,False,16.489693503,1,2020-03-31 22:48:23 -0700,H-hop,5,False,False,1000000000,False,MyDesign,dor,8,db,4,1,False,,False,True,True,True,dfs,False,65536,InitSort_1,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,2,False,2,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,4.57143,True,False,0.0,0,74dcf9be,True,4,16,True,40,True,True,2,16,200,route_min_directed_valient,0,,,,,,,True,,True,112,True,False,,,,,True,6,4,0,5,False,False,True,20,False,2,,4,200,1,4,False,True,False,4,True,bfs,0,False,True,False,512,False,16,0:02.88,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,23.46230158730159,,57.142857142857146,False,4,True,False,,False,True,0.04kHz,,DDR4,True,,pirTest,0:54.29,checkerboard,True,1,True,100,,,20,True,,False,,10,True,0,,1000000000.0,False,37.894790559,2,2020-03-31 22:48:23 -0700,H-hop,10,False,False,1000000000,False,MyDesign,dor,16,db,4,1,False,,False,True,True,True,dfs,False,65536,InitSort_2,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,3,False,3,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,4.57143,True,False,0.0,0,74dcf9be,True,6,16,True,40,True,True,3,32,200,route_min_directed_valient,0,,,,,,,True,,True,112,True,False,,,,,True,6,6,0,5,False,False,True,30,False,2,,4,200,1,6,False,True,False,6,True,bfs,0,False,True,False,512,False,16,0:02.76,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,20.989461358313815,,57.142857142857146,False,4,True,False,,False,True,0.04kHz,,DDR4,True,,pirTest,0:50.84,checkerboard,True,1,True,100,,,20,True,,False,,15,True,0,,1000000000.0,False,41.277391708,3,2020-03-31 22:48:23 -0700,H-hop,19,False,False,1000000000,False,MyDesign,dor,32,db,4,1,False,,False,True,True,True,dfs,False,65536,InitSort_3,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,1,False,1,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,2.70899,True,False,0.0,0,74dcf9be,True,4,16,True,40,True,True,1,12,200,route_min_directed_valient,0,,,,,,,True,,True,189,True,False,,,,,True,6,4,0,5,False,False,True,14,False,2,,4,200,1,4,False,True,False,4,True,bfs,0,False,True,False,512,False,16,0:01.42,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,29.185867895545314,,67.72486772486772,False,4,True,False,,False,True,0.13kHz,,DDR4,True,,pirTest,0:26.46,checkerboard,True,1,True,100,,,20,True,,False,,9,True,0,,1000000000.0,False,24.703469479,1,2020-03-31 22:48:23 -0700,H-hop,7,False,False,1000000000,False,MyDesign,dor,12,db,4,1,False,,False,True,True,True,dfs,False,65536,InitSort_4,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,3,False,3,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,0.115954,True,False,0.927628,0,74dcf9be,True,12,16,True,40,True,True,3,34,200,route_min_directed_valient,0,,,,,,,True,,True,141298,True,False,,,,,True,6,12,0,5,False,False,True,14,False,2,,4,200,1,12,False,True,False,12,True,bfs,0,False,True,False,512,False,16,4:22.44,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,28.800952747219323,,92.76281334484564,False,4,True,False,,False,True,0.54kHz,,DDR4,True,,pirTest,2:22.98,checkerboard,True,1,True,100,,,20,True,,False,,27,True,0,,1000000000.0,False,126.730586028,3,2020-03-31 22:48:23 -0700,H-hop,7,False,False,1000000000,False,MyDesign,dor,34,db,4,1,False,,False,True,True,True,dfs,False,65536,Kmeans_0,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,3,False,3,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,0.000518194,True,False,0.00414555,0,74dcf9be,True,11,16,True,40,True,True,3,32,200,route_min_directed_valient,0,,,,,,,True,,True,31617500,True,False,,,,,True,6,11,0,5,False,False,True,14,False,2,,4,200,1,11,False,True,False,11,True,bfs,0,False,True,False,512,False,16,4:45:51,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,1.9225832213173084,,6.632883687831106,False,4,True,False,,False,True,1.84kHz,,DDR4,True,,pirTest,1:54.60,checkerboard,True,1,True,100,,,20,True,,False,,32,True,0,,1000000000.0,False,113.617269644,3,2020-03-31 22:48:23 -0700,H-hop,0,False,False,1000000000,False,MyDesign,dor,32,db,4,1,False,,False,True,True,True,dfs,False,65536,Kmeans_1,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,3,False,3,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,0.226972,True,False,1.81578,0,74dcf9be,True,17,16,True,40,True,True,3,48,200,route_min_directed_valient,0,,,,,,,True,,True,72185,True,False,,,,,True,6,17,0,5,False,False,True,19,False,2,,4,200,1,17,False,True,False,15,True,bfs,0,False,True,False,512,False,16,3:41.31,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,32.514767078180526,,90.78894507169079,False,4,True,False,,False,True,0.33kHz,,DDR4,True,,pirTest,3:27.08,checkerboard,True,1,True,100,,,20,True,,False,,38,True,0,,1000000000.0,False,140.893287116,3,2020-03-31 22:48:23 -0700,H-hop,10,False,False,1000000000,False,MyDesign,dor,48,db,4,1,False,,False,True,True,True,dfs,False,65536,Kmeans_2,Tst,,False,0,True,AccelMain,,False
