maketst_err,project,VAFG-split,run-psim,OPS-Other,memelm,DAG_Total,PCU,row,load,VBB,OPS-Prog FU,OPS-FU,pcu-stage,run-proute,OPS-All,retime-glob,vfifo,runp2p_complete,vdot,topo,flit-width,succeeded,simfreq,VBB-alloc,argin,igraph,col,psim-q,mapping,VAFG,save,fast,VPMU-alloc,net,word,module,rundot,codegen,retime-buffer-only,tokenout,retime-local,dag,maketst_time,argout,runhybrid_wbw,vc,debug,debug-print,PCU_Total,runp2p_success,algo,dag-stage,VDAG-split,proute-algo,VMC-alloc,open,runhybrid_time,avgActive,time-out,trace,time,VDAG,lrange,VBB-split,runp2p_time,runhybrid_cycle,DAG,tungsten,runhybrid_deadlock,split-forward,runhybrid_pass,OPS-Flt,link-prop,runhybrid_err,runp2p_pass,VPMU,proute-opts,slink,VDAG-alloc,prtime,runp2p_wbw,backend,pmu-sram-size,pmu-stage,stat,runhybrid_dram_power,runhybrid_success,VMC-split,pattern,verbose,dupra,runproute_time,OPS-Fix,split-thread,MC,scheduled,runp2p_deadlock,MC_Total,VPMU-split,mem-tech,run-tst,waveform,routing-algo,clock,merge,merge-algo,reserve-pcu,mdone,app,VAFG-alloc,simulate,spatial_sha,pracc,reserve-pmu,vec,psim,genpir_err,dedicated-dag,arch,constprop,runp2p_err,runp2p_rbw,split-algo,split,proute-q,pirArgs,name,PMU_Total,VPCU-split,start-id,gentst_time,runproute_err,nn,maxActive,VPCU-alloc,VPCU,vlink,bcread,genpir,freq,ag-dce,fifo-depth,VMC,notFit,PMU,sr,dot,rtelm,runp2p_cycle,proute-seed,runp2p_dram_power,mergeTime_ms,runhybrid_complete,routing-cost,vcLimit,pir_sha,merge-forward,gentst_err,retime-exout,runhybrid_rbw
,pirTest,1,False,,False,40,7,20,False,,,,6,False,,False,4,True,True,mesh,512,True,1.63kHz,,6,False,20,1,True,1,True,True,5,hybrid,32,False,True,True,False,5,False,True,3:21.34,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,3,False,,20.215999090530143,100,False,2020-03-10 22:25:22 -0700,0,True,,1:20.95,,7,True,False,False,,,db,,True,5,-i100 -p100 -t1 -d100,4,0,,0.496692,Tst,65536,6,True,,False,3,checkerboard,False,False,,,1,3,False,False,40,5,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_0,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,1.98677,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,14,0,81.622455404,,False,99.3383606805866,9,14,2,True,True,1000000000.0,True,16,3,,5,True,True,True,131945,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,9,20,False,,,,6,False,,False,4,True,True,mesh,512,True,4.56kHz,,6,False,20,1,True,1,True,True,5,hybrid,32,False,True,True,False,5,False,True,1:18.31,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,3,False,,17.10462477502152,100,False,2020-03-10 22:25:22 -0700,0,True,,0:58.17,,0,True,False,False,,,db,,True,5,-i100 -p100 -t1 -d100,4,0,,0.0617309,Tst,65536,6,True,,False,3,checkerboard,False,False,,,1,3,False,False,40,5,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_1,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,0.246924,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,9,0,54.386244359,,False,98.76945103801665,9,9,2,True,True,1000000000.0,True,16,3,,5,True,True,True,265410,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,28,20,False,,,,6,False,,False,4,True,True,mesh,512,True,0.65kHz,,6,False,20,1,True,1,True,True,6,hybrid,32,False,True,True,False,5,False,True,3:02.53,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,4,False,,28.231529419048282,100,False,2020-03-10 22:25:22 -0700,0,True,,0:13.95,,0,True,False,False,,,db,,True,6,-i100 -p100 -t1 -d100,4,0,,0.451698,Tst,65536,6,True,,False,4,checkerboard,False,False,,,1,4,False,False,40,6,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_10,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,1.32686,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,28,0,238.432403905,,False,90.33965593295103,17,28,2,True,True,1000000000.0,True,16,4,,6,True,True,True,9068,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,30,20,False,,,,6,False,,False,4,True,True,mesh,512,True,0.58kHz,,6,False,20,1,True,1,True,True,9,hybrid,32,False,True,True,False,5,False,True,3:29.89,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,7,False,,25.2703956374662,100,False,2020-03-10 22:25:22 -0700,0,True,,0:17.00,,0,True,False,False,,,db,,True,9,-i100 -p100 -t1 -d100,4,0,,0.417065,Tst,65536,6,True,,False,7,checkerboard,False,False,,,1,7,False,False,40,9,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_11,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,0.957947,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,30,0,200.644316858,,False,83.41309438957336,22,30,2,True,True,1000000000.0,True,16,7,,9,True,True,True,9821,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,32,20,False,,,,6,False,,False,4,True,True,mesh,512,True,2.13kHz,,6,False,20,1,True,1,True,True,7,hybrid,32,False,True,True,False,5,False,True,2:31.58,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,5,False,,26.63653550750325,100,False,2020-03-10 22:25:22 -0700,0,True,,0:04.61,,0,True,False,False,,,db,,True,7,-i100 -p100 -t1 -d100,4,0,,0.416768,Tst,65536,6,True,,False,5,checkerboard,False,False,,,1,5,False,False,40,7,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_12,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,1.08751,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,32,0,137.444456905,,False,83.35368335368335,18,32,2,True,True,1000000000.0,True,16,5,,7,True,True,True,9828,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,36,20,False,,,,6,False,,False,4,True,True,mesh,512,True,1.8kHz,,6,False,20,1,True,1,True,True,20,hybrid,32,False,True,True,False,5,False,True,2:30.22,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,12,False,,18.155774263703048,100,False,2020-03-10 22:25:22 -0700,0,True,,0:05.02,,0,True,False,False,,,db,,True,20,-i100 -p100 -t1 -d100,4,0,,0.452947,Tst,65536,6,True,,False,12,checkerboard,False,False,,,1,12,False,False,40,20,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_13,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,0.905894,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,36,0,145.871984387,,False,90.58940617051863,36,36,2,True,True,1000000000.0,True,16,12,,20,True,True,True,9043,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,28,20,False,,,,6,False,,False,4,True,True,mesh,512,True,1.03kHz,,6,False,20,1,True,1,True,True,14,hybrid,32,False,True,True,False,5,False,True,3:44.88,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,10,False,,23.3126258723601,100,False,2020-03-10 22:25:22 -0700,0,True,,0:09.04,,0,True,False,False,,,db,,True,14,-i100 -p100 -t1 -d100,4,0,,0.440288,Tst,65536,6,True,,False,10,checkerboard,False,False,,,1,10,False,False,40,14,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_14,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,0.914974,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,28,0,168.729474065,,False,88.05761582285284,28,28,2,True,True,1000000000.0,True,16,10,,14,True,True,True,9303,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,52,20,False,,,,6,False,,False,4,True,True,mesh,512,True,0.79kHz,,6,False,20,1,True,1,True,True,9,hybrid,32,False,True,True,False,5,False,True,3:39.38,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,7,False,,25.07073874083106,100,False,2020-03-10 22:25:22 -0700,0,True,,0:07.29,,0,True,False,False,,,db,,True,9,-i100 -p100 -t1 -d100,4,0,,0.713465,Tst,65536,6,True,,False,7,checkerboard,False,False,,,1,7,False,False,40,9,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_15,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,1.68333,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,52,0,235.845612481,,False,71.34645532137259,30,52,2,True,True,1000000000.0,True,16,7,,9,True,True,True,5741,0,,,False,H-hop,4,d0d7caf8,False,,False,
"lto1: fatal error: bytecode stream in file ‘/tmp/ccNkXJz6.ltrans9.o’ generated with LTO version 7.1 instead of the expected 7.3
",pirTest,1,False,,False,40,56,20,False,,,,6,False,,False,4,False,True,mesh,512,False,,,6,False,20,1,True,1,True,True,28,hybrid,32,False,True,True,False,5,False,True,6:02.84,4,,4,True,True,200,False,route_min_directed_valient,6,0,route_min_directed_valient,20,False,,,100,False,2020-03-10 22:25:22 -0700,0,True,,,,0,True,False,False,,,db,,,28,-i100 -p100 -t1 -d100,4,0,,,Tst,65536,6,True,,False,20,checkerboard,False,False,,,1,20,False,False,40,28,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_16,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,56,0,307.681341199,,False,,56,56,2,True,True,1000000000.0,True,16,20,,28,True,True,True,,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,27,20,False,,,,6,False,,False,4,True,True,mesh,512,True,0.28kHz,,6,False,20,1,True,1,True,True,9,hybrid,32,False,True,True,False,5,False,True,0:01.36,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,7,False,,35.4525576464352,100,False,2020-03-10 22:25:22 -0700,0,True,,0:09.81,,30,True,False,False,,,db,,True,11,-i100 -p100 -t1 -d100,4,0,,5.97085,Tst,65536,6,True,,False,7,checkerboard,False,False,,,1,7,False,False,40,11,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_17,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,22.3907,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,57,0,262.401789889,,False,74.63556851311954,30,57,2,True,True,1000000000.0,True,16,7,,11,True,True,True,2744,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,44,20,False,,,,6,False,,False,4,True,True,mesh,512,True,0.61kHz,,6,False,20,1,True,1,True,True,28,hybrid,32,False,True,True,False,5,False,True,4:55.61,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,20,False,,25.972430095861835,100,False,2020-03-10 22:25:22 -0700,0,True,,0:04.30,,40,True,False,False,,,db,,True,28,-i100 -p100 -t1 -d100,4,0,,6.19902,Tst,65536,6,True,,False,20,checkerboard,False,False,,,1,20,False,False,40,28,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_18,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,12.398,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,84,0,346.44696974,,False,77.48770336738555,56,84,2,True,True,1000000000.0,True,16,20,,28,True,True,True,2643,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,16,20,False,,,,6,False,,False,4,True,True,mesh,512,True,0.86kHz,,6,False,20,1,True,1,True,True,7,hybrid,32,False,True,True,False,5,False,True,2:21.61,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,5,False,,27.087825197839305,100,False,2020-03-10 22:25:22 -0700,0,True,,0:53.42,,15,True,False,False,,,db,,True,7,-i100 -p100 -t1 -d100,4,0,,1.42207,Tst,65536,6,True,,False,5,checkerboard,False,False,,,1,5,False,False,40,7,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_19,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,5.68827,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,31,0,123.480858855,,False,97.76716936096344,19,31,2,True,True,1000000000.0,True,16,5,,7,True,True,True,46085,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,10,20,False,,,,6,False,,False,4,True,True,mesh,512,True,0.9kHz,,6,False,20,1,True,1,True,True,5,hybrid,32,False,True,True,False,5,False,True,2:47.93,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,3,False,,26.60927371894718,100,False,2020-03-10 22:25:22 -0700,0,True,,1:14.19,,9,True,False,False,,,db,,True,6,-i100 -p100 -t1 -d100,4,0,,0.984039,Tst,65536,6,True,,False,3,checkerboard,False,False,,,1,3,False,False,40,6,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_2,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,3.93616,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,19,0,116.848812005,,False,98.40387993813721,11,19,2,True,True,1000000000.0,True,16,3,,6,True,True,True,66599,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,35,20,False,,,,6,False,,False,4,True,True,mesh,512,True,0.27kHz,,6,False,20,1,True,1,True,True,7,hybrid,32,False,True,True,False,5,False,True,7:18.56,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,5,False,,38.28694331257197,100,False,2020-03-10 22:25:22 -0700,0,True,,1:01.34,,30,True,False,False,,,db,,True,9,-i100 -p100 -t1 -d100,4,0,,3.952,Tst,65536,6,True,,False,5,checkerboard,False,False,,,1,5,False,False,40,9,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_20,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,15.808,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,65,0,383.662860817,,False,93.39685219803413,31,65,2,True,True,1000000000.0,True,16,5,,9,True,True,True,16583,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,164,20,False,,,,6,False,,False,4,True,True,mesh,512,True,0.35kHz,,6,False,20,1,True,1,True,True,21,hybrid,32,False,True,True,False,5,False,True,3:49.98,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,15,False,,34.715665984953525,100,False,2020-03-10 22:25:22 -0700,0,True,,0:26.42,,40,True,False,False,,,db,,True,27,-i100 -p100 -t1 -d100,4,0,,7.08344,Tst,65536,6,True,,False,15,checkerboard,False,False,,,1,15,False,False,40,27,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_21,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,21.2503,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,204,0,785.694700747,,False,83.7008214440121,95,204,2,True,True,1000000000.0,True,16,15,,27,True,True,True,9252,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,33,20,False,,,,6,False,,False,4,True,True,mesh,512,True,0.37kHz,,6,False,20,1,True,1,True,True,21,hybrid,32,False,True,True,False,5,False,True,8:19.09,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,15,False,,27.185926084994225,100,False,2020-03-10 22:25:22 -0700,0,True,,1:32.10,,36,True,False,False,,,db,,True,21,-i100 -p100 -t1 -d100,4,0,,1.91609,Tst,65536,6,True,,False,15,checkerboard,False,False,,,1,15,False,False,40,21,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_22,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,5.74827,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,69,0,648.264692541,,False,95.80446159693594,46,69,2,True,True,1000000000.0,True,16,15,,21,True,True,True,34203,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,24,20,False,,,,6,False,,False,4,True,True,mesh,512,True,2.82kHz,,6,False,20,1,True,1,True,True,5,hybrid,32,False,True,True,False,5,False,True,2:23.54,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,3,False,,27.717549678396484,100,False,2020-03-10 22:25:22 -0700,0,True,,0:52.84,,11,True,False,False,,,db,,True,5,-i100 -p100 -t1 -d100,4,0,,0.43975,Tst,65536,6,True,,False,3,checkerboard,False,False,,,1,3,False,False,40,5,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_23,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,1.759,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,35,0,171.948316639,,False,98.25672683352346,15,35,2,True,True,1000000000.0,True,16,3,,5,True,True,True,149030,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,73,20,False,,,,6,False,,False,4,True,True,mesh,512,True,0.99kHz,,6,False,20,1,True,1,True,True,15,hybrid,32,False,True,True,False,5,False,True,3:35.27,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,9,False,,27.90340210191509,100,False,2020-03-10 22:25:22 -0700,0,True,,1:16.92,,33,True,False,False,,,db,,True,15,-i100 -p100 -t1 -d100,4,0,,0.864317,Tst,65536,6,True,,False,9,checkerboard,False,False,,,1,9,False,False,40,15,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_24,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,2.59295,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,106,0,411.406654088,,False,96.56045579236125,45,106,2,True,True,1000000000.0,True,16,9,,15,True,True,True,75824,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,9,20,False,,,,6,False,,False,4,True,True,mesh,512,True,1.52kHz,,6,False,20,1,True,1,True,True,7,hybrid,32,False,True,True,False,5,False,True,4:03.80,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,5,False,,27.601016260579215,100,False,2020-03-10 22:25:22 -0700,0,True,,0:44.41,,12,True,False,False,,,db,,True,7,-i100 -p100 -t1 -d100,4,0,,0.973905,Tst,65536,6,True,,False,5,checkerboard,False,False,,,1,5,False,False,40,7,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_3,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,3.89562,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,21,0,131.280893626,,False,97.39047732271295,14,21,2,True,True,1000000000.0,True,16,5,,7,True,True,True,67292,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,10,20,False,,,,6,False,,False,4,True,True,mesh,512,True,1.47kHz,,6,False,20,1,True,1,True,True,6,hybrid,32,False,True,True,False,5,False,True,2:30.65,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,4,False,,24.90349893442538,100,False,2020-03-10 22:25:22 -0700,0,True,,0:45.54,,11,True,False,False,,,db,,True,6,-i100 -p100 -t1 -d100,4,0,,0.981975,Tst,65536,6,True,,False,4,checkerboard,False,False,,,1,4,False,False,40,6,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_4,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,3.9279,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,21,0,121.528008391,,False,98.19745576049986,13,21,2,True,True,1000000000.0,True,16,4,,6,True,True,True,66739,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,27,20,False,,,,6,False,,False,4,True,True,mesh,512,True,0.41kHz,,6,False,20,1,True,1,True,True,9,hybrid,32,False,True,True,False,5,False,True,4:40.95,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,7,False,,35.92401568721253,100,False,2020-03-10 22:25:22 -0700,0,True,,0:44.29,,30,True,False,False,,,db,,True,11,-i100 -p100 -t1 -d100,4,0,,3.59239,Tst,65536,6,True,,False,7,checkerboard,False,False,,,1,7,False,False,40,11,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_6,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,14.3696,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,57,0,234.893347999,,False,89.80979005646002,30,57,2,True,True,1000000000.0,True,16,7,,11,True,True,True,18243,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,18,20,False,,,,6,False,,False,4,True,True,mesh,512,True,1.35kHz,,6,False,20,1,True,1,True,True,5,hybrid,32,False,True,True,False,5,False,True,2:02.08,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,3,False,,24.088930469821094,100,False,2020-03-10 22:25:22 -0700,0,True,,0:12.77,,0,True,False,False,,,db,,True,5,-i100 -p100 -t1 -d100,4,0,,0.237436,Tst,65536,6,True,,False,3,checkerboard,False,False,,,1,3,False,False,40,5,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_7,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,0.856994,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,18,0,72.322411383,,False,94.97420439394817,11,18,2,True,True,1000000000.0,True,16,3,,5,True,True,True,17251,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,10,20,False,,,,6,False,,False,4,True,True,mesh,512,True,0.66kHz,,6,False,20,1,True,1,True,True,5,hybrid,32,False,True,True,False,5,False,True,2:16.36,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,3,False,,30.210719420893447,100,False,2020-03-10 22:25:22 -0700,0,True,,0:03.40,,9,True,False,False,,,db,,True,5,-i100 -p100 -t1 -d100,4,0,,1.82776,Tst,65536,6,True,,False,3,checkerboard,False,False,,,1,3,False,False,40,5,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_8,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,6.59705,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,19,0,71.98027092,,False,91.38777331548415,11,19,2,True,True,1000000000.0,True,16,3,,5,True,True,True,2241,0,,,False,H-hop,4,d0d7caf8,False,,False,
,pirTest,1,False,,False,40,10,20,False,,,,6,False,,False,4,True,True,mesh,512,True,1.57kHz,,6,False,20,1,True,1,True,True,5,hybrid,32,False,True,True,False,5,False,True,3:09.99,4,,4,True,True,200,True,route_min_directed_valient,6,0,route_min_directed_valient,3,False,,30.117336898875767,100,False,2020-03-10 22:25:22 -0700,0,True,,0:05.50,,9,True,False,False,,,db,,True,6,-i100 -p100 -t1 -d100,4,0,,1.89652,Tst,65536,6,True,,False,3,checkerboard,False,False,,,1,3,False,False,40,6,DDR4,False,True,dor,1000000000,False,bfs,0,True,GEMM_9,1,False,d860f9fb,True,0,16,False,,False,MyDesign,True,,7.58606,dfs,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",AccelMain,200,19,0,139.899904224,,False,94.82579002199328,11,19,2,True,True,1000000000.0,True,16,3,,6,True,True,True,8639,0,,,False,H-hop,4,d0d7caf8,False,,False,
