runhybrid_rbw,vlink,merge-algo,rtelm,retime-buffer-only,pracc,verbose,runp2p_rbw,arch,routing-cost,runp2p_complete,simulate,psim-q,runhybrid_time,VAFG-alloc,project,net,fifo-depth,runp2p_success,VDAG-split,start-id,split-forward,mdone,waveform,stat,dag,clock,runproute_time,maketst_err,run-psim,col,psim,app,PMU_Total,retime-exout,split-thread,VBB-alloc,runp2p_err,VPCU,merge,pir_sha,ag-dce,memelm,argout,gentst_err,VPMU,runp2p_pass,row,rundot,runhybrid_complete,runp2p_cycle,VMC,codegen,proute-algo,pmu-stage,prtime,MC,pmu-sram-size,DAG_Total,open,freq,dedicated-dag,runproute_err,dupra,dag-stage,runhybrid_deadlock,simfreq,routing-algo,reserve-pmu,runhybrid_err,MC_Total,debug,proute-seed,VPMU-alloc,OPS-FU,pcu-stage,time,runhybrid_cycle,runp2p_time,topo,VMC-alloc,runp2p_dram_power,VBB,pirArgs,vcLimit,igraph,link-prop,retime-local,tokenout,backend,bcread,split,split-algo,runhybrid_wbw,vec,runhybrid_dram_power,gentst_time,avgActive,lrange,mergeTime_ms,succeeded,proute-q,nn,maxActive,retime-glob,run-tst,genpir_err,mapping,VBB-split,vfifo,run-proute,scheduled,save,slink,VPMU-split,PMU,OPS-All,PCU,VAFG-split,fast,notFit,OPS-Prog FU,time-out,DAG,pattern,VDAG-alloc,VDAG,argin,VMC-split,dot,word,algo,module,VPCU-split,maketst_time,trace,vc,sr,reserve-pcu,OPS-Other,mem-tech,runp2p_deadlock,debug-tst,merge-forward,genpir,name,constprop,tungsten,VPCU-alloc,flit-width,load,spatial_sha,runhybrid_pass,OPS-Fix,runp2p_wbw,vdot,proute-opts,runhybrid_success,PCU_Total,OPS-Flt,VAFG
,2,bfs,True,False,True,False,1.04843,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_12,200,False,1,,,32,False,d3ea5c93,True,False,4,,7,True,20,True,False,9828,5,True,route_min_directed_valient,6,,5,65536,40,False,1000000000.0,False,,False,6,False,3.15kHz,dor,0,,40,True,0,7,,6,2020-01-22 22:48:45 -0800,,0:03.12,mesh,5,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,90.989785916,26.63653550750325,True,,True,4,False,83.35368335368335,False,False,,True,,4,False,False,False,4,7,7,,32,1,True,,,100,0,checkerboard,0,0,6,5,True,32,route_min_directed_valient,False,32,1:29.36,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,18,512,False,cba72708,,,0.416768,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,0.905894,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_13,200,False,1,,,36,False,d3ea5c93,True,False,4,,20,True,20,True,False,9043,12,True,route_min_directed_valient,6,,12,65536,40,False,1000000000.0,False,,False,6,False,1.95kHz,dor,0,,40,True,0,20,,6,2020-01-22 22:48:45 -0800,,0:04.64,mesh,12,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,124.326076311,18.49807389049882,True,,True,4,False,90.58940617051863,False,False,,True,,4,False,False,False,4,20,20,,36,1,True,,,100,0,checkerboard,0,0,6,12,True,32,route_min_directed_valient,False,36,2:36.35,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,36,512,False,cba72708,,,0.452947,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,0.908094,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_14,200,False,1,,,28,False,d3ea5c93,True,False,4,,14,True,20,True,False,9303,10,True,route_min_directed_valient,6,,10,65536,40,False,1000000000.0,False,,False,6,False,2.84kHz,dor,0,,40,True,0,14,,6,2020-01-22 22:48:45 -0800,,0:03.28,mesh,10,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,114.301874088,23.3126258723601,True,,True,4,False,88.05761582285284,False,False,,True,,4,False,False,False,4,14,14,,28,1,True,,,100,0,checkerboard,0,0,6,10,True,32,route_min_directed_valient,False,28,1:58.88,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,28,512,False,cba72708,,,0.440288,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,1.63874,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_15,200,False,1,,,52,False,d3ea5c93,True,False,4,,9,True,20,True,False,5741,7,True,route_min_directed_valient,6,,7,65536,40,False,1000000000.0,False,,False,6,False,2.19kHz,dor,0,,40,True,0,9,,6,2020-01-22 22:48:45 -0800,,0:02.62,mesh,7,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,151.010828599,25.07073874083106,True,,True,4,False,71.34645532137259,False,False,,True,,4,False,False,False,4,9,9,,52,1,True,,,100,0,checkerboard,0,0,6,7,True,32,route_min_directed_valient,False,52,2:00.41,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,30,512,False,cba72708,,,0.713465,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,1.65562,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_16,200,False,1,,,56,False,d3ea5c93,True,False,4,,28,True,20,True,False,4948,20,True,route_min_directed_valient,6,,20,65536,40,False,1000000000.0,False,,False,6,False,1.92kHz,dor,0,,40,True,0,28,,6,2020-01-22 22:48:45 -0800,,0:02.58,mesh,20,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,190.667301483,22.124379258574894,True,,True,4,False,82.78092158447858,False,False,,True,,4,False,False,False,4,28,28,,56,1,True,,,100,0,checkerboard,0,0,6,20,True,32,route_min_directed_valient,False,56,2:41.17,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,56,512,False,cba72708,,,0.827809,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,22.8588,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_17,200,False,1,,,57,False,d3ea5c93,True,False,4,,11,True,20,True,False,2769,7,True,route_min_directed_valient,6,,7,65536,40,False,1000000000.0,False,,False,6,False,1.19kHz,dor,0,,40,True,0,9,,6,2020-01-22 22:48:45 -0800,,0:02.32,mesh,7,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,161.612470956,35.13247316064218,True,,True,4,False,73.96171903214157,False,False,,True,,4,False,False,False,4,11,11,,27,1,True,,,100,30,checkerboard,0,0,6,7,True,32,route_min_directed_valient,False,57,2:42.82,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,30,512,False,cba72708,,,5.91694,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,12.398,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_18,200,False,1,,,84,False,d3ea5c93,True,False,4,,28,True,20,True,False,2643,20,True,route_min_directed_valient,6,,20,65536,40,False,1000000000.0,False,,False,6,False,0.75kHz,dor,0,,40,True,0,28,,6,2020-01-22 22:48:45 -0800,,0:03.53,mesh,20,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,278.671462232,25.972430095861835,True,,True,4,False,77.48770336738555,False,False,,True,,4,False,False,False,4,28,28,,44,1,True,,,100,40,checkerboard,0,0,6,20,True,32,route_min_directed_valient,False,84,5:01.84,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,56,512,False,cba72708,,,6.19902,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,5.69334,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_19,200,False,1,,,30,False,d3ea5c93,True,False,4,,7,True,20,True,False,46044,5,True,route_min_directed_valient,6,,5,65536,40,False,1000000000.0,False,,False,6,False,3.24kHz,dor,0,,40,True,0,7,,6,2020-01-22 22:48:45 -0800,,0:14.22,mesh,5,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,96.373720738,27.460622949285966,True,,True,4,False,97.85422639214664,False,False,,True,,4,False,False,False,4,7,7,,15,1,True,,,100,15,checkerboard,0,0,6,5,True,32,route_min_directed_valient,False,30,1:40.04,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,19,512,False,cba72708,,,1.42333,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,3.93616,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_2,200,False,1,,,18,False,d3ea5c93,True,False,4,,6,True,20,True,False,66599,3,True,route_min_directed_valient,6,,3,65536,40,False,1000000000.0,False,,False,6,False,5.63kHz,dor,0,,40,True,0,5,,6,2020-01-22 22:48:45 -0800,,0:11.83,mesh,3,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,72.244885344,27.09956856209052,True,,True,4,False,98.40387993813721,False,False,,True,,4,False,False,False,4,6,6,,9,1,True,,,100,9,checkerboard,0,0,6,3,True,32,route_min_directed_valient,False,18,1:39.20,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,11,512,False,cba72708,,,0.984039,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,15.7966,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_20,200,False,1,,,64,False,d3ea5c93,True,False,4,,9,True,20,True,False,16595,5,True,route_min_directed_valient,6,,5,65536,40,False,1000000000.0,False,,False,6,False,1.64kHz,dor,0,,40,True,0,7,,6,2020-01-22 22:48:45 -0800,,0:10.13,mesh,5,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,169.249391097,38.50847104086032,True,,True,4,False,93.32931605905394,False,False,,True,,4,False,False,False,4,9,9,,34,1,True,,,100,30,checkerboard,0,0,6,5,True,32,route_min_directed_valient,False,64,2:50.35,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,31,512,False,cba72708,,,3.94914,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,21.2894,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_21,200,False,1,,,202,False,d3ea5c93,True,False,4,,27,True,20,True,False,9235,15,True,route_min_directed_valient,6,,15,65536,40,False,1000000000.0,False,,False,6,False,0.74kHz,dor,0,,40,True,0,21,,6,2020-01-22 22:48:45 -0800,,0:12.52,mesh,15,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,616.127995117,35.0044889763078,True,,True,4,False,83.85489983757445,False,False,,True,,4,False,False,False,4,27,27,,162,1,True,,,100,40,checkerboard,0,0,6,15,True,32,route_min_directed_valient,False,202,4:45.05,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,95,512,False,cba72708,,,7.09648,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,5.74827,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_22,200,False,1,,,69,False,d3ea5c93,True,False,4,,21,True,20,True,False,34203,15,True,route_min_directed_valient,6,,15,65536,40,False,1000000000.0,False,,False,6,False,1.27kHz,dor,0,,40,True,0,21,,6,2020-01-22 22:48:45 -0800,,0:26.86,mesh,15,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,264.431565609,27.185926084994225,True,,True,4,False,95.80446159693594,False,False,,True,,4,False,False,False,4,21,21,,33,1,True,,,100,36,checkerboard,0,0,6,15,True,32,route_min_directed_valient,False,69,4:05.07,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,46,512,False,cba72708,,,1.91609,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,1.7589,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_23,200,False,1,,,34,False,d3ea5c93,True,False,4,,5,True,20,True,False,149039,3,True,route_min_directed_valient,6,,3,65536,40,False,1000000000.0,False,,False,6,False,4.25kHz,dor,0,,40,True,0,5,,6,2020-01-22 22:48:45 -0800,,0:35.09,mesh,3,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,106.171905594,28.138601915666978,True,,True,4,False,98.2507934164883,False,False,,True,,4,False,False,False,4,5,5,,23,1,True,,,100,11,checkerboard,0,0,6,3,True,32,route_min_directed_valient,False,34,1:40.10,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,15,512,False,cba72708,,,0.439724,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,2.59295,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_24,200,False,1,,,104,False,d3ea5c93,True,False,4,,15,True,20,True,False,75824,9,True,route_min_directed_valient,6,,9,65536,40,False,1000000000.0,False,,False,6,False,1.31kHz,dor,0,,40,True,0,15,,6,2020-01-22 22:48:45 -0800,,0:58.00,mesh,9,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,319.332988202,28.19370198432237,True,,True,4,False,96.56045579236125,False,False,,True,,4,False,False,False,4,15,15,,71,1,True,,,100,33,checkerboard,0,0,6,9,True,32,route_min_directed_valient,False,104,4:23.32,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,45,512,False,cba72708,,,0.864317,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,3.89568,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_3,200,False,1,,,21,False,d3ea5c93,True,False,4,,7,True,20,True,False,67291,5,True,route_min_directed_valient,6,,5,65536,40,False,1000000000.0,False,,False,6,False,3.72kHz,dor,0,,40,True,0,7,,6,2020-01-22 22:48:45 -0800,,0:18.08,mesh,5,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,79.484885483,27.601426434543942,True,,True,4,False,97.39192462587864,False,False,,True,,4,False,False,False,4,7,7,,9,1,True,,,100,12,checkerboard,0,0,6,5,True,32,route_min_directed_valient,False,21,1:45.33,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,14,512,False,cba72708,,,0.973919,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,3.92707,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_4,200,False,1,,,20,False,d3ea5c93,True,False,4,,6,True,20,True,False,66753,4,True,route_min_directed_valient,6,,4,65536,40,False,1000000000.0,False,,False,6,False,4.97kHz,dor,0,,40,True,0,6,,6,2020-01-22 22:48:45 -0800,,0:13.42,mesh,4,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,78.415325682,25.326320062577786,True,,True,4,False,98.17686096505027,False,False,,True,,4,False,False,False,4,6,6,,9,1,True,,,100,11,checkerboard,0,0,6,4,True,32,route_min_directed_valient,False,20,1:30.35,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,13,512,False,cba72708,,,0.981769,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,14.3068,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_6,200,False,1,,,57,False,d3ea5c93,True,False,4,,11,True,20,True,False,18323,7,True,route_min_directed_valient,6,,7,65536,40,False,1000000000.0,False,,False,6,False,2.44kHz,dor,0,,40,True,0,9,,6,2020-01-22 22:48:45 -0800,,0:07.50,mesh,7,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,116.611659923,35.76716794093861,True,,True,4,False,89.41767177863886,False,False,,True,,4,False,False,False,4,11,11,,27,1,True,,,100,30,checkerboard,0,0,6,7,True,32,route_min_directed_valient,False,57,1:44.69,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,30,512,False,cba72708,,,3.57671,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,0.778769,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_7,200,False,1,,,18,False,d3ea5c93,True,False,4,,5,True,20,True,False,17258,3,True,route_min_directed_valient,6,,3,65536,40,False,1000000000.0,False,,False,6,False,4.94kHz,dor,0,,40,True,0,5,,6,2020-01-22 22:48:45 -0800,,0:03.49,mesh,3,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,67.127237216,24.369926438532303,True,,True,4,False,94.93568200254954,False,False,,True,,4,False,False,False,4,5,5,,18,1,True,,,100,0,checkerboard,0,0,6,3,True,32,route_min_directed_valient,False,18,1:24.28,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,11,512,False,cba72708,,,0.237339,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,5.99732,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_8,200,False,1,,,18,False,d3ea5c93,True,False,4,,5,True,20,True,False,2241,3,True,route_min_directed_valient,6,,3,65536,40,False,1000000000.0,False,,False,6,False,2.09kHz,dor,0,,40,True,0,5,,6,2020-01-22 22:48:45 -0800,,0:01.07,mesh,3,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,65.501789361,30.637702324449315,True,,True,4,False,91.38777331548415,False,False,,True,,4,False,False,False,4,5,5,,9,1,True,,,100,9,checkerboard,0,0,6,3,True,32,route_min_directed_valient,False,18,1:20.39,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,11,512,False,cba72708,,,1.82776,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,7.65697,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,GEMM_9,200,False,1,,,18,False,d3ea5c93,True,False,4,,6,True,20,True,False,8559,3,True,route_min_directed_valient,6,,3,65536,40,False,1000000000.0,False,,False,6,False,3.15kHz,dor,0,,40,True,0,5,,6,2020-01-22 22:48:45 -0800,,0:02.72,mesh,3,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,80.728693491,30.90752424348639,True,,True,4,False,95.71211590139035,False,False,,True,,4,False,False,False,4,6,6,,9,1,True,,,100,9,checkerboard,0,0,6,3,True,32,route_min_directed_valient,False,18,1:32.03,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,11,512,False,cba72708,,,1.91424,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,0.0,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,IfTest_0,200,False,1,,,7,False,d3ea5c93,True,False,4,,2,True,20,True,False,88,2,True,route_min_directed_valient,6,,2,65536,40,False,1000000000.0,False,,False,6,False,0.15kHz,dor,0,,40,True,0,2,,6,2020-01-22 22:48:45 -0800,,0:00.60,mesh,2,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,28.550758839,15.25974025974026,True,,True,4,False,36.36363636363637,False,False,,True,,4,False,False,False,4,2,2,,7,1,True,,,100,0,checkerboard,0,0,6,2,True,32,route_min_directed_valient,False,7,0:39.11,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,7,512,False,cba72708,,,2.90909,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,3.18861,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,InitSort_0,200,False,1,,,9,False,d3ea5c93,True,False,4,,2,True,20,True,False,562,1,True,route_min_directed_valient,6,,1,65536,40,False,1000000000.0,False,,False,6,False,0.78kHz,dor,0,,40,True,0,2,,6,2020-01-22 22:48:45 -0800,,0:00.72,mesh,1,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,30.49044775,16.152629497825227,True,,True,4,False,91.1032028469751,False,False,,True,,4,False,False,False,4,2,2,,2,1,True,,,100,9,checkerboard,0,0,6,1,True,32,route_min_directed_valient,False,9,0:35.94,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,10,512,False,cba72708,,,3.64413,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,0.0,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,InitSort_1,200,False,1,,,7,False,d3ea5c93,True,False,4,,2,True,20,True,False,118,1,True,route_min_directed_valient,6,,1,65536,40,False,1000000000.0,False,,False,6,False,0.2kHz,dor,0,,40,True,0,2,,6,2020-01-22 22:48:45 -0800,,0:00.59,mesh,1,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,21.828320517,22.12806026365348,True,,True,4,False,54.23728813559322,False,False,,True,,4,False,False,False,4,2,2,,4,1,True,,,100,5,checkerboard,0,0,6,1,True,32,route_min_directed_valient,False,7,0:28.62,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,9,512,False,cba72708,,,2.16949,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,0.0,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,InitSort_2,200,False,1,,,14,False,d3ea5c93,True,False,4,,4,True,20,True,False,109,2,True,route_min_directed_valient,6,,2,65536,40,False,1000000000.0,False,,False,6,False,0.14kHz,dor,0,,40,True,0,4,,6,2020-01-22 22:48:45 -0800,,0:00.76,mesh,2,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,35.332041498,25.310307609282248,True,,True,4,False,58.71559633027523,False,False,,True,,4,False,False,False,4,4,4,,8,1,True,,,100,10,checkerboard,0,0,6,2,True,32,route_min_directed_valient,False,14,0:53.89,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,18,512,False,cba72708,,,4.69725,True,-i100 -p100 -t1 -d100,False,200,,1
