DAG_Total,PCU,VPMU-split,OPS-FU,col,genpir,runhybrid_pass,runp2p_deadlock,maketst_err,MC_Total,VMC-alloc,spatial_sha,runp2p_pass,runhybrid_wbw,runp2p_cycle,gentst_time,app,project,PMU_Total,runhybrid_dram_power,VPCU-alloc,runhybrid_deadlock,runhybrid_rbw,notFit,OPS-Flt,runp2p_err,VAFG-split,slink,MC,runp2p_dram_power,runp2p_wbw,OPS-All,row,maketst_time,VDAG-split,time,vlink,simfreq,pirArgs,genpir_err,gentst_err,PCU_Total,VDAG-alloc,VPCU-split,succeeded,runp2p_time,vcLimit,runhybrid_success,OPS-Fix,backend,runproute_err,runhybrid_err,pattern,runhybrid_time,freq,runproute_time,runp2p_complete,VPMU-alloc,runp2p_rbw,algo,runp2p_success,VAFG-alloc,runhybrid_complete,pir_sha,OPS-Other,runhybrid_cycle,DAG,VMC-split,mergeTime_ms,OPS-Prog FU,prtime,PMU
,,2,,20,True,,False,,,2,7f5b887d,,,,11.891714282,DotProduct_0,pirTest,,,4,False,,,,,1,,,,,,20,,0,2020-01-09 12:01:42 -0800,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",,"[[31merror[0m] Unknown merge algorithm gurobi
",,0,4,False,,,False,,Tst,,,,,1000000000.0,,False,2,,,False,1,False,ede0f540,,,,2,16.3968,,,
