runp2p_wbw,proute-algo,save,OPS-Prog FU,pracc,runp2p_success,run-psim,module,spatial_sha,pmu-stage,runhybrid_err,psim-q,slink,VPMU,app,sr,gentst_err,MC,VBB-split,MC_Total,split,verbose,OPS-FU,flit-width,name,run-tst,dag-stage,OPS-Flt,genpir_err,split-algo,VMC,split-forward,open,debug-print,lrange,pcu-stage,time-out,VMC-split,tokenout,igraph,VMC-alloc,col,runp2p_deadlock,runhybrid_pass,VDAG-alloc,merge,pirArgs,succeeded,proute-seed,runp2p_err,simulate,freq,retime-exout,runhybrid_dram_power,time,project,argin,argout,run-proute,bcread,runp2p_dram_power,maketst_err,OPS-Fix,mergeTime_ms,VPCU,DAG_Total,stat,mapping,runhybrid_cycle,proute-opts,notFit,vfifo,mem-tech,runproute_time,VAFG,routing-algo,runhybrid_complete,VDAG-split,retime-glob,genpir,runhybrid_success,algo,retime-buffer-only,dag,runp2p_rbw,debug,mdone,prtime,simfreq,VBB,runhybrid_wbw,vlink,VAFG-alloc,VAFG-split,trace,pmu-sram-size,clock,dedicated-dag,OPS-All,PMU_Total,split-thread,topo,merge-algo,backend,PMU,PCU,vc,rundot,reserve-pcu,runhybrid_deadlock,OPS-Other,runp2p_complete,fast,retime-local,runp2p_time,runproute_err,rtelm,maxActive,codegen,runhybrid_time,link-prop,pir_sha,maketst_time,routing-cost,runhybrid_rbw,VPMU-alloc,ag-dce,merge-forward,proute-q,vcLimit,psim,dot,tungsten,scheduled,load,VPCU-split,fifo-depth,reserve-pmu,constprop,avgActive,runp2p_pass,runp2p_cycle,row,VPMU-split,DAG,pattern,word,start-id,gentst_time,dupra,vec,arch,net,VPCU-alloc,nn,VDAG,VBB-alloc,waveform,vdot,memelm,PCU_Total
3.947,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,9,GEMM_20,True,,5,,40,True,False,,512,AccelMain,False,6,,,dfs,5,False,False,True,True,6,100,5,5,False,5,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,64,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,15.788,True,True,,0.5kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,9,34,4,True,0,False,,True,True,False,0:33.05,,True,93.27872801734522,True,,db,e7db7627,3:34.74,H-hop,,7,True,False,4,4,False,True,True,False,False,64,16,0,True,38.487597983803724,True,16604,20,9,30,checkerboard,32,0,353.474828198,False,16,MyDesign,hybrid,31,False,0,,True,True,False,200
7.09648,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,27,GEMM_21,True,,15,,40,True,False,,512,AccelMain,False,6,,,dfs,15,False,False,True,True,6,100,15,5,False,15,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,202,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,21.2894,True,True,,0.06kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,27,162,4,True,0,False,,True,True,False,2:38.92,,True,83.85489983757445,True,,db,e7db7627,15:59.80,H-hop,,21,True,False,4,4,False,True,True,False,False,202,16,0,True,35.0044889763078,True,9235,20,27,40,checkerboard,32,0,2311.570912896,False,16,MyDesign,hybrid,95,False,0,,True,True,False,200
1.91918,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,21,GEMM_22,True,,15,,40,True,False,,512,AccelMain,False,6,,,dfs,15,False,False,True,True,6,100,15,5,False,15,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,69,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,5.75753,True,True,,0.33kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,21,33,4,True,0,False,,True,True,False,1:42.42,,True,95.9587677169966,True,,db,e7db7627,8:40.66,H-hop,,21,True,False,4,4,False,True,True,False,False,69,16,0,True,27.229712717730397,True,34148,20,21,36,checkerboard,32,0,555.769387993,False,16,MyDesign,hybrid,46,False,0,,True,True,False,200
0.439724,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,5,GEMM_23,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,34,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,1.7589,True,True,,1.59kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,5,23,4,True,0,False,,True,True,False,1:33.94,,True,98.2507934164883,True,,db,e7db7627,3:50.50,H-hop,,5,True,False,4,4,False,True,True,False,False,34,16,0,True,28.138601915666978,True,149039,20,5,11,checkerboard,32,0,157.744123247,False,16,MyDesign,hybrid,15,False,0,,True,True,False,200
0.864317,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,15,GEMM_24,True,,9,,40,True,False,,512,AccelMain,False,6,,,dfs,9,False,False,True,True,6,100,9,5,False,9,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,104,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,2.59295,True,True,,0.25kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,15,71,4,True,0,False,,True,True,False,5:01.39,,True,96.56045579236125,True,,db,e7db7627,6:15.81,H-hop,,15,True,False,4,4,False,True,True,False,False,104,16,0,True,28.19370198432237,True,75824,20,15,33,checkerboard,32,0,780.089646837,False,16,MyDesign,hybrid,45,False,0,,True,True,False,200
0.973876,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,7,GEMM_3,True,,5,,40,True,False,,512,AccelMain,False,6,,,dfs,5,False,False,True,True,6,100,5,5,False,5,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,21,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,3.8955,True,True,,1.03kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,7,9,4,True,0,False,,True,True,False,1:05.04,,True,97.38758284542456,True,,db,e7db7627,2:47.33,H-hop,,7,True,False,4,4,False,True,True,False,False,21,16,0,True,27.600195949221273,True,67294,20,7,12,checkerboard,32,0,99.463369155,False,16,MyDesign,hybrid,14,False,0,,True,True,False,200
0.982225,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,6,GEMM_4,True,,4,,40,True,False,,512,AccelMain,False,6,,,dfs,4,False,False,True,True,6,100,4,5,False,4,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,20,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,3.9289,True,True,,1.36kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,6,9,4,True,0,False,,True,True,False,0:49.01,,True,98.22247534546327,True,,db,e7db7627,2:32.79,H-hop,,6,True,False,4,4,False,True,True,False,False,20,16,0,True,25.338087034819925,True,66722,20,6,11,checkerboard,32,0,85.888056472,False,16,MyDesign,hybrid,13,False,0,,True,True,False,200
3.58826,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,11,GEMM_6,True,,7,,40,True,False,,512,AccelMain,False,6,,,dfs,7,False,False,True,True,6,100,7,5,False,7,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,57,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,14.353,True,True,,0.83kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,11,27,4,True,0,False,,True,True,False,0:22.09,,True,89.70652650021901,True,,db,e7db7627,3:27.22,H-hop,,9,True,False,4,4,False,True,True,False,False,57,16,0,True,35.882710150121454,True,18264,20,11,30,checkerboard,32,0,313.007107108,False,16,MyDesign,hybrid,30,False,0,,True,True,False,200
0.237436,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,5,GEMM_7,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,18,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,0.856994,True,True,,4.32kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,5,18,4,True,0,False,,True,True,False,0:03.99,,True,94.97420439394817,True,,db,e7db7627,1:20.50,H-hop,,5,True,False,4,4,False,True,True,False,False,18,16,0,True,24.379815110787227,True,17251,20,5,0,checkerboard,32,0,53.785087234,False,16,MyDesign,hybrid,11,False,0,,True,True,False,200
1.82125,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,5,GEMM_8,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,18,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,5.97599,True,True,,0.7kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,5,9,4,True,0,False,,True,True,False,0:03.22,,True,91.06269453090262,True,,db,e7db7627,2:53.58,H-hop,,5,True,False,4,4,False,True,True,False,False,18,16,0,True,30.528719835078217,True,2249,20,5,9,checkerboard,32,0,96.866449373,False,16,MyDesign,hybrid,11,False,0,,True,True,False,200
1.90423,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,6,GEMM_9,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,18,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,7.61692,True,True,,1.01kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,6,9,4,True,0,False,,True,True,False,0:08.49,,True,95.21152952115295,True,,db,e7db7627,3:53.74,H-hop,,5,True,False,4,4,False,True,True,False,False,18,16,0,True,30.745874012087402,True,8604,20,6,9,checkerboard,32,0,154.013433942,False,16,MyDesign,hybrid,11,False,0,,True,True,False,200
2.90909,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,2,IfTest_0,True,,2,,40,True,False,,512,AccelMain,False,6,,,dfs,2,False,False,True,True,6,100,2,5,False,2,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,7,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,0.0,True,True,,0.04kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,2,7,4,True,0,False,,True,True,False,0:02.02,,True,36.36363636363637,True,,db,e7db7627,1:19.30,H-hop,,2,True,False,4,4,False,True,True,False,False,7,16,0,True,15.25974025974026,True,88,20,2,0,checkerboard,32,0,38.711535096,False,16,MyDesign,hybrid,7,False,0,,True,True,False,200
3.64413,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,2,InitSort_0,True,,1,,40,True,False,,512,AccelMain,False,6,,,dfs,1,False,False,True,True,6,100,1,5,False,1,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,9,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,3.18861,True,True,,0.77kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,2,2,4,True,0,False,,True,True,False,0:00.73,,True,91.1032028469751,True,,db,e7db7627,0:36.29,H-hop,,2,True,False,4,4,False,True,True,False,False,9,16,0,True,16.152629497825227,True,562,20,2,9,checkerboard,32,0,32.205651204,False,16,MyDesign,hybrid,10,False,0,,True,True,False,200
2.16949,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,2,InitSort_1,True,,1,,40,True,False,,512,AccelMain,False,6,,,dfs,1,False,False,True,True,6,100,1,5,False,1,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,7,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,0.0,True,True,,0.06kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,2,4,4,True,0,False,,True,True,False,0:01.83,,True,54.23728813559322,True,,db,e7db7627,1:19.03,H-hop,,2,True,False,4,4,False,True,True,False,False,7,16,0,True,22.12806026365348,True,118,20,2,5,checkerboard,32,0,66.117339437,False,16,MyDesign,hybrid,9,False,0,,True,True,False,200
4.69725,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,4,InitSort_2,True,,2,,40,True,False,,512,AccelMain,False,6,,,dfs,2,False,False,True,True,6,100,2,5,False,2,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,14,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,0.0,True,True,,0.08kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,4,8,4,True,0,False,,True,True,False,0:01.29,,True,58.71559633027523,True,,db,e7db7627,1:25.70,H-hop,,4,True,False,4,4,False,True,True,False,False,14,16,0,True,25.310307609282248,True,109,20,4,10,checkerboard,32,0,44.804835583,False,16,MyDesign,hybrid,18,False,0,,True,True,False,200
4.69725,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,6,InitSort_3,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,31,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,0.0,True,True,,0.13kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,6,14,4,True,0,False,,True,True,False,0:00.83,,True,58.71559633027523,True,,db,e7db7627,4:11.03,H-hop,,6,True,False,4,4,False,True,True,False,False,31,16,0,True,21.86544342507645,True,109,20,6,19,checkerboard,32,0,88.595775379,False,16,MyDesign,hybrid,29,False,0,,True,True,False,200
2.75269,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,4,InitSort_4,True,,1,,40,True,False,,512,AccelMain,False,6,,,dfs,1,False,False,True,True,6,100,1,5,False,1,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,11,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,0.0,True,True,,0.16kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,4,8,4,True,0,False,,True,True,False,0:01.14,,True,68.81720430107526,True,,db,e7db7627,1:47.06,H-hop,,4,True,False,4,4,False,True,True,False,False,11,16,0,True,30.501792114695338,True,186,20,4,7,checkerboard,32,0,73.846306055,False,16,MyDesign,hybrid,13,False,0,,True,True,False,200
0.115954,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,12,Kmeans_0,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,33,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,0.927628,True,True,,1.18kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,12,26,4,True,0,False,,True,True,False,2:00.22,,True,92.76281334484564,True,,db,e7db7627,5:09.42,H-hop,,12,True,False,4,4,False,True,True,False,False,33,16,0,True,28.410891689288192,True,141298,20,12,7,checkerboard,32,0,170.531013461,False,16,MyDesign,hybrid,14,False,0,,True,True,False,200
0.00762145,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,11,Kmeans_1,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,30,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,0.0609716,True,True,,1.06kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,11,30,4,True,0,False,,True,True,False,33:48.64,,True,97.55452214075953,True,,db,e7db7627,3:55.88,H-hop,,11,True,False,4,4,False,True,True,False,False,30,16,0,True,29.05954431641512,True,2149723,20,11,0,checkerboard,32,0,255.184106075,False,16,MyDesign,hybrid,14,False,0,,True,True,False,200
0.226972,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,17,Kmeans_2,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,47,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,1.81578,True,True,,1.73kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,17,37,4,True,0,False,,True,True,False,0:41.76,,True,90.78894507169079,True,,db,e7db7627,2:10.37,H-hop,,15,True,False,4,4,False,True,True,False,False,47,16,0,True,32.302439045508066,True,72185,20,17,10,checkerboard,32,0,166.4425442,False,16,MyDesign,hybrid,19,False,0,,True,True,False,200
0.116159,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,13,Kmeans_3,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,41,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,0.929272,True,True,,0.51kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,13,31,4,True,0,False,,True,True,False,4:38.87,,True,92.92723044637286,True,,db,e7db7627,4:24.29,H-hop,,12,True,False,4,4,False,True,True,False,False,41,16,0,True,23.404157559019733,True,141048,20,13,10,checkerboard,32,0,365.655389134,False,16,MyDesign,hybrid,16,False,0,,True,True,False,200
0.116138,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,15,Kmeans_4,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,44,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,0.929108,True,True,,0.53kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,15,37,4,True,0,False,,True,True,False,4:26.91,,True,92.91076251302518,True,,db,e7db7627,9:28.04,H-hop,,12,True,False,4,4,False,True,True,False,False,44,16,0,True,25.573969371861242,True,141073,20,15,7,checkerboard,32,0,317.470082238,False,16,MyDesign,hybrid,15,False,0,,True,True,False,200
0.227701,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,18,Kmeans_5,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,61,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,1.82161,True,True,,0.85kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,18,45,4,True,0,False,,True,True,False,1:24.45,,True,91.08041248575479,True,,db,e7db7627,4:53.62,H-hop,,15,True,False,4,4,False,True,True,False,False,61,16,0,True,26.295214071953378,True,71954,20,18,20,checkerboard,32,0,297.020287317,False,16,MyDesign,hybrid,23,False,0,,True,True,False,200
0.116324,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,15,Kmeans_6,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,49,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,0.930592,True,True,,0.38kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,15,39,4,True,0,False,,True,True,False,6:12.69,,True,93.05918436896512,True,,db,e7db7627,5:29.39,H-hop,,12,True,False,4,4,False,True,True,False,False,49,16,0,True,20.321493146275895,True,140848,20,15,10,checkerboard,32,0,437.141813496,False,16,MyDesign,hybrid,17,False,0,,True,True,False,200
