retime-local,run-proute,MC,VPCU,pir_sha,simulate,routing-algo,waveform,runp2p_success,reserve-pmu,dot,vdot,OPS-Other,runp2p_err,retime-glob,spatial_sha,run-psim,PCU,VAFG-split,runp2p_dram_power,VPMU,project,runproute_err,name,stat,VPMU-split,merge-forward,VMC-alloc,module,debug-print,tungsten,VDAG-alloc,mem-tech,proute-q,open,runp2p_cycle,ag-dce,VAFG,runhybrid_deadlock,run-tst,link-prop,DAG,OPS-FU,DAG_Total,runhybrid_complete,gentst_err,bcread,load,vec,pirArgs,vc,constprop,runhybrid_dram_power,VMC-split,vfifo,memelm,flit-width,vcLimit,retime-buffer-only,simfreq,OPS-Fix,start-id,pmu-stage,runproute_time,nn,VPCU-split,maketst_err,fast,pracc,scheduled,mergeTime_ms,VAFG-alloc,merge,runp2p_complete,OPS-Flt,VPMU-alloc,runp2p_deadlock,MC_Total,arch,rundot,maxActive,VDAG,app,dag-stage,net,maketst_time,split-thread,vlink,gentst_time,PCU_Total,runhybrid_rbw,mdone,runp2p_time,col,rtelm,runhybrid_pass,runhybrid_success,save,proute-algo,time,debug,avgActive,pcu-stage,routing-cost,runhybrid_time,proute-opts,sr,word,merge-algo,dupra,dag,row,codegen,VMC,dedicated-dag,algo,time-out,pattern,trace,notFit,backend,freq,split-forward,PMU,VDAG-split,OPS-Prog FU,psim-q,succeeded,split,fifo-depth,topo,genpir,genpir_err,OPS-All,runhybrid_cycle,runp2p_pass,runhybrid_err,runp2p_wbw,clock,lrange,argin,mapping,psim,runp2p_rbw,reserve-pcu,slink,pmu-sram-size,prtime,VPCU-alloc,retime-exout,PMU_Total,verbose,igraph,proute-seed,tokenout,runhybrid_wbw,argout,split-algo
False,False,7,52,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,52,1,,9,pirTest,,AccelMain,True,9,False,7,False,True,True,0,DDR4,4,False,5741,True,1,False,False,db,0,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,7,4,False,512,4,False,0.54kHz,,0,6,,False,52,,True,True,False,,1,False,True,,9,False,40,MyDesign,True,71.34645532137259,0,GEMM_15,6,hybrid,3:08.72,1,2,156.385488157,200,,True,0:10.55,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,25.07073874083106,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,7,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,9,0,,1,True,True,16,mesh,True,,,,True,,0.713465,1000000000,True,6,True,False,1.72792,0,4,65536,,30,False,200,False,False,0,5,,4,dfs
False,False,20,56,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,56,1,,28,pirTest,,AccelMain,True,28,False,20,False,True,True,0,DDR4,4,False,4948,True,1,False,False,db,0,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,20,4,False,512,4,False,0.86kHz,,0,6,,False,56,,True,True,False,,1,False,True,,28,False,40,MyDesign,True,82.78092158447858,0,GEMM_16,6,hybrid,6:12.87,1,2,219.521073853,200,,True,0:05.73,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,22.124379258574894,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,20,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,28,0,,1,True,True,16,mesh,True,,,,True,,0.827809,1000000000,True,6,True,False,1.65562,0,4,65536,,56,False,200,False,False,0,5,,4,dfs
False,False,7,57,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,27,1,,11,pirTest,,AccelMain,True,11,False,7,False,True,True,0,DDR4,4,False,2744,True,1,False,False,db,30,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,7,4,False,512,4,False,1.13kHz,,0,6,,False,57,,True,True,False,,1,False,True,,9,False,40,MyDesign,True,74.63556851311954,0,GEMM_17,6,hybrid,2:00.23,1,2,140.279101422,200,,True,0:02.42,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,35.4525576464352,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,7,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,11,0,,1,True,True,16,mesh,True,,,,True,,5.97085,1000000000,True,6,True,False,22.3907,0,4,65536,,30,False,200,False,False,0,5,,4,dfs
False,False,20,84,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,44,1,,28,pirTest,,AccelMain,True,28,False,20,False,True,True,0,DDR4,4,False,2698,True,1,False,False,db,40,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,20,4,False,512,4,False,0.34kHz,,0,6,,False,84,,True,True,False,,1,False,True,,28,False,40,MyDesign,True,75.90808005930319,0,GEMM_18,6,hybrid,5:56.35,1,2,386.315499973,200,,True,0:08.02,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,25.442969882640043,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,20,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,28,0,,1,True,True,16,mesh,True,,,,True,,6.07265,1000000000,True,6,True,False,12.1453,0,4,65536,,56,False,200,False,False,0,5,,4,dfs
False,False,5,30,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,15,1,,7,pirTest,,AccelMain,True,7,False,5,False,True,True,0,DDR4,4,False,46115,True,1,False,False,db,15,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,5,4,False,512,4,False,2.01kHz,,0,6,,False,30,,True,True,False,,1,False,True,,7,False,40,MyDesign,True,97.70356716903393,0,GEMM_19,6,hybrid,1:59.17,1,2,118.567171321,200,,True,0:22.99,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,27.418343772675332,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,5,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,7,0,,1,True,True,16,mesh,True,,,,True,,1.42114,1000000000,True,6,True,False,5.68457,0,4,65536,,19,False,200,False,False,0,5,,4,dfs
False,False,3,18,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,9,1,,6,pirTest,,AccelMain,True,6,False,3,False,True,True,0,DDR4,4,False,66599,True,1,False,False,db,9,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,3,4,False,512,4,False,1.87kHz,,0,6,,False,18,,True,True,False,,1,False,True,,5,False,40,MyDesign,True,98.40387993813721,0,GEMM_2,6,hybrid,2:12.37,1,2,76.883724896,200,,True,0:35.56,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,27.09956856209052,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,3,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,6,0,,1,True,True,16,mesh,True,,,,True,,0.984039,1000000000,True,6,True,False,3.93616,0,4,65536,,11,False,200,False,False,0,5,,4,dfs
False,False,5,64,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,34,1,,9,pirTest,,AccelMain,True,9,False,5,False,True,True,0,DDR4,4,False,16556,True,1,False,False,db,30,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,5,4,False,512,4,False,0.71kHz,,0,6,,False,64,,True,True,False,,1,False,True,,7,False,40,MyDesign,True,93.54916646532979,0,GEMM_20,6,hybrid,4:08.58,1,2,224.64851962,200,,True,0:23.29,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,38.599183191778025,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,5,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,9,0,,1,True,True,16,mesh,True,,,,True,,3.95844,1000000000,True,6,True,False,15.8338,0,4,65536,,31,False,200,False,False,0,5,,4,dfs
False,False,15,202,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,162,1,,27,pirTest,,AccelMain,True,27,False,15,False,True,True,0,DDR4,4,False,9244,True,1,False,False,db,40,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,15,4,False,512,4,False,0.41kHz,,0,6,,False,202,,True,True,False,,1,False,True,,21,False,40,MyDesign,True,83.7732583297274,0,GEMM_21,6,hybrid,3:47.79,1,2,928.805093974,200,,True,0:22.71,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,34.97040844831269,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,15,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,27,0,,1,True,True,16,mesh,True,,,,True,,7.08957,1000000000,True,6,True,False,21.2687,0,4,65536,,95,False,200,False,False,0,5,,4,dfs
False,False,15,69,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,33,1,,21,pirTest,,AccelMain,True,21,False,15,False,True,True,0,DDR4,4,False,34182,True,1,False,False,db,36,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,15,4,False,512,4,False,0.95kHz,,0,6,,False,69,,True,True,False,,1,False,True,,21,False,40,MyDesign,True,95.86331987595811,0,GEMM_22,6,hybrid,4:17.41,1,2,356.172918729,200,,True,0:36.14,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,27.202627987977813,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,15,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,21,0,,1,True,True,16,mesh,True,,,,True,,1.91727,1000000000,True,6,True,False,5.7518,0,4,65536,,46,False,200,False,False,0,5,,4,dfs
False,False,3,34,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,23,1,,5,pirTest,,AccelMain,True,5,False,3,False,True,True,0,DDR4,4,False,149030,True,1,False,False,db,11,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,3,4,False,512,4,False,2.15kHz,,0,6,,False,34,,True,True,False,,1,False,True,,5,False,40,MyDesign,True,98.25672683352346,0,GEMM_23,6,hybrid,1:32.75,1,2,93.086273134,200,,True,1:09.41,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,28.140301220620618,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,3,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,5,0,,1,True,True,16,mesh,True,,,,True,,0.43975,1000000000,True,6,True,False,1.759,0,4,65536,,15,False,200,False,False,0,5,,4,dfs
False,False,9,104,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,71,1,,15,pirTest,,AccelMain,True,15,False,9,False,True,True,0,DDR4,4,False,75818,True,1,False,False,db,33,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,9,4,False,512,4,False,0.55kHz,,0,6,,False,104,,True,True,False,,1,False,True,,15,False,40,MyDesign,True,96.568097285605,0,GEMM_24,6,hybrid,5:05.28,1,2,304.326958404,200,,True,2:17.57,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,28.195933145945016,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,9,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,15,0,,1,True,True,16,mesh,True,,,,True,,0.864386,1000000000,True,6,True,False,2.59316,0,4,65536,,45,False,200,False,False,0,5,,4,dfs
False,False,5,21,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,9,1,,7,pirTest,,AccelMain,True,7,False,5,False,True,True,0,DDR4,4,False,67303,True,1,False,False,db,12,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,5,4,False,512,4,False,3.27kHz,,0,6,,False,21,,True,True,False,,1,False,True,,7,False,40,MyDesign,True,97.37455982645648,0,GEMM_3,6,hybrid,1:42.60,1,2,95.675332612,200,,True,0:20.60,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,27.596505151433018,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,5,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,7,0,,1,True,True,16,mesh,True,,,,True,,0.973746,1000000000,True,6,True,False,3.89498,0,4,65536,,14,False,200,False,False,0,5,,4,dfs
False,False,4,20,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,9,1,,6,pirTest,,AccelMain,True,6,False,4,False,True,True,0,DDR4,4,False,66735,True,1,False,False,db,11,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,4,4,False,512,4,False,3.15kHz,,0,6,,False,20,,True,True,False,,1,False,True,,6,False,40,MyDesign,True,98.20334157488574,0,GEMM_4,6,hybrid,1:43.84,1,2,139.853872108,200,,True,0:21.20,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,25.333151167112533,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,4,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,6,0,,1,True,True,16,mesh,True,,,,True,,0.982033,1000000000,True,6,True,False,3.92813,0,4,65536,,13,False,200,False,False,0,5,,4,dfs
False,False,7,57,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,27,1,,11,pirTest,,AccelMain,True,11,False,7,False,True,True,0,DDR4,4,False,18254,True,1,False,False,db,30,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,7,4,False,512,4,False,0.68kHz,,0,6,,False,57,,True,True,False,,1,False,True,,9,False,40,MyDesign,True,89.75566999013915,0,GEMM_6,6,hybrid,4:40.35,1,2,192.505927577,200,,True,0:26.71,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,35.90236760062552,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,7,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,11,0,,1,True,True,16,mesh,True,,,,True,,3.59023,1000000000,True,6,True,False,14.3609,0,4,65536,,30,False,200,False,False,0,5,,4,dfs
False,False,3,18,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,18,1,,5,pirTest,,AccelMain,True,5,False,3,False,True,True,0,DDR4,4,False,17251,True,1,False,False,db,0,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,3,4,False,512,4,False,6.03kHz,,0,6,,False,18,,True,True,False,,1,False,True,,5,False,40,MyDesign,True,94.97420439394817,0,GEMM_7,6,hybrid,1:00.65,1,2,45.326237857,200,,True,0:02.86,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,24.379815110787227,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,3,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,5,0,,1,True,True,16,mesh,True,,,,True,,0.237436,1000000000,True,6,True,False,0.779085,0,4,65536,,11,False,200,False,False,0,5,,4,dfs
False,False,3,18,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,9,1,,5,pirTest,,AccelMain,True,5,False,3,False,True,True,0,DDR4,4,False,2241,True,1,False,False,db,9,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,3,4,False,512,4,False,1.76kHz,,0,6,,False,18,,True,True,False,,1,False,True,,5,False,40,MyDesign,True,91.38777331548415,0,GEMM_8,6,hybrid,1:23.93,1,2,68.478964997,200,,True,0:01.27,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,30.637702324449315,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,3,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,5,0,,1,True,True,16,mesh,True,,,,True,,1.82776,1000000000,True,6,True,False,5.99732,0,4,65536,,11,False,200,False,False,0,5,,4,dfs
False,False,3,18,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,9,1,,6,pirTest,,AccelMain,True,6,False,3,False,True,True,0,DDR4,4,False,8629,True,1,False,False,db,9,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,3,4,False,512,4,False,1.0kHz,,0,6,,False,18,,True,True,False,,1,False,True,,5,False,40,MyDesign,True,94.93568200254954,0,GEMM_9,6,hybrid,2:27.76,1,2,74.076445638,200,,True,0:08.63,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,30.656796847838685,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,3,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,6,0,,1,True,True,16,mesh,True,,,,True,,1.89871,1000000000,True,6,True,False,7.59485,0,4,65536,,11,False,200,False,False,0,5,,4,dfs
False,False,2,7,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,7,1,,2,pirTest,,AccelMain,True,2,False,2,False,True,True,0,DDR4,4,False,88,True,1,False,False,db,0,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,2,4,False,512,4,False,0.05kHz,,0,6,,False,7,,True,True,False,,1,False,True,,2,False,40,MyDesign,True,36.36363636363637,0,IfTest_0,6,hybrid,0:56.96,1,2,42.789726254,200,,True,0:01.86,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,15.25974025974026,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,2,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,2,0,,1,True,True,16,mesh,True,,,,True,,2.90909,1000000000,True,6,True,False,0.0,0,4,65536,,7,False,200,False,False,0,5,,4,dfs
False,False,1,9,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,2,1,,2,pirTest,,AccelMain,True,2,False,1,False,True,True,0,DDR4,4,False,562,True,1,False,False,db,9,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,1,4,False,512,4,False,0.41kHz,,0,6,,False,9,,True,True,False,,1,False,True,,2,False,40,MyDesign,True,91.1032028469751,0,InitSort_0,6,hybrid,0:50.42,1,2,22.568945621,200,,True,0:01.36,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,16.152629497825227,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,1,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,2,0,,1,True,True,16,mesh,True,,,,True,,3.64413,1000000000,True,6,True,False,3.18861,0,4,65536,,10,False,200,False,False,0,5,,4,dfs
False,False,1,7,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,4,1,,2,pirTest,,AccelMain,True,2,False,1,False,True,True,0,DDR4,4,False,118,True,1,False,False,db,5,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,1,4,False,512,4,False,0.09kHz,,0,6,,False,7,,True,True,False,,1,False,True,,2,False,40,MyDesign,True,54.23728813559322,0,InitSort_1,6,hybrid,0:36.82,1,2,27.800119371,200,,True,0:01.28,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,22.12806026365348,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,1,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,2,0,,1,True,True,16,mesh,True,,,,True,,2.16949,1000000000,True,6,True,False,0.0,0,4,65536,,9,False,200,False,False,0,5,,4,dfs
False,False,2,14,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,8,1,,4,pirTest,,AccelMain,True,4,False,2,False,True,True,0,DDR4,4,False,109,True,1,False,False,db,10,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,2,4,False,512,4,False,0.08kHz,,0,6,,False,14,,True,True,False,,1,False,True,,4,False,40,MyDesign,True,58.71559633027523,0,InitSort_2,6,hybrid,1:29.59,1,2,67.704218418,200,,True,0:01.32,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,25.310307609282248,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,2,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,4,0,,1,True,True,16,mesh,True,,,,True,,4.69725,1000000000,True,6,True,False,0.0,0,4,65536,,18,False,200,False,False,0,5,,4,dfs
False,False,3,31,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,14,1,,6,pirTest,,AccelMain,True,6,False,3,False,True,True,0,DDR4,4,False,109,True,1,False,False,db,19,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,3,4,False,512,4,False,0.06kHz,,0,6,,False,31,,True,True,False,,1,False,True,,6,False,40,MyDesign,True,58.71559633027523,0,InitSort_3,6,hybrid,1:09.42,1,2,31.351733765,200,,True,0:01.74,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,21.86544342507645,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,3,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,6,0,,1,True,True,16,mesh,True,,,,True,,4.69725,1000000000,True,6,True,False,0.0,0,4,65536,,29,False,200,False,False,0,5,,4,dfs
False,False,1,11,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,8,1,,4,pirTest,,AccelMain,True,4,False,1,False,True,True,0,DDR4,4,False,186,True,1,False,False,db,7,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,1,4,False,512,4,False,0.26kHz,,0,6,,False,11,,True,True,False,,1,False,True,,4,False,40,MyDesign,True,68.81720430107526,0,InitSort_4,6,hybrid,1:03.06,1,2,34.788696006,200,,True,0:00.71,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,30.501792114695338,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,1,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,4,0,,1,True,True,16,mesh,True,,,,True,,2.75269,1000000000,True,6,True,False,0.0,0,4,65536,,13,False,200,False,False,0,5,,4,dfs
False,False,3,33,c3832f82,False,dor,True,True,0,True,True,,,False,28cdff47,False,26,1,,12,pirTest,,AccelMain,True,12,False,3,False,True,True,0,DDR4,4,False,141298,True,1,False,False,db,7,,40,False,,True,False,16,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,,3,4,False,512,4,False,2.13kHz,,0,6,,False,33,,True,True,False,,1,False,True,,12,False,40,MyDesign,True,92.76281334484564,0,Kmeans_0,6,hybrid,2:31.11,1,2,190.075429175,200,,True,1:06.36,20,True,,False,True,route_min_directed_valient,2020-02-19 00:19:44 -0800,True,28.410891689288192,6,H-hop,,-i100 -p100 -t1 -d100,True,32,bfs,False,True,20,True,3,False,route_min_directed_valient,100,checkerboard,False,,Tst,1000000000.0,False,12,0,,1,True,True,16,mesh,True,,,,True,,0.115954,1000000000,True,6,True,False,0.927628,0,4,65536,,14,False,200,False,False,0,5,,4,dfs
