runp2p_rbw,app,gentst_err,VAFG-split,OPS-Other,vlink,runp2p_success,spatial_sha,freq,runproute_time,project,backend,pattern,time,runhybrid_complete,simfreq,notFit,prtime,runhybrid_dram_power,runhybrid_err,runhybrid_pass,VPCU-split,runhybrid_rbw,runp2p_complete,gentst_time,runp2p_dram_power,VPMU,maketst_err,runp2p_err,runp2p_pass,runhybrid_wbw,DAG_Total,PMU_Total,VDAG,VPCU-alloc,mergeTime_ms,col,VPMU-alloc,runhybrid_success,runp2p_cycle,maketst_time,row,PMU,runhybrid_cycle,succeeded,VAFG,algo,slink,OPS-Prog FU,OPS-Fix,runhybrid_time,MC,VPCU,pir_sha,OPS-All,VDAG-alloc,DAG,runp2p_deadlock,VPMU-split,PCU,pirArgs,MC_Total,runp2p_wbw,OPS-Flt,runp2p_time,runproute_err,PCU_Total,VDAG-split,vcLimit,runhybrid_deadlock,VAFG-alloc,genpir_err,OPS-FU,genpir
,SRAMSplit_3,,1,,,False,7f5b887d,1000000000.0,,pirTest,Tst,,2020-01-06 21:33:43 -0800,False,,,,,,,53,,False,174.939319483,,10,"Makefile:36: recipe for target 'build/main.o' failed
",,,,40,200,0,13,,20,1,False,,,20,10,,False,1,,,,,,0,53,56936068,,0,4,False,10,49,"--dot=true, --tungsten-home=/local/ssd/home/yaqiz/spatial_part/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/spatial_part/pir/plastiroute, --pir-home=/local/ssd/home/yaqiz/spatial_part/pir, --stat=true, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false, --split-algo=gurobi, --split-thread=5, --debug=true, --dot=true, --vdot=false",40,,,,,200,0,,False,1,,,True
