memelm,fast,PCU_Total,col,mergeTime_ms,psim-q,VAFG-split,mem-tech,reserve-dag,debug-print,runp2p_time,VPMU-alloc,start-id,runp2p_rbw,tungsten,load,rtelm,retime-glob,dag-stage,merge-forward,runp2p_err,VBB-alloc,runhybrid_cycle,succeeded,dupra,notFit,argout,pmu-sram-size,runhybrid_success,simfreq,VMC,VMC-split,run-proute,dedicated-dag,VAFG,topo,algo,split,OPS-All,runp2p_wbw,word,routing-cost,maketst_err,runhybrid_time,runhybrid_pass,lrange,slink,pattern,argin,runhybrid_deadlock,pir_sha,routing-algo,gentst_err,OPS-Prog FU,save,OPS-FU,DAG,VBB-split,psim,dot,VPCU-split,stat,igraph,VMC-alloc,fifo-depth,runhybrid_rbw,rtanal,verbose,runp2p_success,dag,OPS-Fix,avgActive,maxActive,share-adctx,app,reserve-pmu,vdot,simulate,retime-exout,PMU_Total,VPMU-split,merge,runhybrid_err,reserve-pcu,OPS-Other,proute-opts,VDAG-split,constprop,vfifo,ag-dce,backend,MC_Total,VDAG-alloc,pracc,retime-local,vec,merge-algo,runp2p_complete,runproute_time,tokenout,DAG_Total,run-psim,runhybrid_wbw,runhybrid_complete,runp2p_cycle,PCU,runproute_err,MC,bcread,clock,name,split-forward,time-out,nn,spatial_sha,freq,runhybrid_dram_power,vc,split-thread,time,scheduled,proute-q,mdone,PMU,codegen,VBB,rtelm-unsafe,waveform,pcu-stage,arch,run-tst,prtime,VAFG-alloc,proute-algo,OPS-Flt,gentst_time,link-prop,retime-buffer-only,rundot,vcLimit,sr,trace,maketst_time,genpir,proute-seed,mapping,VPMU,flit-width,runp2p_deadlock,pmu-stage,VDAG,debug,genpir_err,runp2p_pass,pirArgs,module,project,open,split-algo,VPCU,row,vlink,net,VPCU-alloc,runp2p_dram_power
False,True,200,20,,1,1,DDR4,0,True,0:00.38,,0,2.17872,True,False,True,False,6,False,,,,True,False,,4,65536,False,1.24kHz,4,4,False,False,1,mesh,route_min_directed_valient,True,,2.17872,32,H-hop,,,,True,4,checkerboard,6,False,74000d73,dor,,,True,,0,,False,True,14,True,False,4,16,,True,False,True,True,,7.898936170212766,27.23404255319149,False,DRAMDoubleBuffer2_2,0,True,False,False,200,,False,,0,,-i100 -p100 -t1 -d100,0,True,4,True,Tst,40,0,True,False,16,bfs,True,,5,40,False,,False,470,0,,4,True,1000000000,AccelMain,False,100,False,55a8709f,1000000000.0,,4,1,2020-04-05 15:12:53 -0700,False,4,True,14,True,,False,True,6,MyDesign,False,,1,route_min_directed_valient,,24.935900984,db,False,True,4,True,False,0:18.70,True,0,True,,512,False,6,0,True,,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",False,pirTest,False,dfs,14,20,2,hybrid,14,
False,True,200,20,,1,1,DDR4,0,True,0:00.60,,0,2.17872,True,False,True,False,6,False,,,,True,False,,4,65536,False,0.78kHz,6,6,False,False,1,mesh,route_min_directed_valient,True,,2.17872,32,H-hop,,,,True,4,checkerboard,6,False,74000d73,dor,,,True,,18,,False,True,21,True,False,6,16,,True,False,True,True,,8.233117483811286,27.23404255319149,False,DRAMDoubleBuffer2_3,0,True,False,False,200,,False,,0,,-i100 -p100 -t1 -d100,0,True,4,True,Tst,40,0,True,False,16,bfs,True,,5,40,False,,False,470,0,,6,True,1000000000,AccelMain,False,100,False,55a8709f,1000000000.0,,4,1,2020-04-05 15:12:53 -0700,False,4,True,3,True,,False,True,6,MyDesign,False,,1,route_min_directed_valient,,59.589944248,db,False,True,4,True,False,0:58.09,True,0,True,,512,False,6,0,True,,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",False,pirTest,False,dfs,21,20,2,hybrid,21,
False,True,200,20,,1,1,DDR4,0,True,0:00.70,,0,2.92571,True,False,True,False,6,False,,,,True,False,,4,65536,False,0.5kHz,6,6,False,False,1,mesh,route_min_directed_valient,True,,2.92571,32,H-hop,,,,True,4,checkerboard,6,False,74000d73,dor,,,True,,12,,False,True,21,True,False,6,16,,True,False,True,True,,2.111801242236025,2.2857142857142856,False,DRAMDoubleBuffer2_4,0,True,False,False,200,,False,,0,,-i100 -p100 -t1 -d100,0,True,4,True,Tst,40,0,True,False,16,bfs,True,,5,40,False,,False,350,0,,6,True,1000000000,AccelMain,False,100,False,55a8709f,1000000000.0,,4,1,2020-04-05 15:12:53 -0700,False,4,True,9,True,,False,True,6,MyDesign,False,,1,route_min_directed_valient,,53.098430816,db,False,True,4,True,False,0:38.10,True,0,True,,512,False,6,0,True,,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",False,pirTest,False,dfs,21,20,2,hybrid,21,
False,True,200,20,,1,1,DDR4,0,True,0:00.38,,0,2.23094,True,False,True,False,6,False,,,,True,False,,4,65536,False,1.21kHz,4,4,False,False,1,mesh,route_min_directed_valient,True,,2.23094,32,H-hop,,,,True,4,checkerboard,6,False,74000d73,dor,,,True,,12,,False,True,13,True,False,4,16,,True,False,True,True,,15.831517792302106,55.773420479302835,False,DRAMDoubleBuffer_0,0,True,False,False,200,,False,,0,,-i100 -p100 -t1 -d100,0,True,4,True,Tst,40,0,True,False,16,bfs,True,,5,40,False,,False,459,0,,4,True,1000000000,AccelMain,False,100,False,55a8709f,1000000000.0,,4,1,2020-04-05 15:12:53 -0700,False,4,True,1,True,,False,True,6,MyDesign,False,,1,route_min_directed_valient,,23.655588413,db,False,True,4,True,False,0:27.86,True,0,True,,512,False,6,0,True,,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",False,pirTest,False,dfs,13,20,2,hybrid,13,
False,True,200,20,,1,1,DDR4,0,True,0:00.38,,0,4.04743,True,False,True,False,6,False,,,,True,False,,4,65536,False,0.67kHz,4,4,False,False,1,mesh,route_min_directed_valient,True,,4.04743,32,H-hop,,,,True,4,checkerboard,6,False,74000d73,dor,,,True,,7,,False,True,11,True,False,4,16,,True,False,True,True,,3.4660991182730316,6.324110671936759,False,DRAMDoubleBuffer_1,0,True,False,False,200,,False,,0,,-i100 -p100 -t1 -d100,0,True,4,True,Tst,40,0,True,False,16,bfs,True,,5,40,False,,False,253,0,,4,True,1000000000,AccelMain,False,100,False,55a8709f,1000000000.0,,4,1,2020-04-05 15:12:53 -0700,False,4,True,4,True,,False,True,6,MyDesign,False,,1,route_min_directed_valient,,34.37082841,db,False,True,4,True,False,0:34.01,True,0,True,,512,False,6,0,True,,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",False,pirTest,False,dfs,11,20,2,hybrid,11,
False,True,200,20,,1,1,DDR4,0,True,0:00.53,,0,4.33898,True,False,True,False,6,False,,,,True,False,,4,65536,False,0.45kHz,8,8,False,False,1,mesh,route_min_directed_valient,True,,4.33898,32,H-hop,,,,True,4,checkerboard,6,False,74000d73,dor,,,True,,14,,False,True,22,True,False,8,16,,True,False,True,True,,2.01271186440678,3.389830508474576,False,DRAMDoubleBuffer_2,0,True,False,False,200,,False,,0,,-i100 -p100 -t1 -d100,0,True,4,True,Tst,40,0,True,False,16,bfs,True,,5,40,False,,False,236,0,,8,True,1000000000,AccelMain,False,100,False,55a8709f,1000000000.0,,4,1,2020-04-05 15:12:53 -0700,False,4,True,8,True,,False,True,6,MyDesign,False,,1,route_min_directed_valient,,63.402440189,db,False,True,4,True,False,1:42.50,True,0,True,,512,False,6,0,True,,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",False,pirTest,False,dfs,22,20,2,hybrid,22,
False,True,200,20,,1,1,DDR4,0,True,0:00.93,,0,4.19672,True,False,True,False,6,False,,,,True,False,,4,65536,False,0.26kHz,12,12,False,False,1,mesh,route_min_directed_valient,True,,4.19672,32,H-hop,,,,True,4,checkerboard,6,False,74000d73,dor,,,True,,9,,False,True,37,True,False,12,16,,True,False,True,True,,1.9546027742749053,3.278688524590164,False,DRAMDoubleBuffer_3,0,True,False,False,200,,False,,0,,-i100 -p100 -t1 -d100,0,True,4,True,Tst,40,0,True,False,16,bfs,True,,5,40,False,,False,244,0,,12,True,1000000000,AccelMain,False,100,False,55a8709f,1000000000.0,,4,1,2020-04-05 15:12:53 -0700,False,4,True,28,True,,False,True,6,MyDesign,False,,1,route_min_directed_valient,,88.948535309,db,False,True,4,True,False,2:10.87,True,0,True,,512,False,6,0,True,,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",False,pirTest,False,dfs,37,20,2,hybrid,37,
False,True,200,20,,1,1,DDR4,0,True,0:20.36,,0,43.717,True,False,True,False,6,False,,,,True,False,,4,65536,False,3.83kHz,3,3,False,False,1,mesh,route_min_directed_valient,True,,43.717,32,H-hop,,,,True,4,checkerboard,6,False,74000d73,dor,,,True,,6,,False,True,19,True,False,3,16,,True,False,True,True,,20.624094005362206,68.30782651084628,False,DRAMMergeSort_0,0,True,False,False,200,,False,,0,,-i100 -p100 -t1 -d100,0,True,4,True,Tst,40,0,True,False,16,bfs,True,,5,40,False,,False,77953,11,,3,True,1000000000,AccelMain,False,100,False,55a8709f,1000000000.0,,4,1,2020-04-05 15:12:53 -0700,False,4,True,2,True,,False,True,6,MyDesign,False,,1,route_min_directed_valient,,64.062099614,db,False,True,4,True,False,1:20.31,True,0,True,,512,False,6,0,True,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",False,pirTest,False,dfs,19,20,2,hybrid,19,
False,True,200,20,,1,1,DDR4,0,True,0:11.07,,0,43.545,True,False,True,False,6,False,,,,True,False,,4,65536,False,7.07kHz,3,3,False,False,1,mesh,route_min_directed_valient,True,,43.545,32,H-hop,,,,True,4,checkerboard,6,False,74000d73,dor,,,True,,6,,False,True,19,True,False,3,16,,True,False,True,True,,20.542926872899656,68.0389977127816,False,DRAMMergeSort_1,0,True,False,False,200,,False,,0,,-i100 -p100 -t1 -d100,0,True,4,True,Tst,40,0,True,False,16,bfs,True,,5,40,False,,False,78261,11,,3,True,1000000000,AccelMain,False,100,False,55a8709f,1000000000.0,,4,1,2020-04-05 15:12:53 -0700,False,4,True,2,True,,False,True,6,MyDesign,False,,1,route_min_directed_valient,,39.558020786,db,False,True,4,True,False,1:15.83,True,0,True,,512,False,6,0,True,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",False,pirTest,False,dfs,19,20,2,hybrid,19,
False,True,200,20,,1,1,DDR4,0,True,0:14.77,,0,51.1002,True,False,True,False,6,False,,,,True,False,,4,65536,False,4.52kHz,6,6,False,False,1,mesh,route_min_directed_valient,True,,51.1002,32,H-hop,,,,True,4,checkerboard,6,False,74000d73,dor,,,True,,11,,False,True,37,True,False,6,16,,True,False,True,True,,13.861270177059652,42.99295246663668,False,DRAMMergeSort_2,0,True,False,False,200,,False,,0,,-i100 -p100 -t1 -d100,0,True,4,True,Tst,40,0,True,False,16,bfs,True,,5,40,False,,False,66690,22,,6,True,1000000000,AccelMain,False,100,False,55a8709f,1000000000.0,,4,1,2020-04-05 15:12:53 -0700,False,4,True,4,True,,False,True,6,MyDesign,False,,1,route_min_directed_valient,,66.607925617,db,False,True,4,True,False,1:02.06,True,0,True,,512,False,6,0,True,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",False,pirTest,False,dfs,37,20,2,hybrid,37,
False,True,200,20,,1,1,DDR4,0,True,0:20.51,,0,56.9735,True,False,True,False,6,False,,,,True,False,,4,65536,False,2.92kHz,9,9,False,False,1,mesh,route_min_directed_valient,True,,56.9735,32,H-hop,,,,True,4,checkerboard,6,False,74000d73,dor,,,True,,16,,False,True,55,True,False,9,16,,True,False,True,True,,12.073430113219464,37.28161832316309,False,DRAMMergeSort_3,0,True,False,False,200,,False,,0,,-i100 -p100 -t1 -d100,0,True,4,True,Tst,40,0,True,False,16,bfs,True,,5,40,False,,False,59815,33,,9,True,1000000000,AccelMain,False,100,False,55a8709f,1000000000.0,,4,1,2020-04-05 15:12:53 -0700,False,4,True,6,True,,False,True,6,MyDesign,False,,1,route_min_directed_valient,,93.47093695,db,False,True,4,True,False,1:38.18,True,0,True,,512,False,6,0,True,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",False,pirTest,False,dfs,55,20,2,hybrid,55,
False,True,200,20,,1,1,DDR4,0,True,1:28.94,,0,56.0773,True,False,True,False,6,False,,,,True,False,,4,65536,False,0.68kHz,12,12,False,False,1,mesh,route_min_directed_valient,True,,56.0773,32,H-hop,,,,True,4,checkerboard,6,False,74000d73,dor,,,True,,21,,False,True,73,True,False,12,16,,True,False,True,True,,9.351824362111191,28.645241973967845,False,DRAMMergeSort_4,0,True,False,False,200,,False,,0,,-i100 -p100 -t1 -d100,0,True,4,True,Tst,40,0,True,False,16,bfs,True,,5,40,False,,False,60771,44,,12,True,1000000000,AccelMain,False,100,False,55a8709f,1000000000.0,,4,1,2020-04-05 15:12:53 -0700,False,4,True,8,True,,False,True,6,MyDesign,False,,1,route_min_directed_valient,,127.640612062,db,False,True,4,True,False,3:08.06,True,0,True,,512,False,6,0,True,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",False,pirTest,False,dfs,73,20,2,hybrid,73,
