run-psim,spatial_sha,freq,VDAG-alloc,runproute_err,genpir_err,runhybrid_cycle,pmu-sram-size,VPMU-alloc,rtelm-unsafe,debug,split-algo,tungsten,notFit,retime-local,avgActive,proute-q,gentst_time,maketst_time,dag-stage,reserve-dag,MC_Total,VPCU,succeeded,row,runhybrid_complete,runp2p_pass,rundot,load,runhybrid_pass,VMC-split,reserve-pcu,split-thread,runp2p_time,vcLimit,runp2p_rbw,retime-buffer-only,slink,DAG,psim-q,VPMU-split,vdot,col,vfifo,VMC-alloc,mem-tech,dot,codegen,dag,lrange,OPS-All,argout,runhybrid_deadlock,VAFG-split,name,OPS-Fix,runhybrid_err,project,argin,algo,scheduled,proute-algo,link-prop,runp2p_success,vc,runp2p_err,runhybrid_time,split,runhybrid_dram_power,VBB,split-forward,backend,routing-algo,pracc,start-id,constprop,VDAG,dupra,app,runp2p_wbw,PMU,time,simfreq,PCU,mergeTime_ms,VDAG-split,VPCU-split,vlink,igraph,runhybrid_rbw,merge-forward,VAFG,runp2p_deadlock,tokenout,memelm,pirArgs,OPS-FU,merge-algo,VBB-split,proute-opts,save,rtelm,proute-seed,time-out,OPS-Prog FU,retime-exout,word,pattern,dedicated-dag,ag-dce,runhybrid_wbw,psim,fast,VAFG-alloc,runp2p_cycle,run-tst,trace,reserve-pmu,stat,VPCU-alloc,DAG_Total,rtanal,VPMU,share-adctx,net,bcread,runp2p_complete,open,sr,MC,pcu-stage,gentst_err,module,vec,VMC,OPS-Other,runp2p_dram_power,pmu-stage,retime-glob,OPS-Flt,arch,simulate,nn,flit-width,routing-cost,PCU_Total,mdone,merge,PMU_Total,prtime,runproute_time,waveform,mapping,runhybrid_success,run-proute,fifo-depth,verbose,pir_sha,maketst_err,VBB-alloc,debug-print,maxActive,topo,genpir,clock
False,c7547856,1000000000.0,0,,,,65536,28,False,True,dfs,True,,False,22.124379258574894,4,144.343503973,2:15.21,6,0,40,56,True,20,False,True,True,False,,20,0,1,0:15.30,4,1.65562,False,4,0,1,28,True,20,4,20,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_16,0.827809,28,2020-03-31 01:13:55 -0700,0.32kHz,56,,0,56,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,4948,False,False,0,True,56,40,True,28,False,hybrid,True,True,False,True,20,6,,False,16,20,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,82.78092158447858,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,9,False,True,dfs,True,,False,35.4525576464352,4,202.95064636,3:06.05,6,0,40,57,True,20,False,True,True,False,,7,0,1,0:14.78,4,22.3907,False,4,30,1,11,True,20,4,7,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_17,5.97085,11,2020-03-31 01:13:55 -0700,0.19kHz,27,,0,57,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,2744,False,False,0,True,30,40,True,11,False,hybrid,True,True,False,True,7,6,,False,16,7,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,74.63556851311954,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,28,False,True,dfs,True,,False,26.85646820945338,4,218.204837773,2:36.18,6,0,40,84,True,20,False,True,True,False,,20,0,1,0:29.22,4,12.82,False,4,40,1,28,True,20,4,20,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_18,6.41002,28,2020-03-31 01:13:55 -0700,0.09kHz,44,,0,84,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,2556,False,False,0,True,56,40,True,28,False,hybrid,True,True,False,True,20,6,,False,16,20,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,80.12519561815337,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,7,False,True,dfs,True,,False,27.07020327967959,4,137.008598599,1:31.34,6,0,40,31,True,20,False,True,True,False,,5,0,1,1:05.43,4,5.68457,False,4,15,1,7,True,20,4,5,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_19,1.42114,7,2020-03-31 01:13:55 -0700,0.7kHz,16,,0,31,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,46115,False,False,0,True,19,40,True,7,False,hybrid,True,True,False,True,5,6,,False,16,5,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,97.70356716903393,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,5,False,True,dfs,True,,False,26.60927371894718,4,53.71168388,0:45.22,6,0,40,19,True,20,False,True,True,False,,3,0,1,1:49.19,4,3.93616,False,4,9,1,6,True,20,4,3,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_2,0.984039,6,2020-03-31 01:13:55 -0700,0.61kHz,10,,0,19,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,66599,False,False,0,True,11,40,True,6,False,hybrid,True,True,False,True,3,6,,False,16,3,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,98.40387993813721,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,7,False,True,dfs,True,,False,38.377199042092656,4,270.603330742,2:37.50,6,0,40,65,True,20,False,True,True,False,,5,0,1,1:50.81,4,15.8453,False,4,30,1,9,True,20,4,5,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_20,3.96132,9,2020-03-31 01:13:55 -0700,0.15kHz,35,,0,65,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,16544,False,False,0,True,31,40,True,9,False,hybrid,True,True,False,True,5,6,,False,16,5,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,93.61702127659575,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,21,False,True,dfs,True,,False,36.37890380482387,4,1267.895259034,6:04.13,6,0,40,204,True,20,False,True,True,False,,15,0,1,3:25.12,4,22.2684,False,4,40,1,27,True,20,4,15,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_21,7.42281,27,2020-03-31 01:13:55 -0700,0.04kHz,164,,0,204,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,8829,False,False,0,True,95,40,True,27,False,hybrid,True,True,False,True,15,6,,False,16,15,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,87.71095254275683,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,21,False,True,dfs,True,,False,27.206607656759154,4,447.188246908,3:37.67,6,0,40,69,True,20,False,True,True,False,,15,0,1,3:32.69,4,5.75264,False,4,36,1,21,True,20,4,15,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_22,1.91755,21,2020-03-31 01:13:55 -0700,0.16kHz,33,,0,69,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,34177,False,False,0,True,46,40,True,21,False,hybrid,True,True,False,True,15,6,,False,16,15,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,95.87734441290927,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,5,False,True,dfs,True,,False,27.715875902088904,4,89.148035233,1:55.65,6,0,40,35,True,20,False,True,True,False,,3,0,1,3:56.54,4,1.7589,False,4,11,1,5,True,20,4,3,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_23,0.439724,5,2020-03-31 01:13:55 -0700,0.63kHz,24,,0,35,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,149039,False,False,0,True,15,40,True,5,False,hybrid,True,True,False,True,3,6,,False,16,3,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,98.2507934164883,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,15,False,True,dfs,True,,False,27.90340210191509,4,309.215846937,2:56.99,6,0,40,106,True,20,False,True,True,False,,9,0,1,3:50.13,4,2.59295,False,4,33,1,15,True,20,4,9,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_24,0.864317,15,2020-03-31 01:13:55 -0700,0.33kHz,73,,0,106,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,75824,False,False,0,True,45,40,True,15,False,hybrid,True,True,False,True,9,6,,False,16,9,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,96.56045579236125,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,7,False,True,dfs,True,,False,27.603067252320603,4,104.399810423,1:30.35,6,0,40,21,True,20,False,True,True,False,,5,0,1,1:30.65,4,3.89591,False,4,12,1,7,True,20,4,5,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_3,0.973977,7,2020-03-31 01:13:55 -0700,0.74kHz,9,,0,21,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,67287,False,False,0,True,14,40,True,7,False,hybrid,True,True,False,True,5,6,,False,16,5,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,97.39771426872947,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,6,False,True,dfs,True,,False,24.914324919571506,4,113.669476345,2:00.37,6,0,40,21,True,20,False,True,True,False,,4,0,1,3:25.34,4,3.92961,False,4,11,1,6,True,20,4,4,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_4,0.982401,6,2020-03-31 01:13:55 -0700,0.32kHz,10,,0,21,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,66710,False,False,0,True,13,40,True,6,False,hybrid,True,True,False,True,4,6,,False,16,4,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,98.2401439064608,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,9,False,True,dfs,True,,False,35.747658221885025,4,197.644600568,2:08.28,6,0,40,57,True,20,False,True,True,False,,7,0,1,0:52.46,4,14.299,False,4,30,1,11,True,20,4,7,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_6,3.57476,11,2020-03-31 01:13:55 -0700,0.35kHz,27,,0,57,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,18333,False,False,0,True,30,40,True,11,False,hybrid,True,True,False,True,7,6,,False,16,7,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,89.3688976163203,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,5,False,True,dfs,True,,False,24.088930469821094,4,82.71274536,0:39.06,6,0,40,18,True,20,False,True,True,False,,3,0,1,0:15.15,4,0.856994,False,4,0,1,5,True,20,4,3,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_7,0.237436,5,2020-03-31 01:13:55 -0700,1.14kHz,18,,0,18,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,17251,False,False,0,True,11,40,True,5,False,hybrid,True,True,False,True,3,6,,False,16,3,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,94.97420439394817,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,5,False,True,dfs,True,,False,30.210719420893447,4,41.104640128,0:54.48,6,0,40,19,True,20,False,True,True,False,,3,0,1,0:04.64,4,5.99732,False,4,9,1,5,True,20,4,3,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_8,1.82776,5,2020-03-31 01:13:55 -0700,0.48kHz,10,,0,19,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,2241,False,False,0,True,11,40,True,5,False,hybrid,True,True,False,True,3,6,,False,16,3,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,91.38777331548415,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,5,False,True,dfs,True,,False,30.303246385905865,4,62.457911473,1:18.52,6,0,40,19,True,20,False,True,True,False,,3,0,1,0:34.71,4,7.63289,False,4,9,1,6,True,20,4,3,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,GEMM_9,1.90822,6,2020-03-31 01:13:55 -0700,0.25kHz,10,,0,19,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,8586,False,False,0,True,11,40,True,6,False,hybrid,True,True,False,True,3,6,,False,16,3,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,95.4111344048451,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,2,False,True,dfs,True,,False,15.25974025974026,4,14.705732054,0:15.81,6,0,40,7,True,20,False,True,True,False,,2,0,1,0:01.86,4,0.0,False,4,0,1,2,True,20,4,2,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,IfTest_0,2.90909,2,2020-03-31 01:13:55 -0700,0.05kHz,7,,0,7,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,88,False,False,0,True,7,40,True,2,False,hybrid,True,True,False,True,2,6,,False,16,2,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,36.36363636363637,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,2,False,True,dfs,True,,False,16.152629497825227,4,30.861900106,0:35.72,6,0,40,9,True,20,False,True,True,False,,1,0,1,0:04.35,4,3.18861,False,4,9,1,2,True,20,4,1,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,InitSort_0,3.64413,2,2020-03-31 01:13:55 -0700,0.13kHz,2,,0,9,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,562,False,False,0,True,10,40,True,2,False,hybrid,True,True,False,True,1,6,,False,16,1,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,91.1032028469751,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,2,False,True,dfs,True,,False,22.12806026365348,4,19.460439464,0:18.41,6,0,40,7,True,20,False,True,True,False,,1,0,1,0:01.35,4,0.0,False,4,5,1,2,True,20,4,1,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,InitSort_1,2.16949,2,2020-03-31 01:13:55 -0700,0.09kHz,4,,0,7,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,118,False,False,0,True,9,40,True,2,False,hybrid,True,True,False,True,1,6,,False,16,1,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,54.23728813559322,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,4,False,True,dfs,True,,False,25.310307609282248,4,41.489047942,0:35.33,6,0,40,14,True,20,False,True,True,False,,2,0,1,0:02.21,4,0.0,False,4,10,1,4,True,20,4,2,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,InitSort_2,4.69725,4,2020-03-31 01:13:55 -0700,0.05kHz,8,,0,14,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,109,False,False,0,True,18,40,True,4,False,hybrid,True,True,False,True,2,6,,False,16,2,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,58.71559633027523,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,6,False,True,dfs,True,,False,21.86544342507645,4,33.159870095,0:43.22,6,0,40,31,True,20,False,True,True,False,,3,0,1,0:02.51,4,0.0,False,4,19,1,6,True,20,4,3,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,InitSort_3,4.69725,6,2020-03-31 01:13:55 -0700,0.04kHz,14,,0,31,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,109,False,False,0,True,29,40,True,6,False,hybrid,True,True,False,True,3,6,,False,16,3,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,58.71559633027523,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,4,False,True,dfs,True,,False,30.501792114695338,4,33.924080209,0:50.31,6,0,40,11,True,20,False,True,True,False,,1,0,1,0:03.18,4,0.0,False,4,7,1,4,True,20,4,1,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,InitSort_4,2.75269,4,2020-03-31 01:13:55 -0700,0.06kHz,8,,0,11,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,186,False,False,0,True,13,40,True,4,False,hybrid,True,True,False,True,1,6,,False,16,1,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,68.81720430107526,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,12,False,True,dfs,True,,False,28.800952747219323,4,89.308313474,2:30.38,6,0,40,34,True,20,False,True,True,False,,3,0,1,5:54.03,4,0.927628,False,4,7,1,12,True,20,4,3,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,Kmeans_0,0.115954,12,2020-03-31 01:13:55 -0700,0.4kHz,27,,0,34,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,141298,False,False,0,True,14,40,True,12,False,hybrid,True,True,False,True,3,6,,False,16,3,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,92.76281334484564,mesh,True,1000000000
False,c7547856,1000000000.0,0,,,,65536,11,False,True,dfs,True,,False,29.184687272853697,4,99.495935076,2:11.99,6,0,40,32,True,20,False,True,True,False,,3,0,1,58:41.06,4,0.0609716,False,4,0,1,11,True,20,4,3,DDR4,True,True,True,True,,4,False,1,AccelMain,,,pirTest,6,route_min_directed_valient,False,route_min_directed_valient,db,True,4,,,True,,,False,Tst,dor,True,0,True,0,False,Kmeans_1,0.00762145,11,2020-03-31 01:13:55 -0700,0.61kHz,32,,0,32,2,False,,False,1,False,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,bfs,,-i100 -p100 -t1 -d100,True,True,0,100,,False,32,checkerboard,False,True,,False,True,1,2149723,False,False,0,True,14,40,True,11,False,hybrid,True,True,False,True,3,6,,False,16,3,,,6,False,,MyDesign,False,False,512,H-hop,200,True,False,200,,,True,True,False,False,16,False,22749748,,,True,97.55452214075953,mesh,True,1000000000
