mapping,proute-algo,PMU,save,split-forward,VBB,slink,project,VPCU-split,OPS-Fix,ag-dce,runhybrid_complete,VPMU-split,fast,routing-cost,VPMU,gentst_err,dot,VBB-alloc,freq,arch,proute-opts,VMC-split,psim,lrange,flit-width,pmu-stage,runp2p_wbw,dedicated-dag,row,run-tst,genpir,VAFG,VDAG-alloc,rundot,runhybrid_pass,proute-q,runhybrid_deadlock,dupra,vcLimit,mem-tech,split-algo,OPS-All,VAFG-alloc,simfreq,debug-print,sr,runhybrid_rbw,stat,vc,genpir_err,runproute_err,module,pcu-stage,prtime,col,runp2p_success,dag-stage,retime-buffer-only,runp2p_time,VPMU-alloc,succeeded,runproute_time,nn,dag,runhybrid_wbw,runp2p_complete,reserve-pmu,fifo-depth,notFit,net,runp2p_dram_power,memelm,merge-algo,rtelm,pir_sha,runhybrid_success,VDAG,OPS-FU,VPCU-alloc,tokenout,trace,name,merge-forward,pracc,start-id,mergeTime_ms,runp2p_deadlock,pattern,link-prop,pmu-sram-size,runp2p_cycle,VDAG-split,reserve-pcu,runhybrid_dram_power,app,simulate,runhybrid_time,topo,scheduled,time-out,retime-exout,PCU,word,waveform,spatial_sha,vec,argin,retime-glob,merge,mdone,maketst_err,PMU_Total,runp2p_err,routing-algo,split,VMC-alloc,VPCU,maxActive,OPS-Prog FU,VMC,split-thread,run-psim,MC_Total,vdot,psim-q,runhybrid_cycle,run-proute,PCU_Total,igraph,tungsten,maketst_time,clock,MC,load,runhybrid_err,algo,pirArgs,runp2p_rbw,argout,VAFG-split,bcread,VBB-split,DAG_Total,gentst_time,avgActive,backend,OPS-Flt,debug,DAG,runp2p_pass,vfifo,constprop,open,verbose,proute-seed,vlink,OPS-Other,time,codegen,retime-local
True,route_min_directed_valient,9,True,False,,4,pirTest,52,,True,False,9,True,H-hop,9,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,7,False,True,512,6,0.713465,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,1.47kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:03.90,9,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,30,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,5741,0,0,,GEMM_15,False,,mesh,False,100,False,52,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,7,52,71.34645532137259,,7,1,False,40,True,1,,False,200,False,True,2:12.03,1000000000,7,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",1.63874,4,1,True,,40,129.680816318,25.07073874083106,Tst,,True,0,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,28,True,False,,4,pirTest,56,,True,False,28,True,H-hop,28,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,20,False,True,512,6,0.827809,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,1.89kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:02.62,28,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,56,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,4948,0,0,,GEMM_16,False,,mesh,False,100,False,56,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,20,56,82.78092158447858,,20,1,False,40,True,1,,False,200,False,True,5:09.73,1000000000,20,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",1.65562,4,1,True,,40,179.846707791,22.124379258574894,Tst,,True,0,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,11,True,False,,4,pirTest,57,,True,False,11,True,H-hop,11,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,7,False,True,512,6,5.92764,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,1.03kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:02.68,9,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,30,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,2764,0,0,,GEMM_17,False,,mesh,False,100,False,27,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,7,57,74.09551374819102,,7,1,False,40,True,1,,False,200,False,True,2:28.72,1000000000,7,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",21.4182,4,1,True,,40,148.339553384,35.19602683857388,Tst,,True,30,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,28,True,False,,4,pirTest,84,,True,False,28,True,H-hop,28,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,20,False,True,512,6,6.19902,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,0.44kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:06.04,28,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,56,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,2643,0,0,,GEMM_18,False,,mesh,False,100,False,44,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,20,84,77.48770336738555,,20,1,False,40,True,1,,False,200,False,True,4:47.22,1000000000,20,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",12.398,4,1,True,,40,338.215606638,25.972430095861835,Tst,,True,40,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,7,True,False,,4,pirTest,30,,True,False,7,True,H-hop,7,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,5,False,True,512,6,1.42247,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,2.16kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:21.34,7,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,19,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,46072,0,0,,GEMM_19,False,,mesh,False,100,False,15,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,5,30,97.79475603403368,,5,1,False,40,True,1,,False,200,False,True,2:48.80,1000000000,5,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",5.68988,4,1,True,,40,83.449527693,27.443933909466118,Tst,,True,15,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,6,True,False,,4,pirTest,18,,True,False,6,True,H-hop,6,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,3,False,True,512,6,0.984039,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,7.63kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:08.73,5,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,11,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,66599,0,0,,GEMM_2,False,,mesh,False,100,False,9,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,3,18,98.40387993813721,,3,1,False,40,True,1,,False,200,False,True,1:32.41,1000000000,3,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",3.93616,4,1,True,,40,77.260398875,27.09956856209052,Tst,,True,9,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,9,True,False,,4,pirTest,64,,True,False,9,True,H-hop,9,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,5,False,True,512,6,3.9606,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,1.94kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:08.51,7,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,31,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,16547,0,0,,GEMM_20,False,,mesh,False,100,False,34,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,5,64,93.60004834713241,,5,1,False,40,True,1,,False,200,False,True,2:23.48,1000000000,5,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",15.8424,4,1,True,,40,129.35641535,38.620177489761105,Tst,,True,30,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,27,True,False,,4,pirTest,202,,True,False,27,True,H-hop,27,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,15,False,True,512,6,7.42281,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,0.68kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:12.99,21,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,95,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,8829,0,0,,GEMM_21,False,,mesh,False,100,False,162,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,15,202,87.71095254275683,,15,1,False,40,True,1,,False,200,False,True,4:13.15,1000000000,15,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",22.2684,4,1,True,,40,946.533416502,36.61416419710075,Tst,,True,40,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,21,True,False,,4,pirTest,69,,True,False,21,True,H-hop,21,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,15,False,True,512,6,1.91615,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,0.82kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:41.58,21,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,46,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,34202,0,0,,GEMM_22,False,,mesh,False,100,False,33,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,15,69,95.8072627331735,,15,1,False,40,True,1,,False,200,False,True,4:18.03,1000000000,15,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",5.74844,4,1,True,,40,263.727425455,27.186720948630416,Tst,,True,36,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,5,True,False,,4,pirTest,34,,True,False,5,True,H-hop,5,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,3,False,True,512,6,0.439724,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,7.13kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:20.90,5,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,15,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,149039,0,0,,GEMM_23,False,,mesh,False,100,False,23,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,3,34,98.2507934164883,,3,1,False,40,True,1,,False,200,False,True,2:11.63,1000000000,3,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",1.7589,4,1,True,,40,84.528988788,28.138601915666978,Tst,,True,11,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,15,True,False,,4,pirTest,104,,True,False,15,True,H-hop,15,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,9,False,True,512,6,0.864329,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,1.56kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:48.46,15,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,45,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,75823,0,0,,GEMM_24,False,,mesh,False,100,False,71,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,9,104,96.56172929058465,,9,1,False,40,True,1,,False,200,False,True,2:49.62,1000000000,9,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",2.59299,4,1,True,,40,326.820810971,28.19407382007121,Tst,,True,33,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,7,True,False,,4,pirTest,21,,True,False,7,True,H-hop,7,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,5,False,True,512,6,0.973876,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,3.05kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:22.06,7,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,14,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,67294,0,0,,GEMM_3,False,,mesh,False,100,False,9,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,5,21,97.38758284542456,,5,1,False,40,True,1,,False,200,False,True,2:15.82,1000000000,5,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",3.8955,4,1,True,,40,95.351302038,27.600195949221273,Tst,,True,12,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,6,True,False,,4,pirTest,20,,True,False,6,True,H-hop,6,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,4,False,True,512,6,0.982225,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,7.03kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:09.49,6,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,13,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,66722,0,0,,GEMM_4,False,,mesh,False,100,False,9,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,4,20,98.22247534546327,,4,1,False,40,True,1,,False,200,False,True,1:31.09,1000000000,4,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",3.9289,4,1,True,,40,61.770122532,25.338087034819925,Tst,,True,11,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,11,True,False,,4,pirTest,57,,True,False,11,True,H-hop,11,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,7,False,True,512,6,3.57476,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,1.24kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:14.82,9,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,30,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,18333,0,0,,GEMM_6,False,,mesh,False,100,False,27,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,7,57,89.3688976163203,,7,1,False,40,True,1,,False,200,False,True,3:23.68,1000000000,7,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",14.299,4,1,True,,40,142.470099141,35.747658221885025,Tst,,True,30,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,5,True,False,,4,pirTest,18,,True,False,5,True,H-hop,5,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,3,False,True,512,6,0.237436,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,5.15kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:03.35,5,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,11,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,17251,0,0,,GEMM_7,False,,mesh,False,100,False,18,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,3,18,94.97420439394817,,3,1,False,40,True,1,,False,200,False,True,2:02.28,1000000000,3,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0.779085,4,1,True,,40,51.913403894,24.379815110787227,Tst,,True,0,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,5,True,False,,4,pirTest,18,,True,False,5,True,H-hop,5,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,3,False,True,512,6,1.82776,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,1.49kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:01.50,5,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,11,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,2241,0,0,,GEMM_8,False,,mesh,False,100,False,9,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,3,18,91.38777331548415,,3,1,False,40,True,1,,False,200,False,True,1:02.37,1000000000,3,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",5.99732,4,1,True,,40,50.947366532,30.637702324449315,Tst,,True,9,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,6,True,False,,4,pirTest,18,,True,False,6,True,H-hop,6,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,3,False,True,512,6,1.90822,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,4.96kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:01.73,5,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,11,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,8586,0,0,,GEMM_9,False,,mesh,False,100,False,9,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,3,18,95.4111344048451,,3,1,False,40,True,1,,False,200,False,True,1:46.38,1000000000,3,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",7.63289,4,1,True,,40,64.752178593,30.810330771022596,Tst,,True,9,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,2,True,False,,4,pirTest,7,,True,False,2,True,H-hop,2,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,2,False,True,512,6,2.90909,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,0.09kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:00.97,2,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,7,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,88,0,0,,IfTest_0,False,,mesh,False,100,False,7,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,2,7,36.36363636363637,,2,1,False,40,True,1,,False,200,False,True,0:49.82,1000000000,2,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0.0,4,1,True,,40,22.20179037,15.25974025974026,Tst,,True,0,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,2,True,False,,4,pirTest,9,,True,False,2,True,H-hop,2,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,1,False,True,512,6,3.64413,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,1.15kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:00.49,2,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,10,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,562,0,0,,InitSort_0,False,,mesh,False,100,False,2,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,1,9,91.1032028469751,,1,1,False,40,True,1,,False,200,False,True,0:37.96,1000000000,1,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",3.18861,4,1,True,,40,28.187365334,16.152629497825227,Tst,,True,9,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,2,True,False,,4,pirTest,7,,True,False,2,True,H-hop,2,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,1,False,True,512,6,2.16949,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,0.11kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:01.07,2,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,9,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,118,0,0,,InitSort_1,False,,mesh,False,100,False,4,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,1,7,54.23728813559322,,1,1,False,40,True,1,,False,200,False,True,0:46.86,1000000000,1,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0.0,4,1,True,,40,24.360520059,22.12806026365348,Tst,,True,5,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,4,True,False,,4,pirTest,14,,True,False,4,True,H-hop,4,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,2,False,True,512,6,4.69725,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,0.26kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:00.42,4,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,18,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,109,0,0,,InitSort_2,False,,mesh,False,100,False,8,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,2,14,58.71559633027523,,2,1,False,40,True,1,,False,200,False,True,0:42.28,1000000000,2,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0.0,4,1,True,,40,26.93483362,25.310307609282248,Tst,,True,10,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,6,True,False,,4,pirTest,31,,True,False,6,True,H-hop,6,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,3,False,True,512,6,4.69725,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,0.24kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:00.45,6,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,29,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,109,0,0,,InitSort_3,False,,mesh,False,100,False,14,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,3,31,58.71559633027523,,3,1,False,40,True,1,,False,200,False,True,1:52.97,1000000000,3,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0.0,4,1,True,,40,38.139684044,21.86544342507645,Tst,,True,19,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,4,True,False,,4,pirTest,11,,True,False,4,True,H-hop,4,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,1,False,True,512,6,2.75269,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,0.53kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:00.35,4,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,13,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,186,0,0,,InitSort_4,False,,mesh,False,100,False,8,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,1,11,68.81720430107526,,1,1,False,40,True,1,,False,200,False,True,0:29.50,1000000000,1,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0.0,4,1,True,,40,14.597010892,30.501792114695338,Tst,,True,7,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,12,True,False,,4,pirTest,33,,True,False,12,True,H-hop,12,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,3,False,True,512,6,0.115954,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,2.83kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:49.96,12,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,14,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,141298,0,0,,Kmeans_0,False,,mesh,False,100,False,26,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,3,33,92.76281334484564,,3,1,False,40,True,1,,False,200,False,True,1:54.36,1000000000,3,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0.927628,4,1,True,,40,97.556494424,28.410891689288192,Tst,,True,7,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
