debug-tst,runp2p_pass,vc,merge-forward,rtelm,VMC-alloc,lrange,maketst_time,retime-buffer-only,split,sr,retime-local,waveform,constprop,nn,maxActive,runp2p_deadlock,verbose,runhybrid_dram_power,DAG_Total,name,dag-stage,scheduled,routing-cost,mapping,psim-q,gentst_time,PMU,psim,pir_sha,OPS-Prog FU,merge-algo,split-thread,spatial_sha,flit-width,runhybrid_complete,open,load,row,clock,VPCU-split,mem-tech,runp2p_time,topo,VDAG-split,fast,OPS-Fix,routing-algo,runp2p_cycle,link-prop,word,MC,VAFG-alloc,vfifo,dag,VDAG-alloc,run-proute,OPS-Other,codegen,pcu-stage,start-id,ag-dce,igraph,pmu-stage,VDAG,memelm,PCU_Total,backend,genpir_err,VPMU-split,pirArgs,pmu-sram-size,notFit,mergeTime_ms,tokenout,mdone,fifo-depth,split-forward,retime-exout,runhybrid_err,reserve-pmu,pracc,runp2p_success,reserve-pcu,succeeded,runhybrid_time,tungsten,gentst_err,pattern,proute-opts,run-tst,rundot,runhybrid_cycle,maketst_err,stat,time-out,dot,runp2p_rbw,runproute_time,algo,dupra,arch,simfreq,proute-seed,PCU,net,vdot,proute-algo,runp2p_wbw,VPMU-alloc,simulate,proute-q,bcread,argin,dedicated-dag,OPS-All,slink,runp2p_complete,vec,runhybrid_rbw,VAFG,debug,VPCU-alloc,app,project,vcLimit,col,merge,module,VAFG-split,vlink,MC_Total,runhybrid_pass,argout,VPCU,VMC-split,runhybrid_deadlock,VPMU,prtime,save,trace,VMC,runhybrid_success,OPS-FU,DAG,genpir,run-psim,runproute_err,freq,runp2p_err,retime-glob,PMU_Total,OPS-Flt,runp2p_dram_power,avgActive,runhybrid_wbw,time,split-algo
False,True,4,False,True,2,True,0:16.56,False,True,True,False,True,True,False,44.44444444444444,False,False,,40,AccelMain,6,False,H-hop,True,1,19.670953067,2,False,494536b9,,bfs,1,1ffce986,512,False,False,False,20,1000000000,4,DDR4,0:00.39,mesh,0,False,,dor,144,db,32,2,1,4,True,0,False,,True,6,0,True,False,6,0,False,200,Tst,,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial",65536,,,5,True,16,False,False,,0,True,True,0,True,,True,,checkerboard,-i100 -p100 -t1 -d100,False,True,,,True,100,True,56.8889,,route_min_directed_valient,False,MyDesign,0.37kHz,0,1,hybrid,True,route_min_directed_valient,0.0,2,False,4,True,6,False,,4,True,16,,1,True,4,DotProduct_0,pirTest,4,20,False,False,1,2,40,,4,4,2,False,2,,False,False,2,False,,3,True,False,,1000000000.0,,False,200,,,35.879629629629626,,2020-01-21 19:21:43 -0800,dfs
