sha,time,app,project,backend,freq,mappirlog,runpirlog,genpsimlog,gentracelog,runpsimlog,psimsh,runproutelog,proutesh,prouteSummary,AccelMain,logpath,gentst,maketst,runhybrid,genpir,genpir_err,runpir_time,runpir_err,notFit,MC,DAG,PMU,PCU,row,col,p2p,asic,scheduled,fifo_depth,mappir_err,mappir_time,genpsim_err,gentrace_err,psimcycle,lbw,sbw,psim_deadlock,algo,pattern,slink,vlink,prtime,vcLimit,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,gentst_err,gentst_time,maketst_err,maketst_time,runhybrid_cycle,runtst_err,runtst_pass,runhybrid_deadlock,runhybrid_complete,tst_dram_power,tst_rbw,tst_wbw,runtst_time,succeeded
115b5be9,2019-06-20 18:23:52,DotProduct_0,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/DotProduct_0/log/mappir.log,../gen/MDHTst_pirTest/DotProduct_0/log/runpir.log,../gen/MDHTst_pirTest/DotProduct_0/log/genpsim.log,../gen/MDHTst_pirTest/DotProduct_0/log/gentrace.log,../gen/MDHTst_pirTest/DotProduct_0/log/runpsim.log,../gen/MDHTst_pirTest/DotProduct_0/log/runpsim.sh,../gen/MDHTst_pirTest/DotProduct_0/log/runproute.log,../gen/MDHTst_pirTest/DotProduct_0/log/runproute.sh,../gen/MDHTst_pirTest/DotProduct_0/plastisim/summary.csv,../gen/MDHTst_pirTest/DotProduct_0/pir/AccelMain.scala,../gen/MDHTst_pirTest/DotProduct_0/log/,../gen/MDHTst_pirTest/DotProduct_0/log/gentst.log,../gen/MDHTst_pirTest/DotProduct_0/log/maketst.log,../gen/MDHTst_pirTest/DotProduct_0/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,704,85,4.00,0,419,0.0000,0.0000,0.0000,8,-nan,0.0000,,7.159977901,,0:00.02,469,,True,False,True,0.0,17.467,0.0,0:00.59,True
