spatial_sha,time,app,project,backend,freq,mappirlog,runpirlog,genpsimlog,gentracelog,runpsimlog,psimsh,runproutelog,proutesh,prouteSummary,AccelMain,logpath,gentstlog,maketstlog,runtstlog,genpir,genpir_err,runpir_time,runpir_err,notFit,MC,DAG,PMU,PCU,row,col,p2p,asic,scheduled,fifo_depth,mappir_err,mappir_time,genpsim_err,gentrace_err,psimcycle,lbw,sbw,psim_deadlock,algo,pattern,slink,vlink,prtime,vcLimit,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,gentst_err,gentst_time,maketst_err,maketst_time,tstcycle,runtst_err,runtst_pass,tst_deadlock,tst_complete,tst_dram_power,tst_rbw,tst_wbw,runtst_time,succeeded
d49f9ee,2019-06-27 13:31:37,GEMM_11,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_11/log/mappir.log,../gen/Tst_pirTest/GEMM_11/log/runpir.log,../gen/Tst_pirTest/GEMM_11/log/genpsim.log,../gen/Tst_pirTest/GEMM_11/log/gentrace.log,../gen/Tst_pirTest/GEMM_11/log/runpsim.log,../gen/Tst_pirTest/GEMM_11/log/runpsim.sh,../gen/Tst_pirTest/GEMM_11/log/runproute.log,../gen/Tst_pirTest/GEMM_11/log/runproute.sh,../gen/Tst_pirTest/GEMM_11/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_11/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_11/log/,../gen/Tst_pirTest/GEMM_11/log/gentst.log,../gen/Tst_pirTest/GEMM_11/log/maketst.log,../gen/Tst_pirTest/GEMM_11/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",49.081383058,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_12,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_12/log/mappir.log,../gen/Tst_pirTest/GEMM_12/log/runpir.log,../gen/Tst_pirTest/GEMM_12/log/genpsim.log,../gen/Tst_pirTest/GEMM_12/log/gentrace.log,../gen/Tst_pirTest/GEMM_12/log/runpsim.log,../gen/Tst_pirTest/GEMM_12/log/runpsim.sh,../gen/Tst_pirTest/GEMM_12/log/runproute.log,../gen/Tst_pirTest/GEMM_12/log/runproute.sh,../gen/Tst_pirTest/GEMM_12/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_12/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_12/log/,../gen/Tst_pirTest/GEMM_12/log/gentst.log,../gen/Tst_pirTest/GEMM_12/log/maketst.log,../gen/Tst_pirTest/GEMM_12/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",25.790770358,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_13,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_13/log/mappir.log,../gen/Tst_pirTest/GEMM_13/log/runpir.log,../gen/Tst_pirTest/GEMM_13/log/genpsim.log,../gen/Tst_pirTest/GEMM_13/log/gentrace.log,../gen/Tst_pirTest/GEMM_13/log/runpsim.log,../gen/Tst_pirTest/GEMM_13/log/runpsim.sh,../gen/Tst_pirTest/GEMM_13/log/runproute.log,../gen/Tst_pirTest/GEMM_13/log/runproute.sh,../gen/Tst_pirTest/GEMM_13/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_13/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_13/log/,../gen/Tst_pirTest/GEMM_13/log/gentst.log,../gen/Tst_pirTest/GEMM_13/log/maketst.log,../gen/Tst_pirTest/GEMM_13/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",48.812672826,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_14,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_14/log/mappir.log,../gen/Tst_pirTest/GEMM_14/log/runpir.log,../gen/Tst_pirTest/GEMM_14/log/genpsim.log,../gen/Tst_pirTest/GEMM_14/log/gentrace.log,../gen/Tst_pirTest/GEMM_14/log/runpsim.log,../gen/Tst_pirTest/GEMM_14/log/runpsim.sh,../gen/Tst_pirTest/GEMM_14/log/runproute.log,../gen/Tst_pirTest/GEMM_14/log/runproute.sh,../gen/Tst_pirTest/GEMM_14/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_14/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_14/log/,../gen/Tst_pirTest/GEMM_14/log/gentst.log,../gen/Tst_pirTest/GEMM_14/log/maketst.log,../gen/Tst_pirTest/GEMM_14/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",43.854337623,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_15,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_15/log/mappir.log,../gen/Tst_pirTest/GEMM_15/log/runpir.log,../gen/Tst_pirTest/GEMM_15/log/genpsim.log,../gen/Tst_pirTest/GEMM_15/log/gentrace.log,../gen/Tst_pirTest/GEMM_15/log/runpsim.log,../gen/Tst_pirTest/GEMM_15/log/runpsim.sh,../gen/Tst_pirTest/GEMM_15/log/runproute.log,../gen/Tst_pirTest/GEMM_15/log/runproute.sh,../gen/Tst_pirTest/GEMM_15/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_15/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_15/log/,../gen/Tst_pirTest/GEMM_15/log/gentst.log,../gen/Tst_pirTest/GEMM_15/log/maketst.log,../gen/Tst_pirTest/GEMM_15/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",64.472638552,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_16,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_16/log/mappir.log,../gen/Tst_pirTest/GEMM_16/log/runpir.log,../gen/Tst_pirTest/GEMM_16/log/genpsim.log,../gen/Tst_pirTest/GEMM_16/log/gentrace.log,../gen/Tst_pirTest/GEMM_16/log/runpsim.log,../gen/Tst_pirTest/GEMM_16/log/runpsim.sh,../gen/Tst_pirTest/GEMM_16/log/runproute.log,../gen/Tst_pirTest/GEMM_16/log/runproute.sh,../gen/Tst_pirTest/GEMM_16/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_16/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_16/log/,../gen/Tst_pirTest/GEMM_16/log/gentst.log,../gen/Tst_pirTest/GEMM_16/log/maketst.log,../gen/Tst_pirTest/GEMM_16/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",61.34029763,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_17,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_17/log/mappir.log,../gen/Tst_pirTest/GEMM_17/log/runpir.log,../gen/Tst_pirTest/GEMM_17/log/genpsim.log,../gen/Tst_pirTest/GEMM_17/log/gentrace.log,../gen/Tst_pirTest/GEMM_17/log/runpsim.log,../gen/Tst_pirTest/GEMM_17/log/runpsim.sh,../gen/Tst_pirTest/GEMM_17/log/runproute.log,../gen/Tst_pirTest/GEMM_17/log/runproute.sh,../gen/Tst_pirTest/GEMM_17/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_17/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_17/log/,../gen/Tst_pirTest/GEMM_17/log/gentst.log,../gen/Tst_pirTest/GEMM_17/log/maketst.log,../gen/Tst_pirTest/GEMM_17/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",53.039507274,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_18,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_18/log/mappir.log,../gen/Tst_pirTest/GEMM_18/log/runpir.log,../gen/Tst_pirTest/GEMM_18/log/genpsim.log,../gen/Tst_pirTest/GEMM_18/log/gentrace.log,../gen/Tst_pirTest/GEMM_18/log/runpsim.log,../gen/Tst_pirTest/GEMM_18/log/runpsim.sh,../gen/Tst_pirTest/GEMM_18/log/runproute.log,../gen/Tst_pirTest/GEMM_18/log/runproute.sh,../gen/Tst_pirTest/GEMM_18/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_18/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_18/log/,../gen/Tst_pirTest/GEMM_18/log/gentst.log,../gen/Tst_pirTest/GEMM_18/log/maketst.log,../gen/Tst_pirTest/GEMM_18/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_2,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_2/log/mappir.log,../gen/Tst_pirTest/GEMM_2/log/runpir.log,../gen/Tst_pirTest/GEMM_2/log/genpsim.log,../gen/Tst_pirTest/GEMM_2/log/gentrace.log,../gen/Tst_pirTest/GEMM_2/log/runpsim.log,../gen/Tst_pirTest/GEMM_2/log/runpsim.sh,../gen/Tst_pirTest/GEMM_2/log/runproute.log,../gen/Tst_pirTest/GEMM_2/log/runproute.sh,../gen/Tst_pirTest/GEMM_2/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_2/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_2/log/,../gen/Tst_pirTest/GEMM_2/log/gentst.log,../gen/Tst_pirTest/GEMM_2/log/maketst.log,../gen/Tst_pirTest/GEMM_2/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",23.762554737,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_3,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_3/log/mappir.log,../gen/Tst_pirTest/GEMM_3/log/runpir.log,../gen/Tst_pirTest/GEMM_3/log/genpsim.log,../gen/Tst_pirTest/GEMM_3/log/gentrace.log,../gen/Tst_pirTest/GEMM_3/log/runpsim.log,../gen/Tst_pirTest/GEMM_3/log/runpsim.sh,../gen/Tst_pirTest/GEMM_3/log/runproute.log,../gen/Tst_pirTest/GEMM_3/log/runproute.sh,../gen/Tst_pirTest/GEMM_3/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_3/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_3/log/,../gen/Tst_pirTest/GEMM_3/log/gentst.log,../gen/Tst_pirTest/GEMM_3/log/maketst.log,../gen/Tst_pirTest/GEMM_3/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_4,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_4/log/mappir.log,../gen/Tst_pirTest/GEMM_4/log/runpir.log,../gen/Tst_pirTest/GEMM_4/log/genpsim.log,../gen/Tst_pirTest/GEMM_4/log/gentrace.log,../gen/Tst_pirTest/GEMM_4/log/runpsim.log,../gen/Tst_pirTest/GEMM_4/log/runpsim.sh,../gen/Tst_pirTest/GEMM_4/log/runproute.log,../gen/Tst_pirTest/GEMM_4/log/runproute.sh,../gen/Tst_pirTest/GEMM_4/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_4/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_4/log/,../gen/Tst_pirTest/GEMM_4/log/gentst.log,../gen/Tst_pirTest/GEMM_4/log/maketst.log,../gen/Tst_pirTest/GEMM_4/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",22.162145292,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_6,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_6/log/mappir.log,../gen/Tst_pirTest/GEMM_6/log/runpir.log,../gen/Tst_pirTest/GEMM_6/log/genpsim.log,../gen/Tst_pirTest/GEMM_6/log/gentrace.log,../gen/Tst_pirTest/GEMM_6/log/runpsim.log,../gen/Tst_pirTest/GEMM_6/log/runpsim.sh,../gen/Tst_pirTest/GEMM_6/log/runproute.log,../gen/Tst_pirTest/GEMM_6/log/runproute.sh,../gen/Tst_pirTest/GEMM_6/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_6/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_6/log/,../gen/Tst_pirTest/GEMM_6/log/gentst.log,../gen/Tst_pirTest/GEMM_6/log/maketst.log,../gen/Tst_pirTest/GEMM_6/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",51.618751597,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_7,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_7/log/mappir.log,../gen/Tst_pirTest/GEMM_7/log/runpir.log,../gen/Tst_pirTest/GEMM_7/log/genpsim.log,../gen/Tst_pirTest/GEMM_7/log/gentrace.log,../gen/Tst_pirTest/GEMM_7/log/runpsim.log,../gen/Tst_pirTest/GEMM_7/log/runpsim.sh,../gen/Tst_pirTest/GEMM_7/log/runproute.log,../gen/Tst_pirTest/GEMM_7/log/runproute.sh,../gen/Tst_pirTest/GEMM_7/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_7/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_7/log/,../gen/Tst_pirTest/GEMM_7/log/gentst.log,../gen/Tst_pirTest/GEMM_7/log/maketst.log,../gen/Tst_pirTest/GEMM_7/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",21.97311449,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_8,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_8/log/mappir.log,../gen/Tst_pirTest/GEMM_8/log/runpir.log,../gen/Tst_pirTest/GEMM_8/log/genpsim.log,../gen/Tst_pirTest/GEMM_8/log/gentrace.log,../gen/Tst_pirTest/GEMM_8/log/runpsim.log,../gen/Tst_pirTest/GEMM_8/log/runpsim.sh,../gen/Tst_pirTest/GEMM_8/log/runproute.log,../gen/Tst_pirTest/GEMM_8/log/runproute.sh,../gen/Tst_pirTest/GEMM_8/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_8/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_8/log/,../gen/Tst_pirTest/GEMM_8/log/gentst.log,../gen/Tst_pirTest/GEMM_8/log/maketst.log,../gen/Tst_pirTest/GEMM_8/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",17.699261988,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,GEMM_9,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_9/log/mappir.log,../gen/Tst_pirTest/GEMM_9/log/runpir.log,../gen/Tst_pirTest/GEMM_9/log/genpsim.log,../gen/Tst_pirTest/GEMM_9/log/gentrace.log,../gen/Tst_pirTest/GEMM_9/log/runpsim.log,../gen/Tst_pirTest/GEMM_9/log/runpsim.sh,../gen/Tst_pirTest/GEMM_9/log/runproute.log,../gen/Tst_pirTest/GEMM_9/log/runproute.sh,../gen/Tst_pirTest/GEMM_9/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_9/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_9/log/,../gen/Tst_pirTest/GEMM_9/log/gentst.log,../gen/Tst_pirTest/GEMM_9/log/maketst.log,../gen/Tst_pirTest/GEMM_9/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",42.387725067,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,Kmeans_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/Kmeans_0/log/mappir.log,../gen/Tst_pirTest/Kmeans_0/log/runpir.log,../gen/Tst_pirTest/Kmeans_0/log/genpsim.log,../gen/Tst_pirTest/Kmeans_0/log/gentrace.log,../gen/Tst_pirTest/Kmeans_0/log/runpsim.log,../gen/Tst_pirTest/Kmeans_0/log/runpsim.sh,../gen/Tst_pirTest/Kmeans_0/log/runproute.log,../gen/Tst_pirTest/Kmeans_0/log/runproute.sh,../gen/Tst_pirTest/Kmeans_0/plastisim/summary.csv,../gen/Tst_pirTest/Kmeans_0/pir/AccelMain.scala,../gen/Tst_pirTest/Kmeans_0/log/,../gen/Tst_pirTest/Kmeans_0/log/gentst.log,../gen/Tst_pirTest/Kmeans_0/log/maketst.log,../gen/Tst_pirTest/Kmeans_0/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",28.041236551,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,Kmeans_1,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/Kmeans_1/log/mappir.log,../gen/Tst_pirTest/Kmeans_1/log/runpir.log,../gen/Tst_pirTest/Kmeans_1/log/genpsim.log,../gen/Tst_pirTest/Kmeans_1/log/gentrace.log,../gen/Tst_pirTest/Kmeans_1/log/runpsim.log,../gen/Tst_pirTest/Kmeans_1/log/runpsim.sh,../gen/Tst_pirTest/Kmeans_1/log/runproute.log,../gen/Tst_pirTest/Kmeans_1/log/runproute.sh,../gen/Tst_pirTest/Kmeans_1/plastisim/summary.csv,../gen/Tst_pirTest/Kmeans_1/pir/AccelMain.scala,../gen/Tst_pirTest/Kmeans_1/log/,../gen/Tst_pirTest/Kmeans_1/log/gentst.log,../gen/Tst_pirTest/Kmeans_1/log/maketst.log,../gen/Tst_pirTest/Kmeans_1/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,Kmeans_2,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/Kmeans_2/log/mappir.log,../gen/Tst_pirTest/Kmeans_2/log/runpir.log,../gen/Tst_pirTest/Kmeans_2/log/genpsim.log,../gen/Tst_pirTest/Kmeans_2/log/gentrace.log,../gen/Tst_pirTest/Kmeans_2/log/runpsim.log,../gen/Tst_pirTest/Kmeans_2/log/runpsim.sh,../gen/Tst_pirTest/Kmeans_2/log/runproute.log,../gen/Tst_pirTest/Kmeans_2/log/runproute.sh,../gen/Tst_pirTest/Kmeans_2/plastisim/summary.csv,../gen/Tst_pirTest/Kmeans_2/pir/AccelMain.scala,../gen/Tst_pirTest/Kmeans_2/log/,../gen/Tst_pirTest/Kmeans_2/log/gentst.log,../gen/Tst_pirTest/Kmeans_2/log/maketst.log,../gen/Tst_pirTest/Kmeans_2/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",47.67508111,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,Kmeans_3,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/Kmeans_3/log/mappir.log,../gen/Tst_pirTest/Kmeans_3/log/runpir.log,../gen/Tst_pirTest/Kmeans_3/log/genpsim.log,../gen/Tst_pirTest/Kmeans_3/log/gentrace.log,../gen/Tst_pirTest/Kmeans_3/log/runpsim.log,../gen/Tst_pirTest/Kmeans_3/log/runpsim.sh,../gen/Tst_pirTest/Kmeans_3/log/runproute.log,../gen/Tst_pirTest/Kmeans_3/log/runproute.sh,../gen/Tst_pirTest/Kmeans_3/plastisim/summary.csv,../gen/Tst_pirTest/Kmeans_3/pir/AccelMain.scala,../gen/Tst_pirTest/Kmeans_3/log/,../gen/Tst_pirTest/Kmeans_3/log/gentst.log,../gen/Tst_pirTest/Kmeans_3/log/maketst.log,../gen/Tst_pirTest/Kmeans_3/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",41.203586017,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,Kmeans_4,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/Kmeans_4/log/mappir.log,../gen/Tst_pirTest/Kmeans_4/log/runpir.log,../gen/Tst_pirTest/Kmeans_4/log/genpsim.log,../gen/Tst_pirTest/Kmeans_4/log/gentrace.log,../gen/Tst_pirTest/Kmeans_4/log/runpsim.log,../gen/Tst_pirTest/Kmeans_4/log/runpsim.sh,../gen/Tst_pirTest/Kmeans_4/log/runproute.log,../gen/Tst_pirTest/Kmeans_4/log/runproute.sh,../gen/Tst_pirTest/Kmeans_4/plastisim/summary.csv,../gen/Tst_pirTest/Kmeans_4/pir/AccelMain.scala,../gen/Tst_pirTest/Kmeans_4/log/,../gen/Tst_pirTest/Kmeans_4/log/gentst.log,../gen/Tst_pirTest/Kmeans_4/log/maketst.log,../gen/Tst_pirTest/Kmeans_4/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",42.831396754,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,Kmeans_5,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/Kmeans_5/log/mappir.log,../gen/Tst_pirTest/Kmeans_5/log/runpir.log,../gen/Tst_pirTest/Kmeans_5/log/genpsim.log,../gen/Tst_pirTest/Kmeans_5/log/gentrace.log,../gen/Tst_pirTest/Kmeans_5/log/runpsim.log,../gen/Tst_pirTest/Kmeans_5/log/runpsim.sh,../gen/Tst_pirTest/Kmeans_5/log/runproute.log,../gen/Tst_pirTest/Kmeans_5/log/runproute.sh,../gen/Tst_pirTest/Kmeans_5/plastisim/summary.csv,../gen/Tst_pirTest/Kmeans_5/pir/AccelMain.scala,../gen/Tst_pirTest/Kmeans_5/log/,../gen/Tst_pirTest/Kmeans_5/log/gentst.log,../gen/Tst_pirTest/Kmeans_5/log/maketst.log,../gen/Tst_pirTest/Kmeans_5/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",63.312085468,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,Kmeans_6,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/Kmeans_6/log/mappir.log,../gen/Tst_pirTest/Kmeans_6/log/runpir.log,../gen/Tst_pirTest/Kmeans_6/log/genpsim.log,../gen/Tst_pirTest/Kmeans_6/log/gentrace.log,../gen/Tst_pirTest/Kmeans_6/log/runpsim.log,../gen/Tst_pirTest/Kmeans_6/log/runpsim.sh,../gen/Tst_pirTest/Kmeans_6/log/runproute.log,../gen/Tst_pirTest/Kmeans_6/log/runproute.sh,../gen/Tst_pirTest/Kmeans_6/plastisim/summary.csv,../gen/Tst_pirTest/Kmeans_6/pir/AccelMain.scala,../gen/Tst_pirTest/Kmeans_6/log/,../gen/Tst_pirTest/Kmeans_6/log/gentst.log,../gen/Tst_pirTest/Kmeans_6/log/maketst.log,../gen/Tst_pirTest/Kmeans_6/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",56.349585348,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,Kmeans_7,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/Kmeans_7/log/mappir.log,../gen/Tst_pirTest/Kmeans_7/log/runpir.log,../gen/Tst_pirTest/Kmeans_7/log/genpsim.log,../gen/Tst_pirTest/Kmeans_7/log/gentrace.log,../gen/Tst_pirTest/Kmeans_7/log/runpsim.log,../gen/Tst_pirTest/Kmeans_7/log/runpsim.sh,../gen/Tst_pirTest/Kmeans_7/log/runproute.log,../gen/Tst_pirTest/Kmeans_7/log/runproute.sh,../gen/Tst_pirTest/Kmeans_7/plastisim/summary.csv,../gen/Tst_pirTest/Kmeans_7/pir/AccelMain.scala,../gen/Tst_pirTest/Kmeans_7/log/,../gen/Tst_pirTest/Kmeans_7/log/gentst.log,../gen/Tst_pirTest/Kmeans_7/log/maketst.log,../gen/Tst_pirTest/Kmeans_7/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] failed bash iroute.sh
",60.923166157,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,Kmeans_8,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/Kmeans_8/log/mappir.log,../gen/Tst_pirTest/Kmeans_8/log/runpir.log,../gen/Tst_pirTest/Kmeans_8/log/genpsim.log,../gen/Tst_pirTest/Kmeans_8/log/gentrace.log,../gen/Tst_pirTest/Kmeans_8/log/runpsim.log,../gen/Tst_pirTest/Kmeans_8/log/runpsim.sh,../gen/Tst_pirTest/Kmeans_8/log/runproute.log,../gen/Tst_pirTest/Kmeans_8/log/runproute.sh,../gen/Tst_pirTest/Kmeans_8/plastisim/summary.csv,../gen/Tst_pirTest/Kmeans_8/pir/AccelMain.scala,../gen/Tst_pirTest/Kmeans_8/log/,../gen/Tst_pirTest/Kmeans_8/log/gentst.log,../gen/Tst_pirTest/Kmeans_8/log/maketst.log,../gen/Tst_pirTest/Kmeans_8/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,False
d49f9ee,2019-06-27 13:31:37,LUTTest_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/LUTTest_0/log/mappir.log,../gen/Tst_pirTest/LUTTest_0/log/runpir.log,../gen/Tst_pirTest/LUTTest_0/log/genpsim.log,../gen/Tst_pirTest/LUTTest_0/log/gentrace.log,../gen/Tst_pirTest/LUTTest_0/log/runpsim.log,../gen/Tst_pirTest/LUTTest_0/log/runpsim.sh,../gen/Tst_pirTest/LUTTest_0/log/runproute.log,../gen/Tst_pirTest/LUTTest_0/log/runproute.sh,../gen/Tst_pirTest/LUTTest_0/plastisim/summary.csv,../gen/Tst_pirTest/LUTTest_0/pir/AccelMain.scala,../gen/Tst_pirTest/LUTTest_0/log/,../gen/Tst_pirTest/LUTTest_0/log/gentst.log,../gen/Tst_pirTest/LUTTest_0/log/maketst.log,../gen/Tst_pirTest/LUTTest_0/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,False
