stat,notFit,mergeTime_ms,debug,OPS-Fix,dot,bcread,lrange,pcu-stage,pir_sha,split-thread,runp2p_dram_power,merge,runp2p_deadlock,split,vec,vcLimit,merge-algo,split-forward,VMC,VMC-alloc,runp2p_pass,scheduled,VPMU,waveform,VAFG-alloc,vlink,flit-width,merge-forward,rtelm,retime-exout,proute-algo,runp2p_success,mdone,slink,constprop,proute-opts,time-out,succeeded,VPCU-split,start-id,runhybrid_dram_power,memelm,retime-glob,proute-seed,arch,MC,vc,prtime,clock,spatial_sha,runhybrid_cycle,argout,VBB,simfreq,runp2p_complete,PMU,algo,row,DAG,runhybrid_success,runp2p_cycle,split-algo,runp2p_wbw,VBB-split,fast,mapping,open,VAFG,genpir_err,app,simulate,dag-stage,VPCU,PCU_Total,runhybrid_pass,argin,ag-dce,runp2p_time,freq,OPS-Prog FU,routing-cost,backend,net,load,MC_Total,runhybrid_wbw,VMC-split,avgActive,dedicated-dag,name,link-prop,runp2p_rbw,PMU_Total,VDAG-split,verbose,pracc,gentst_err,VAFG-split,retime-local,maxActive,VPCU-alloc,maketst_err,DAG_Total,dag,VDAG-alloc,VPMU-split,OPS-FU,sr,VBB-alloc,runhybrid_time,proute-q,runhybrid_rbw,maketst_time,OPS-Other,fifo-depth,run-tst,word,rundot,igraph,VDAG,runhybrid_deadlock,psim,gentst_time,vdot,genpir,OPS-All,pirArgs,nn,pattern,run-proute,debug-print,col,pmu-sram-size,reserve-pmu,runp2p_err,psim-q,reserve-pcu,tokenout,topo,runhybrid_complete,vfifo,codegen,project,runproute_err,pmu-stage,mem-tech,module,runhybrid_err,retime-buffer-only,OPS-Flt,VPMU-alloc,dupra,trace,runproute_time,run-psim,PCU,routing-algo,save,time,tungsten
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,4,4,True,False,6,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,28,0,,False,False,0,MyDesign,4,4,,1000000000,b896c3c9,,4,,3.27kHz,True,6,route_min_directed_valient,20,0,False,9068,dfs,0.451698,,True,True,False,1,,GEMM_10,False,6,28,200,,6,True,0:02.77,1000000000.0,,H-hop,Tst,hybrid,False,40,,4,28.3323618375449,False,AccelMain,db,1.42567,200,0,False,True,,1,False,90.33965593295103,17,,40,True,0,6,,True,,,4,,2:59.63,,16,False,32,True,False,0,False,False,132.027642793,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,6,False,False,,False,28,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,7,7,True,False,9,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,30,0,,False,False,0,MyDesign,7,4,,1000000000,b896c3c9,,4,,2.27kHz,True,9,route_min_directed_valient,20,0,False,9821,dfs,0.417065,,True,True,False,1,,GEMM_11,False,6,30,200,,6,True,0:04.33,1000000000.0,,H-hop,Tst,hybrid,False,40,,7,25.2703956374662,False,AccelMain,db,0.957947,200,0,False,True,,1,False,83.41309438957336,22,,40,True,0,9,,True,,,4,,2:11.34,,16,False,32,True,False,0,False,False,97.26060752,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,9,False,False,,False,30,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,5,5,True,False,7,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,32,0,,False,False,0,MyDesign,5,4,,1000000000,b896c3c9,,4,,5.17kHz,True,7,route_min_directed_valient,20,0,False,9828,dfs,0.416768,,True,True,False,1,,GEMM_12,False,6,32,200,,6,True,0:01.90,1000000000.0,,H-hop,Tst,hybrid,False,40,,5,26.63653550750325,False,AccelMain,db,1.04843,200,0,False,True,,1,False,83.35368335368335,18,,40,True,0,7,,True,,,4,,1:54.86,,16,False,32,True,False,0,False,False,98.872271813,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,7,False,False,,False,32,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,12,12,True,False,20,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,36,0,,False,False,0,MyDesign,12,4,,1000000000,b896c3c9,,4,,1.27kHz,True,20,route_min_directed_valient,20,0,False,9043,dfs,0.452947,,True,True,False,1,,GEMM_13,False,6,36,200,,6,True,0:07.10,1000000000.0,,H-hop,Tst,hybrid,False,40,,12,18.49807389049882,False,AccelMain,db,0.905894,200,0,False,True,,1,False,90.58940617051863,36,,40,True,0,20,,True,,,4,,4:39.72,,16,False,32,True,False,0,False,False,117.479085585,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,20,False,False,,False,36,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,10,10,True,False,14,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,28,0,,False,False,0,MyDesign,10,4,,1000000000,b896c3c9,,4,,4.19kHz,True,14,route_min_directed_valient,20,0,False,9303,dfs,0.440288,,True,True,False,1,,GEMM_14,False,6,28,200,,6,True,0:02.22,1000000000.0,,H-hop,Tst,hybrid,False,40,,10,23.3126258723601,False,AccelMain,db,0.908094,200,0,False,True,,1,False,88.05761582285284,28,,40,True,0,14,,True,,,4,,2:23.27,,16,False,32,True,False,0,False,False,143.850667484,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,14,False,False,,False,28,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,7,7,True,False,9,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,52,0,,False,False,0,MyDesign,7,4,,1000000000,b896c3c9,,4,,1.45kHz,True,9,route_min_directed_valient,20,0,False,5741,dfs,0.713465,,True,True,False,1,,GEMM_15,False,6,52,200,,6,True,0:03.97,1000000000.0,,H-hop,Tst,hybrid,False,40,,7,25.07073874083106,False,AccelMain,db,1.63874,200,0,False,True,,1,False,71.34645532137259,30,,40,True,0,9,,True,,,4,,3:02.03,,16,False,32,True,False,0,False,False,177.532722804,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,9,False,False,,False,52,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,20,20,True,False,28,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,56,0,,False,False,0,MyDesign,20,4,,1000000000,b896c3c9,,4,,1.19kHz,True,28,route_min_directed_valient,20,0,False,4948,dfs,0.827809,,True,True,False,1,,GEMM_16,False,6,56,200,,6,True,0:04.17,1000000000.0,,H-hop,Tst,hybrid,False,40,,20,22.124379258574894,False,AccelMain,db,1.65562,200,0,False,True,,1,False,82.78092158447858,56,,40,True,0,28,,True,,,4,,5:03.09,,16,False,32,True,False,0,False,False,271.35631324,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,28,False,False,,False,56,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,7,7,True,False,11,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,57,0,,False,False,0,MyDesign,7,4,,1000000000,b896c3c9,,4,,1.43kHz,True,11,route_min_directed_valient,20,30,False,2769,dfs,5.91694,,True,True,False,1,,GEMM_17,False,6,57,200,,6,True,0:01.94,1000000000.0,,H-hop,Tst,hybrid,False,40,,7,35.13247316064218,False,AccelMain,db,22.8588,200,0,False,True,,1,False,73.96171903214157,30,,40,True,0,11,,True,,,4,,3:48.62,,16,False,32,True,False,0,False,False,229.98779789,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,9,False,False,,False,27,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,20,20,True,False,28,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,84,0,,False,False,0,MyDesign,20,4,,1000000000,b896c3c9,,4,,0.22kHz,True,28,route_min_directed_valient,20,40,False,2714,dfs,6.03685,,True,True,False,1,,GEMM_18,False,6,84,200,,6,True,0:12.25,1000000000.0,,H-hop,Tst,hybrid,False,40,,20,25.292974481710697,False,AccelMain,db,12.0737,200,0,False,True,,1,False,75.46057479734709,56,,40,True,0,28,,True,,,4,,6:13.28,,16,False,32,True,False,0,False,False,227.62915987,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,28,False,False,,False,44,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,5,5,True,False,7,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,30,0,,False,False,0,MyDesign,5,4,,1000000000,b896c3c9,,4,,3.98kHz,True,7,route_min_directed_valient,20,15,False,46130,dfs,1.42068,,True,True,False,1,,GEMM_19,False,6,30,200,,6,True,0:11.60,1000000000.0,,H-hop,Tst,hybrid,False,40,,5,27.40942820457236,False,AccelMain,db,5.68272,200,0,False,True,,1,False,97.67179709516583,19,,40,True,0,7,,True,,,4,,1:26.44,,16,False,32,True,False,0,False,False,124.055496525,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,7,False,False,,False,15,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,3,3,True,False,6,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,18,0,,False,False,0,MyDesign,3,4,,1000000000,b896c3c9,,4,,5.08kHz,True,6,route_min_directed_valient,20,9,False,66599,dfs,0.984039,,True,True,False,1,,GEMM_2,False,6,18,200,,6,True,0:13.11,1000000000.0,,H-hop,Tst,hybrid,False,40,,3,27.09956856209052,False,AccelMain,db,3.93616,200,0,False,True,,1,False,98.40387993813721,11,,40,True,0,6,,True,,,4,,3:31.01,,16,False,32,True,False,0,False,False,56.338779348,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,5,False,False,,False,9,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,5,5,True,False,9,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,64,0,,False,False,0,MyDesign,5,4,,1000000000,b896c3c9,,4,,1.06kHz,True,9,route_min_directed_valient,20,30,False,16544,dfs,3.96132,,True,True,False,1,,GEMM_20,False,6,64,200,,6,True,0:15.60,1000000000.0,,H-hop,Tst,hybrid,False,40,,5,38.62718066507961,False,AccelMain,db,15.8453,200,0,False,True,,1,False,93.61702127659575,31,,40,True,0,9,,True,,,4,,4:20.51,,16,False,32,True,False,0,False,False,170.386276593,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,7,False,False,,False,34,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,15,15,True,False,27,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,202,0,,False,False,0,MyDesign,15,4,,1000000000,b896c3c9,,4,,0.52kHz,True,27,route_min_directed_valient,20,40,False,8793,dfs,7.4532,,True,True,False,1,,GEMM_21,False,6,202,200,,6,True,0:16.76,1000000000.0,,H-hop,Tst,hybrid,False,40,,15,36.764068656454285,False,AccelMain,db,22.3596,200,0,False,True,,1,False,88.0700557261458,95,,40,True,0,27,,True,,,4,,8:36.28,,16,False,32,True,False,0,False,False,985.855293089,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,21,False,False,,False,162,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,15,15,True,False,21,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,69,0,,False,False,0,MyDesign,15,4,,1000000000,b896c3c9,,4,,1.91kHz,True,21,route_min_directed_valient,20,36,False,34148,dfs,1.91918,,True,True,False,1,,GEMM_22,False,6,69,200,,6,True,0:17.86,1000000000.0,,H-hop,Tst,hybrid,False,40,,15,27.229712717730397,False,AccelMain,db,5.75753,200,0,False,True,,1,False,95.9587677169966,46,,40,True,0,21,,True,,,4,,2:15.84,,16,False,32,True,False,0,False,False,347.165983827,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,21,False,False,,False,33,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,3,3,True,False,5,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,34,0,,False,False,0,MyDesign,3,4,,1000000000,b896c3c9,,4,,3.92kHz,True,5,route_min_directed_valient,20,11,False,149030,dfs,0.43975,,True,True,False,1,,GEMM_23,False,6,34,200,,6,True,0:37.97,1000000000.0,,H-hop,Tst,hybrid,False,40,,3,28.140301220620618,False,AccelMain,db,1.759,200,0,False,True,,1,False,98.25672683352346,15,,40,True,0,5,,True,,,4,,2:14.72,,16,False,32,True,False,0,False,False,143.75832545,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,5,False,False,,False,23,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,9,9,True,False,15,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,104,0,,False,False,0,MyDesign,9,4,,1000000000,b896c3c9,,4,,1.94kHz,True,15,route_min_directed_valient,20,33,False,75823,dfs,0.864329,,True,True,False,1,,GEMM_24,False,6,104,200,,6,True,0:39.13,1000000000.0,,H-hop,Tst,hybrid,False,40,,9,28.19407382007121,False,AccelMain,db,2.59299,200,0,False,True,,1,False,96.56172929058465,45,,40,True,0,15,,True,,,4,,2:17.51,,16,False,32,True,False,0,False,False,347.025041027,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,15,False,False,,False,71,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,5,5,True,False,7,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,21,0,,False,False,0,MyDesign,5,4,,1000000000,b896c3c9,,4,,5.37kHz,True,7,route_min_directed_valient,20,12,False,67312,dfs,0.973615,,True,True,False,1,,GEMM_3,False,6,21,200,,6,True,0:12.53,1000000000.0,,H-hop,Tst,hybrid,False,40,,5,27.59281534060638,False,AccelMain,db,3.89446,200,0,False,True,,1,False,97.36154028999287,14,,40,True,0,7,,True,,,4,,1:37.27,,16,False,32,True,False,0,False,False,71.420086982,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,7,False,False,,False,9,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,4,4,True,False,6,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,20,0,,False,False,0,MyDesign,4,4,,1000000000,b896c3c9,,4,,4.62kHz,True,6,route_min_directed_valient,20,11,False,66743,dfs,0.981916,,True,True,False,1,,GEMM_4,False,6,20,200,,6,True,0:14.46,1000000000.0,,H-hop,Tst,hybrid,False,40,,4,25.330114665766523,False,AccelMain,db,3.92766,200,0,False,True,,1,False,98.19157065160391,13,,40,True,0,6,,True,,,4,,2:47.79,,16,False,32,True,False,0,False,False,105.853524521,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,6,False,False,,False,9,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,7,7,True,False,11,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,57,0,,False,False,0,MyDesign,7,4,,1000000000,b896c3c9,,4,,1.43kHz,True,11,route_min_directed_valient,20,30,False,18264,dfs,3.58826,,True,True,False,1,,GEMM_6,False,6,57,200,,6,True,0:12.75,1000000000.0,,H-hop,Tst,hybrid,False,40,,7,35.882710150121454,False,AccelMain,db,14.353,200,0,False,True,,1,False,89.70652650021901,30,,40,True,0,11,,True,,,4,,3:54.97,,16,False,32,True,False,0,False,False,192.281914522,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,9,False,False,,False,27,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,3,3,True,False,5,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,18,0,,False,False,0,MyDesign,3,4,,1000000000,b896c3c9,,4,,3.42kHz,True,5,route_min_directed_valient,20,0,False,17251,dfs,0.237436,,True,True,False,1,,GEMM_7,False,6,18,200,,6,True,0:05.05,1000000000.0,,H-hop,Tst,hybrid,False,40,,3,24.379815110787227,False,AccelMain,db,0.779085,200,0,False,True,,1,False,94.97420439394817,11,,40,True,0,5,,True,,,4,,1:33.21,,16,False,32,True,False,0,False,False,65.791778545,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,5,False,False,,False,18,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,3,3,True,False,5,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,18,0,,False,False,0,MyDesign,3,4,,1000000000,b896c3c9,,4,,2.09kHz,True,5,route_min_directed_valient,20,9,False,2241,dfs,1.82776,,True,True,False,1,,GEMM_8,False,6,18,200,,6,True,0:01.07,1000000000.0,,H-hop,Tst,hybrid,False,40,,3,30.637702324449315,False,AccelMain,db,5.99732,200,0,False,True,,1,False,91.38777331548415,11,,40,True,0,5,,True,,,4,,2:06.73,,16,False,32,True,False,0,False,False,60.601166491,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,5,False,False,,False,9,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,3,3,True,False,6,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,18,0,,False,False,0,MyDesign,3,4,,1000000000,b896c3c9,,4,,2.56kHz,True,6,route_min_directed_valient,20,9,False,8639,dfs,1.89652,,True,True,False,1,,GEMM_9,False,6,18,200,,6,True,0:03.38,1000000000.0,,H-hop,Tst,hybrid,False,40,,3,30.62131033684454,False,AccelMain,db,7.58606,200,0,False,True,,1,False,94.82579002199328,11,,40,True,0,6,,True,,,4,,1:41.11,,16,False,32,True,False,0,False,False,50.2005611,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,5,False,False,,False,9,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,2,2,True,False,2,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,7,0,,False,False,0,MyDesign,2,4,,1000000000,b896c3c9,,4,,0.08kHz,True,2,route_min_directed_valient,20,0,False,88,dfs,2.90909,,True,True,False,1,,IfTest_0,False,6,7,200,,6,True,0:01.14,1000000000.0,,H-hop,Tst,hybrid,False,40,,2,15.25974025974026,False,AccelMain,db,0.0,200,0,False,True,,1,False,36.36363636363637,7,,40,True,0,2,,True,,,4,,0:44.35,,16,False,32,True,False,0,False,False,33.383945408,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,2,False,False,,False,7,dor,True,2020-02-11 22:05:20 -0800,True
True,,,True,,True,True,True,6,5930a3c5,1,,False,False,True,16,4,bfs,False,1,1,True,False,2,True,1,2,512,False,True,False,route_min_directed_valient,True,True,4,True,-i100 -p100 -t1 -d100,100,True,9,0,,False,False,0,MyDesign,1,4,,1000000000,b896c3c9,,4,,1.25kHz,True,2,route_min_directed_valient,20,9,False,562,dfs,3.64413,,True,True,False,1,,InitSort_0,False,6,9,200,,6,True,0:00.45,1000000000.0,,H-hop,Tst,hybrid,False,40,,1,16.152629497825227,False,AccelMain,db,3.18861,200,0,False,True,,1,False,91.1032028469751,10,,40,True,0,2,,True,,,4,,0:22.65,,16,False,32,True,False,0,False,False,14.562239528,True,True,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,checkerboard,False,True,20,65536,0,,1,0,5,mesh,False,4,True,pirTest,,6,DDR4,False,,False,,2,False,False,,False,2,dor,True,2020-02-11 22:05:20 -0800,True
