maxActive,backend,VPCU-alloc,MC,VPMU,OPS-Flt,pirArgs,vlink,gentst_time,VAFG-split,project,pattern,PCU,PMU,genpir_err,runp2p_rbw,prtime,slink,runp2p_complete,runp2p_time,time,runhybrid_dram_power,MC_Total,VPCU-split,runhybrid_cycle,notFit,algo,runhybrid_wbw,spatial_sha,maketst_time,runp2p_err,vcLimit,runhybrid_complete,VAFG-alloc,runp2p_dram_power,VPMU-split,freq,DAG_Total,runhybrid_time,PMU_Total,runproute_err,DAG,VMC-split,PCU_Total,OPS-All,OPS-FU,VMC,simfreq,runp2p_cycle,VDAG,runp2p_wbw,runhybrid_rbw,col,OPS-Prog FU,VPCU,avgActive,runp2p_success,OPS-Fix,maketst_err,runhybrid_deadlock,runhybrid_pass,runp2p_pass,VDAG-alloc,gentst_err,row,succeeded,runproute_time,OPS-Other,app,pir_sha,runhybrid_err,VAFG,VMC-alloc,VPMU-alloc,mergeTime_ms,runp2p_deadlock,VDAG-split,runhybrid_success,genpir
49.44118890835498,Tst,12,2,10,,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --split-algo=gurobi, --debug=true, --dot=true, --save=false, --dot=false, --debug=false",,36.734439227,1,pirTest,,10,10,,10.2033,,,True,0:01.80,2019-12-13 12:48:37 -0800,,40,25,,,,,7f5b887d,1:07.29,,,False,1,,10,1000000000.0,40,,200,,15,2,200,,,2,9.2kHz,16553,0,7.91059,,20,,25,33.83904457911151,True,,,False,,True,0,,20,True,,,MLP_0,0d2393b5,,1,2,10,,False,0,False,True
