sha,time,app,project,backend,freq,runproute,proutesh,prouteSummary,AccelMain,logpath,gentst,maketst,runp2p,runhybrid,genpir,genpir_err,gentst_err,gentst_time,gentst_notFit,gentst_MC,gentst_DAG,gentst_PMU,gentst_PCU,gentst_row,gentst_col,proutesh_algo,proutesh_pattern,proutesh_slink,proutesh_vlink,proutesh_prtime,proutesh_vcLimit,runproute_err,runproute_time,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,maketst_err,maketst_time,runp2p_cycle,runp2p_err,runp2p_pass,runp2p_deadlock,runp2p_complete,runp2p_dram_power,runp2p_rbw,runp2p_wbw,runp2p_time,runhybrid_cycle,runhybrid_err,runhybrid_pass,runhybrid_deadlock,runhybrid_complete,runhybrid_dram_power,runhybrid_rbw,runhybrid_wbw,runhybrid_time,succeeded
10b44cf,2019-07-03 18:51:22,StreamSumFields_1,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/StreamSumFields_1/log/runproute.log,../gen/Tst_pirTest/StreamSumFields_1/log/runproute.sh,../gen/Tst_pirTest/StreamSumFields_1/plastisim/summary.csv,../gen/Tst_pirTest/StreamSumFields_1/pir/AccelMain.scala,../gen/Tst_pirTest/StreamSumFields_1/log/,../gen/Tst_pirTest/StreamSumFields_1/log/gentst.log,../gen/Tst_pirTest/StreamSumFields_1/log/maketst.log,../gen/Tst_pirTest/StreamSumFields_1/log/runp2p.log,../gen/Tst_pirTest/StreamSumFields_1/log/runhybrid.log,True,,,11.212031919,,,,,,15,15,route_min_directed_valient,checkerboard,4,3,-1,4,,1:30.72,0,0,20000000,18000000,3.50,0,20000000,0.0000,0.0000,0.0000,7,-nan,0.0000,,0:31.39,310,,True,False,True,0.0,0.0,0.0,0:00.16,697,,True,False,True,0.0,0.0,0.0,0:03.74,True
10b44cf,2019-07-03 18:51:22,StreamTrainKmeans_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/StreamTrainKmeans_0/log/runproute.log,../gen/Tst_pirTest/StreamTrainKmeans_0/log/runproute.sh,../gen/Tst_pirTest/StreamTrainKmeans_0/plastisim/summary.csv,../gen/Tst_pirTest/StreamTrainKmeans_0/pir/AccelMain.scala,../gen/Tst_pirTest/StreamTrainKmeans_0/log/,../gen/Tst_pirTest/StreamTrainKmeans_0/log/gentst.log,../gen/Tst_pirTest/StreamTrainKmeans_0/log/maketst.log,../gen/Tst_pirTest/StreamTrainKmeans_0/log/runp2p.log,../gen/Tst_pirTest/StreamTrainKmeans_0/log/runhybrid.log,True,,,8.590215055,,,,,,15,15,route_min_directed_valient,checkerboard,4,3,-1,4,,1:02.10,0,0,96,0,3.50,0,53,0.0000,0.0000,0.0000,7,-nan,0.0000,,0:20.40,95,,True,False,True,0.0,0.674,0.674,0:00.09,211,,True,False,True,0.0,0.303,0.303,0:00.94,True
10b44cf,2019-07-03 18:51:22,SumSquare_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/SumSquare_0/log/runproute.log,../gen/Tst_pirTest/SumSquare_0/log/runproute.sh,../gen/Tst_pirTest/SumSquare_0/plastisim/summary.csv,../gen/Tst_pirTest/SumSquare_0/pir/AccelMain.scala,../gen/Tst_pirTest/SumSquare_0/log/,../gen/Tst_pirTest/SumSquare_0/log/gentst.log,../gen/Tst_pirTest/SumSquare_0/log/maketst.log,../gen/Tst_pirTest/SumSquare_0/log/runp2p.log,../gen/Tst_pirTest/SumSquare_0/log/runhybrid.log,True,,,8.786505499,,,,,,15,15,route_min_directed_valient,checkerboard,4,3,-1,4,,0:45.00,0,0,39,0,3.50,0,33,0.0000,0.0000,0.0000,7,-nan,0.0000,,0:24.51,237,,True,False,True,0.0,0.0,0.0,0:00.24,293,,True,False,True,0.0,0.0,0.0,0:01.75,True
10b44cf,2019-07-03 18:51:22,SumSquare_1,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/SumSquare_1/log/runproute.log,../gen/Tst_pirTest/SumSquare_1/log/runproute.sh,../gen/Tst_pirTest/SumSquare_1/plastisim/summary.csv,../gen/Tst_pirTest/SumSquare_1/pir/AccelMain.scala,../gen/Tst_pirTest/SumSquare_1/log/,../gen/Tst_pirTest/SumSquare_1/log/gentst.log,../gen/Tst_pirTest/SumSquare_1/log/maketst.log,../gen/Tst_pirTest/SumSquare_1/log/runp2p.log,../gen/Tst_pirTest/SumSquare_1/log/runhybrid.log,True,,,5.932882135,,,,,,15,15,route_min_directed_valient,checkerboard,4,3,-1,4,,0:26.90,0,0,64,0,1.00,0,33,0.0000,0.0000,0.0000,2,-nan,0.0000,,0:22.72,1042,,True,False,True,0.0,0.0,0.0,0:00.21,1068,,True,False,True,0.0,0.0,0.0,0:07.05,True
10b44cf,2019-07-03 18:51:22,SumSquare_2,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/SumSquare_2/log/runproute.log,../gen/Tst_pirTest/SumSquare_2/log/runproute.sh,../gen/Tst_pirTest/SumSquare_2/plastisim/summary.csv,../gen/Tst_pirTest/SumSquare_2/pir/AccelMain.scala,../gen/Tst_pirTest/SumSquare_2/log/,../gen/Tst_pirTest/SumSquare_2/log/gentst.log,../gen/Tst_pirTest/SumSquare_2/log/maketst.log,../gen/Tst_pirTest/SumSquare_2/log/runp2p.log,../gen/Tst_pirTest/SumSquare_2/log/runhybrid.log,True,,,7.387744169,,,,,,15,15,route_min_directed_valient,checkerboard,4,3,-1,4,,0:35.12,0,0,39,0,3.50,0,33,0.0000,0.0000,0.0000,7,-nan,0.0000,,0:23.66,370,,True,False,True,0.0,0.0,0.0,0:00.14,426,,True,False,True,0.0,0.0,0.0,0:02.21,True
10b44cf,2019-07-03 18:51:22,SumSquare_3,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/SumSquare_3/log/runproute.log,../gen/Tst_pirTest/SumSquare_3/log/runproute.sh,../gen/Tst_pirTest/SumSquare_3/plastisim/summary.csv,../gen/Tst_pirTest/SumSquare_3/pir/AccelMain.scala,../gen/Tst_pirTest/SumSquare_3/log/,../gen/Tst_pirTest/SumSquare_3/log/gentst.log,../gen/Tst_pirTest/SumSquare_3/log/maketst.log,../gen/Tst_pirTest/SumSquare_3/log/runp2p.log,../gen/Tst_pirTest/SumSquare_3/log/runhybrid.log,True,,,8.202350423,,,,,,15,15,route_min_directed_valient,checkerboard,4,3,-1,4,,0:33.34,0,0,64,0,1.00,0,33,0.0000,0.0000,0.0000,2,-nan,0.0000,,0:21.33,530,,True,False,True,0.0,0.0,0.0,0:00.10,556,,True,False,True,0.0,0.0,0.0,0:03.05,True
10b44cf,2019-07-03 18:51:22,SumSquare_5,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/SumSquare_5/log/runproute.log,../gen/Tst_pirTest/SumSquare_5/log/runproute.sh,../gen/Tst_pirTest/SumSquare_5/plastisim/summary.csv,../gen/Tst_pirTest/SumSquare_5/pir/AccelMain.scala,../gen/Tst_pirTest/SumSquare_5/log/,../gen/Tst_pirTest/SumSquare_5/log/gentst.log,../gen/Tst_pirTest/SumSquare_5/log/maketst.log,../gen/Tst_pirTest/SumSquare_5/log/runp2p.log,../gen/Tst_pirTest/SumSquare_5/log/runhybrid.log,True,,,7.278157197,,,,,,15,15,route_min_directed_valient,checkerboard,4,3,-1,4,,0:41.93,0,0,71,0,3.50,0,33,0.0000,0.0000,0.0000,7,-nan,0.0000,,0:24.10,194,,True,False,True,0.0,0.0,0.0,0:00.14,260,,True,False,True,0.0,0.0,0.0,0:00.97,True
10b44cf,2019-07-03 18:51:22,TPCHQ6_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/TPCHQ6_0/log/runproute.log,../gen/Tst_pirTest/TPCHQ6_0/log/runproute.sh,../gen/Tst_pirTest/TPCHQ6_0/plastisim/summary.csv,../gen/Tst_pirTest/TPCHQ6_0/pir/AccelMain.scala,../gen/Tst_pirTest/TPCHQ6_0/log/,../gen/Tst_pirTest/TPCHQ6_0/log/gentst.log,../gen/Tst_pirTest/TPCHQ6_0/log/maketst.log,../gen/Tst_pirTest/TPCHQ6_0/log/runp2p.log,../gen/Tst_pirTest/TPCHQ6_0/log/runhybrid.log,True,,,11.730875344,,,,,,15,15,route_min_directed_valient,checkerboard,4,3,-1,4,,2:02.22,0,0,450,2624,4.50,0,981,0.0000,0.0000,0.0000,9,-nan,0.0000,,0:33.18,425,,True,False,True,0.0,38.551,0.0,0:00.19,674,,True,False,True,0.0,24.309,0.0,0:03.26,True
10b44cf,2019-07-03 18:51:22,TPCHQ6_1,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/TPCHQ6_1/log/runproute.log,../gen/Tst_pirTest/TPCHQ6_1/log/runproute.sh,../gen/Tst_pirTest/TPCHQ6_1/plastisim/summary.csv,../gen/Tst_pirTest/TPCHQ6_1/pir/AccelMain.scala,../gen/Tst_pirTest/TPCHQ6_1/log/,../gen/Tst_pirTest/TPCHQ6_1/log/gentst.log,../gen/Tst_pirTest/TPCHQ6_1/log/maketst.log,../gen/Tst_pirTest/TPCHQ6_1/log/runp2p.log,../gen/Tst_pirTest/TPCHQ6_1/log/runhybrid.log,True,,,15.330276304,,,,,,15,15,route_min_directed_valient,checkerboard,4,3,-1,4,,1:57.71,0,0,35906,0,4.50,0,14485,0.0000,0.0000,0.0000,9,-nan,0.0000,,0:36.37,3913,,True,False,True,0.0,4.187,0.0,0:00.54,3958,,True,False,True,0.0,4.139,0.0,0:20.13,True
10b44cf,2019-07-03 18:51:22,TPCHQ6_2,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/TPCHQ6_2/log/runproute.log,../gen/Tst_pirTest/TPCHQ6_2/log/runproute.sh,../gen/Tst_pirTest/TPCHQ6_2/plastisim/summary.csv,../gen/Tst_pirTest/TPCHQ6_2/pir/AccelMain.scala,../gen/Tst_pirTest/TPCHQ6_2/log/,../gen/Tst_pirTest/TPCHQ6_2/log/gentst.log,../gen/Tst_pirTest/TPCHQ6_2/log/maketst.log,../gen/Tst_pirTest/TPCHQ6_2/log/runp2p.log,../gen/Tst_pirTest/TPCHQ6_2/log/runhybrid.log,True,,,16.374959096,,,,,,15,15,route_min_directed_valient,checkerboard,4,3,-1,4,,3:26.38,0,0,700,2336,5.50,0,1017,0.0000,0.0000,0.0000,11,-nan,0.0000,,0:50.95,441,,True,False,True,0.0,37.152,0.0,0:00.23,608,,True,False,True,0.0,26.947,0.0,0:03.96,True
10b44cf,2019-07-03 18:51:22,TPCHQ6_3,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/TPCHQ6_3/log/runproute.log,../gen/Tst_pirTest/TPCHQ6_3/log/runproute.sh,../gen/Tst_pirTest/TPCHQ6_3/plastisim/summary.csv,../gen/Tst_pirTest/TPCHQ6_3/pir/AccelMain.scala,../gen/Tst_pirTest/TPCHQ6_3/log/,../gen/Tst_pirTest/TPCHQ6_3/log/gentst.log,../gen/Tst_pirTest/TPCHQ6_3/log/maketst.log,../gen/Tst_pirTest/TPCHQ6_3/log/runp2p.log,../gen/Tst_pirTest/TPCHQ6_3/log/runhybrid.log,True,,,18.570123056,,,,,,15,15,route_min_directed_valient,checkerboard,4,3,-1,4,,3:36.69,0,0,51375,0,6.00,0,14489,0.0000,0.0000,0.0000,12,-nan,0.0000,,0:42.35,2056,,True,False,True,0.0,7.969,0.0,0:00.35,3639,,True,False,True,0.0,4.502,0.0,0:22.25,True
10b44cf,2019-07-03 18:51:22,TPCHQ6_4,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/TPCHQ6_4/log/runproute.log,../gen/Tst_pirTest/TPCHQ6_4/log/runproute.sh,../gen/Tst_pirTest/TPCHQ6_4/plastisim/summary.csv,../gen/Tst_pirTest/TPCHQ6_4/pir/AccelMain.scala,../gen/Tst_pirTest/TPCHQ6_4/log/,../gen/Tst_pirTest/TPCHQ6_4/log/gentst.log,../gen/Tst_pirTest/TPCHQ6_4/log/maketst.log,../gen/Tst_pirTest/TPCHQ6_4/log/runp2p.log,../gen/Tst_pirTest/TPCHQ6_4/log/runhybrid.log,True,,,53.597262969,,,,,,15,15,route_min_directed_valient,checkerboard,4,3,-1,4,,7:25.16,64,0,790,2752,179.43,3,1073,0.1875,0.4375,0.0625,15,42.86,0.0625,,1:10.83,425,,True,False,True,0.0,38.551,0.0,0:00.26,690,,True,False,True,0.0,23.745,0.0,0:03.41,True
10b44cf,2019-07-03 18:51:22,VecTest,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/VecTest/log/runproute.log,../gen/Tst_pirTest/VecTest/log/runproute.sh,../gen/Tst_pirTest/VecTest/plastisim/summary.csv,../gen/Tst_pirTest/VecTest/pir/AccelMain.scala,../gen/Tst_pirTest/VecTest/log/,../gen/Tst_pirTest/VecTest/log/gentst.log,../gen/Tst_pirTest/VecTest/log/maketst.log,../gen/Tst_pirTest/VecTest/log/runp2p.log,../gen/Tst_pirTest/VecTest/log/runhybrid.log,True,,,13.268848641,,,,,,15,15,route_min_directed_valient,checkerboard,4,3,-1,4,,2:00.44,0,0,984,2704,4.50,0,1837,0.0000,0.0000,0.0000,9,-nan,0.0000,,0:39.55,530,,True,False,True,0.0,0.242,7.728,0:00.19,1012,,True,False,True,0.0,0.126,4.047,0:06.46,True
