VPCU-alloc,runhybrid_deadlock,simulate,VDAG,VBB-alloc,runhybrid_complete,psim,backend,VAFG-alloc,slink,nn,psim-q,MC_Total,mdone,OPS-Fix,net,module,rtelm,flit-width,genpir_err,runproute_time,dedicated-dag,pattern,DAG,bcread,igraph,proute-q,save,runp2p_pass,VPMU,vec,PMU_Total,spatial_sha,tokenout,split-thread,runhybrid_wbw,constprop,verbose,fifo-depth,dag-stage,PCU_Total,debug-tst,pmu-sram-size,reserve-pmu,PCU,runp2p_rbw,PMU,proute-opts,succeeded,runp2p_wbw,dupra,OPS-Prog FU,mapping,retime-buffer-only,runhybrid_time,run-tst,link-prop,topo,retime-local,VPCU,run-psim,split,row,pmu-stage,run-proute,dag,VMC-split,mergeTime_ms,time,runhybrid_dram_power,OPS-Other,argin,prtime,merge-algo,runhybrid_err,clock,pracc,arch,runhybrid_rbw,vfifo,VBB-split,merge-forward,ag-dce,retime-glob,runp2p_complete,runp2p_deadlock,VMC,mem-tech,split-algo,retime-exout,lrange,VPMU-alloc,routing-algo,maketst_time,gentst_time,runp2p_dram_power,proute-algo,simfreq,trace,tungsten,freq,gentst_err,fast,start-id,time-out,proute-seed,col,notFit,pirArgs,runhybrid_success,routing-cost,OPS-All,algo,VDAG-split,VAFG,vdot,runhybrid_pass,VPCU-split,split-forward,app,maketst_err,pir_sha,rundot,reserve-pcu,project,vlink,maxActive,codegen,debug,memelm,merge,VBB,vcLimit,runp2p_cycle,VDAG-alloc,word,vc,open,OPS-FU,genpir,name,runhybrid_cycle,VPMU-split,VMC-alloc,MC,pcu-stage,argout,runp2p_err,runp2p_time,load,runproute_err,OPS-Flt,dot,avgActive,runp2p_success,VAFG-split,scheduled,DAG_Total,sr,waveform,stat
19,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,15,True,False,4,False,True,7,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,15,5.68568,7,-i100 -p100 -t1 -d100,True,1.42142,False,,True,False,,False,db,mesh,False,30,False,True,20,6,False,True,5,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,5,DDR4,dfs,False,True,7,dor,3:43.92,142.624094244,,route_min_directed_valient,1.01kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,30,False,GEMM_19,,98195183,True,0,pirTest,2,97.72263913590422,True,True,False,False,,4,46106,0,32,4,False,,True,AccelMain,,7,5,5,6,4,,0:45.75,False,,,True,27.42369589808101,True,1,False,40,True,True,True
11,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,9,True,False,4,False,True,6,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,9,3.93616,6,-i100 -p100 -t1 -d100,True,0.984039,False,,True,False,,False,db,mesh,False,18,False,True,20,6,False,True,3,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,3,DDR4,dfs,False,True,5,dor,1:39.90,93.581708455,,route_min_directed_valient,5.1kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,18,False,GEMM_2,,98195183,True,0,pirTest,2,98.40387993813721,True,True,False,False,,4,66599,0,32,4,False,,True,AccelMain,,6,3,3,6,4,,0:13.05,False,,,True,27.09956856209052,True,1,False,40,True,True,True
31,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,30,True,False,4,False,True,9,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,34,15.8453,9,-i100 -p100 -t1 -d100,True,3.96132,False,,True,False,,False,db,mesh,False,64,False,True,20,6,False,True,5,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,5,DDR4,dfs,False,True,7,dor,4:49.37,381.041946339,,route_min_directed_valient,0.46kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,64,False,GEMM_20,,98195183,True,0,pirTest,2,93.61702127659575,True,True,False,False,,4,16544,0,32,4,False,,True,AccelMain,,9,5,5,6,4,,0:35.67,False,,,True,38.62718066507961,True,1,False,40,True,True,True
95,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,40,True,False,4,False,True,27,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,162,22.3851,27,-i100 -p100 -t1 -d100,True,7.46169,False,,True,False,,False,db,mesh,False,202,False,True,20,6,False,True,15,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,15,DDR4,dfs,False,True,21,dor,10:49.83,2925.592160586,,route_min_directed_valient,0.37kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,202,False,GEMM_21,,98195183,True,0,pirTest,2,88.17032904474553,True,True,False,False,,4,8783,0,32,4,False,,True,AccelMain,,27,15,15,6,4,,0:23.64,False,,,True,36.80592686965758,True,1,False,40,True,True,True
46,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,36,True,False,4,False,True,21,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,33,5.74844,21,-i100 -p100 -t1 -d100,True,1.91615,False,,True,False,,False,db,mesh,False,69,False,True,20,6,False,True,15,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,15,DDR4,dfs,False,True,21,dor,8:13.13,710.348715067,,route_min_directed_valient,0.74kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,69,False,GEMM_22,,98195183,True,0,pirTest,2,95.8072627331735,True,True,False,False,,4,34202,0,32,4,False,,True,AccelMain,,21,15,15,6,4,,0:46.48,False,,,True,27.186720948630416,True,1,False,40,True,True,True
15,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,11,True,False,4,False,True,5,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,23,1.7589,5,-i100 -p100 -t1 -d100,True,0.439724,False,,True,False,,False,db,mesh,False,34,False,True,20,6,False,True,3,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,3,DDR4,dfs,False,True,5,dor,3:02.40,192.738155199,,route_min_directed_valient,2.17kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,34,False,GEMM_23,,98195183,True,0,pirTest,2,98.2507934164883,True,True,False,False,,4,149039,0,32,4,False,,True,AccelMain,,5,3,3,6,4,,1:08.60,False,,,True,28.138601915666978,True,1,False,40,True,True,True
45,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,33,True,False,4,False,True,15,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,71,2.59299,15,-i100 -p100 -t1 -d100,True,0.864329,False,,True,False,,False,db,mesh,False,104,False,True,20,6,False,True,9,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,9,DDR4,dfs,False,True,15,dor,9:21.73,751.493619904,,route_min_directed_valient,0.57kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,104,False,GEMM_24,,98195183,True,0,pirTest,2,96.56172929058465,True,True,False,False,,4,75823,0,32,4,False,,True,AccelMain,,15,9,9,6,4,,2:13.03,False,,,True,28.19407382007121,True,1,False,40,True,True,True
14,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,12,True,False,4,False,True,7,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,9,3.89122,7,-i100 -p100 -t1 -d100,True,0.972806,False,,True,False,,False,db,mesh,False,21,False,True,20,6,False,True,5,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,5,DDR4,dfs,False,True,7,dor,2:26.40,168.751467934,,route_min_directed_valient,4.51kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,21,False,GEMM_3,,98195183,True,0,pirTest,2,97.28060800380003,True,True,False,False,,4,67368,0,32,4,False,,True,AccelMain,,7,5,5,6,4,,0:14.93,False,,,True,27.569878669500305,True,1,False,40,True,True,True
13,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,11,True,False,4,False,True,6,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,9,3.9279,6,-i100 -p100 -t1 -d100,True,0.981975,False,,True,False,,False,db,mesh,False,20,False,True,20,6,False,True,4,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,4,DDR4,dfs,False,True,6,dor,3:53.08,82.44439423,,route_min_directed_valient,1.86kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,20,False,GEMM_4,,98195183,True,0,pirTest,2,98.19745576049986,True,True,False,False,,4,66739,0,32,4,False,,True,AccelMain,,6,4,4,6,4,,0:35.82,False,,,True,25.33163282544322,True,1,False,40,True,True,True
30,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,30,True,False,4,False,True,11,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,27,14.3068,11,-i100 -p100 -t1 -d100,True,3.57671,False,,True,False,,False,db,mesh,False,57,False,True,20,6,False,True,7,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,7,DDR4,dfs,False,True,9,dor,5:04.18,329.421547633,,route_min_directed_valient,0.74kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,57,False,GEMM_6,,98195183,True,0,pirTest,2,89.41767177863886,True,True,False,False,,4,18323,0,32,4,False,,True,AccelMain,,11,7,7,6,4,,0:24.76,False,,,True,35.76716794093861,True,1,False,40,True,True,True
11,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,0,True,False,4,False,True,5,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,18,0.779085,5,-i100 -p100 -t1 -d100,True,0.237436,False,,True,False,,False,db,mesh,False,18,False,True,20,6,False,True,3,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,3,DDR4,dfs,False,True,5,dor,1:53.20,114.08396049,,route_min_directed_valient,6.27kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,18,False,GEMM_7,,98195183,True,0,pirTest,2,94.97420439394817,True,True,False,False,,4,17251,0,32,4,False,,True,AccelMain,,5,3,3,6,4,,0:02.75,False,,,True,24.379815110787227,True,1,False,40,True,True,True
11,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,9,True,False,4,False,True,5,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,9,5.99732,5,-i100 -p100 -t1 -d100,True,1.82776,False,,True,False,,False,db,mesh,False,18,False,True,20,6,False,True,3,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,3,DDR4,dfs,False,True,5,dor,1:07.06,45.011524589,,route_min_directed_valient,3.03kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,18,False,GEMM_8,,98195183,True,0,pirTest,2,91.38777331548415,True,True,False,False,,4,2241,0,32,4,False,,True,AccelMain,,5,3,3,6,4,,0:00.74,False,,,True,30.637702324449315,True,1,False,40,True,True,True
11,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,9,True,False,4,False,True,6,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,9,7.58606,6,-i100 -p100 -t1 -d100,True,1.89652,False,,True,False,,False,db,mesh,False,18,False,True,20,6,False,True,3,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,3,DDR4,dfs,False,True,5,dor,1:32.73,75.157601493,,route_min_directed_valient,3.98kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,18,False,GEMM_9,,98195183,True,0,pirTest,2,94.82579002199328,True,True,False,False,,4,8639,0,32,4,False,,True,AccelMain,,6,3,3,6,4,,0:02.17,False,,,True,30.62131033684454,True,1,False,40,True,True,True
7,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,0,True,False,4,False,True,2,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,7,0.0,2,-i100 -p100 -t1 -d100,True,2.90909,False,,True,False,,False,db,mesh,False,7,False,True,20,6,False,True,2,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,2,DDR4,dfs,False,True,2,dor,1:17.20,45.26304134,,route_min_directed_valient,0.09kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,7,False,IfTest_0,,98195183,True,0,pirTest,2,36.36363636363637,True,True,False,False,,4,88,0,32,4,False,,True,AccelMain,,2,2,2,6,4,,0:01.02,False,,,True,15.25974025974026,True,1,False,40,True,True,True
10,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,9,True,False,4,False,True,2,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,2,3.18861,2,-i100 -p100 -t1 -d100,True,3.64413,False,,True,False,,False,db,mesh,False,9,False,True,20,6,False,True,1,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,1,DDR4,dfs,False,True,2,dor,0:18.84,14.193597484,,route_min_directed_valient,1.65kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,9,False,InitSort_0,,98195183,True,0,pirTest,2,91.1032028469751,True,True,False,False,,4,562,0,32,4,False,,True,AccelMain,,2,1,1,6,4,,0:00.34,False,,,True,16.152629497825227,True,1,False,40,True,True,True
9,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,5,True,False,4,False,True,2,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,4,0.0,2,-i100 -p100 -t1 -d100,True,2.16949,False,,True,False,,False,db,mesh,False,7,False,True,20,6,False,True,1,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,1,DDR4,dfs,False,True,2,dor,0:32.26,41.431848636,,route_min_directed_valient,0.22kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,7,False,InitSort_1,,98195183,True,0,pirTest,2,54.23728813559322,True,True,False,False,,4,118,0,32,4,False,,True,AccelMain,,2,1,1,6,4,,0:00.54,False,,,True,22.12806026365348,True,1,False,40,True,True,True
18,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,10,True,False,4,False,True,4,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,8,0.0,4,-i100 -p100 -t1 -d100,True,4.69725,False,,True,False,,False,db,mesh,False,14,False,True,20,6,False,True,2,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,2,DDR4,dfs,False,True,4,dor,2:16.79,55.632728371,,route_min_directed_valient,0.21kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,14,False,InitSort_2,,98195183,True,0,pirTest,2,58.71559633027523,True,True,False,False,,4,109,0,32,4,False,,True,AccelMain,,4,2,2,6,4,,0:00.51,False,,,True,25.310307609282248,True,1,False,40,True,True,True
29,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,19,True,False,4,False,True,6,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,14,0.0,6,-i100 -p100 -t1 -d100,True,4.69725,False,,True,False,,False,db,mesh,False,31,False,True,20,6,False,True,3,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,3,DDR4,dfs,False,True,6,dor,2:56.92,103.070522845,,route_min_directed_valient,0.13kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,31,False,InitSort_3,,98195183,True,0,pirTest,2,58.71559633027523,True,True,False,False,,4,109,0,32,4,False,,True,AccelMain,,6,3,3,6,4,,0:00.83,False,,,True,21.86544342507645,True,1,False,40,True,True,True
13,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,7,True,False,4,False,True,4,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,8,0.0,4,-i100 -p100 -t1 -d100,True,2.75269,False,,True,False,,False,db,mesh,False,11,False,True,20,6,False,True,1,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,1,DDR4,dfs,False,True,4,dor,1:21.37,44.873791552,,route_min_directed_valient,0.25kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,11,False,InitSort_4,,98195183,True,0,pirTest,2,68.81720430107526,True,True,False,False,,4,186,0,32,4,False,,True,AccelMain,,4,1,1,6,4,,0:00.75,False,,,True,30.501792114695338,True,1,False,40,True,True,True
14,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,7,True,False,4,False,True,12,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,26,0.927628,12,-i100 -p100 -t1 -d100,True,0.115954,False,,True,False,,False,db,mesh,False,33,False,True,20,6,False,True,3,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,3,DDR4,dfs,False,True,12,dor,6:13.77,207.909237362,,route_min_directed_valient,1.77kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,33,False,Kmeans_0,,98195183,True,0,pirTest,2,92.76281334484564,True,True,False,False,,4,141298,0,32,4,False,,True,AccelMain,,12,3,3,6,4,,1:20.03,False,,,True,28.410891689288192,True,1,False,40,True,True,True
14,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,0,True,False,4,False,True,11,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,30,0.0609711,11,-i100 -p100 -t1 -d100,True,0.00762138,False,,True,False,,False,db,mesh,False,30,False,True,20,6,False,True,3,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,3,DDR4,dfs,False,True,11,dor,3:00.30,240.563073515,,route_min_directed_valient,1.87kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,30,False,Kmeans_1,,98195183,True,0,pirTest,2,97.55370530682534,True,True,False,False,,4,2149741,0,32,4,False,,True,AccelMain,,11,3,3,6,4,,19:09.16,False,,,True,29.059300997895495,True,1,False,40,True,True,True
19,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,10,True,False,4,False,True,17,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,37,1.81578,17,-i100 -p100 -t1 -d100,True,0.226972,False,,True,False,,False,db,mesh,False,47,False,True,20,6,False,True,3,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,3,DDR4,dfs,False,True,15,dor,8:26.13,177.861564279,,route_min_directed_valient,1.21kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,47,False,Kmeans_2,,98195183,True,0,pirTest,2,90.78894507169079,True,True,False,False,,4,72185,0,32,4,False,,True,AccelMain,,17,3,3,6,4,,0:59.48,False,,,True,32.302439045508066,True,1,False,40,True,True,True
16,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,10,True,False,4,False,True,13,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,31,0.929272,13,-i100 -p100 -t1 -d100,True,0.116159,False,,True,False,,False,db,mesh,False,41,False,True,20,6,False,True,3,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,3,DDR4,dfs,False,True,12,dor,5:03.76,231.480274337,,route_min_directed_valient,0.75kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,41,False,Kmeans_3,,98195183,True,0,pirTest,2,92.92723044637286,True,True,False,False,,4,141048,0,32,4,False,,True,AccelMain,,13,3,3,6,4,,3:07.60,False,,,True,23.404157559019733,True,1,False,40,True,True,True
15,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,7,True,False,4,False,True,15,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,37,0.929101,15,-i100 -p100 -t1 -d100,True,0.116138,False,,True,False,,False,db,mesh,False,44,False,True,20,6,False,True,3,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,3,DDR4,dfs,False,True,12,dor,5:49.83,343.835728018,,route_min_directed_valient,1.02kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,44,False,Kmeans_4,,98195183,True,0,pirTest,2,92.91010391709315,True,True,False,False,,4,141074,0,32,4,False,,True,AccelMain,,15,3,3,6,4,,2:17.78,False,,,True,25.573788091332073,True,1,False,40,True,True,True
