MC,runp2p_rbw,maketst_time,runhybrid_rbw,OPS-FU,OPS-Flt,VPCU,mergeTime_ms,pir_sha,runp2p_pass,VMC-alloc,runp2p_success,runp2p_cycle,simfreq,PCU_Total,genpir,VMC,runhybrid_dram_power,PMU,slink,gentst_time,runhybrid_pass,runp2p_deadlock,runhybrid_deadlock,OPS-Other,algo,OPS-Prog FU,pattern,project,VPCU-split,VPMU,maxActive,avgActive,PMU_Total,runhybrid_time,vcLimit,OPS-Fix,MC_Total,runp2p_dram_power,VAFG-alloc,col,vlink,time,runproute_err,genpir_err,runproute_time,VPMU-alloc,runp2p_time,DAG,app,runp2p_wbw,freq,runhybrid_complete,OPS-All,VAFG,prtime,VPMU-split,runhybrid_success,gentst_err,pirArgs,runhybrid_wbw,DAG_Total,VDAG-alloc,VMC-split,VAFG-split,row,spatial_sha,runhybrid_cycle,PCU,maketst_err,VDAG-split,VDAG,backend,VPCU-alloc,runp2p_complete,succeeded,runhybrid_err,runp2p_err,notFit
2,51.522,0:32.94,,,,4,,cd9baf15,True,2,True,159,0.36kHz,200,True,2,,2,,9.565343322,,False,False,,,,,pirTest,4,2,40.25157232704402,32.494758909853246,200,,,,40,,1,20,,2020-01-10 13:28:43 -0800,,,,2,0:00.44,3,DotProduct_0,0.0,1000000000.0,False,,1,,2,False,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,40,0,2,1,20,db801ab9,,1,,0,0,Tst,4,True,True,,,
