runproute_err,dupra,row,VMC,VBB,PCU,pattern,runhybrid_wbw,runp2p_rbw,OPS-FU,runhybrid_deadlock,merge,share-adctx,rtanal,retime-buffer-only,pracc,dag-stage,genpir_err,load,algo,psim,runp2p_complete,constprop,time,VAFG,VAFG-split,simfreq,open,pmu-stage,waveform,run-psim,runp2p_err,project,MC,start-id,runhybrid_rbw,dag,split,reserve-pcu,trace,link-prop,run-proute,runhybrid_time,VAFG-alloc,merge-forward,run-tst,retime-local,flit-width,dot,reserve-pmu,proute-seed,split-thread,ag-dce,slink,runp2p_cycle,VPCU,gentst_err,runp2p_deadlock,MC_Total,runp2p_wbw,merge-algo,codegen,runp2p_pass,simulate,freq,mergeTime_ms,pcu-stage,vfifo,retime-exout,PMU,module,OPS-All,VBB-split,VPMU-split,runhybrid_err,maketst_err,clock,backend,word,vec,PMU_Total,retime-glob,proute-opts,nn,tokenout,runhybrid_success,succeeded,VDAG-split,DAG_Total,proute-algo,rtelm-unsafe,split-algo,runhybrid_complete,VMC-alloc,app,pirArgs,prtime,lrange,bcread,fast,split-forward,VBB-alloc,VPCU-split,vdot,runp2p_success,spatial_sha,save,VPMU,vlink,rtelm,VPMU-alloc,maxActive,routing-algo,vc,reserve-dag,runhybrid_pass,OPS-Other,runp2p_time,runhybrid_cycle,PCU_Total,name,debug-print,mdone,runp2p_dram_power,notFit,psim-q,VMC-split,pir_sha,vcLimit,stat,rundot,igraph,maketst_time,runproute_time,col,mem-tech,argout,proute-q,time-out,dedicated-dag,avgActive,tungsten,verbose,runhybrid_dram_power,mapping,VDAG-alloc,sr,OPS-Fix,OPS-Flt,topo,gentst_time,VDAG,routing-cost,scheduled,VPCU-alloc,genpir,OPS-Prog FU,arch,pmu-sram-size,DAG,debug,fifo-depth,memelm,net,argin
,False,20,4,,0,checkerboard,,2.17872,,False,False,False,True,False,True,6,,False,route_min_directed_valient,False,True,True,2020-04-06 13:17:39 -0700,1,1,1.38kHz,False,6,True,False,,pirTest,4,0,,True,True,0,False,db,False,,1,False,False,False,512,True,0,0,1,True,4,470,14,,False,40,2.17872,bfs,True,True,False,1000000000.0,,6,4,False,14,False,,,,,,1000000000,Tst,32,16,200,False,-i100 -p100 -t1 -d100,False,5,False,True,0,40,route_min_directed_valient,False,dfs,False,4,DRAMDoubleBuffer2_2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,True,True,True,False,,14,True,True,55a8709f,True,,2,True,,27.23404255319149,dor,4,0,,,0:00.34,,200,AccelMain,True,True,,,1,4,80092658,4,True,True,False,0:21.74,,20,DDR4,4,4,100,False,7.898936170212766,True,False,,True,0,True,,,mesh,28.56904564,0,H-hop,False,14,True,,MyDesign,65536,0,True,16,False,hybrid,6
,False,20,6,,0,checkerboard,,2.17872,,False,False,False,True,False,True,6,,False,route_min_directed_valient,False,True,True,2020-04-06 13:17:39 -0700,1,1,0.69kHz,False,6,True,False,,pirTest,6,0,,True,True,0,False,db,False,,1,False,False,False,512,True,0,0,1,True,4,470,21,,False,40,2.17872,bfs,True,True,False,1000000000.0,,6,4,False,3,False,,,,,,1000000000,Tst,32,16,200,False,-i100 -p100 -t1 -d100,False,5,False,True,0,40,route_min_directed_valient,False,dfs,False,6,DRAMDoubleBuffer2_3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,True,True,True,False,,21,True,True,55a8709f,True,,2,True,,27.23404255319149,dor,4,0,,,0:00.68,,200,AccelMain,True,True,,,1,6,80092658,4,True,True,False,0:37.84,,20,DDR4,4,4,100,False,8.233117483811286,True,False,,True,0,True,,,mesh,26.424003887,0,H-hop,False,21,True,,MyDesign,65536,18,True,16,False,hybrid,6
,False,20,6,,0,checkerboard,,2.92571,,False,False,False,True,False,True,6,,False,route_min_directed_valient,False,True,True,2020-04-06 13:17:39 -0700,1,1,0.48kHz,False,6,True,False,,pirTest,6,0,,True,True,0,False,db,False,,1,False,False,False,512,True,0,0,1,True,4,350,21,,False,40,2.92571,bfs,True,True,False,1000000000.0,,6,4,False,9,False,,,,,,1000000000,Tst,32,16,200,False,-i100 -p100 -t1 -d100,False,5,False,True,0,40,route_min_directed_valient,False,dfs,False,6,DRAMDoubleBuffer2_4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,True,True,True,False,,21,True,True,55a8709f,True,,2,True,,2.2857142857142856,dor,4,0,,,0:00.73,,200,AccelMain,True,True,,,1,6,80092658,4,True,True,False,0:38.86,,20,DDR4,4,4,100,False,2.111801242236025,True,False,,True,0,True,,,mesh,30.776235628,0,H-hop,False,21,True,,MyDesign,65536,12,True,16,False,hybrid,6
,False,20,4,,0,checkerboard,,2.23094,,False,False,False,True,False,True,6,,False,route_min_directed_valient,False,True,True,2020-04-06 13:17:39 -0700,1,1,0.79kHz,False,6,True,False,,pirTest,4,0,,True,True,0,False,db,False,,1,False,False,False,512,True,0,0,1,True,4,459,13,,False,40,2.23094,bfs,True,True,False,1000000000.0,,6,4,False,1,False,,,,,,1000000000,Tst,32,16,200,False,-i100 -p100 -t1 -d100,False,5,False,True,0,40,route_min_directed_valient,False,dfs,False,4,DRAMDoubleBuffer_0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,True,True,True,False,,13,True,True,55a8709f,True,,2,True,,55.773420479302835,dor,4,0,,,0:00.58,,200,AccelMain,True,True,,,1,4,80092658,4,True,True,False,0:35.74,,20,DDR4,4,4,100,False,15.831517792302106,True,False,,True,0,True,,,mesh,24.554395082,0,H-hop,False,13,True,,MyDesign,65536,12,True,16,False,hybrid,6
,False,20,4,,0,checkerboard,,4.04743,,False,False,False,True,False,True,6,,False,route_min_directed_valient,False,True,True,2020-04-06 13:17:39 -0700,1,1,0.62kHz,False,6,True,False,,pirTest,4,0,,True,True,0,False,db,False,,1,False,False,False,512,True,0,0,1,True,4,253,11,,False,40,4.04743,bfs,True,True,False,1000000000.0,,6,4,False,4,False,,,,,,1000000000,Tst,32,16,200,False,-i100 -p100 -t1 -d100,False,5,False,True,0,40,route_min_directed_valient,False,dfs,False,4,DRAMDoubleBuffer_1,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,True,True,True,False,,11,True,True,55a8709f,True,,2,True,,6.324110671936759,dor,4,0,,,0:00.41,,200,AccelMain,True,True,,,1,4,80092658,4,True,True,False,0:21.59,,20,DDR4,4,4,100,False,3.4660991182730316,True,False,,True,0,True,,,mesh,28.119708164,0,H-hop,False,11,True,,MyDesign,65536,7,True,16,False,hybrid,6
,False,20,8,,0,checkerboard,,4.33898,,False,False,False,True,False,True,6,,False,route_min_directed_valient,False,True,True,2020-04-06 13:17:39 -0700,1,1,0.74kHz,False,6,True,False,,pirTest,8,0,,True,True,0,False,db,False,,1,False,False,False,512,True,0,0,1,True,4,236,22,,False,40,4.33898,bfs,True,True,False,1000000000.0,,6,4,False,8,False,,,,,,1000000000,Tst,32,16,200,False,-i100 -p100 -t1 -d100,False,5,False,True,0,40,route_min_directed_valient,False,dfs,False,8,DRAMDoubleBuffer_2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,True,True,True,False,,22,True,True,55a8709f,True,,2,True,,3.389830508474576,dor,4,0,,,0:00.32,,200,AccelMain,True,True,,,1,8,80092658,4,True,True,False,0:48.33,,20,DDR4,4,4,100,False,2.01271186440678,True,False,,True,0,True,,,mesh,43.011604125,0,H-hop,False,22,True,,MyDesign,65536,14,True,16,False,hybrid,6
,False,20,12,,0,checkerboard,,4.33898,,False,False,False,True,False,True,6,,False,route_min_directed_valient,False,True,True,2020-04-06 13:17:39 -0700,1,1,0.5kHz,False,6,True,False,,pirTest,12,0,,True,True,0,False,db,False,,1,False,False,False,512,True,0,0,1,True,4,236,37,,False,40,4.33898,bfs,True,True,False,1000000000.0,,6,4,False,28,False,,,,,,1000000000,Tst,32,16,200,False,-i100 -p100 -t1 -d100,False,5,False,True,0,40,route_min_directed_valient,False,dfs,False,12,DRAMDoubleBuffer_3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,True,True,True,False,,37,True,True,55a8709f,True,,2,True,,3.389830508474576,dor,4,0,,,0:00.47,,200,AccelMain,True,True,,,1,12,80092658,4,True,True,False,1:03.04,,20,DDR4,4,4,100,False,2.0208604954367666,True,False,,True,0,True,,,mesh,68.816610567,0,H-hop,False,37,True,,MyDesign,65536,9,True,16,False,hybrid,6
,False,20,3,,11,checkerboard,,43.656,,False,False,False,True,False,True,6,,False,route_min_directed_valient,False,True,True,2020-04-06 13:17:39 -0700,1,1,6.81kHz,False,6,True,False,,pirTest,3,0,,True,True,0,False,db,False,,1,False,False,False,512,True,0,0,1,True,4,78062,19,,False,40,43.656,bfs,True,,False,1000000000.0,,6,4,False,2,False,,,,,,1000000000,Tst,32,16,200,False,-i100 -p100 -t1 -d100,False,5,False,True,0,40,route_min_directed_valient,False,dfs,False,3,DRAMMergeSort_0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,True,True,True,False,,19,True,True,55a8709f,True,,2,True,,68.21244651687121,dor,4,0,,,0:11.47,,200,AccelMain,True,True,,,1,3,80092658,4,True,True,False,0:49.01,,20,DDR4,4,4,100,False,20.595296046732084,True,False,,True,0,True,,,mesh,32.559304761,0,H-hop,False,19,True,,MyDesign,65536,6,True,16,False,hybrid,6
,False,20,3,,11,checkerboard,,43.9023,,False,False,False,True,False,True,6,,False,route_min_directed_valient,False,True,True,2020-04-06 13:17:39 -0700,1,1,4.6kHz,False,6,True,False,,pirTest,3,0,,True,True,0,False,db,False,,1,False,False,False,512,True,0,0,1,True,4,77624,19,,False,40,43.9023,bfs,True,,False,1000000000.0,,6,4,False,2,False,,,,,,1000000000,Tst,32,16,200,False,-i100 -p100 -t1 -d100,False,5,False,True,0,40,route_min_directed_valient,False,dfs,False,3,DRAMMergeSort_1,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,True,True,True,False,,19,True,True,55a8709f,True,,2,True,,68.59734102854787,dor,4,0,,,0:16.88,,200,AccelMain,True,True,,,1,3,80092658,4,True,True,False,0:54.35,,20,DDR4,4,4,100,False,20.71150675048954,True,False,,True,0,True,,,mesh,30.999804644,0,H-hop,False,19,True,,MyDesign,65536,6,True,16,False,hybrid,6
,False,20,6,,22,checkerboard,,50.9741,,False,False,False,True,False,True,6,,False,route_min_directed_valient,False,True,True,2020-04-06 13:17:39 -0700,1,1,2.99kHz,False,6,True,False,,pirTest,6,0,,True,True,0,False,db,False,,1,False,False,False,512,True,0,0,1,True,4,66855,37,,False,40,50.9741,bfs,True,,False,1000000000.0,,6,4,False,4,False,,,,,,1000000000,Tst,32,16,200,False,-i100 -p100 -t1 -d100,False,5,False,True,0,40,route_min_directed_valient,False,dfs,False,6,DRAMMergeSort_2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,True,True,True,False,,37,True,True,55a8709f,True,,2,True,,42.8868446638247,dor,4,0,,,0:22.36,,200,AccelMain,True,True,,,1,6,80092658,4,True,True,False,1:05.60,,20,DDR4,4,4,100,False,13.827060176622663,True,False,,True,0,True,,,mesh,53.97635655,0,H-hop,False,37,True,,MyDesign,65536,11,True,16,False,hybrid,6
,False,20,9,,33,checkerboard,,55.6396,,False,False,False,True,False,True,6,,False,route_min_directed_valient,False,True,True,2020-04-06 13:17:39 -0700,1,1,0.99kHz,False,6,True,False,,pirTest,9,0,,True,True,0,False,db,False,,1,False,False,False,512,True,0,0,1,True,4,61249,55,,False,40,55.6396,bfs,True,,False,1000000000.0,,6,4,False,6,False,,,,,,1000000000,Tst,32,16,200,False,-i100 -p100 -t1 -d100,False,5,False,True,0,40,route_min_directed_valient,False,dfs,False,9,DRAMMergeSort_3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,True,True,True,False,,55,True,True,55a8709f,True,,2,True,,36.408757694003164,dor,4,0,,,1:02.03,,200,AccelMain,True,True,,,1,9,80092658,4,True,True,False,2:33.15,,20,DDR4,4,4,100,False,11.79075939561825,True,False,,True,0,True,,,mesh,124.500785294,0,H-hop,False,55,True,,MyDesign,65536,16,True,16,False,hybrid,6
,False,20,12,,44,checkerboard,,56.2123,,False,False,False,True,False,True,6,,False,route_min_directed_valient,False,True,True,2020-04-06 13:17:39 -0700,1,1,1.81kHz,False,6,True,False,,pirTest,12,0,,True,True,0,False,db,False,,1,False,False,False,512,True,0,0,1,True,4,60625,73,,False,40,56.2123,bfs,True,,False,1000000000.0,,6,4,False,8,False,,,,,,1000000000,Tst,32,16,200,False,-i100 -p100 -t1 -d100,False,5,False,True,0,40,route_min_directed_valient,False,dfs,False,12,DRAMMergeSort_4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,True,True,True,False,,73,True,True,55a8709f,True,,2,True,,28.71422680412371,dor,4,0,,,0:33.51,,200,AccelMain,True,True,,,1,12,80092658,4,True,True,False,2:42.67,,20,DDR4,4,4,100,False,9.374345869028605,True,False,,True,0,True,,,mesh,137.13447631,0,H-hop,False,73,True,,MyDesign,65536,21,True,16,False,hybrid,6
