runhybrid_wbw,vc,vlink,verbose,fifo-depth,mdone,retime-glob,nn,VDAG-split,codegen,pir_sha,runp2p_cycle,runhybrid_err,ag-dce,split-algo,VAFG-alloc,runhybrid_rbw,retime-exout,runp2p_deadlock,OPS-Fix,runhybrid_pass,runhybrid_deadlock,VBB-alloc,lrange,proute-seed,routing-cost,project,runp2p_err,MC,dag,sr,debug-print,vec,VPMU-split,debug,VBB,runhybrid_cycle,trace,proute-opts,genpir,gentst_time,DAG_Total,PMU_Total,col,start-id,runp2p_rbw,app,run-tst,maketst_time,spatial_sha,psim,MC_Total,pcu-stage,fast,time,VMC-alloc,tungsten,stat,DAG,runhybrid_complete,pirArgs,pattern,OPS-FU,open,proute-q,rtelm,runproute_time,PCU,dot,split-thread,avgActive,argout,tokenout,merge,retime-buffer-only,freq,maxActive,pmu-stage,PCU_Total,runp2p_wbw,split,time-out,runp2p_success,merge-algo,mapping,simulate,net,mergeTime_ms,VMC-split,mem-tech,clock,reserve-pcu,runhybrid_success,algo,vdot,flit-width,link-prop,PMU,bcread,arch,VPMU,notFit,row,dupra,runp2p_complete,VPCU-split,retime-local,scheduled,name,maketst_err,OPS-Other,prtime,run-psim,VMC,VPCU,pracc,routing-algo,simfreq,rundot,load,VPCU-alloc,constprop,runp2p_pass,OPS-All,vfifo,argin,VBB-split,slink,word,VDAG-alloc,runp2p_time,runp2p_dram_power,proute-algo,split-forward,dag-stage,succeeded,merge-forward,psim-q,run-proute,save,OPS-Flt,backend,pmu-sram-size,waveform,VAFG,VPMU-alloc,VAFG-split,runproute_err,igraph,gentst_err,memelm,runhybrid_dram_power,reserve-pmu,runhybrid_time,OPS-Prog FU,module,dedicated-dag,genpir_err,vcLimit,topo,VDAG
,4,2,False,16,True,False,False,0,True,b2353561,5741,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,7,True,True,True,16,9,True,,,False,-i100 -p100 -t1 -d100,True,226.851161566,40,200,20,0,1.72792,GEMM_15,False,4:49.40,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,7,True,True,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,52,True,1,25.07073874083106,4,5,False,False,1000000000.0,71.34645532137259,6,200,0.713465,True,100,True,bfs,True,False,hybrid,,7,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,9,True,MyDesign,9,,20,False,True,52,False,False,AccelMain,,,,False,7,52,True,dor,1.55kHz,True,False,30,True,True,,4,6,,4,32,0,0:03.71,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,9,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,4948,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,20,True,True,True,16,28,True,,,False,-i100 -p100 -t1 -d100,True,470.872048497,40,200,20,0,1.65562,GEMM_16,False,7:36.47,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,20,True,True,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,56,True,1,22.124379258574894,4,5,False,False,1000000000.0,82.78092158447858,6,200,0.827809,True,100,True,bfs,True,False,hybrid,,20,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,28,True,MyDesign,28,,20,False,True,56,False,False,AccelMain,,,,False,20,56,True,dor,0.35kHz,True,False,56,True,True,,4,6,,4,32,0,0:14.22,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,28,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,2744,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,7,True,True,True,16,11,True,,,False,-i100 -p100 -t1 -d100,True,304.473174302,40,200,20,0,21.9708,GEMM_17,False,4:09.40,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,7,True,True,30,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,27,True,1,35.4525576464352,4,5,False,False,1000000000.0,74.63556851311954,6,200,5.97085,True,100,True,bfs,True,False,hybrid,,7,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,11,True,MyDesign,11,,20,False,True,57,False,False,AccelMain,,,,False,7,57,True,dor,0.68kHz,True,False,30,True,True,,4,6,,4,32,0,0:04.01,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,9,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,2556,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,20,True,True,True,16,28,True,,,False,-i100 -p100 -t1 -d100,True,581.658632217,40,200,20,0,12.82,GEMM_18,False,10:06.36,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,20,True,True,40,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,44,True,1,26.85646820945338,4,5,False,False,1000000000.0,80.12519561815337,6,200,6.41002,True,100,True,bfs,True,False,hybrid,,20,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,28,True,MyDesign,28,,20,False,True,84,False,False,AccelMain,,,,False,20,84,True,dor,0.12kHz,True,False,56,True,True,,4,6,,4,32,0,0:21.27,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,28,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,46115,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,5,True,True,True,16,7,True,,,False,-i100 -p100 -t1 -d100,True,168.280326505,40,200,20,0,5.68457,GEMM_19,False,3:35.83,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,5,True,True,15,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,15,True,1,27.418343772675332,4,5,False,False,1000000000.0,97.70356716903393,6,200,1.42114,True,100,True,bfs,True,False,hybrid,,5,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,7,True,MyDesign,7,,20,False,True,30,False,False,AccelMain,,,,False,5,30,True,dor,0.52kHz,True,False,19,True,True,,4,6,,4,32,0,1:28.06,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,7,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,66599,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,3,True,True,True,16,6,True,,,False,-i100 -p100 -t1 -d100,True,98.286723143,40,200,20,0,3.93616,GEMM_2,False,3:14.60,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,3,True,True,9,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,9,True,1,27.09956856209052,4,5,False,False,1000000000.0,98.40387993813721,6,200,0.984039,True,100,True,bfs,True,False,hybrid,,3,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,6,True,MyDesign,6,,20,False,True,18,False,False,AccelMain,,,,False,3,18,True,dor,1.28kHz,True,False,11,True,True,,4,6,,4,32,0,0:51.91,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,5,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,16544,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,5,True,True,True,16,9,True,,,False,-i100 -p100 -t1 -d100,True,394.242805232,40,200,20,0,15.8453,GEMM_20,False,5:13.60,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,5,True,True,30,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,34,True,1,38.62718066507961,4,5,False,False,1000000000.0,93.61702127659575,6,200,3.96132,True,100,True,bfs,True,False,hybrid,,5,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,9,True,MyDesign,9,,20,False,True,64,False,False,AccelMain,,,,False,5,64,True,dor,0.23kHz,True,False,31,True,True,,4,6,,4,32,0,1:13.23,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,7,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,9272,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,15,True,True,True,16,27,True,,,False,-i100 -p100 -t1 -d100,True,2977.938821912,40,200,20,0,21.2045,GEMM_21,False,16:11.72,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,15,True,True,40,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,162,True,1,34.86480324592348,4,5,False,False,1000000000.0,83.52027610008628,6,200,7.06816,True,100,True,bfs,True,False,hybrid,,15,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,27,True,MyDesign,27,,20,False,True,202,False,False,AccelMain,,,,False,15,202,True,dor,0.08kHz,True,False,95,True,True,,4,6,,4,32,0,2:01.40,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,21,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,34202,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,15,True,True,True,16,21,True,,,False,-i100 -p100 -t1 -d100,True,751.719385526,40,200,20,0,5.74844,GEMM_22,False,7:41.87,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,15,True,True,36,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,33,True,1,27.186720948630416,4,5,False,False,1000000000.0,95.8072627331735,6,200,1.91615,True,100,True,bfs,True,False,hybrid,,15,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,21,True,MyDesign,21,,20,False,True,69,False,False,AccelMain,,,,False,15,69,True,dor,0.21kHz,True,False,46,True,True,,4,6,,4,32,0,2:41.54,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,21,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,149039,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,3,True,True,True,16,5,True,,,False,-i100 -p100 -t1 -d100,True,174.13180632,40,200,20,0,1.7589,GEMM_23,False,3:47.67,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,3,True,True,11,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,23,True,1,28.138601915666978,4,5,False,False,1000000000.0,98.2507934164883,6,200,0.439724,True,100,True,bfs,True,False,hybrid,,3,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,5,True,MyDesign,5,,20,False,True,34,False,False,AccelMain,,,,False,3,34,True,dor,1.35kHz,True,False,15,True,True,,4,6,,4,32,0,1:50.11,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,5,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,75818,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,9,True,True,True,16,15,True,,,False,-i100 -p100 -t1 -d100,True,914.553000035,40,200,20,0,2.59316,GEMM_24,False,8:17.65,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,9,True,True,33,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,71,True,1,28.195933145945016,4,5,False,False,1000000000.0,96.568097285605,6,200,0.864386,True,100,True,bfs,True,False,hybrid,,9,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,15,True,MyDesign,15,,20,False,True,104,False,False,AccelMain,,,,False,9,104,True,dor,0.2kHz,True,False,45,True,True,,4,6,,4,32,0,6:11.22,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,15,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,67312,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,5,True,True,True,16,7,True,,,False,-i100 -p100 -t1 -d100,True,109.349656176,40,200,20,0,3.89446,GEMM_3,False,2:45.63,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,5,True,True,12,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,9,True,1,27.59281534060638,4,5,False,False,1000000000.0,97.36154028999287,6,200,0.973615,True,100,True,bfs,True,False,hybrid,,5,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,7,True,MyDesign,7,,20,False,True,21,False,False,AccelMain,,,,False,5,21,True,dor,0.69kHz,True,False,14,True,True,,4,6,,4,32,0,1:37.96,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,7,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,66745,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,4,True,True,True,16,6,True,,,False,-i100 -p100 -t1 -d100,True,86.712144421,40,200,20,0,3.92755,GEMM_4,False,1:21.73,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,4,True,True,11,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,9,True,1,25.32935565416518,4,5,False,False,1000000000.0,98.18862836167503,6,200,0.981886,True,100,True,bfs,True,False,hybrid,,4,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,6,True,MyDesign,6,,20,False,True,20,False,False,AccelMain,,,,False,4,20,True,dor,3.24kHz,True,False,13,True,True,,4,6,,4,32,0,0:20.57,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,6,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,18306,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,7,True,True,True,16,11,True,,,False,-i100 -p100 -t1 -d100,True,343.907044909,40,200,20,0,14.3201,GEMM_6,False,5:44.35,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,7,True,True,30,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,27,True,1,35.800383381504325,4,5,False,False,1000000000.0,89.5007101496777,6,200,3.58003,True,100,True,bfs,True,False,hybrid,,7,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,11,True,MyDesign,11,,20,False,True,57,False,False,AccelMain,,,,False,7,57,True,dor,0.38kHz,True,False,30,True,True,,4,6,,4,32,0,0:48.20,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,9,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,17251,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,3,True,True,True,16,5,True,,,False,-i100 -p100 -t1 -d100,True,85.995681532,40,200,20,0,0.779085,GEMM_7,False,2:47.51,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,3,True,True,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,18,True,1,24.379815110787227,4,5,False,False,1000000000.0,94.97420439394817,6,200,0.237436,True,100,True,bfs,True,False,hybrid,,3,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,5,True,MyDesign,5,,20,False,True,18,False,False,AccelMain,,,,False,3,18,True,dor,1.1kHz,True,False,11,True,True,,4,6,,4,32,0,0:15.69,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,5,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,2241,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,3,True,True,True,16,5,True,,,False,-i100 -p100 -t1 -d100,True,134.280114816,40,200,20,0,5.99732,GEMM_8,False,3:00.75,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,3,True,True,9,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,9,True,1,30.637702324449315,4,5,False,False,1000000000.0,91.38777331548415,6,200,1.82776,True,100,True,bfs,True,False,hybrid,,3,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,5,True,MyDesign,5,,20,False,True,18,False,False,AccelMain,,,,False,3,18,True,dor,0.62kHz,True,False,11,True,True,,4,6,,4,32,0,0:03.60,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,5,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,8574,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,3,True,True,True,16,6,True,,,False,-i100 -p100 -t1 -d100,True,152.230868774,40,200,20,0,7.64357,GEMM_9,False,3:01.72,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,3,True,True,9,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,9,True,1,30.85345229764404,4,5,False,False,1000000000.0,95.54466993235363,6,200,1.91089,True,100,True,bfs,True,False,hybrid,,3,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,6,True,MyDesign,6,,20,False,True,18,False,False,AccelMain,,,,False,3,18,True,dor,1.26kHz,True,False,11,True,True,,4,6,,4,32,0,0:06.79,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,5,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,88,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,2,True,True,True,16,2,True,,,False,-i100 -p100 -t1 -d100,True,54.839085968,40,200,20,0,0.0,IfTest_0,False,1:12.80,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,2,True,True,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,7,True,1,15.25974025974026,4,5,False,False,1000000000.0,36.36363636363637,6,200,2.90909,True,100,True,bfs,True,False,hybrid,,2,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,2,True,MyDesign,2,,20,False,True,7,False,False,AccelMain,,,,False,2,7,True,dor,0.1kHz,True,False,7,True,True,,4,6,,4,32,0,0:00.87,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,2,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,562,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,1,True,True,True,16,2,True,,,False,-i100 -p100 -t1 -d100,True,57.989904121,40,200,20,0,3.18861,InitSort_0,False,0:43.62,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,1,True,True,9,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,2,True,1,16.152629497825227,4,5,False,False,1000000000.0,91.1032028469751,6,200,3.64413,True,100,True,bfs,True,False,hybrid,,1,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,2,True,MyDesign,2,,20,False,True,9,False,False,AccelMain,,,,False,1,9,True,dor,0.56kHz,True,False,10,True,True,,4,6,,4,32,0,0:01.00,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,2,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,118,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,1,True,True,True,16,2,True,,,False,-i100 -p100 -t1 -d100,True,50.421659385,40,200,20,0,0.0,InitSort_1,False,1:14.32,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,1,True,True,5,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,4,True,1,22.12806026365348,4,5,False,False,1000000000.0,54.23728813559322,6,200,2.16949,True,100,True,bfs,True,False,hybrid,,1,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,2,True,MyDesign,2,,20,False,True,7,False,False,AccelMain,,,,False,1,7,True,dor,0.09kHz,True,False,9,True,True,,4,6,,4,32,0,0:01.34,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,2,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,109,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,2,True,True,True,16,4,True,,,False,-i100 -p100 -t1 -d100,True,88.199841214,40,200,20,0,0.0,InitSort_2,False,1:09.41,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,2,True,True,10,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,8,True,1,25.310307609282248,4,5,False,False,1000000000.0,58.71559633027523,6,200,4.69725,True,100,True,bfs,True,False,hybrid,,2,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,4,True,MyDesign,4,,20,False,True,14,False,False,AccelMain,,,,False,2,14,True,dor,0.08kHz,True,False,18,True,True,,4,6,,4,32,0,0:01.41,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,4,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,109,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,3,True,True,True,16,6,True,,,False,-i100 -p100 -t1 -d100,True,125.027002621,40,200,20,0,0.0,InitSort_3,False,3:04.85,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,3,True,True,19,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,14,True,1,21.86544342507645,4,5,False,False,1000000000.0,58.71559633027523,6,200,4.69725,True,100,True,bfs,True,False,hybrid,,3,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,6,True,MyDesign,6,,20,False,True,31,False,False,AccelMain,,,,False,3,31,True,dor,0.07kHz,True,False,29,True,True,,4,6,,4,32,0,0:01.57,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,6,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,186,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,1,True,True,True,16,4,True,,,False,-i100 -p100 -t1 -d100,True,65.625533561,40,200,20,0,0.0,InitSort_4,False,1:30.69,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,1,True,True,7,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,8,True,1,30.501792114695338,4,5,False,False,1000000000.0,68.81720430107526,6,200,2.75269,True,100,True,bfs,True,False,hybrid,,1,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,4,True,MyDesign,4,,20,False,True,11,False,False,AccelMain,,,,False,1,11,True,dor,0.1kHz,True,False,13,True,True,,4,6,,4,32,0,0:01.82,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,4,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,141298,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,3,True,True,True,16,12,True,,,False,-i100 -p100 -t1 -d100,True,225.689811036,40,200,20,0,0.927628,Kmeans_0,False,6:33.88,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,3,True,True,7,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,26,True,1,28.410891689288192,4,5,False,False,1000000000.0,92.76281334484564,6,200,0.115954,True,100,True,bfs,True,False,hybrid,,3,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,12,True,MyDesign,12,,20,False,True,33,False,False,AccelMain,,,,False,3,33,True,dor,0.52kHz,True,False,14,True,True,,4,6,,4,32,0,4:31.21,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,12,1,,False,,False,,0,,,False,False,,4,mesh,0
