VPMU-split,runp2p_rbw,genpir,runp2p_complete,VBB-split,PCU,runhybrid_complete,vcLimit,runhybrid_deadlock,OPS-Prog FU,OPS-Other,VAFG-split,genpir_err,runp2p_wbw,DAG,app,VMC-alloc,VPCU-split,time,PCU_Total,pattern,OPS-FU,VPCU,OPS-Fix,runhybrid_err,runproute_err,runhybrid_cycle,runhybrid_pass,OPS-All,runp2p_cycle,VDAG,runp2p_time,col,runp2p_success,runp2p_pass,simfreq,PMU,maketst_time,pir_sha,runhybrid_time,MC,PMU_Total,VMC-split,runhybrid_dram_power,gentst_time,VMC,slink,DAG_Total,maxActive,freq,project,gentst_err,notFit,mergeTime_ms,VAFG,succeeded,runhybrid_rbw,algo,runhybrid_wbw,runp2p_err,MC_Total,OPS-Flt,runproute_time,prtime,maketst_err,runp2p_deadlock,vlink,spatial_sha,VBB-alloc,runp2p_dram_power,VPMU,pirArgs,VPCU-alloc,VAFG-alloc,VDAG-split,VDAG-alloc,row,avgActive,runhybrid_success,VPMU-alloc,backend
6,0.0,True,True,,5,False,,False,,,1,,4.33898,0,InitSort_3,3,33,2020-01-10 18:13:08 -0800,200,,,9,,,,,,,118,0,0:00.50,20,True,True,0.24kHz,10,1:26.17,b65b1a6c,,3,200,3,,74.886296267,3,,40,54.23728813559322,1000000000.0,pirTest,,,31878.039225,1,True,,,,,40,,,,,False,,7f5b887d,,,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",29,1,0,0,20,19.60087479496993,False,6,Tst
4,0.0,True,True,,4,False,,False,,,1,,2.62564,0,InitSort_4,1,15,2020-01-10 18:13:08 -0800,200,,,4,,,,,,,195,0,0:00.48,20,True,True,0.41kHz,4,0:58.17,b65b1a6c,,1,200,1,,22.493069298,1,,40,65.64102564102564,1000000000.0,pirTest,,,3424.081822,1,True,,,,,40,,,,,False,,7f5b887d,,,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",13,1,0,0,20,25.791855203619914,False,4,Tst
12,0.696776,True,True,,18,False,,False,,,1,,0.087097,0,Kmeans_0,3,34,2020-01-10 18:13:08 -0800,200,,,22,,,,,,,188112,0,0:33.76,20,True,True,5.57kHz,16,2:35.57,b65b1a6c,,3,200,3,,165.514761271,3,,40,69.67763885344901,1000000000.0,pirTest,,,80391.494904,1,True,,,,,40,,,,,False,,7f5b887d,,,12,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",14,1,0,0,20,21.860243862956043,False,12,Tst
11,0.0453837,True,True,,3,False,,False,,,1,,0.00567296,5,Kmeans_1,3,31,2020-01-10 18:13:08 -0800,200,,,16,,,,,,,2888087,0,6:14.86,20,True,True,7.7kHz,19,2:13.70,b65b1a6c,,3,200,3,,170.691334878,3,,40,72.61387901403248,1000000000.0,pirTest,,,87572.616805,1,True,,,,,40,,,,,False,,7f5b887d,,,11,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",14,1,0,0,20,22.196709755934947,False,11,Tst
17,1.36914,True,True,,18,False,,False,,,1,,0.171143,3,Kmeans_2,3,49,2020-01-10 18:13:08 -0800,200,,,34,,,,,,,95733,0,0:26.93,20,True,True,3.55kHz,30,3:41.49,b65b1a6c,,3,200,3,,313.014119099,3,,40,68.45706287278159,1000000000.0,pirTest,,,202183.813853,1,True,,,,,40,,,,,False,,7f5b887d,,,17,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",19,1,0,0,20,25.035286441698023,False,15,Tst
13,0.69767,True,True,,19,False,,False,,,1,,0.0872088,3,Kmeans_3,3,47,2020-01-10 18:13:08 -0800,200,,,29,,,,,,,187871,0,0:39.15,20,True,True,4.8kHz,20,3:08.94,b65b1a6c,,3,200,3,,353.092466551,3,,40,69.76702098780547,1000000000.0,pirTest,,,240727.638516,1,True,,,,,40,,,,,False,,7f5b887d,,,13,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",16,1,0,0,20,17.897798800722658,False,12,Tst
15,0.697626,True,True,,27,False,,False,,,1,,0.0872032,0,Kmeans_4,3,48,2020-01-10 18:13:08 -0800,200,,,36,,,,,,,187883,0,0:48.08,20,True,True,3.91kHz,24,3:33.19,b65b1a6c,,3,200,3,,918.011657766,3,,40,69.76256500055887,1000000000.0,pirTest,,,803466.065284,1,True,,,,,40,,,,,False,,7f5b887d,,,15,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",15,1,0,0,20,19.202357750283852,False,12,Tst
18,1.04508,True,True,,23,False,,False,,,1,,0.130635,0,Kmeans_5,3,71,2020-01-10 18:13:08 -0800,200,,,45,,,,,,,125418,0,0:55.38,20,True,True,2.26kHz,40,5:42.40,b65b1a6c,,3,200,3,,3376.130547392,3,,40,52.25406241528329,1000000000.0,pirTest,,,3184541.840551,1,True,,,,,40,,,,,False,,7f5b887d,,,18,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",23,1,0,0,20,15.384327780873733,False,15,Tst
15,0.698499,True,True,,26,False,,False,,,1,,0.0873124,1,Kmeans_6,3,57,2020-01-10 18:13:08 -0800,200,,,41,,,,,,,187648,0,0:45.62,20,True,True,4.11kHz,29,4:04.83,b65b1a6c,,3,200,3,,2062.521069813,3,,40,69.84993178717599,1000000000.0,pirTest,,,1940356.505582,1,True,,,,,40,,,,,False,,7f5b887d,,,15,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",17,1,0,0,20,15.575736153355846,False,12,Tst
20,1.04493,True,True,,36,False,,False,,,1,,0.130616,0,Kmeans_7,3,64,2020-01-10 18:13:08 -0800,200,,,48,,,,,,,125436,0,0:43.62,20,True,True,2.88kHz,32,3:58.25,b65b1a6c,,3,200,3,,1444.436101054,3,,40,52.246563984820945,1000000000.0,pirTest,,,1307866.711375,1,True,,,,,40,,,,,False,,7f5b887d,,,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",20,1,0,0,20,17.391940781521793,False,15,Tst
20,1.37608,True,True,,33,False,,False,,,1,,0.17201,4,Kmeans_8,3,81,2020-01-10 18:13:08 -0800,200,,,57,,,,,,,95250,0,0:37.17,20,True,True,2.56kHz,40,4:57.01,b65b1a6c,,3,200,3,,43984.50639083,3,,40,68.80419947506562,1000000000.0,pirTest,,,43820897.654554,1,True,,,,,40,,,,,False,,7f5b887d,,,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",24,1,0,0,20,18.290467959797706,False,15,Tst
28,,True,False,,,False,,False,,,1,,,,Kmeans_9,3,157,2020-01-10 18:13:08 -0800,,,,,,,,,,,,,,20,False,,,,,b65b1a6c,,,,3,,,,,,,1000000000.0,pirTest,,,,,False,,,,,,,,,,False,,7f5b887d,,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",38,1,0,0,20,,False,18,Tst
2,0.0,True,True,,0,False,,False,,,1,,0.0,0,LUTTest_0,,2,2020-01-10 18:13:08 -0800,200,,,1,,,,,,,60,0,0:00.44,20,True,True,0.14kHz,3,0:33.06,b65b1a6c,,0,200,,,12.024568117,,,40,13.333333333333334,1000000000.0,pirTest,,,904.98842,1,True,,,,,40,,,,,False,,7f5b887d,,,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",2,1,0,0,20,10.333333333333334,False,2,Tst
2,0.0,True,True,,1,False,,False,,,1,,0.0,0,LUTTest_1,,2,2020-01-10 18:13:08 -0800,200,,,1,,,,,,,163,0,0:00.53,20,True,True,0.31kHz,1,0:35.82,b65b1a6c,,0,200,,,12.950037912,,,40,78.52760736196319,1000000000.0,pirTest,,,1076.930081,1,True,,,,,40,,,,,False,,7f5b887d,,,1,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",2,1,0,0,20,55.33742331288344,False,2,Tst
2,0.0,True,True,,0,False,,False,,,1,,0.0,0,LUTTest_2,,3,2020-01-10 18:13:08 -0800,200,,,2,,,,,,,101,0,0:00.57,20,True,True,0.18kHz,4,0:34.78,b65b1a6c,,0,200,,,13.404993351,,,40,63.366336633663366,1000000000.0,pirTest,,,1157.226643,1,True,,,,,40,,,,,False,,7f5b887d,,,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",3,1,0,0,20,49.04798172124905,False,2,Tst
4,0.0,True,True,,2,False,,False,,,1,,0.0,1,LUTTest_3,,3,2020-01-10 18:13:08 -0800,200,,,3,,,,,,,46,0,0:00.46,20,True,True,0.1kHz,4,0:38.56,b65b1a6c,,0,200,,,23.728055152,,,40,8.695652173913043,1000000000.0,pirTest,,,1163.038713,1,True,,,,,40,,,,,False,,7f5b887d,,,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",3,1,0,0,20,7.867494824016563,False,2,Tst
,0.0,True,True,,1,False,,False,,,1,,0.0,0,LUTTest_4,,3,2020-01-10 18:13:08 -0800,200,,,1,,,,,,,17,0,0:00.57,20,True,True,0.03kHz,0,0:43.74,b65b1a6c,,0,200,,,12.648830597,,,40,5.882352941176471,1000000000.0,pirTest,,,1173.38466,1,True,,,,,40,,,,,False,,7f5b887d,,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",3,1,0,0,20,5.882352941176471,False,,Tst
11,5.58524,True,True,,5,False,,False,,,1,,0.0105881,0,LogReg_0,4,20,2020-01-10 18:13:08 -0800,200,,,7,,,,,,,12089,0,0:01.60,20,True,True,7.56kHz,13,1:44.30,b65b1a6c,,4,200,4,,64.513869175,4,,40,8.470510381338407,1000000000.0,pirTest,,,12171.109739,1,True,,,,,40,,,,,False,,7f5b887d,,,11,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",13,1,0,0,20,3.4149977703678562,False,11,Tst
14,10.8833,True,True,,11,False,,False,,,1,,0.0206319,0,LogReg_1,4,30,2020-01-10 18:13:08 -0800,200,,,14,,,,,,,6204,0,0:01.55,20,True,True,4.0kHz,17,2:14.91,b65b1a6c,,4,200,4,,99.565558752,4,,40,16.50548033526757,1000000000.0,pirTest,,,30714.133343,1,True,,,,,40,,,,,False,,7f5b887d,,,14,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",16,1,0,0,20,5.054833201996323,False,12,Tst
17,10.6889,True,True,,7,False,,False,,,1,,0.0205161,1,LogReg_2,6,29,2020-01-10 18:13:08 -0800,200,,,12,,,,,,,6239,0,0:01.47,20,True,True,4.24kHz,21,2:34.85,b65b1a6c,,6,200,6,,98.266814652,6,,40,8.206443340278891,1000000000.0,pirTest,,,20794.7382,1,True,,,,,40,,,,,False,,7f5b887d,,,17,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",19,1,0,0,20,4.2559245357099815,False,17,Tst
23,20.2085,True,True,,22,False,,False,,,1,,0.0387879,0,LogReg_3,6,49,2020-01-10 18:13:08 -0800,200,,,25,,,,,,,3300,0,0:01.40,20,True,True,2.36kHz,26,2:56.53,b65b1a6c,,6,200,6,,235.682351837,6,,40,15.515151515151516,1000000000.0,pirTest,,,128760.680803,1,True,,,,,40,,,,,False,,7f5b887d,,,23,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",25,1,0,0,20,5.843168527379054,False,19,Tst
35,27.6484,True,True,,49,False,,False,,,1,,0.053068,0,LogReg_4,6,127,2020-01-10 18:13:08 -0800,200,,,67,,,,,,,2412,0,0:02.63,20,True,True,0.92kHz,53,9:32.55,b65b1a6c,,6,200,6,,17142.557191799,6,,40,21.22719734660033,1000000000.0,pirTest,,,16831749.471095,1,True,,,,,40,,,,,False,,7f5b887d,,,35,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",37,1,0,0,20,6.137295976259056,False,23,Tst
41,23.2849,True,True,,41,False,,False,,,1,,0.0446927,0,LogReg_5,10,85,2020-01-10 18:13:08 -0800,200,,,49,,,,,,,2864,0,0:01.92,20,True,True,1.49kHz,49,5:03.56,b65b1a6c,,10,200,10,,1215.840452168,10,,40,8.938547486033519,1000000000.0,pirTest,,,1016376.048596,1,True,,,,,40,,,,,False,,7f5b887d,,,41,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",43,1,0,0,20,3.8477653631284916,False,33,Tst
41,26.183,True,True,,44,False,,False,,,1,,0.0502552,0,LogReg_6,8,115,2020-01-10 18:13:08 -0800,200,,,81,,,,,,,2547,0,0:01.91,20,True,True,1.33kHz,78,6:33.44,b65b1a6c,,8,200,8,,5320.035767648,8,,40,15.07656065959953,1000000000.0,pirTest,,,5055082.359366,1,True,,,,,40,,,,,False,,7f5b887d,,,41,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",45,1,0,0,20,5.338952026231178,False,29,Tst
10,10.2203,True,True,,4,False,,False,,,1,,7.91777,1,MLP_0,2,19,2020-01-10 18:13:08 -0800,200,,,9,,,,,,,16538,0,0:01.84,20,True,True,8.99kHz,13,1:33.87,b65b1a6c,,2,200,2,,56.838389622,2,,40,49.486032168339584,1000000000.0,pirTest,,,11804.20786,1,True,,,,,40,,,,,False,,7f5b887d,,,9,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",12,1,0,0,20,36.2149979661166,False,10,Tst
3,15.0849,True,True,,6,False,,False,,,1,,0.0421955,4,NaivePageRank2_0,6,34,2020-01-10 18:13:08 -0800,200,,,21,,,,,,,12134,0,0:01.59,20,True,True,7.63kHz,14,1:56.66,b65b1a6c,,6,200,6,,319.565687057,6,,40,92.96192516894676,1000000000.0,pirTest,,,254922.869437,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",23,1,0,0,20,7.105782810899207,False,3,Tst
3,15.1773,True,True,,14,False,,False,,,1,,0.0425284,3,NaivePageRank2_1,6,36,2020-01-10 18:13:08 -0800,200,,,24,,,,,,,12039,0,0:01.63,20,True,True,7.39kHz,10,1:55.50,b65b1a6c,,6,200,6,,374.575297875,6,,40,93.69548965860952,1000000000.0,pirTest,,,302429.63367,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",23,1,0,0,20,6.154344784678552,False,3,Tst
3,27.2008,True,True,,9,False,,False,,,1,,0.0823019,5,NaivePageRank2_2,9,55,2020-01-10 18:13:08 -0800,200,,,35,,,,,,,6221,0,0:01.67,20,True,True,3.73kHz,24,3:45.43,b65b1a6c,,9,200,9,,2616.50832447,9,,40,91.04645555376949,1000000000.0,pirTest,,,2526927.40571,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",36,1,0,0,20,8.841731516589919,False,3,Tst
9,,True,False,,,False,,False,,,1,,,,NaivePageRank2_3,36,225,2020-01-10 18:13:08 -0800,,,,,,,,,,,,,,20,False,,,,,b65b1a6c,,,,36,,,,,,,1000000000.0,pirTest,,,,,False,,,,,,,,,,False,,7f5b887d,,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",147,1,0,0,20,,False,9,Tst
3,15.1672,True,True,,10,False,,False,,,1,,0.0427094,2,NaivePageRank2_4,6,34,2020-01-10 18:13:08 -0800,200,,,21,,,,,,,23976,0,0:02.57,20,True,True,9.33kHz,12,1:50.46,b65b1a6c,,6,200,6,,343.777752183,6,,40,94.09409409409409,1000000000.0,pirTest,,,275174.251419,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",23,1,0,0,20,7.192159479741179,False,3,Tst
3,23.6595,True,True,,4,False,,False,,,1,,0.0624466,3,NaivePageRankCSR_0,6,26,2020-01-10 18:13:08 -0800,200,,,15,,,,,,,8199,0,0:01.33,20,True,True,6.16kHz,11,2:06.72,b65b1a6c,,6,200,6,,358.59578922,6,,40,88.9864617636297,1000000000.0,pirTest,,,290863.17689,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",19,1,0,0,20,15.438638291113211,False,3,Tst
3,25.3009,True,True,,4,False,,False,,,1,,0.0633115,4,NaivePageRankCSR_1,6,28,2020-01-10 18:13:08 -0800,200,,,19,,,,,,,8087,0,0:01.11,20,True,True,7.29kHz,14,1:33.56,b65b1a6c,,6,200,6,,3743.236502285,6,,40,90.21886979102263,1000000000.0,pirTest,,,3693543.305663,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",19,1,0,0,20,12.180904753825404,False,3,Tst
3,37.8399,True,True,,14,False,,False,,,1,,0.119181,1,NaivePageRankCSR_2,10,47,2020-01-10 18:13:08 -0800,200,,,29,,,,,,,4296,0,0:01.08,20,True,True,3.98kHz,17,2:56.05,b65b1a6c,,10,200,10,,502.274305734,10,,40,85.28864059590316,1000000000.0,pirTest,,,422639.682281,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",32,1,0,0,20,16.284140285536935,False,3,Tst
9,,True,False,,,False,,False,,,1,,,,NaivePageRankCSR_3,42,201,2020-01-10 18:13:08 -0800,,,,,,,,,,,,,,20,False,,,,,b65b1a6c,,,,42,,,,,,,1000000000.0,pirTest,"[0m[[0m[31merror[0m] [0m[0m(run-main-0) java.lang.OutOfMemoryError: Java heap space[0m
",,,,False,,,,,,,,,,False,,7f5b887d,,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",135,1,0,0,20,,False,9,Tst
3,24.0687,True,True,,5,False,,False,,,1,,0.0637054,2,NaivePageRankCSR_4,6,26,2020-01-10 18:13:08 -0800,200,,,15,,,,,,,16074,0,0:01.53,20,True,True,10.51kHz,11,1:25.32,b65b1a6c,,6,200,6,,457.602719239,6,,40,90.78014184397163,1000000000.0,pirTest,,,408497.061005,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",19,1,0,0,20,15.749542088769672,False,3,Tst
3,17.2931,True,True,,5,False,,False,,,1,,0.0625993,2,NaivePageRank_0,6,31,2020-01-10 18:13:08 -0800,200,,,20,,,,,,,8179,0,0:01.10,20,True,True,7.44kHz,16,1:48.69,b65b1a6c,,6,200,6,,299.076155114,6,,40,89.20405917593838,1000000000.0,pirTest,,,236698.332996,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",20,1,0,0,20,9.673910828544646,False,3,Tst
3,17.6902,True,True,,7,False,,False,,,1,,0.064008,3,NaivePageRank_1,6,33,2020-01-10 18:13:08 -0800,200,,,22,,,,,,,7999,0,0:01.50,20,True,True,5.33kHz,15,1:51.21,b65b1a6c,,6,200,6,,177.631561986,6,,40,91.21140142517815,1000000000.0,pirTest,,,114457.211416,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",20,1,0,0,20,8.28046214110097,False,3,Tst
