proute-opts,mem-tech,argout,dupra,merge,lrange,VDAG-split,retime-local,routing-algo,retime-glob,proute-algo,col,split-thread,succeeded,PMU_Total,VPCU-split,module,row,proute-seed,fifo-depth,constprop,waveform,OPS-Prog FU,pmu-sram-size,debug-print,mergeTime_ms,time,VBB,DAG,VMC,MC,proute-q,prtime,runp2p_deadlock,VPCU,pracc,psim-q,runhybrid_err,open,maketst_time,merge-algo,topo,retime-exout,genpir,routing-cost,VBB-alloc,runhybrid_rbw,VAFG,OPS-Fix,spatial_sha,VMC-alloc,debug,notFit,runhybrid_wbw,split-forward,runp2p_time,runp2p_success,tokenout,genpir_err,load,vdot,fast,OPS-FU,VDAG,sr,vcLimit,VAFG-split,dedicated-dag,reserve-pmu,runhybrid_cycle,OPS-Flt,runproute_time,argin,word,simulate,flit-width,VPMU-split,vec,retime-buffer-only,runp2p_dram_power,runhybrid_time,OPS-Other,save,VPMU,PCU,pir_sha,VDAG-alloc,arch,psim,runhybrid_complete,mdone,nn,simfreq,dot,runp2p_complete,OPS-All,PCU_Total,reserve-pcu,igraph,avgActive,run-tst,runhybrid_success,runp2p_rbw,clock,verbose,maketst_err,runproute_err,VAFG-alloc,start-id,algo,share-adctx,VPCU-alloc,gentst_time,PMU,split,runp2p_err,runhybrid_deadlock,ag-dce,VMC-split,link-prop,backend,name,vlink,slink,app,pcu-stage,vc,merge-forward,VPMU-alloc,rtelm,runp2p_pass,dag-stage,runp2p_wbw,runhybrid_pass,memelm,split-algo,runhybrid_dram_power,maxActive,pmu-stage,trace,mapping,bcread,codegen,run-proute,freq,gentst_err,net,runp2p_cycle,VBB-split,run-psim,pattern,tungsten,DAG_Total,pirArgs,rundot,scheduled,MC_Total,vfifo,time-out,stat,dag,project
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,19,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,9,3,3,4,,False,19,True,1,,False,3:54.06,bfs,mesh,False,True,H-hop,,,1,,eb63c002,3,True,,,False,0:59.52,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,6,16,False,,,,True,6,10,7a313b79,0,MyDesign,False,False,True,False,1.12kHz,True,True,,200,0,False,26.60887418030275,False,False,3.9361,1000000000,False,,,1,0,route_min_directed_valient,False,11,121.430296302,6,True,,False,True,3,db,Tst,AccelMain,2,4,GEMM_2,6,4,False,5,True,True,6,0.984024,,False,dfs,,98.4024024024024,6,False,True,True,True,False,1000000000.0,,hybrid,66600,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,65,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,30,5,5,4,,False,65,True,1,,False,7:33.80,bfs,mesh,False,True,H-hop,,,1,,eb63c002,5,True,,,False,1:01.32,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,9,16,False,,,,True,9,35,7a313b79,0,MyDesign,False,False,True,False,0.27kHz,True,True,,200,0,False,38.247733792312104,False,False,15.7918,1000000000,False,,,1,0,route_min_directed_valient,False,31,312.738424024,9,True,,False,True,5,db,Tst,AccelMain,2,4,GEMM_20,6,4,False,7,True,True,6,3.94795,,False,dfs,,93.3012048192771,6,False,True,True,True,False,1000000000.0,,hybrid,16600,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,204,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,40,15,15,4,,False,204,True,1,,False,14:10.96,bfs,mesh,False,True,H-hop,,,1,,eb63c002,15,True,,,False,2:01.13,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,27,16,False,,,,True,27,164,7a313b79,0,MyDesign,False,False,True,False,0.08kHz,True,True,,200,0,False,34.715665984953525,False,False,21.2503,1000000000,False,,,1,0,route_min_directed_valient,False,95,3246.047603625,27,True,,False,True,15,db,Tst,AccelMain,2,4,GEMM_21,6,4,False,21,True,True,6,7.08344,,False,dfs,,83.7008214440121,6,False,True,True,True,False,1000000000.0,,hybrid,9252,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,69,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,36,15,15,4,,False,69,True,1,,False,7:09.35,bfs,mesh,False,True,H-hop,,,1,,eb63c002,15,True,,,False,3:54.57,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,21,16,False,,,,True,21,33,7a313b79,0,MyDesign,False,False,True,False,0.15kHz,True,True,,200,0,False,27.186720948630416,False,False,5.74844,1000000000,False,,,1,0,route_min_directed_valient,False,46,898.525040105,21,True,,False,True,15,db,Tst,AccelMain,2,4,GEMM_22,6,4,False,21,True,True,6,1.91615,,False,dfs,,95.8072627331735,6,False,True,True,True,False,1000000000.0,,hybrid,34202,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,35,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,11,3,3,4,,False,35,True,1,,False,2:56.00,bfs,mesh,False,True,H-hop,,,1,,eb63c002,3,True,,,False,2:29.77,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,5,16,False,,,,True,5,24,7a313b79,0,MyDesign,False,False,True,False,1.0kHz,True,True,,200,0,False,27.715875902088904,False,False,1.7589,1000000000,False,,,1,0,route_min_directed_valient,False,15,158.474704564,5,True,,False,True,3,db,Tst,AccelMain,2,4,GEMM_23,6,4,False,5,True,True,6,0.439724,,False,dfs,,98.2507934164883,6,False,True,True,True,False,1000000000.0,,hybrid,149039,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,106,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,33,9,9,4,,False,106,True,1,,False,3:10.77,bfs,mesh,False,True,H-hop,,,1,,eb63c002,9,True,,,False,1:14.74,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,15,16,False,,,,True,15,73,7a313b79,0,MyDesign,False,False,True,False,1.01kHz,True,True,,200,0,False,27.90377010901191,False,False,2.59299,1000000000,False,,,1,0,route_min_directed_valient,False,45,418.604645798,15,True,,False,True,9,db,Tst,AccelMain,2,4,GEMM_24,6,4,False,15,True,True,6,0.864329,,False,dfs,,96.56172929058465,6,False,True,True,True,False,1000000000.0,,hybrid,75823,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,21,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,12,5,5,4,,False,21,True,1,,False,2:57.67,bfs,mesh,False,True,H-hop,,,1,,eb63c002,5,True,,,False,1:02.65,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,7,16,False,,,,True,7,9,7a313b79,0,MyDesign,False,False,True,False,1.07kHz,True,True,,200,0,False,27.601016260579215,False,False,3.89562,1000000000,False,,,1,0,route_min_directed_valient,False,14,100.863162625,7,True,,False,True,5,db,Tst,AccelMain,2,4,GEMM_3,6,4,False,7,True,True,6,0.973905,,False,dfs,,97.39047732271295,6,False,True,True,True,False,1000000000.0,,hybrid,67292,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,21,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,11,4,4,4,,False,21,True,1,,False,4:31.42,bfs,mesh,False,True,H-hop,,,1,,eb63c002,4,True,,,False,1:51.96,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,6,16,False,,,,True,6,10,7a313b79,0,MyDesign,False,False,True,False,0.6kHz,True,True,,200,0,False,24.910964123931944,False,False,3.92908,1000000000,False,,,1,0,route_min_directed_valient,False,13,191.632931335,6,True,,False,True,4,db,Tst,AccelMain,2,4,GEMM_4,6,4,False,6,True,True,6,0.982269,,False,dfs,,98.22689188986645,6,False,True,True,True,False,1000000000.0,,hybrid,66719,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,57,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,30,7,7,4,,False,57,True,1,,False,5:21.07,bfs,mesh,False,True,H-hop,,,1,,eb63c002,7,True,,,False,0:47.56,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,11,16,False,,,,True,11,27,7a313b79,0,MyDesign,False,False,True,False,0.39kHz,True,True,,200,0,False,35.76716794093861,False,False,14.3068,1000000000,False,,,1,0,route_min_directed_valient,False,30,343.060353943,11,True,,False,True,7,db,Tst,AccelMain,2,4,GEMM_6,6,4,False,9,True,True,6,3.57671,,False,dfs,,89.41767177863886,6,False,True,True,True,False,1000000000.0,,hybrid,18323,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,18,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,0,3,3,4,,False,18,True,1,,False,3:54.04,bfs,mesh,False,True,H-hop,,,1,,eb63c002,3,True,,,False,0:14.15,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,5,16,False,,,,True,5,18,7a313b79,0,MyDesign,False,False,True,False,1.22kHz,True,True,,200,0,False,24.07915978299245,False,False,0.778769,1000000000,False,,,1,0,route_min_directed_valient,False,11,145.50630409,5,True,,False,True,3,db,Tst,AccelMain,2,4,GEMM_7,6,4,False,5,True,True,6,0.237339,,False,dfs,,94.93568200254954,6,False,True,True,True,False,1000000000.0,,hybrid,17258,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,19,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,9,3,3,4,,False,19,True,1,,False,2:50.62,bfs,mesh,False,True,H-hop,,,1,,eb63c002,3,True,,,False,0:02.62,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,5,16,False,,,,True,5,10,7a313b79,0,MyDesign,False,False,True,False,0.86kHz,True,True,,200,0,False,30.210719420893447,False,False,5.99732,1000000000,False,,,1,0,route_min_directed_valient,False,11,173.544104693,5,True,,False,True,3,db,Tst,AccelMain,2,4,GEMM_8,6,4,False,5,True,True,6,1.82776,,False,dfs,,91.38777331548415,6,False,True,True,True,False,1000000000.0,,hybrid,2241,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,19,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,9,3,3,4,,False,19,True,1,,False,4:05.76,bfs,mesh,False,True,H-hop,,,1,,eb63c002,3,True,,,False,0:09.90,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,6,16,False,,,,True,6,10,7a313b79,0,MyDesign,False,False,True,False,0.87kHz,True,True,,200,0,False,30.23985047296464,False,False,7.61692,1000000000,False,,,1,0,route_min_directed_valient,False,11,104.917621137,6,True,,False,True,3,db,Tst,AccelMain,2,4,GEMM_9,6,4,False,5,True,True,6,1.90423,,False,dfs,,95.21152952115295,6,False,True,True,True,False,1000000000.0,,hybrid,8604,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,7,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,0,2,2,4,,False,7,True,1,,False,1:17.15,bfs,mesh,False,True,H-hop,,,1,,eb63c002,2,True,,,False,0:01.44,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,2,16,False,,,,True,2,7,7a313b79,0,MyDesign,False,False,True,False,0.06kHz,True,True,,200,0,False,15.25974025974026,False,False,0.0,1000000000,False,,,1,0,route_min_directed_valient,False,7,39.835378507,2,True,,False,True,2,db,Tst,AccelMain,2,4,IfTest_0,6,4,False,2,True,True,6,2.90909,,False,dfs,,36.36363636363637,6,False,True,True,True,False,1000000000.0,,hybrid,88,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,9,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,9,1,1,4,,False,9,True,1,,False,1:42.61,bfs,mesh,False,True,H-hop,,,1,,eb63c002,1,True,,,False,0:02.14,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,2,16,False,,,,True,2,2,7a313b79,0,MyDesign,False,False,True,False,0.26kHz,True,True,,200,0,False,16.152629497825227,False,False,3.18861,1000000000,False,,,1,0,route_min_directed_valient,False,10,75.92752805,2,True,,False,True,1,db,Tst,AccelMain,2,4,InitSort_0,6,4,False,2,True,True,6,3.64413,,False,dfs,,91.1032028469751,6,False,True,True,True,False,1000000000.0,,hybrid,562,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,7,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,5,1,1,4,,False,7,True,1,,False,0:49.78,bfs,mesh,False,True,H-hop,,,1,,eb63c002,1,True,,,False,0:00.77,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,2,16,False,,,,True,2,4,7a313b79,0,MyDesign,False,False,True,False,0.15kHz,True,True,,200,0,False,22.12806026365348,False,False,0.0,1000000000,False,,,1,0,route_min_directed_valient,False,9,46.804127836,2,True,,False,True,1,db,Tst,AccelMain,2,4,InitSort_1,6,4,False,2,True,True,6,2.16949,,False,dfs,,54.23728813559322,6,False,True,True,True,False,1000000000.0,,hybrid,118,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,14,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,10,2,2,4,,False,14,True,1,,False,2:26.49,bfs,mesh,False,True,H-hop,,,1,,eb63c002,2,True,,,False,0:02.68,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,4,16,False,,,,True,4,8,7a313b79,0,MyDesign,False,False,True,False,0.04kHz,True,True,,200,0,False,25.310307609282248,False,False,0.0,1000000000,False,,,1,0,route_min_directed_valient,False,18,69.967134863,4,True,,False,True,2,db,Tst,AccelMain,2,4,InitSort_2,6,4,False,4,True,True,6,4.69725,,False,dfs,,58.71559633027523,6,False,True,True,True,False,1000000000.0,,hybrid,109,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,31,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,19,3,3,4,,False,31,True,1,,False,4:18.00,bfs,mesh,False,True,H-hop,,,1,,eb63c002,3,True,,,False,0:02.31,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,6,16,False,,,,True,6,14,7a313b79,0,MyDesign,False,False,True,False,0.05kHz,True,True,,200,0,False,21.86544342507645,False,False,0.0,1000000000,False,,,1,0,route_min_directed_valient,False,29,94.161651939,6,True,,False,True,3,db,Tst,AccelMain,2,4,InitSort_3,6,4,False,6,True,True,6,4.69725,,False,dfs,,58.71559633027523,6,False,True,True,True,False,1000000000.0,,hybrid,109,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,11,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,7,1,1,4,,False,11,True,1,,False,0:42.01,bfs,mesh,False,True,H-hop,,,1,,eb63c002,1,True,,,False,0:00.65,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,4,16,False,,,,True,4,8,7a313b79,0,MyDesign,False,False,True,False,0.29kHz,True,True,,200,0,False,30.501792114695338,False,False,0.0,1000000000,False,,,1,0,route_min_directed_valient,False,13,14.39366276,4,True,,False,True,1,db,Tst,AccelMain,2,4,InitSort_4,6,4,False,4,True,True,6,2.75269,,False,dfs,,68.81720430107526,6,False,True,True,True,False,1000000000.0,,hybrid,186,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,34,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,7,3,3,4,,False,34,True,1,,False,5:29.32,bfs,mesh,False,True,H-hop,,,1,,eb63c002,3,True,,,False,4:03.87,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,12,16,False,,,,True,12,27,7a313b79,0,MyDesign,False,False,True,False,0.58kHz,True,True,,200,0,False,28.800952747219323,False,False,0.927628,1000000000,False,,,1,0,route_min_directed_valient,False,14,309.879559402,12,True,,False,True,3,db,Tst,AccelMain,2,4,Kmeans_0,6,4,False,12,True,True,6,0.115954,,False,dfs,,92.76281334484564,6,False,True,True,True,False,1000000000.0,,hybrid,141298,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,32,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,0,3,3,4,,False,32,True,1,,False,4:39.36,bfs,mesh,False,True,H-hop,,,1,,eb63c002,3,True,,,False,19:45.75,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,11,16,False,,,,True,11,32,7a313b79,0,MyDesign,False,False,True,False,1.81kHz,True,True,,200,0,False,29.184687272853697,False,False,0.0609716,1000000000,False,,,1,0,route_min_directed_valient,False,14,277.770456002,11,True,,False,True,3,db,Tst,AccelMain,2,4,Kmeans_1,6,4,False,11,True,True,6,0.00762145,,False,dfs,,97.55452214075953,6,False,True,True,True,False,1000000000.0,,hybrid,2149723,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,48,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,10,3,3,4,,False,48,True,1,,False,6:53.12,bfs,mesh,False,True,H-hop,,,1,,eb63c002,3,True,,,False,5:16.69,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,17,16,False,,,,True,17,38,7a313b79,0,MyDesign,False,False,True,False,0.23kHz,True,True,,200,0,False,32.50666124037036,False,False,1.81533,1000000000,False,,,1,0,route_min_directed_valient,False,19,388.693047441,17,True,,False,True,3,db,Tst,AccelMain,2,4,Kmeans_2,6,4,False,15,True,True,6,0.226916,,False,dfs,,90.76631164910046,6,False,True,True,True,False,1000000000.0,,hybrid,72203,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,42,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,10,3,3,4,,False,42,True,1,,False,8:57.93,bfs,mesh,False,True,H-hop,,,1,,eb63c002,3,True,,,False,4:47.97,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,13,16,False,,,,True,13,32,7a313b79,0,MyDesign,False,False,True,False,0.49kHz,True,True,,200,0,False,23.846090665776295,False,False,0.929272,1000000000,False,,,1,0,route_min_directed_valient,False,16,265.551498627,13,True,,False,True,3,db,Tst,AccelMain,2,4,Kmeans_3,6,4,False,12,True,True,6,0.116159,,False,dfs,,92.92723044637286,6,False,True,True,True,False,1000000000.0,,hybrid,141048,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,45,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,7,3,3,4,,False,45,True,1,,False,7:29.87,bfs,mesh,False,True,H-hop,,,1,,eb63c002,3,True,,,False,7:32.40,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,15,16,False,,,,True,15,38,7a313b79,0,MyDesign,False,False,True,False,0.31kHz,True,True,,200,0,False,25.93101717943633,False,False,0.929108,1000000000,False,,,1,0,route_min_directed_valient,False,15,297.993246696,15,True,,False,True,3,db,Tst,AccelMain,2,4,Kmeans_4,6,4,False,12,True,True,6,0.116138,,False,dfs,,92.91076251302518,6,False,True,True,True,False,1000000000.0,,hybrid,141073,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
-i100 -p100 -t1 -d100,DDR4,4,False,False,True,0,False,dor,False,route_min_directed_valient,20,1,True,200,62,False,20,0,16,True,True,,65536,True,,2020-03-11 20:28:05 -0700,,20,3,3,4,,False,62,True,1,,False,4:21.64,bfs,mesh,False,True,H-hop,,,1,,eb63c002,3,True,,,False,1:32.35,True,5,,False,True,True,,0,True,4,1,False,0,,,,6,32,False,512,18,16,False,,,,True,18,46,7a313b79,0,MyDesign,False,False,True,False,0.78kHz,True,True,,200,0,False,26.568591577343366,False,False,1.82161,1000000000,False,,,1,0,route_min_directed_valient,False,23,302.94396812,18,True,,False,True,3,db,Tst,AccelMain,2,4,Kmeans_5,6,4,False,15,True,True,6,0.227701,,False,dfs,,91.08041248575479,6,False,True,True,True,False,1000000000.0,,hybrid,71954,,False,checkerboard,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",True,False,40,4,100,True,True,pirTest
