VPCU-alloc,routing-cost,col,tungsten,runp2p_wbw,algo,OPS-All,merge-algo,VMC-split,run-tst,lrange,app,prtime,runp2p_complete,pattern,VDAG-alloc,debug-tst,OPS-Other,DAG,genpir_err,rtelm,proute-q,simulate,OPS-Prog FU,split-algo,mapping,waveform,tokenout,project,mdone,DAG_Total,simfreq,MC_Total,runp2p_time,codegen,reserve-pcu,run-psim,vec,VDAG-split,retime-buffer-only,split-forward,row,scheduled,slink,runp2p_err,argin,freq,PMU_Total,mem-tech,VBB,VMC-alloc,maketst_err,pmu-sram-size,runp2p_rbw,module,VDAG,runproute_time,MC,backend,pmu-stage,PCU,retime-local,OPS-FU,flit-width,vdot,vlink,runp2p_dram_power,open,rundot,routing-algo,runhybrid_time,trace,fast,PCU_Total,vcLimit,runhybrid_dram_power,gentst_time,runhybrid_wbw,constprop,memelm,VPMU-alloc,mergeTime_ms,link-prop,net,clock,avgActive,stat,VPCU-split,runproute_err,succeeded,runp2p_deadlock,time-out,argout,proute-seed,runhybrid_cycle,name,VMC,retime-glob,VBB-split,PMU,VPMU-split,arch,runhybrid_complete,reserve-pmu,dot,maketst_time,vc,spatial_sha,VPMU,bcread,notFit,merge,runp2p_cycle,runhybrid_success,run-proute,fifo-depth,load,runp2p_pass,dedicated-dag,proute-opts,nn,save,OPS-Flt,dag,retime-exout,proute-algo,pcu-stage,debug,pracc,VBB-alloc,split,runhybrid_rbw,runhybrid_err,gentst_err,psim-q,runhybrid_pass,genpir,start-id,dupra,psim,pir_sha,VPCU,ag-dce,OPS-Fix,time,VAFG,dag-stage,igraph,maxActive,merge-forward,runp2p_success,split-thread,word,topo,runhybrid_deadlock,VAFG-alloc,verbose,pirArgs,vfifo,sr,VAFG-split
56,H-hop,20,True,0.827809,route_min_directed_valient,,bfs,20,False,True,GEMM_16,,True,checkerboard,0,False,,0,,True,4,False,,dfs,True,True,5,pirTest,True,40,1.36kHz,40,0:03.63,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,20,,65536,1.65562,False,0,,20,Tst,6,56,False,,512,True,2,,False,True,dor,,False,True,200,4,,191.096790281,,True,False,28,,db,hybrid,1000000000,22.124379258574894,True,56,,True,False,100,4,0,,AccelMain,20,False,,28,28,MyDesign,False,0,True,4:59.41,4,9d801345,28,True,,False,4948,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,56,True,,2020-01-30 17:52:55 -0800,1,6,False,82.78092158447858,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
30,H-hop,20,True,5.97085,route_min_directed_valient,,bfs,7,False,True,GEMM_17,,True,checkerboard,0,False,,30,,True,4,False,,dfs,True,True,5,pirTest,True,40,1.69kHz,40,0:01.62,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,7,,65536,22.3907,False,0,,7,Tst,6,27,False,,512,True,2,,False,True,dor,,False,True,200,4,,220.595342569,,True,False,9,,db,hybrid,1000000000,35.4525576464352,True,57,,True,False,100,4,0,,AccelMain,7,False,,11,11,MyDesign,False,0,True,2:48.43,4,9d801345,11,True,,False,2744,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,57,True,,2020-01-30 17:52:55 -0800,1,6,False,74.63556851311954,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
56,H-hop,20,True,6.07265,route_min_directed_valient,,bfs,20,False,True,GEMM_18,,True,checkerboard,0,False,,40,,True,4,False,,dfs,True,True,5,pirTest,True,40,1.06kHz,40,0:02.54,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,20,,65536,12.1453,False,0,,20,Tst,6,44,False,,512,True,2,,False,True,dor,,False,True,200,4,,303.25932274,,True,False,28,,db,hybrid,1000000000,25.442969882640043,True,84,,True,False,100,4,0,,AccelMain,20,False,,28,28,MyDesign,False,0,True,5:48.29,4,9d801345,28,True,,False,2698,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,84,True,,2020-01-30 17:52:55 -0800,1,6,False,75.90808005930319,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
19,H-hop,20,True,1.42346,route_min_directed_valient,,bfs,5,False,True,GEMM_19,,True,checkerboard,0,False,,15,,True,4,False,,dfs,True,True,5,pirTest,True,40,2.96kHz,40,0:15.56,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,5,,65536,5.69383,False,0,,5,Tst,6,15,False,,512,True,2,,False,True,dor,,False,True,200,4,,108.591120686,,True,False,7,,db,hybrid,1000000000,27.463008754928822,True,30,,True,False,100,4,0,,AccelMain,5,False,,7,7,MyDesign,False,0,True,1:57.97,4,9d801345,7,True,,False,46040,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,30,True,,2020-01-30 17:52:55 -0800,1,6,False,97.8627280625543,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
11,H-hop,20,True,0.984039,route_min_directed_valient,,bfs,3,False,True,GEMM_2,,True,checkerboard,0,False,,9,,True,4,False,,dfs,True,True,5,pirTest,True,40,3.37kHz,40,0:19.78,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,3,,65536,3.93616,False,0,,3,Tst,6,9,False,,512,True,2,,False,True,dor,,False,True,200,4,,58.157901215,,True,False,5,,db,hybrid,1000000000,27.09956856209052,True,18,,True,False,100,4,0,,AccelMain,3,False,,6,6,MyDesign,False,0,True,2:19.47,4,9d801345,6,True,,False,66599,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,18,True,,2020-01-30 17:52:55 -0800,1,6,False,98.40387993813721,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
31,H-hop,20,True,3.96347,route_min_directed_valient,,bfs,5,False,True,GEMM_20,,True,checkerboard,0,False,,30,,True,4,False,,dfs,True,True,5,pirTest,True,40,1.91kHz,40,0:08.65,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,5,,65536,15.8539,False,0,,5,Tst,6,34,False,,512,True,2,,False,True,dor,,False,True,200,4,,170.964016566,,True,False,7,,db,hybrid,1000000000,38.64820543834757,True,64,,True,False,100,4,0,,AccelMain,5,False,,9,9,MyDesign,False,0,True,4:01.41,4,9d801345,9,True,,False,16535,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,64,True,,2020-01-30 17:52:55 -0800,1,6,False,93.66797701844573,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
95,H-hop,20,True,7.06588,route_min_directed_valient,,bfs,15,False,True,GEMM_21,,True,checkerboard,0,False,,40,,True,4,False,,dfs,True,True,5,pirTest,True,40,0.64kHz,40,0:14.51,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,15,,65536,21.1976,False,0,,15,Tst,6,162,False,,512,True,2,,False,True,dor,,False,True,200,4,,1015.874977382,,True,False,21,,db,hybrid,1000000000,34.853526220614825,True,202,,True,False,100,4,0,,AccelMain,15,False,,27,27,MyDesign,False,0,True,4:00.06,4,9d801345,27,True,,False,9275,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,202,True,,2020-01-30 17:52:55 -0800,1,6,False,83.49326145552561,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
46,H-hop,20,True,1.91469,route_min_directed_valient,,bfs,15,False,True,GEMM_22,,True,checkerboard,0,False,,36,,True,4,False,,dfs,True,True,5,pirTest,True,40,1.06kHz,40,0:32.29,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,15,,65536,5.74407,False,0,,15,Tst,6,33,False,,512,True,2,,False,True,dor,,False,True,200,4,,318.801564961,,True,False,21,,db,hybrid,1000000000,27.166069588788638,True,69,,True,False,100,4,0,,AccelMain,15,False,,21,21,MyDesign,False,0,True,4:10.03,4,9d801345,21,True,,False,34228,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,69,True,,2020-01-30 17:52:55 -0800,1,6,False,95.73448638541545,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
15,H-hop,20,True,0.439724,route_min_directed_valient,,bfs,3,False,True,GEMM_23,,True,checkerboard,0,False,,11,,True,4,False,,dfs,True,True,5,pirTest,True,40,6.98kHz,40,0:21.36,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,3,,65536,1.7589,False,0,,3,Tst,6,23,False,,512,True,2,,False,True,dor,,False,True,200,4,,106.919589092,,True,False,5,,db,hybrid,1000000000,28.138601915666978,True,34,,True,False,100,4,0,,AccelMain,3,False,,5,5,MyDesign,False,0,True,1:43.76,4,9d801345,5,True,,False,149039,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,34,True,,2020-01-30 17:52:55 -0800,1,6,False,98.2507934164883,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
45,H-hop,20,True,0.864329,route_min_directed_valient,,bfs,9,False,True,GEMM_24,,True,checkerboard,0,False,,33,,True,4,False,,dfs,True,True,5,pirTest,True,40,1.75kHz,40,0:43.43,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,9,,65536,2.59299,False,0,,9,Tst,6,71,False,,512,True,2,,False,True,dor,,False,True,200,4,,376.682630373,,True,False,15,,db,hybrid,1000000000,28.19407382007121,True,104,,True,False,100,4,0,,AccelMain,9,False,,15,15,MyDesign,False,0,True,3:28.91,4,9d801345,15,True,,False,75823,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,104,True,,2020-01-30 17:52:55 -0800,1,6,False,96.56172929058465,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
14,H-hop,20,True,0.973615,route_min_directed_valient,,bfs,5,False,True,GEMM_3,,True,checkerboard,0,False,,12,,True,4,False,,dfs,True,True,5,pirTest,True,40,6.99kHz,40,0:09.63,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,5,,65536,3.89446,False,0,,5,Tst,6,9,False,,512,True,2,,False,True,dor,,False,True,200,4,,98.901512535,,True,False,7,,db,hybrid,1000000000,27.59281534060638,True,21,,True,False,100,4,0,,AccelMain,5,False,,7,7,MyDesign,False,0,True,2:13.02,4,9d801345,7,True,,False,67312,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,21,True,,2020-01-30 17:52:55 -0800,1,6,False,97.36154028999287,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
13,H-hop,20,True,0.981783,route_min_directed_valient,,bfs,4,False,True,GEMM_4,,True,checkerboard,0,False,,11,,True,4,False,,dfs,True,True,5,pirTest,True,40,7.03kHz,40,0:09.50,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,4,,65536,3.92713,False,0,,4,Tst,6,9,False,,512,True,2,,False,True,dor,,False,True,200,4,,76.120429067,,True,False,6,,db,hybrid,1000000000,25.326699471735004,True,20,,True,False,100,4,0,,AccelMain,4,False,,6,6,MyDesign,False,0,True,1:48.14,4,9d801345,6,True,,False,66752,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,20,True,,2020-01-30 17:52:55 -0800,1,6,False,98.17833173537872,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
30,H-hop,20,True,3.58532,route_min_directed_valient,,bfs,7,False,True,GEMM_6,,True,checkerboard,0,False,,30,,True,4,False,,dfs,True,True,5,pirTest,True,40,2.29kHz,40,0:07.98,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,7,,65536,14.3413,False,0,,7,Tst,6,27,False,,512,True,2,,False,True,dor,,False,True,200,4,,154.681357763,,True,False,9,,db,hybrid,1000000000,35.85326430230419,True,57,,True,False,100,4,0,,AccelMain,7,False,,11,11,MyDesign,False,0,True,2:38.74,4,9d801345,11,True,,False,18279,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,57,True,,2020-01-30 17:52:55 -0800,1,6,False,89.63291208490618,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
11,H-hop,20,True,0.237436,route_min_directed_valient,,bfs,3,False,True,GEMM_7,,True,checkerboard,0,False,,0,,True,4,False,,dfs,True,True,5,pirTest,True,40,7.91kHz,40,0:02.18,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,3,,65536,0.779085,False,0,,3,Tst,6,18,False,,512,True,2,,False,True,dor,,False,True,200,4,,59.641054664,,True,False,5,,db,hybrid,1000000000,24.379815110787227,True,18,,True,False,100,4,0,,AccelMain,3,False,,5,5,MyDesign,False,0,True,1:03.60,4,9d801345,5,True,,False,17251,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,18,True,,2020-01-30 17:52:55 -0800,1,6,False,94.97420439394817,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
11,H-hop,20,True,1.82776,route_min_directed_valient,,bfs,3,False,True,GEMM_8,,True,checkerboard,0,False,,9,,True,4,False,,dfs,True,True,5,pirTest,True,40,1.5kHz,40,0:01.49,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,3,,65536,5.99732,False,0,,3,Tst,6,9,False,,512,True,2,,False,True,dor,,False,True,200,4,,45.047313978,,True,False,5,,db,hybrid,1000000000,30.637702324449315,True,18,,True,False,100,4,0,,AccelMain,3,False,,5,5,MyDesign,False,0,True,1:25.56,4,9d801345,5,True,,False,2241,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,18,True,,2020-01-30 17:52:55 -0800,1,6,False,91.38777331548415,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
11,H-hop,20,True,1.91424,route_min_directed_valient,,bfs,3,False,True,GEMM_9,,True,checkerboard,0,False,,9,,True,4,False,,dfs,True,True,5,pirTest,True,40,3.14kHz,40,0:02.73,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,3,,65536,7.65697,False,0,,3,Tst,6,9,False,,512,True,2,,False,True,dor,,False,True,200,4,,55.502071817,,True,False,5,,db,hybrid,1000000000,30.90752424348639,True,18,,True,False,100,4,0,,AccelMain,3,False,,6,6,MyDesign,False,0,True,1:39.92,4,9d801345,6,True,,False,8559,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,18,True,,2020-01-30 17:52:55 -0800,1,6,False,95.71211590139035,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
7,H-hop,20,True,2.90909,route_min_directed_valient,,bfs,2,False,True,IfTest_0,,True,checkerboard,0,False,,0,,True,4,False,,dfs,True,True,5,pirTest,True,40,0.08kHz,40,0:01.08,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,2,,65536,0.0,False,0,,2,Tst,6,7,False,,512,True,2,,False,True,dor,,False,True,200,4,,40.346230014,,True,False,2,,db,hybrid,1000000000,15.25974025974026,True,7,,True,False,100,4,0,,AccelMain,2,False,,2,2,MyDesign,False,0,True,0:48.92,4,9d801345,2,True,,False,88,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,7,True,,2020-01-30 17:52:55 -0800,1,6,False,36.36363636363637,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
10,H-hop,20,True,3.64413,route_min_directed_valient,,bfs,1,False,True,InitSort_0,,True,checkerboard,0,False,,9,,True,4,False,,dfs,True,True,5,pirTest,True,40,1.61kHz,40,0:00.35,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,1,,65536,3.18861,False,0,,1,Tst,6,2,False,,512,True,2,,False,True,dor,,False,True,200,4,,13.745212327,,True,False,2,,db,hybrid,1000000000,16.152629497825227,True,9,,True,False,100,4,0,,AccelMain,1,False,,2,2,MyDesign,False,0,True,0:19.15,4,9d801345,2,True,,False,562,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,9,True,,2020-01-30 17:52:55 -0800,1,6,False,91.1032028469751,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
9,H-hop,20,True,2.16949,route_min_directed_valient,,bfs,1,False,True,InitSort_1,,True,checkerboard,0,False,,5,,True,4,False,,dfs,True,True,5,pirTest,True,40,0.3kHz,40,0:00.39,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,1,,65536,0.0,False,0,,1,Tst,6,4,False,,512,True,2,,False,True,dor,,False,True,200,4,,16.126827499,,True,False,2,,db,hybrid,1000000000,22.12806026365348,True,7,,True,False,100,4,0,,AccelMain,1,False,,2,2,MyDesign,False,0,True,0:23.71,4,9d801345,2,True,,False,118,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,7,True,,2020-01-30 17:52:55 -0800,1,6,False,54.23728813559322,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
18,H-hop,20,True,4.69725,route_min_directed_valient,,bfs,2,False,True,InitSort_2,,True,checkerboard,0,False,,10,,True,4,False,,dfs,True,True,5,pirTest,True,40,0.14kHz,40,0:00.79,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,2,,65536,0.0,False,0,,2,Tst,6,8,False,,512,True,2,,False,True,dor,,False,True,200,4,,24.891225185,,True,False,4,,db,hybrid,1000000000,25.310307609282248,True,14,,True,False,100,4,0,,AccelMain,2,False,,4,4,MyDesign,False,0,True,0:47.57,4,9d801345,4,True,,False,109,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,14,True,,2020-01-30 17:52:55 -0800,1,6,False,58.71559633027523,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
29,H-hop,20,True,4.69725,route_min_directed_valient,,bfs,3,False,True,InitSort_3,,True,checkerboard,0,False,,19,,True,4,False,,dfs,True,True,5,pirTest,True,40,0.12kHz,40,0:00.92,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,3,,65536,0.0,False,0,,3,Tst,6,14,False,,512,True,2,,False,True,dor,,False,True,200,4,,60.112068014,,True,False,6,,db,hybrid,1000000000,21.86544342507645,True,31,,True,False,100,4,0,,AccelMain,3,False,,6,6,MyDesign,False,0,True,2:12.53,4,9d801345,6,True,,False,109,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,31,True,,2020-01-30 17:52:55 -0800,1,6,False,58.71559633027523,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
13,H-hop,20,True,2.75269,route_min_directed_valient,,bfs,1,False,True,InitSort_4,,True,checkerboard,0,False,,7,,True,4,False,,dfs,True,True,5,pirTest,True,40,0.49kHz,40,0:00.38,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,1,,65536,0.0,False,0,,1,Tst,6,8,False,,512,True,2,,False,True,dor,,False,True,200,4,,12.588180834,,True,False,4,,db,hybrid,1000000000,30.501792114695338,True,11,,True,False,100,4,0,,AccelMain,1,False,,4,4,MyDesign,False,0,True,0:30.37,4,9d801345,4,True,,False,186,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,11,True,,2020-01-30 17:52:55 -0800,1,6,False,68.81720430107526,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
14,H-hop,20,True,0.115954,route_min_directed_valient,,bfs,3,False,True,Kmeans_0,,True,checkerboard,0,False,,7,,True,4,False,,dfs,True,True,5,pirTest,True,40,3.28kHz,40,0:43.13,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,3,,65536,0.927628,False,0,,3,Tst,6,26,False,,512,True,2,,False,True,dor,,False,True,200,4,,116.309311838,,True,False,12,,db,hybrid,1000000000,28.410891689288192,True,33,,True,False,100,4,0,,AccelMain,3,False,,12,12,MyDesign,False,0,True,2:20.66,4,9d801345,12,True,,False,141298,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,33,True,,2020-01-30 17:52:55 -0800,1,6,False,92.76281334484564,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
14,H-hop,20,True,0.00762138,route_min_directed_valient,,bfs,3,False,True,Kmeans_1,,True,checkerboard,0,False,,0,,True,4,False,,dfs,True,True,5,pirTest,True,40,3.47kHz,40,10:20.11,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,3,,65536,0.0609711,False,0,,3,Tst,6,30,False,,512,True,2,,False,True,dor,,False,True,200,4,,109.869981937,,True,False,11,,db,hybrid,1000000000,29.059300997895495,True,30,,True,False,100,4,0,,AccelMain,3,False,,11,11,MyDesign,False,0,True,3:01.58,4,9d801345,11,True,,False,2149741,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,30,True,,2020-01-30 17:52:55 -0800,1,6,False,97.55370530682534,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
