routing-cost,pracc,runhybrid_pass,save,spatial_sha,igraph,time-out,simulate,scheduled,VDAG,retime-buffer-only,proute-q,OPS-Prog FU,vec,proute-algo,codegen,app,dag-stage,vc,pmu-stage,project,VAFG-alloc,pir_sha,pattern,runp2p_complete,VMC-alloc,maxActive,split-thread,reserve-pcu,runp2p_pass,succeeded,col,runhybrid_dram_power,rtelm,pirArgs,split-forward,OPS-Other,merge-forward,OPS-All,pcu-stage,merge,run-psim,dedicated-dag,runp2p_wbw,run-proute,merge-algo,gentst_time,algo,gentst_err,runhybrid_cycle,prtime,mdone,PCU_Total,mapping,waveform,VPMU-alloc,VPCU,OPS-Fix,stat,debug-tst,PMU,time,MC_Total,DAG,OPS-FU,VPMU-split,VPCU-split,runproute_err,notFit,fast,PMU_Total,proute-seed,runp2p_dram_power,runp2p_success,runhybrid_rbw,VMC,VDAG-alloc,VMC-split,runp2p_deadlock,dupra,runhybrid_time,flit-width,net,slink,module,runhybrid_deadlock,backend,mem-tech,arch,ag-dce,VAFG-split,runhybrid_complete,runhybrid_wbw,DAG_Total,runproute_time,runp2p_err,bcread,OPS-Flt,VDAG-split,VPMU,runp2p_cycle,vfifo,proute-opts,open,topo,routing-algo,psim,avgActive,runp2p_time,retime-local,PCU,genpir,row,vcLimit,genpir_err,argout,tungsten,VPCU-alloc,runhybrid_err,MC,load,vdot,split,sr,link-prop,reserve-pmu,dot,verbose,clock,split-algo,pmu-sram-size,retime-exout,lrange,retime-glob,psim-q,VAFG,run-tst,freq,start-id,constprop,fifo-depth,trace,debug,runp2p_rbw,simfreq,argin,nn,maketst_time,tokenout,dag,maketst_err,name,word,mergeTime_ms,vlink,runhybrid_success
H-hop,True,True,False,d192284f,False,100,False,False,0,False,4,,16,route_min_directed_valient,True,DotProduct_0,6,4,6,pirTest,1,94b294e5,checkerboard,True,2,24.334600760456272,1,0,True,True,20,,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,False,,6,False,False,False,0.0,False,bfs,9.94541821,parse error,,263,parse error,True,200,True,True,2,4,,True,False,2,2020-01-14 21:13:26 -0800,40,3,,2,4,,,False,200,0,,True,31.1483,2,0,2,False,False,0:00.49,512,hybrid,4,False,False,Tst,DDR4,MyDesign,True,1,True,0.0,40,0:22.51,,True,,0,2,133,4,-i100 -p100 -t1 -d100,False,mesh,dor,False,19.645120405576677,0:00.46,False,1,True,20,parse error,,4,True,4,,2,False,True,True,True,db,0,False,False,1000000000,dfs,65536,False,True,False,1,1,False,1000000000.0,0,True,16,False,False,61.594,0.29kHz,6,False,0:34.22,5,True,,AccelMain,32,,2,True
