VPCU,run-tst,OPS-Prog FU,OPS-Fix,constprop,split,module,memelm,runp2p_rbw,lrange,prtime,app,rtelm,maxActive,vec,VAFG-split,runp2p_pass,link-prop,VPMU,ag-dce,proute-opts,genpir_err,VAFG-alloc,VMC-split,net,maketst_err,word,vdot,clock,OPS-FU,slink,spatial_sha,routing-cost,OPS-Flt,split-thread,pir_sha,debug-print,DAG_Total,runproute_err,routing-algo,simfreq,pmu-sram-size,start-id,sr,argout,dupra,VAFG,scheduled,VPCU-alloc,VDAG-split,proute-algo,codegen,nn,vfifo,split-forward,OPS-All,psim,VDAG-alloc,rundot,avgActive,runhybrid_pass,runhybrid_err,runp2p_complete,retime-buffer-only,col,runhybrid_wbw,bcread,freq,runproute_time,MC,pirArgs,tungsten,VPMU-split,merge-algo,name,vlink,gentst_err,backend,runp2p_err,VMC,waveform,mapping,VPMU-alloc,reserve-pmu,genpir,DAG,topo,dag,arch,runp2p_success,maketst_time,debug,split-algo,runhybrid_cycle,pattern,reserve-pcu,tokenout,open,runp2p_time,simulate,igraph,project,PMU,verbose,argin,time-out,proute-q,fast,merge,runp2p_deadlock,vc,time,algo,row,notFit,fifo-depth,runhybrid_success,VPCU-split,runhybrid_rbw,retime-exout,flit-width,trace,pmu-stage,runhybrid_deadlock,runhybrid_time,stat,mdone,load,runp2p_cycle,gentst_time,merge-forward,retime-glob,vcLimit,save,MC_Total,mem-tech,run-psim,runhybrid_complete,psim-q,dag-stage,PCU_Total,VDAG,proute-seed,runp2p_wbw,VMC-alloc,pracc,mergeTime_ms,runhybrid_dram_power,dedicated-dag,dot,succeeded,runp2p_dram_power,OPS-Other,retime-local,run-proute,PMU_Total,PCU,pcu-stage
32,False,,,True,True,False,False,1.04843,True,,GEMM_12,True,83.35368335368335,16,1,True,db,7,True,-i100 -p100 -t1 -d100,,1,5,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,3.37kHz,65536,0,True,4,False,1,False,18,0,route_min_directed_valient,True,False,4,False,,False,0,True,26.63653550750325,,,True,False,20,,True,1000000000.0,,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,7,bfs,AccelMain,2,,Tst,,5,True,True,7,0,True,0,mesh,True,MyDesign,True,0:58.91,True,dfs,,checkerboard,0,5,False,0:02.92,False,False,pirTest,7,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,32,,False,512,False,6,False,,True,True,False,9828,83.559708714,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,0.416768,5,True,,,False,True,True,,,False,False,200,32,6
36,False,,,True,True,False,False,0.905894,True,,GEMM_13,True,90.58940617051863,16,1,True,db,20,True,-i100 -p100 -t1 -d100,,1,12,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,1.13kHz,65536,0,True,4,False,1,False,36,0,route_min_directed_valient,True,False,4,False,,False,0,True,18.49807389049882,,,True,False,20,,True,1000000000.0,,12,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,20,bfs,AccelMain,2,,Tst,,12,True,True,20,0,True,0,mesh,True,MyDesign,True,3:26.80,True,dfs,,checkerboard,0,5,False,0:08.00,False,False,pirTest,20,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,36,,False,512,False,6,False,,True,True,False,9043,148.790493204,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,0.452947,12,True,,,False,True,True,,,False,False,200,36,6
28,False,,,True,True,False,False,0.908094,True,,GEMM_14,True,88.05761582285284,16,1,True,db,14,True,-i100 -p100 -t1 -d100,,1,10,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,1.98kHz,65536,0,True,4,False,1,False,28,0,route_min_directed_valient,True,False,4,False,,False,0,True,23.3126258723601,,,True,False,20,,True,1000000000.0,,10,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,14,bfs,AccelMain,2,,Tst,,10,True,True,14,0,True,0,mesh,True,MyDesign,True,2:37.42,True,dfs,,checkerboard,0,5,False,0:04.70,False,False,pirTest,14,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,28,,False,512,False,6,False,,True,True,False,9303,132.484417752,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,0.440288,10,True,,,False,True,True,,,False,False,200,28,6
52,False,,,True,True,False,False,1.63874,True,,GEMM_15,True,71.34645532137259,16,1,True,db,9,True,-i100 -p100 -t1 -d100,,1,7,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.92kHz,65536,0,True,4,False,1,False,30,0,route_min_directed_valient,True,False,4,False,,False,0,True,25.07073874083106,,,True,False,20,,True,1000000000.0,,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,9,bfs,AccelMain,2,,Tst,,7,True,True,9,0,True,0,mesh,True,MyDesign,True,2:43.78,True,dfs,,checkerboard,0,5,False,0:06.24,False,False,pirTest,9,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,52,,False,512,False,6,False,,True,True,False,5741,127.126027211,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,0.713465,7,True,,,False,True,True,,,False,False,200,52,6
56,False,,,True,True,False,False,1.65562,True,,GEMM_16,True,82.78092158447858,16,1,True,db,28,True,-i100 -p100 -t1 -d100,,1,20,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.57kHz,65536,0,True,4,False,1,False,56,0,route_min_directed_valient,True,False,4,False,,False,0,True,22.124379258574894,,,True,False,20,,True,1000000000.0,,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,28,bfs,AccelMain,2,,Tst,,20,True,True,28,0,True,0,mesh,True,MyDesign,True,6:41.42,True,dfs,,checkerboard,0,5,False,0:08.75,False,False,pirTest,28,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,56,,False,512,False,6,False,,True,True,False,4948,358.34212308,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,0.827809,20,True,,,False,True,True,,,False,False,200,56,6
57,False,,,True,True,False,False,22.8588,True,,GEMM_17,True,73.96171903214157,16,1,True,db,11,True,-i100 -p100 -t1 -d100,,1,7,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.31kHz,65536,0,True,4,False,1,False,30,0,route_min_directed_valient,True,False,4,False,,False,0,True,35.13247316064218,,,True,False,20,,True,1000000000.0,,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,11,bfs,AccelMain,2,,Tst,,7,True,True,9,0,True,30,mesh,True,MyDesign,True,3:18.84,True,dfs,,checkerboard,0,5,False,0:09.07,False,False,pirTest,11,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,57,,False,512,False,6,False,,True,True,False,2769,157.700617797,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,5.91694,7,True,,,False,True,True,,,False,False,200,27,6
84,False,,,True,True,False,False,12.0737,True,,GEMM_18,True,75.46057479734709,16,1,True,db,28,True,-i100 -p100 -t1 -d100,,1,20,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.74kHz,65536,0,True,4,False,1,False,56,0,route_min_directed_valient,True,False,4,False,,False,0,True,25.292974481710697,,,True,False,20,,True,1000000000.0,,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,28,bfs,AccelMain,2,,Tst,,20,True,True,28,0,True,40,mesh,True,MyDesign,True,4:29.44,True,dfs,,checkerboard,0,5,False,0:03.65,False,False,pirTest,28,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,84,,False,512,False,6,False,,True,True,False,2714,326.77032776,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,6.03685,20,True,,,False,True,True,,,False,False,200,44,6
30,False,,,True,True,False,False,5.68568,True,,GEMM_19,True,97.72263913590422,16,1,True,db,7,True,-i100 -p100 -t1 -d100,,1,5,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,1.13kHz,65536,0,True,4,False,1,False,19,0,route_min_directed_valient,True,False,4,False,,False,0,True,27.42369589808101,,,True,False,20,,True,1000000000.0,,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,7,bfs,AccelMain,2,,Tst,,5,True,True,7,0,True,15,mesh,True,MyDesign,True,2:35.50,True,dfs,,checkerboard,0,5,False,0:40.75,False,False,pirTest,7,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,30,,False,512,False,6,False,,True,True,False,46106,107.88745903,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,1.42142,5,True,,,False,True,True,,,False,False,200,15,6
18,False,,,True,True,False,False,3.93616,True,,GEMM_2,True,98.40387993813721,16,1,True,db,6,True,-i100 -p100 -t1 -d100,,1,3,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,2.19kHz,65536,0,True,4,False,1,False,11,0,route_min_directed_valient,True,False,4,False,,False,0,True,27.09956856209052,,,True,False,20,,True,1000000000.0,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,6,bfs,AccelMain,2,,Tst,,3,True,True,5,0,True,9,mesh,True,MyDesign,True,3:30.14,True,dfs,,checkerboard,0,5,False,0:30.43,False,False,pirTest,6,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,18,,False,512,False,6,False,,True,True,False,66599,94.243693077,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,0.984039,3,True,,,False,True,True,,,False,False,200,9,6
64,False,,,True,True,False,False,15.8309,True,,GEMM_20,True,93.53221812911407,16,1,True,db,9,True,-i100 -p100 -t1 -d100,,1,5,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.89kHz,65536,0,True,4,False,1,False,31,0,route_min_directed_valient,True,False,4,False,,False,0,True,38.59219016384304,,,True,False,20,,True,1000000000.0,,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,9,bfs,AccelMain,2,,Tst,,5,True,True,7,0,True,30,mesh,True,MyDesign,True,3:24.10,True,dfs,,checkerboard,0,5,False,0:18.56,False,False,pirTest,9,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,64,,False,512,False,6,False,,True,True,False,16559,212.180268017,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,3.95773,5,True,,,False,True,True,,,False,False,200,34,6
202,False,,,True,True,False,False,22.3545,True,,GEMM_21,True,88.05002842524162,16,1,True,db,27,True,-i100 -p100 -t1 -d100,,1,15,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.33kHz,65536,0,True,4,False,1,False,95,0,route_min_directed_valient,True,False,4,False,,False,0,True,36.75570843617994,,,True,False,20,,True,1000000000.0,,15,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,27,bfs,AccelMain,2,,Tst,,15,True,True,21,0,True,40,mesh,True,MyDesign,True,8:31.79,True,dfs,,checkerboard,0,5,False,0:26.66,False,False,pirTest,27,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,202,,False,512,False,6,False,,True,True,False,8795,1080.277512981,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,7.45151,15,True,,,False,True,True,,,False,False,200,162,6
69,False,,,True,True,False,False,5.74676,True,,GEMM_22,True,95.77925873962353,16,1,True,db,21,True,-i100 -p100 -t1 -d100,,1,15,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.69kHz,65536,0,True,4,False,1,False,46,0,route_min_directed_valient,True,False,4,False,,False,0,True,27.178774403281235,,,True,False,20,,True,1000000000.0,,15,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,21,bfs,AccelMain,2,,Tst,,15,True,True,21,0,True,36,mesh,True,MyDesign,True,4:34.79,True,dfs,,checkerboard,0,5,False,0:49.75,False,False,pirTest,21,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,69,,False,512,False,6,False,,True,True,False,34212,320.596535256,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,1.91559,15,True,,,False,True,True,,,False,False,200,33,6
34,False,,,True,True,False,False,1.7589,True,,GEMM_23,True,98.2507934164883,16,1,True,db,5,True,-i100 -p100 -t1 -d100,,1,3,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,3.78kHz,65536,0,True,4,False,1,False,15,0,route_min_directed_valient,True,False,4,False,,False,0,True,28.138601915666978,,,True,False,20,,True,1000000000.0,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,5,bfs,AccelMain,2,,Tst,,3,True,True,5,0,True,11,mesh,True,MyDesign,True,1:24.74,True,dfs,,checkerboard,0,5,False,0:39.48,False,False,pirTest,5,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,34,,False,512,False,6,False,,True,True,False,149039,128.108472759,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,0.439724,3,True,,,False,True,True,,,False,False,200,23,6
104,False,,,True,True,False,False,2.59316,True,,GEMM_24,True,96.568097285605,16,1,True,db,15,True,-i100 -p100 -t1 -d100,,1,9,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.21kHz,65536,0,True,4,False,1,False,45,0,route_min_directed_valient,True,False,4,False,,False,0,True,28.195933145945016,,,True,False,20,,True,1000000000.0,,9,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,15,bfs,AccelMain,2,,Tst,,9,True,True,15,0,True,33,mesh,True,MyDesign,True,6:06.24,True,dfs,,checkerboard,0,5,False,6:02.27,False,False,pirTest,15,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,104,,False,512,False,6,False,,True,True,False,75818,674.823723426,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,0.864386,9,True,,,False,True,True,,,False,False,200,71,6
21,False,,,True,True,False,False,3.89545,True,,GEMM_3,True,97.38613567129802,16,1,True,db,7,True,-i100 -p100 -t1 -d100,,1,5,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,1.16kHz,65536,0,True,4,False,1,False,14,0,route_min_directed_valient,True,False,4,False,,False,0,True,27.599785811826976,,,True,False,20,,True,1000000000.0,,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,7,bfs,AccelMain,2,,Tst,,5,True,True,7,0,True,12,mesh,True,MyDesign,True,4:02.17,True,dfs,,checkerboard,0,5,False,0:57.90,False,False,pirTest,7,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,21,,False,512,False,6,False,,True,True,False,67295,101.965014196,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,0.973861,5,True,,,False,True,True,,,False,False,200,9,6
20,False,,,True,True,False,False,3.92813,True,,GEMM_4,True,98.20334157488574,16,1,True,db,6,True,-i100 -p100 -t1 -d100,,1,4,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,2.25kHz,65536,0,True,4,False,1,False,13,0,route_min_directed_valient,True,False,4,False,,False,0,True,25.333151167112533,,,True,False,20,,True,1000000000.0,,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,6,bfs,AccelMain,2,,Tst,,4,True,True,6,0,True,11,mesh,True,MyDesign,True,1:50.43,True,dfs,,checkerboard,0,5,False,0:29.66,False,False,pirTest,6,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,20,,False,512,False,6,False,,True,True,False,66735,63.291131161,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,0.982033,4,True,,,False,True,True,,,False,False,200,9,6
57,False,,,True,True,False,False,14.3413,True,,GEMM_6,True,89.63291208490618,16,1,True,db,11,True,-i100 -p100 -t1 -d100,,1,7,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.76kHz,65536,0,True,4,False,1,False,30,0,route_min_directed_valient,True,False,4,False,,False,0,True,35.85326430230419,,,True,False,20,,True,1000000000.0,,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,11,bfs,AccelMain,2,,Tst,,7,True,True,9,0,True,30,mesh,True,MyDesign,True,2:42.60,True,dfs,,checkerboard,0,5,False,0:24.19,False,False,pirTest,11,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,57,,False,512,False,6,False,,True,True,False,18279,169.034773197,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,3.58532,7,True,,,False,True,True,,,False,False,200,27,6
18,False,,,True,True,False,False,0.779085,True,,GEMM_7,True,94.97420439394817,16,1,True,db,5,True,-i100 -p100 -t1 -d100,,1,3,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,3.46kHz,65536,0,True,4,False,1,False,11,0,route_min_directed_valient,True,False,4,False,,False,0,True,24.379815110787227,,,True,False,20,,True,1000000000.0,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,5,bfs,AccelMain,2,,Tst,,3,True,True,5,0,True,0,mesh,True,MyDesign,True,2:48.42,True,dfs,,checkerboard,0,5,False,0:04.98,False,False,pirTest,5,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,18,,False,512,False,6,False,,True,True,False,17251,138.79562893,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,0.237436,3,True,,,False,True,True,,,False,False,200,18,6
18,False,,,True,True,False,False,5.99732,True,,GEMM_8,True,91.38777331548415,16,1,True,db,5,True,-i100 -p100 -t1 -d100,,1,3,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,2.02kHz,65536,0,True,4,False,1,False,11,0,route_min_directed_valient,True,False,4,False,,False,0,True,30.637702324449315,,,True,False,20,,True,1000000000.0,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,5,bfs,AccelMain,2,,Tst,,3,True,True,5,0,True,9,mesh,True,MyDesign,True,1:31.97,True,dfs,,checkerboard,0,5,False,0:01.11,False,False,pirTest,5,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,18,,False,512,False,6,False,,True,True,False,2241,53.871315884,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,1.82776,3,True,,,False,True,True,,,False,False,200,9,6
18,False,,,True,True,False,False,7.59485,True,,GEMM_9,True,94.93568200254954,16,1,True,db,6,True,-i100 -p100 -t1 -d100,,1,3,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,1.82kHz,65536,0,True,4,False,1,False,11,0,route_min_directed_valient,True,False,4,False,,False,0,True,30.656796847838685,,,True,False,20,,True,1000000000.0,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,6,bfs,AccelMain,2,,Tst,,3,True,True,5,0,True,9,mesh,True,MyDesign,True,3:27.65,True,dfs,,checkerboard,0,5,False,0:04.73,False,False,pirTest,6,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,18,,False,512,False,6,False,,True,True,False,8629,130.139124147,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,1.89871,3,True,,,False,True,True,,,False,False,200,9,6
7,False,,,True,True,False,False,0.0,True,,IfTest_0,True,36.36363636363637,16,1,True,db,2,True,-i100 -p100 -t1 -d100,,1,2,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.06kHz,65536,0,True,4,False,1,False,7,0,route_min_directed_valient,True,False,4,False,,False,0,True,15.25974025974026,,,True,False,20,,True,1000000000.0,,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,2,bfs,AccelMain,2,,Tst,,2,True,True,2,0,True,0,mesh,True,MyDesign,True,0:56.26,True,dfs,,checkerboard,0,5,False,0:01.41,False,False,pirTest,2,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,7,,False,512,False,6,False,,True,True,False,88,72.335798359,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,2.90909,2,True,,,False,True,True,,,False,False,200,7,6
9,False,,,True,True,False,False,3.18861,True,,InitSort_0,True,91.1032028469751,16,1,True,db,2,True,-i100 -p100 -t1 -d100,,1,1,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.84kHz,65536,0,True,4,False,1,False,10,0,route_min_directed_valient,True,False,4,False,,False,0,True,16.152629497825227,,,True,False,20,,True,1000000000.0,,1,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,2,bfs,AccelMain,2,,Tst,,1,True,True,2,0,True,9,mesh,True,MyDesign,True,0:28.40,True,dfs,,checkerboard,0,5,False,0:00.67,False,False,pirTest,2,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,9,,False,512,False,6,False,,True,True,False,562,29.968906994,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,3.64413,1,True,,,False,True,True,,,False,False,200,2,6
7,False,,,True,True,False,False,0.0,True,,InitSort_1,True,54.23728813559322,16,1,True,db,2,True,-i100 -p100 -t1 -d100,,1,1,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.15kHz,65536,0,True,4,False,1,False,9,0,route_min_directed_valient,True,False,4,False,,False,0,True,22.12806026365348,,,True,False,20,,True,1000000000.0,,1,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,2,bfs,AccelMain,2,,Tst,,1,True,True,2,0,True,5,mesh,True,MyDesign,True,0:30.27,True,dfs,,checkerboard,0,5,False,0:00.77,False,False,pirTest,2,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,7,,False,512,False,6,False,,True,True,False,118,20.718444883,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,2.16949,1,True,,,False,True,True,,,False,False,200,4,6
14,False,,,True,True,False,False,0.0,True,,InitSort_2,True,58.71559633027523,16,1,True,db,4,True,-i100 -p100 -t1 -d100,,1,2,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.1kHz,65536,0,True,4,False,1,False,18,0,route_min_directed_valient,True,False,4,False,,False,0,True,25.310307609282248,,,True,False,20,,True,1000000000.0,,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,4,bfs,AccelMain,2,,Tst,,2,True,True,4,0,True,10,mesh,True,MyDesign,True,0:56.22,True,dfs,,checkerboard,0,5,False,0:01.11,False,False,pirTest,4,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,14,,False,512,False,6,False,,True,True,False,109,44.041179667,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,4.69725,2,True,,,False,True,True,,,False,False,200,8,6
