runhybrid_wbw,constprop,VBB-alloc,VBB-split,VPMU,runp2p_time,VPCU-split,bcread,dag-stage,time,DAG_Total,algo,runhybrid_time,ag-dce,pcu-stage,runp2p_complete,merge,routing-cost,runhybrid_cycle,load,mergeTime_ms,gentst_time,proute-q,arch,time-out,VAFG-split,freq,gentst_err,link-prop,mdone,avgActive,PMU,maketst_time,reserve-pmu,genpir,OPS-Flt,psim,OPS-Prog FU,VMC,debug-tst,app,MC_Total,project,pattern,vfifo,topo,dedicated-dag,VAFG-alloc,pmu-stage,tungsten,VPMU-alloc,MC,simulate,runp2p_err,vcLimit,runhybrid_success,proute-algo,clock,VMC-split,trace,vc,merge-forward,backend,VPMU-split,split-forward,run-proute,scheduled,runp2p_rbw,vlink,dupra,split,psim-q,mapping,spatial_sha,mem-tech,runhybrid_rbw,tokenout,retime-buffer-only,OPS-Other,module,runproute_time,maketst_err,dag,net,waveform,runp2p_success,maxActive,nn,runhybrid_dram_power,split-algo,row,save,vec,runhybrid_complete,VDAG-split,VDAG-alloc,PMU_Total,succeeded,fast,runhybrid_err,run-tst,OPS-Fix,codegen,VDAG,lrange,pracc,argin,run-psim,merge-algo,flit-width,reserve-pcu,stat,pmu-sram-size,name,dot,debug,split-thread,proute-seed,simfreq,retime-glob,PCU,igraph,rtelm,fifo-depth,sr,argout,vdot,retime-local,DAG,memelm,PCU_Total,VPCU-alloc,retime-exout,pirArgs,prtime,genpir_err,OPS-FU,runp2p_dram_power,proute-opts,VMC-alloc,notFit,word,open,VAFG,start-id,slink,routing-algo,VBB,col,runproute_err,runp2p_deadlock,runp2p_cycle,VPCU,OPS-All,pir_sha,runhybrid_deadlock,verbose,runhybrid_pass,runp2p_wbw,runp2p_pass
,True,,,7,0:07.62,30,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,66.746200639,4,MyDesign,100,1,1000000000.0,,db,True,27.418343772675332,7,2:13.06,0,True,,False,,5,False,GEMM_19,40,pirTest,checkerboard,4,mesh,False,1,6,True,7,5,False,,4,False,route_min_directed_valient,1000000000,5,False,4,False,Tst,7,False,False,False,5.68457,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,97.70356716903393,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,6.05kHz,False,15,False,True,16,True,4,True,False,15,False,200,19,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,5,,32,False,1,0,4,dor,,20,,False,46115,30,,2bf187f9,False,False,,1.42114,True
,True,,,6,0:07.25,18,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,42.659083878,4,MyDesign,100,1,1000000000.0,,db,True,27.09956856209052,6,1:56.01,0,True,,False,,3,False,GEMM_2,40,pirTest,checkerboard,4,mesh,False,1,6,True,5,3,False,,4,False,route_min_directed_valient,1000000000,3,False,4,False,Tst,6,False,False,False,3.93616,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,98.40387993813721,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,9.19kHz,False,9,False,True,16,True,4,True,False,9,False,200,11,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,3,,32,False,1,0,4,dor,,20,,False,66599,18,,2bf187f9,False,False,,0.984039,True
,True,,,9,0:04.85,64,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,102.973851443,4,MyDesign,100,1,1000000000.0,,db,True,38.49455315481459,9,2:48.68,0,True,,False,,5,False,GEMM_20,40,pirTest,checkerboard,4,mesh,False,1,6,True,7,5,False,,4,False,route_min_directed_valient,1000000000,5,False,4,False,Tst,9,False,False,False,15.7909,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,93.29558460333715,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,3.42kHz,False,34,False,True,16,True,4,True,False,30,False,200,31,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,5,,32,False,1,0,4,dor,,20,,False,16601,64,,2bf187f9,False,False,,3.94771,True
,True,,,27,0:10.48,202,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,380.193260082,4,MyDesign,100,1,1000000000.0,,db,True,36.20410524092312,27,10:06.78,0,True,,False,,15,False,GEMM_21,40,pirTest,checkerboard,4,mesh,False,1,6,True,21,15,False,,4,False,route_min_directed_valient,1000000000,15,False,4,False,Tst,27,False,False,False,22.019,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,86.72863702542278,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,0.85kHz,False,162,False,True,16,True,4,True,False,40,False,200,95,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,15,,32,False,1,0,4,dor,,20,,False,8929,202,,2bf187f9,False,False,,7.33968,True
,True,,,21,0:11.16,69,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,134.572093267,4,MyDesign,100,1,1000000000.0,,db,True,27.20183219392849,21,3:18.30,0,True,,False,,15,False,GEMM_22,40,pirTest,checkerboard,4,mesh,False,1,6,True,21,15,False,,4,False,route_min_directed_valient,1000000000,15,False,4,False,Tst,21,False,False,False,5.75163,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,95.86051546090162,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,3.06kHz,False,33,False,True,16,True,4,True,False,36,False,200,46,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,15,,32,False,1,0,4,dor,,20,,False,34183,69,,2bf187f9,False,False,,1.91721,True
,True,,,5,0:18.44,34,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,69.715067159,4,MyDesign,100,1,1000000000.0,,db,True,28.138601915666978,5,2:04.52,0,True,,False,,3,False,GEMM_23,40,pirTest,checkerboard,4,mesh,False,1,6,True,5,3,False,,4,False,route_min_directed_valient,1000000000,3,False,4,False,Tst,5,False,False,False,1.7589,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,98.2507934164883,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,8.08kHz,False,23,False,True,16,True,4,True,False,11,False,200,15,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,3,,32,False,1,0,4,dor,,20,,False,149039,34,,2bf187f9,False,False,,0.439724,True
,True,,,15,0:26.24,104,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,182.251516454,4,MyDesign,100,1,1000000000.0,,db,True,28.19407382007121,15,4:20.41,0,True,,False,,9,False,GEMM_24,40,pirTest,checkerboard,4,mesh,False,1,6,True,15,9,False,,4,False,route_min_directed_valient,1000000000,9,False,4,False,Tst,15,False,False,False,2.59299,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,96.56172929058465,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,2.89kHz,False,71,False,True,16,True,4,True,False,33,False,200,45,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,9,,32,False,1,0,4,dor,,20,,False,75823,104,,2bf187f9,False,False,,0.864329,True
,True,,,7,0:07.71,21,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,45.968358142,4,MyDesign,100,1,1000000000.0,,db,True,27.581751825938852,7,2:17.66,0,True,,False,,5,False,GEMM_3,40,pirTest,checkerboard,4,mesh,False,1,6,True,7,5,False,,4,False,route_min_directed_valient,1000000000,5,False,4,False,Tst,7,False,False,False,3.8929,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,97.3225025616656,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,8.73kHz,False,9,False,True,16,True,4,True,False,12,False,200,14,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,5,,32,False,1,0,4,dor,,20,,False,67339,21,,2bf187f9,False,False,,0.973225,True
,True,,,6,0:07.05,20,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,48.124334375,4,MyDesign,100,1,1000000000.0,,db,True,25.327078892260115,6,2:07.33,0,True,,False,,4,False,GEMM_4,40,pirTest,checkerboard,4,mesh,False,1,6,True,6,4,False,,4,False,route_min_directed_valient,1000000000,4,False,4,False,Tst,6,False,False,False,3.92719,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,98.17980254977454,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,9.47kHz,False,9,False,True,16,True,4,True,False,11,False,200,13,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,4,,32,False,1,0,4,dor,,20,,False,66751,20,,2bf187f9,False,False,,0.981798,True
,True,,,11,0:04.91,57,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,93.394331647,4,MyDesign,100,1,1000000000.0,,db,True,35.85326430230419,11,2:55.68,0,True,,False,,7,False,GEMM_6,40,pirTest,checkerboard,4,mesh,False,1,6,True,9,7,False,,4,False,route_min_directed_valient,1000000000,7,False,4,False,Tst,11,False,False,False,14.3413,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,89.63291208490618,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,3.72kHz,False,27,False,True,16,True,4,True,False,30,False,200,30,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,7,,32,False,1,0,4,dor,,20,,False,18279,57,,2bf187f9,False,False,,3.58532,True
,True,,,5,0:01.41,18,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,35.732300548,4,MyDesign,100,1,1000000000.0,,db,True,24.379815110787227,5,1:41.60,0,True,,False,,3,False,GEMM_7,40,pirTest,checkerboard,4,mesh,False,1,6,True,5,3,False,,4,False,route_min_directed_valient,1000000000,3,False,4,False,Tst,5,False,False,False,0.779085,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,94.97420439394817,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,12.23kHz,False,18,False,True,16,True,4,True,False,0,False,200,11,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,3,,32,False,1,0,4,dor,,20,,False,17251,18,,2bf187f9,False,False,,0.237436,True
,True,,,5,0:00.70,18,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,38.109618978,4,MyDesign,100,1,1000000000.0,,db,True,30.637702324449315,5,1:34.70,0,True,,False,,3,False,GEMM_8,40,pirTest,checkerboard,4,mesh,False,1,6,True,5,3,False,,4,False,route_min_directed_valient,1000000000,3,False,4,False,Tst,5,False,False,False,6.59705,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,91.38777331548415,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,3.2kHz,False,9,False,True,16,True,4,True,False,9,False,200,11,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,3,,32,False,1,0,4,dor,,20,,False,2241,18,,2bf187f9,False,False,,1.82776,True
,True,,,6,0:01.60,18,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,37.899072236,4,MyDesign,100,1,1000000000.0,,db,True,30.871455245652935,6,2:01.44,0,True,,False,,3,False,GEMM_9,40,pirTest,checkerboard,4,mesh,False,1,6,True,5,3,False,,4,False,route_min_directed_valient,1000000000,3,False,4,False,Tst,6,False,False,False,7.64803,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,95.60042011903373,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,5.36kHz,False,9,False,True,16,True,4,True,False,9,False,200,11,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,3,,32,False,1,0,4,dor,,20,,False,8569,18,,2bf187f9,False,False,,1.91201,True
,True,,,2,0:00.47,7,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,16.390487802,4,MyDesign,100,1,1000000000.0,,db,True,15.25974025974026,2,0:53.58,0,True,,False,,2,False,IfTest_0,40,pirTest,checkerboard,4,mesh,False,1,6,True,2,2,False,,4,False,route_min_directed_valient,1000000000,2,False,4,False,Tst,2,False,False,False,0.0,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,36.36363636363637,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,0.19kHz,False,7,False,True,16,True,4,True,False,0,False,200,7,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,2,,32,False,1,0,4,dor,,20,,False,88,7,,2bf187f9,False,False,,2.90909,True
,True,,,2,0:00.53,9,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,17.263176658,4,MyDesign,100,1,1000000000.0,,db,True,16.152629497825227,2,0:57.55,0,True,,False,,1,False,InitSort_0,40,pirTest,checkerboard,4,mesh,False,1,6,True,2,1,False,,4,False,route_min_directed_valient,1000000000,1,False,4,False,Tst,2,False,False,False,3.18861,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,91.1032028469751,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,1.06kHz,False,2,False,True,16,True,4,True,False,9,False,200,10,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,1,,32,False,1,0,4,dor,,20,,False,562,9,,2bf187f9,False,False,,3.64413,True
,True,,,2,0:00.62,7,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,15.816545658,4,MyDesign,100,1,1000000000.0,,db,True,22.12806026365348,2,0:56.71,0,True,,False,,1,False,InitSort_1,40,pirTest,checkerboard,4,mesh,False,1,6,True,2,1,False,,4,False,route_min_directed_valient,1000000000,1,False,4,False,Tst,2,False,False,False,0.0,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,54.23728813559322,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,0.19kHz,False,4,False,True,16,True,4,True,False,5,False,200,9,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,1,,32,False,1,0,4,dor,,20,,False,118,7,,2bf187f9,False,False,,2.16949,True
,True,,,4,0:00.47,14,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,18.056695326,4,MyDesign,100,1,1000000000.0,,db,True,25.310307609282248,4,1:03.08,0,True,,False,,2,False,InitSort_2,40,pirTest,checkerboard,4,mesh,False,1,6,True,4,2,False,,4,False,route_min_directed_valient,1000000000,2,False,4,False,Tst,4,False,False,False,0.0,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,58.71559633027523,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,0.23kHz,False,8,False,True,16,True,4,True,False,10,False,200,18,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,2,,32,False,1,0,4,dor,,20,,False,109,14,,2bf187f9,False,False,,4.69725,True
,True,,,6,0:00.57,31,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,34.945649126,4,MyDesign,100,1,1000000000.0,,db,True,21.86544342507645,6,1:34.46,0,True,,False,,3,False,InitSort_3,40,pirTest,checkerboard,4,mesh,False,1,6,True,6,3,False,,4,False,route_min_directed_valient,1000000000,3,False,4,False,Tst,6,False,False,False,0.0,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,58.71559633027523,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,0.19kHz,False,14,False,True,16,True,4,True,False,19,False,200,29,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,3,,32,False,1,0,4,dor,,20,,False,109,31,,2bf187f9,False,False,,4.69725,True
,True,,,4,0:00.58,11,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,17.137210325,4,MyDesign,100,1,1000000000.0,,db,True,30.501792114695338,4,1:08.89,0,True,,False,,1,False,InitSort_4,40,pirTest,checkerboard,4,mesh,False,1,6,True,4,1,False,,4,False,route_min_directed_valient,1000000000,1,False,4,False,Tst,4,False,False,False,0.0,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,68.81720430107526,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,0.32kHz,False,8,False,True,16,True,4,True,False,7,False,200,13,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,1,,32,False,1,0,4,dor,,20,,False,186,11,,2bf187f9,False,False,,2.75269,True
,True,,,12,0:24.10,33,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,74.22844103,4,MyDesign,100,1,1000000000.0,,db,True,28.410891689288192,12,3:05.44,0,True,,False,,3,False,Kmeans_0,40,pirTest,checkerboard,4,mesh,False,1,6,True,12,3,False,,4,False,route_min_directed_valient,1000000000,3,False,4,False,Tst,12,False,False,False,0.927628,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,92.76281334484564,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,5.86kHz,False,26,False,True,16,True,4,True,False,7,False,200,14,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,3,,32,False,1,0,4,dor,,20,,False,141298,33,,2bf187f9,False,False,,0.115954,True
,True,,,11,5:09.87,30,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,62.862367909,4,MyDesign,100,1,1000000000.0,,db,True,29.059300997895495,11,2:48.11,0,True,,False,,3,False,Kmeans_1,40,pirTest,checkerboard,4,mesh,False,1,6,True,11,3,False,,4,False,route_min_directed_valient,1000000000,3,False,4,False,Tst,11,False,False,False,0.0609711,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,97.55370530682534,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,6.94kHz,False,30,False,True,16,True,4,True,False,0,False,200,14,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,3,,32,False,1,0,4,dor,,20,,False,2149741,30,,2bf187f9,False,False,,0.00762138,True
,True,,,17,0:21.12,47,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,97.081251188,4,MyDesign,100,1,1000000000.0,,db,True,32.302439045508066,17,4:03.55,0,True,,False,,3,False,Kmeans_2,40,pirTest,checkerboard,4,mesh,False,1,6,True,15,3,False,,4,False,route_min_directed_valient,1000000000,3,False,4,False,Tst,17,False,False,False,1.81578,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,90.78894507169079,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,3.42kHz,False,37,False,True,16,True,4,True,False,10,False,200,19,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,3,,32,False,1,0,4,dor,,20,,False,72185,47,,2bf187f9,False,False,,0.226972,True
,True,,,13,0:30.42,41,True,6,2020-01-19 18:17:09 -0800,40,route_min_directed_valient,,True,6,True,False,H-hop,,False,,86.874246183,4,MyDesign,100,1,1000000000.0,,db,True,23.403991629750056,13,3:25.73,0,True,,False,,3,False,Kmeans_3,40,pirTest,checkerboard,4,mesh,False,1,6,True,12,3,False,,4,False,route_min_directed_valient,1000000000,3,False,4,False,Tst,13,False,False,False,0.929266,2,False,True,1,True,93b78c7b,DDR4,,5,False,,False,,,True,hybrid,True,True,92.92657161695581,False,,dfs,20,False,16,False,0,0,200,True,False,,False,,True,0,True,True,6,False,bfs,512,0,True,65536,AccelMain,False,False,1,0,4.64kHz,False,31,False,True,16,True,4,True,False,10,False,200,16,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,,-i100 -p100 -t1 -d100,3,,32,False,1,0,4,dor,,20,,False,141049,41,,2bf187f9,False,False,,0.116158,True
