app,project,backend,freq,spatial_sha,pir_sha,time,genpir,genpir_err,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,runp2p_cycle,runhybrid_cycle,runp2p_err,runhybrid_err,maketst_err,runproute_err,gentst_err,runp2p_pass,runhybrid_pass,runp2p_deadlock,runhybrid_deadlock,runp2p_complete,runhybrid_complete,runp2p_dram_power,runhybrid_dram_power,runp2p_rbw,runhybrid_rbw,runp2p_wbw,runhybrid_wbw,maketst_time,runp2p_time,runhybrid_time,runproute_time,gentst_time,OPS-All,OPS-FU,OPS-Fix,OPS-Flt,OPS-Other,OPS-Prog FU,notFit,MC,DAG,PMU,PCU,MC_Total,DAG_Total,PMU_Total,PCU_Total,VMC,VDAG,VPMU,VPCU,row,col,pirArgs,algo,pattern,slink,vlink,prtime,vcLimit,runp2p_success,runhybrid_success,succeeded,simfreq
SharedLoader2,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,101,,,,,,,True,,False,False,True,False,,,1.26733,,0.0,,1:24.94,0:00.50,,,17.137160255,"1055 OP, 10.45 GOPS","1055 OP, 10.45 GOPS","1055 OP, 10.45 GOPS",,,"1055 OP, 10.45 GOPS",,1,2,14,0,40,40,200,200,1,0,,16,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.2kHz
SimpleDotProduct_0,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,1088,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:44.18,0:00.53,,,12.957575909,"3168 OP, 2.91 GOPS","2144 OP, 1.97 GOPS","1088 OP, 1.00 GOPS",,"2080 OP, 1.91 GOPS","1120 OP, 1.03 GOPS",,0,0,1,3,40,40,200,200,,0,1,3,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,2.05kHz
SimpleDotProduct_1,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,576,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:45.58,0:00.55,,,13.949395475,"3136 OP, 5.44 GOPS","2112 OP, 3.67 GOPS","1072 OP, 1.86 GOPS",,"2064 OP, 3.58 GOPS","1088 OP, 1.89 GOPS",,0,0,2,5,40,40,200,200,,0,2,5,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.05kHz
SimpleLock_0,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,,,"tungsten: /local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten/sparsity/templates/SparsePMU.h:61: void SparsePMUT, N, B::_add_tx(const Token*, const Token*, int) [with T = int; long unsigned int N = 4096; long unsigned int B = 16]: Assertion `t[i].addr  65536' failed.
",,,,,,,False,False,False,False,,,,,,,0:59.40,0:00.77,,,13.67496969,,,,,,,,1,6,2,1,40,40,200,200,1,0,2,7,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,False,False,False,
SimpleLock_1,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,,,"tungsten: /local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten/sparsity/templates/SparsePMU.h:61: void SparsePMUT, N, B::_add_tx(const Token*, const Token*, int) [with T = int; long unsigned int N = 4096; long unsigned int B = 16]: Assertion `t[i].addr  65536' failed.
",,,,,,,False,False,False,False,,,,,,,1:00.73,0:00.65,,,13.297021503,,,,,,,,1,4,4,1,40,40,200,200,1,0,2,7,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,False,False,False,
StreamInOutStop,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,25,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:32.78,0:00.52,,,9.445064492,"10 OP, 0.40 GOPS","10 OP, 0.40 GOPS","10 OP, 0.40 GOPS",,,"10 OP, 0.40 GOPS",,2,0,1,0,40,40,200,200,2,0,,1,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.05kHz
StreamInfDotProduct_0,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,184,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:53.15,0:00.56,,,18.099825927,"10431 OP, 56.69 GOPS","9919 OP, 53.91 GOPS","4741 OP, 25.77 GOPS",,"5690 OP, 30.92 GOPS","4741 OP, 25.77 GOPS",,2,2,2,4,40,40,200,200,2,0,2,6,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.33kHz
StreamInfDotProduct_1,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,182,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:04.56,0:00.51,,,23.916051681,"16313 OP, 89.63 GOPS","15181 OP, 83.41 GOPS","6497 OP, 35.70 GOPS",,"9816 OP, 53.93 GOPS","5129 OP, 28.18 GOPS",,2,4,2,8,40,40,200,200,2,0,2,12,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.36kHz
StreamInfDotProduct_2,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,188,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:53.97,0:00.53,,,20.532279089,"13324 OP, 70.87 GOPS","12192 OP, 64.85 GOPS","6449 OP, 34.30 GOPS",,"6875 OP, 36.57 GOPS","5209 OP, 27.71 GOPS",,2,2,3,5,40,40,200,200,2,0,3,7,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.35kHz
StreamInfDotProduct_3,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,184,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:13.26,0:00.58,,,25.38967204,"19219 OP, 104.45 GOPS","15959 OP, 86.73 GOPS","9713 OP, 52.79 GOPS",,"9506 OP, 51.66 GOPS","4089 OP, 22.22 GOPS",,2,4,3,8,40,40,200,200,2,0,3,12,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.32kHz
StreamInfDotProduct_4,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,201,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:44.53,0:00.58,,,33.437235441,"19505 OP, 97.04 GOPS","18373 OP, 91.41 GOPS","1870 OP, 9.30 GOPS",,"17635 OP, 87.74 GOPS","438 OP, 2.18 GOPS",,2,11,3,12,40,40,200,200,2,0,3,23,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.35kHz
StreamInfDotProduct_5,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,2076,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:47.23,0:00.47,,,14.095958527,"3512 OP, 1.69 GOPS","3512 OP, 1.69 GOPS","1280 OP, 0.62 GOPS",,"2232 OP, 1.08 GOPS","1792 OP, 0.86 GOPS",,2,1,2,2,40,40,200,200,2,0,2,3,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,4.42kHz
StreamInfKmeans_0,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,1121,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:10.19,0:00.53,,,23.994640671,"164200 OP, 146.48 GOPS","147600 OP, 131.67 GOPS","65643 OP, 58.56 GOPS",,"98557 OP, 87.92 GOPS","47803 OP, 42.64 GOPS",,2,4,4,7,40,40,200,200,2,0,4,11,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,2.12kHz
StreamInfKmeans_1,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,609,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,2:02.60,0:00.66,,,35.732678831,"174723 OP, 286.90 GOPS","161599 OP, 265.35 GOPS","60221 OP, 98.89 GOPS",,"114502 OP, 188.02 GOPS","49205 OP, 80.80 GOPS",,2,8,5,14,40,40,200,200,2,0,5,22,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.92kHz
StreamInfKmeans_2,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,609,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:34.34,0:00.62,,,30.12725303,"177473 OP, 291.42 GOPS","160657 OP, 263.80 GOPS","57937 OP, 95.13 GOPS",,"119536 OP, 196.28 GOPS","31473 OP, 51.68 GOPS",,2,6,4,10,40,40,200,200,2,0,4,16,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.98kHz
StreamInfKmeans_3,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,2145,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:17.85,0:00.59,,,25.377678436,"194725 OP, 90.78 GOPS","169933 OP, 79.22 GOPS","90175 OP, 42.04 GOPS",,"104550 OP, 48.74 GOPS","55951 OP, 26.08 GOPS",,2,4,4,8,40,40,200,200,2,0,4,12,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,3.64kHz
StreamInfKmeans_4,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,1121,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:38.00,0:00.55,,,29.87475405,"191442 OP, 170.78 GOPS","170638 OP, 152.22 GOPS","69965 OP, 62.41 GOPS",,"121477 OP, 108.36 GOPS","35525 OP, 31.69 GOPS",,2,6,4,11,40,40,200,200,2,0,4,17,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,2.04kHz
StreamInfKmeans_6,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,533,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:33.34,0:00.61,,,52.37781967,"229379 OP, 430.35 GOPS","212131 OP, 397.99 GOPS","63437 OP, 119.02 GOPS",,"165942 OP, 311.34 GOPS","23821 OP, 44.69 GOPS",,2,12,5,21,40,40,200,200,2,0,5,33,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.87kHz
StreamInfKmeans_7,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,383,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,2:59.44,0:00.67,,,88.971144608,"262905 OP, 686.44 GOPS","249133 OP, 650.48 GOPS","73021 OP, 190.66 GOPS",,"189884 OP, 495.78 GOPS","23845 OP, 62.26 GOPS",,2,24,8,44,40,40,200,200,2,0,8,68,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.57kHz
StreamInfLogReg_0,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,190,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:55.37,0:00.52,,,17.89932434,"10623 OP, 55.91 GOPS","10111 OP, 53.22 GOPS","4741 OP, 24.95 GOPS","192 OP, 1.01 GOPS","5690 OP, 29.95 GOPS","4933 OP, 25.96 GOPS",,2,1,2,5,40,40,200,200,2,0,2,6,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.37kHz
StreamInfLogReg_1,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,188,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:04.38,0:00.57,,,23.146650116,"16505 OP, 87.79 GOPS","15373 OP, 81.77 GOPS","6497 OP, 34.56 GOPS","192 OP, 1.02 GOPS","9816 OP, 52.21 GOPS","5321 OP, 28.30 GOPS",,2,2,10,2,40,40,200,200,2,0,2,12,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.33kHz
StreamInfLogReg_2,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,190,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:55.97,0:00.63,,,17.803401744,"10623 OP, 55.91 GOPS","10111 OP, 53.22 GOPS","4741 OP, 24.95 GOPS","192 OP, 1.01 GOPS","5690 OP, 29.95 GOPS","4933 OP, 25.96 GOPS",,2,1,2,5,40,40,200,200,2,0,2,6,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.3kHz
StreamInfLogReg_3,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,188,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:06.56,0:00.64,,,24.677495429,"16505 OP, 87.79 GOPS","15373 OP, 81.77 GOPS","6497 OP, 34.56 GOPS","192 OP, 1.02 GOPS","9816 OP, 52.21 GOPS","5321 OP, 28.30 GOPS",,2,2,10,2,40,40,200,200,2,0,2,12,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.29kHz
StreamInfLogReg_4,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,207,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:44.58,0:00.59,,,29.861223608,"19697 OP, 95.15 GOPS","18565 OP, 89.69 GOPS","1870 OP, 9.03 GOPS","192 OP, 0.93 GOPS","17635 OP, 85.19 GOPS","630 OP, 3.04 GOPS",,2,6,16,4,40,40,200,200,2,0,3,23,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.35kHz
StreamInfLogReg_5,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,207,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:45.32,0:00.50,,,34.639269573,"19697 OP, 95.15 GOPS","18565 OP, 89.69 GOPS","2062 OP, 9.96 GOPS",,"17635 OP, 85.19 GOPS","630 OP, 3.04 GOPS",,2,10,3,13,40,40,200,200,2,0,3,23,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,0.41kHz
StreamInfLogReg_6,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,576,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:50.15,0:00.53,,,17.256067106,"10378 OP, 18.02 GOPS","9327 OP, 16.19 GOPS","3170 OP, 5.50 GOPS",,"7208 OP, 12.51 GOPS","2092 OP, 3.63 GOPS",,2,4,3,2,40,40,200,200,2,0,3,6,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,1.09kHz
StreamInfNN4_0,pirTest,Tst,1000000000.0,f6ef39ae,43d4659a,2019-11-06 23:09:01 -0800,True,,,,,,,,,,,,,,,28844,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,1:59.62,0:02.21,,,29.311205047,"1488399 OP, 51.60 GOPS","1319383 OP, 45.74 GOPS","672209 OP, 23.30 GOPS",,"816190 OP, 28.30 GOPS","506337 OP, 17.55 GOPS",,2,6,9,8,40,40,200,200,2,0,9,14,20,20,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,True,False,True,13.05kHz
