app,project,backend,freq,spatial_sha,pir_sha,time,genpir,genpir_err,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,runp2p_cycle,runhybrid_cycle,runp2p_err,runhybrid_err,maketst_err,runproute_err,gentst_err,runp2p_pass,runhybrid_pass,runp2p_deadlock,runhybrid_deadlock,runp2p_complete,runhybrid_complete,runp2p_dram_power,runhybrid_dram_power,runp2p_rbw,runhybrid_rbw,runp2p_wbw,runhybrid_wbw,maketst_time,runp2p_time,runhybrid_time,runproute_time,gentst_time,OPS-All,OPS-FU,OPS-Fix,OPS-Flt,OPS-Other,OPS-Prog FU,notFit,MC,DAG,PMU,PCU,MC_Total,DAG_Total,PMU_Total,PCU_Total,VMC,VDAG,VPMU,VPCU,row,col,pirArgs,algo,pattern,slink,vlink,prtime,vcLimit,maxActive,avgActive,runp2p_success,runhybrid_success,succeeded,simfreq
BankEnable_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,78,,,,,,,True,,False,False,True,False,,,0.0,,1.64103,,0:56.38,0:00.40,,,15.373659822,"704 OP, 9.03 GOPS","704 OP, 9.03 GOPS","128 OP, 1.64 GOPS",,"576 OP, 7.38 GOPS","128 OP, 1.64 GOPS",,1,3,2,2,40,40,200,200,1,0,2,4,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,41.02564102564103,14.957264957264956,True,False,True,0.2kHz
BankRange_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,134,,,,,,,,,False,False,True,False,,,0.0,,0.955224,,1:53.86,0:00.39,,,47.645017309,"7392 OP, 55.16 GOPS","1888 OP, 14.09 GOPS","3808 OP, 28.42 GOPS","128 OP, 0.96 GOPS","3456 OP, 25.79 GOPS","1888 OP, 14.09 GOPS",,1,10,6,15,40,40,200,200,1,0,6,25,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,11.940298507462687,10.248756218905472,True,False,True,0.34kHz
BlackScholes_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,105510,,,,,,,True,,False,False,True,False,,,29.8145,,4.96908,,2:44.74,0:38.63,,,37.599185138,"22424064 OP, 212.53 GOPS","19802624 OP, 187.68 GOPS","141824 OP, 1.34 GOPS","20447232 OP, 193.79 GOPS","1835008 OP, 17.39 GOPS","19802624 OP, 187.68 GOPS",,7,8,1,32,40,40,200,200,7,0,,41,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --split-algo=bfs, --retime-local=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,7.764192967491233,6.048892092229767,True,False,True,2.73kHz
BlackScholes_1,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,73799,,,,,,,True,,False,False,True,False,,,42.6256,,7.10427,,2:54.52,0:36.77,,,33.166838161,"22424064 OP, 303.85 GOPS","19802624 OP, 268.33 GOPS","141824 OP, 1.92 GOPS","20447232 OP, 277.07 GOPS","1835008 OP, 24.86 GOPS","19802624 OP, 268.33 GOPS",,7,8,1,36,40,40,200,200,7,0,,45,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --split-algo=bfs, --retime-local=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,11.100421414924321,8.856776874967746,True,False,True,2.01kHz
BreakTest,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,87,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:44.23,0:00.32,,,10.495128047,"12 OP, 0.14 GOPS","12 OP, 0.14 GOPS","12 OP, 0.14 GOPS",,,"12 OP, 0.14 GOPS",,0,0,1,0,40,40,200,200,,0,,1,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,13.793103448275861,5.363984674329502,True,False,True,0.27kHz
BreakTest2,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,23,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:41.72,0:00.42,,,12.73156022,"10 OP, 0.43 GOPS","10 OP, 0.43 GOPS","10 OP, 0.43 GOPS",,,"10 OP, 0.43 GOPS",,0,0,2,0,40,40,200,200,,0,,2,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,43.47826086956522,23.91304347826087,True,False,True,0.05kHz
BroadcastTest,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,271,,,,,,,True,,False,False,True,False,,,0.472325,,15.1144,,1:17.93,0:00.44,,,28.642541235,"21760 OP, 80.30 GOPS","18688 OP, 68.96 GOPS","11904 OP, 43.93 GOPS",,"9856 OP, 36.37 GOPS","4736 OP, 17.48 GOPS",,2,3,2,9,40,40,200,200,2,0,2,12,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,47.23247232472325,21.560358460727464,True,False,True,0.62kHz
CountZero_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,139,,,,,,,True,,False,False,True,False,,,0.460432,,1.38129,,0:52.56,0:00.50,,,18.043496997,"432 OP, 3.11 GOPS","432 OP, 3.11 GOPS","192 OP, 1.38 GOPS",,"240 OP, 1.73 GOPS","288 OP, 2.07 GOPS",,1,0,1,5,40,40,200,200,1,0,1,5,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,34.53237410071942,21.517331589274036,True,False,True,0.28kHz
DRAMDoubleBuffer2_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,930,,,,,,,True,,False,False,True,False,,,1.10108,,1.10108,,0:57.06,0:00.53,,,17.829990059,"720 OP, 0.77 GOPS","688 OP, 0.74 GOPS","720 OP, 0.77 GOPS",,,"656 OP, 0.71 GOPS",,2,0,7,0,40,40,200,200,2,0,,7,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,27.526881720430108,7.096774193548387,True,False,True,1.75kHz
DRAMDoubleBuffer2_1,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,930,,,,,,,True,,False,False,True,False,,,1.10108,,1.10108,,0:53.86,0:00.41,,,19.044609565,"720 OP, 0.77 GOPS","656 OP, 0.71 GOPS","720 OP, 0.77 GOPS",,,"656 OP, 0.71 GOPS",,2,0,7,0,40,40,200,200,2,0,,7,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,27.526881720430108,7.096774193548387,True,False,True,2.27kHz
DRAMDoubleBuffer2_2,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,470,,,,,,,True,,False,False,True,False,,,2.17872,,2.17872,,1:01.03,0:00.41,,,16.494325854,"720 OP, 1.53 GOPS","656 OP, 1.40 GOPS","720 OP, 1.53 GOPS",,,"656 OP, 1.40 GOPS",,4,0,14,0,40,40,200,200,4,0,,14,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,27.23404255319149,7.898936170212766,True,False,True,1.15kHz
DRAMDoubleBuffer2_3,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,490,,,,,,,True,,False,False,True,False,,,2.0898,,2.0898,,1:44.16,0:00.43,,,26.462548069,"1080 OP, 2.20 GOPS","984 OP, 2.01 GOPS","1080 OP, 2.20 GOPS",,,"984 OP, 2.01 GOPS",,6,20,3,0,40,40,200,200,6,0,,23,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,26.122448979591837,9.355102040816327,True,False,True,1.14kHz
DRAMDoubleBuffer2_4,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,370,,,,,,,True,,False,False,True,False,,,2.76757,,2.76757,,1:33.84,0:00.45,,,26.946134149,"1080 OP, 2.92 GOPS","1032 OP, 2.79 GOPS","1080 OP, 2.92 GOPS",,,"984 OP, 2.66 GOPS",,6,12,11,0,40,40,200,200,6,0,,23,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,2.1621621621621623,2.0108108108108107,True,False,True,0.82kHz
DRAMDoubleBuffer_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,456,,,,,,,True,,False,False,True,False,,,2.24561,,2.24561,,1:28.03,0:00.45,,,24.588723615,"912 OP, 2.00 GOPS","912 OP, 2.00 GOPS","640 OP, 1.40 GOPS",,"272 OP, 0.60 GOPS","912 OP, 2.00 GOPS",,4,0,13,0,40,40,200,200,4,0,,13,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,56.14035087719298,15.935672514619883,True,False,True,1.01kHz
DRAMDoubleBuffer_1,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,253,,,,,,,True,,False,False,True,False,,,4.04743,,4.04743,,1:11.76,0:00.42,,,21.270824658,"912 OP, 3.60 GOPS","912 OP, 3.60 GOPS","640 OP, 2.53 GOPS",,"272 OP, 1.08 GOPS","912 OP, 3.60 GOPS",,4,7,4,0,40,40,200,200,4,0,,11,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,6.324110671936759,3.4660991182730316,True,False,True,0.6kHz
DRAMDoubleBuffer_2,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,236,,,,,,,True,,False,False,True,False,,,4.33898,,4.33898,,1:22.75,0:00.43,,,28.843659297,"912 OP, 3.86 GOPS","912 OP, 3.86 GOPS","640 OP, 2.71 GOPS",,"272 OP, 1.15 GOPS","912 OP, 3.86 GOPS",,8,14,8,0,40,40,200,200,8,0,,22,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,3.389830508474576,2.01271186440678,True,False,True,0.55kHz
DRAMDoubleBuffer_3,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,236,,,,,,,True,,False,False,True,False,,,4.33898,,4.33898,,1:58.37,0:00.45,,,38.363397319,"1368 OP, 5.80 GOPS","1368 OP, 5.80 GOPS","960 OP, 4.07 GOPS",,"408 OP, 1.73 GOPS","1368 OP, 5.80 GOPS",,12,9,28,0,40,40,200,200,12,0,,37,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,3.389830508474576,2.0208604954367666,True,False,True,0.52kHz
DRAMMergeSort_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,77857,,,,,,,,,False,False,True,False,,,43.7709,,43.7709,,1:38.31,0:13.43,,,24.656185965,"129081 OP, 1.66 GOPS","116795 OP, 1.50 GOPS","129068 OP, 1.66 GOPS",,"13 OP, 0.00 GOPS","116795 OP, 1.50 GOPS",,3,6,2,11,40,40,200,200,3,0,,19,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,68.39205209550843,20.649524127567208,True,False,True,5.8kHz
DRAMMergeSort_1,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,78261,,,,,,,,,False,False,True,False,,,43.545,,43.545,,1:40.72,0:16.74,,,24.239109485,"129081 OP, 1.65 GOPS","116795 OP, 1.49 GOPS","129068 OP, 1.65 GOPS",,"13 OP, 0.00 GOPS","116795 OP, 1.49 GOPS",,3,6,2,11,40,40,200,200,3,0,,19,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,68.0389977127816,20.542926872899656,True,False,True,4.68kHz
DRAMMergeSort_2,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,67625,,,,,,,,,False,False,True,False,,,50.3937,,50.3937,,2:04.76,0:20.09,,,34.106178552,"129102 OP, 1.91 GOPS","116814 OP, 1.73 GOPS","129089 OP, 1.91 GOPS",,"13 OP, 0.00 GOPS","116814 OP, 1.73 GOPS",,6,11,4,22,40,40,200,200,6,0,,37,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,42.39852125693161,13.669620822301045,True,False,True,3.37kHz
DRAMMergeSort_3,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,60504,,,,,,,,,False,False,True,False,,,56.3247,,56.3247,,3:21.87,0:23.76,,,49.875647686,"129480 OP, 2.14 GOPS","117156 OP, 1.94 GOPS","129467 OP, 2.14 GOPS",,"13 OP, 0.00 GOPS","117156 OP, 1.94 GOPS",,9,16,6,33,40,40,200,200,9,0,,55,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,36.85706730133545,11.935941792645481,True,False,True,2.55kHz
DRAMMergeSort_4,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,60544,,,,,,,,,False,False,True,False,,,56.2875,,56.2875,,4:33.82,0:28.04,,,67.143646653,"129186 OP, 2.13 GOPS","116890 OP, 1.93 GOPS","129173 OP, 2.13 GOPS",,"13 OP, 0.00 GOPS","116890 OP, 1.93 GOPS",,12,21,8,44,40,40,200,200,12,0,,73,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,28.752642706131077,9.386887524938214,True,False,True,2.16kHz
DRAMMergeSort_5,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,35916,,,,,,,,,False,False,True,False,,,51.0917,,51.0917,,3:37.00,0:17.50,,,66.97404703,"78919 OP, 2.20 GOPS","66969 OP, 1.86 GOPS","78912 OP, 2.20 GOPS",,"7 OP, 0.00 GOPS","66969 OP, 1.86 GOPS",,10,16,8,42,40,40,200,200,10,0,,66,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,45.61755206593162,8.968327531264707,True,False,True,2.05kHz
DRAMMergeSort_6,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,59978,,,,,,,,,False,False,True,False,,,56.8187,,56.8187,,3:20.20,0:24.11,,,51.560338121,"129480 OP, 2.16 GOPS","117156 OP, 1.95 GOPS","129467 OP, 2.16 GOPS",,"13 OP, 0.00 GOPS","117156 OP, 1.95 GOPS",,9,16,6,33,40,40,200,200,9,0,,55,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,37.180299443129144,12.04061859718934,True,False,True,2.49kHz
DRAMMergeSort_7,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,31858,,,,,,,,,False,False,True,False,,,57.5996,,57.5996,,15:48.43,0:33.96,,,165.085961884,"79414 OP, 2.49 GOPS","67389 OP, 2.12 GOPS","79407 OP, 2.49 GOPS",,"7 OP, 0.00 GOPS","67389 OP, 2.12 GOPS",,25,37,20,105,40,40,200,200,25,0,,162,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,29.656601167681586,5.736255809651975,True,False,True,0.94kHz
DotProduct_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,161,,,,,,,True,,False,False,True,False,,,50.882,,0.0,,0:41.78,0:00.26,,,13.192303861,"6400 OP, 39.75 GOPS","5376 OP, 33.39 GOPS","4352 OP, 27.03 GOPS",,"2048 OP, 12.72 GOPS","4320 OP, 26.83 GOPS",,2,3,2,1,40,40,200,200,2,0,2,4,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,39.75155279503105,29.90239574090506,True,False,True,0.62kHz
DotProduct_1,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,1113,,,,,,,True,,False,False,True,False,,,7.36029,,0.0,,0:52.90,0:00.49,,,15.280829599,"2304 OP, 2.07 GOPS","1280 OP, 1.15 GOPS","256 OP, 0.23 GOPS",,"2048 OP, 1.84 GOPS","224 OP, 0.20 GOPS",,2,0,2,4,40,40,200,200,2,0,2,4,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,92.00359389038634,66.93620844564241,True,False,True,2.27kHz
DotProduct_2,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,601,,,,,,,True,,False,False,True,False,,,13.6306,,0.0,,1:14.42,0:00.53,,,24.324640241,"2288 OP, 3.81 GOPS","1264 OP, 2.10 GOPS","240 OP, 0.40 GOPS",,"2048 OP, 3.41 GOPS","224 OP, 0.37 GOPS",,4,0,4,7,40,40,200,200,4,0,4,7,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,85.19134775374376,67.53390813290979,True,False,True,1.13kHz
DotProduct_3,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,156,,,,,,,True,,False,False,True,False,,,52.5128,,0.0,,1:18.50,0:00.56,,,23.153155663,"6384 OP, 40.92 GOPS","5360 OP, 34.36 GOPS","4336 OP, 27.79 GOPS",,"2048 OP, 13.13 GOPS","4320 OP, 27.69 GOPS",,4,5,4,2,40,40,200,200,4,0,4,7,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,20.512820512820515,16.871794871794872,True,False,True,0.28kHz
DotProduct_4,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,152,,,,,,,True,,False,False,True,False,,,53.8947,,0.0,,2:19.00,0:00.51,,,51.82233302,"6372 OP, 41.92 GOPS","5348 OP, 35.18 GOPS","4324 OP, 28.45 GOPS",,"2048 OP, 13.47 GOPS","4320 OP, 28.42 GOPS",,16,17,16,9,40,40,200,200,16,0,16,26,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,5.2631578947368425,4.648169336384439,True,False,True,0.3kHz
