proute-opts,maxActive,project,spatial_sha,rtanal,vdot,routing-cost,runp2p_rbw,merge-algo,runp2p_time,runp2p_deadlock,split-forward,runhybrid_cycle,module,runhybrid_pass,runp2p_pass,algo,open,codegen,time-out,constprop,run-proute,runhybrid_wbw,prtime,save,DAG,share-adctx,pmu-sram-size,VPCU-alloc,merge-forward,nn,OPS-FU,simfreq,mem-tech,notFit,simulate,retime-exout,time,VPMU-split,runhybrid_time,rtelm,mdone,VMC-alloc,VBB,ag-dce,psim-q,retime-glob,VMC-split,VAFG-split,debug,runp2p_cycle,OPS-Flt,reserve-pcu,PMU_Total,rundot,verbose,MC,PCU_Total,reserve-pmu,VBB-alloc,runhybrid_dram_power,mapping,avgActive,debug-print,tokenout,igraph,VDAG-alloc,vlink,runhybrid_rbw,rtelm-unsafe,stat,OPS-All,VPCU,retime-local,reserve-dag,split-algo,pattern,split-thread,VPMU-alloc,tungsten,runhybrid_success,run-psim,pir_sha,dot,pracc,net,retime-buffer-only,memelm,backend,runhybrid_deadlock,pmu-stage,proute-algo,freq,VPMU,split,trace,link-prop,dupra,OPS-Fix,pcu-stage,name,VBB-split,arch,fifo-depth,bcread,OPS-Other,VDAG-split,word,routing-algo,VMC,runp2p_dram_power,MC_Total,gentst_err,load,flit-width,gentst_time,PCU,clock,topo,vfifo,runp2p_err,runhybrid_complete,row,argout,succeeded,col,fast,OPS-Prog FU,proute-q,VAFG-alloc,dag-stage,genpir_err,runp2p_complete,run-tst,pirArgs,slink,PMU,runp2p_wbw,genpir,runproute_time,vec,dedicated-dag,scheduled,vcLimit,start-id,proute-seed,mergeTime_ms,waveform,maketst_err,DAG_Total,VDAG,VAFG,app,vc,dag,lrange,runhybrid_err,psim,merge,runp2p_success,VPCU-split,maketst_time,runproute_err,sr,argin
-i100 -p100 -t1 -d100,71.34645532137259,pirTest,55a8709f,True,True,H-hop,1.63874,bfs,0:04.24,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,0,False,65536,30,False,False,,1.35kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,9,,True,True,7,,True,1,False,7,1,True,5741,,0,200,True,False,7,200,0,,,True,25.07073874083106,True,5,False,0,2,,False,True,,52,False,0,dfs,checkerboard,1,9,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,9,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,7,,40,,False,512,88.256938608,52,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,9,0.713465,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_15,4,True,True,,False,False,True,52,1:36.47,,True,6
-i100 -p100 -t1 -d100,82.78092158447858,pirTest,55a8709f,True,True,H-hop,1.65562,bfs,0:09.24,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,0,False,65536,56,False,False,,0.54kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,28,,True,True,20,,True,1,False,20,1,True,4948,,0,200,True,False,20,200,0,,,True,22.124379258574894,True,5,False,0,2,,False,True,,56,False,0,dfs,checkerboard,1,28,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,28,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,20,,40,,False,512,201.698829121,56,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,28,0.827809,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_16,4,True,True,,False,False,True,56,4:30.84,,True,6
-i100 -p100 -t1 -d100,74.63556851311954,pirTest,55a8709f,True,True,H-hop,22.3907,bfs,0:02.71,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,30,False,65536,30,False,False,,1.01kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,11,,True,True,7,,True,1,False,7,1,True,2744,,0,200,True,False,7,200,0,,,True,35.4525576464352,True,5,False,0,2,,False,True,,57,False,0,dfs,checkerboard,1,9,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,11,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,7,,40,,False,512,196.374885124,27,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,11,5.97085,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_17,4,True,True,,False,False,True,57,2:57.41,,True,6
-i100 -p100 -t1 -d100,76.16214206024544,pirTest,55a8709f,True,True,H-hop,12.1859,bfs,0:07.23,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,40,False,65536,56,False,False,,0.37kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,28,,True,True,20,,True,1,False,20,1,True,2689,,0,200,True,False,20,200,0,,,True,25.528126717501983,True,5,False,0,2,,False,True,,84,False,0,dfs,checkerboard,1,28,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,28,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,20,,40,,False,512,267.507663597,44,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,28,6.09297,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_18,4,True,True,,False,False,True,84,3:32.02,,True,6
-i100 -p100 -t1 -d100,97.69085665965612,pirTest,55a8709f,True,True,H-hop,5.68383,bfs,0:08.36,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,15,False,65536,19,False,False,,5.52kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,7,,True,True,5,,True,1,False,5,1,True,46121,,0,200,True,False,5,200,0,,,True,27.06668164702466,True,5,False,0,2,,False,True,,31,False,0,dfs,checkerboard,1,7,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,7,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,5,,40,,False,512,108.282597076,16,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,7,1.42096,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_19,4,True,True,,False,False,True,31,0:54.91,,True,6
-i100 -p100 -t1 -d100,98.39353811968891,pirTest,55a8709f,True,True,H-hop,3.93574,bfs,0:26.68,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,9,False,65536,11,False,False,,2.5kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,6,,True,True,3,,True,1,False,3,1,True,66606,,0,200,True,False,3,200,0,,,True,26.606477200374787,True,5,False,0,2,,False,True,,19,False,0,dfs,checkerboard,1,5,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,6,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,3,,40,,False,512,96.548573084,10,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,6,0.983935,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_2,4,True,True,,False,False,True,19,1:19.18,,True,6
-i100 -p100 -t1 -d100,93.4419306184012,pirTest,55a8709f,True,True,H-hop,15.8156,bfs,0:12.03,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,30,False,65536,31,False,False,,1.38kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,9,,True,True,5,,True,1,False,5,1,True,16575,,0,200,True,False,5,200,0,,,True,38.30542268189327,True,5,False,0,2,,False,True,,65,False,0,dfs,checkerboard,1,7,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,9,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,5,,40,,False,512,132.25778978,35,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,9,3.95391,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_20,4,True,True,,False,False,True,65,2:09.25,,True,6
-i100 -p100 -t1 -d100,88.05002842524162,pirTest,55a8709f,True,True,H-hop,22.3545,bfs,0:13.70,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,40,False,65536,95,False,False,,0.64kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,27,,True,True,15,,True,1,False,15,1,True,8795,,0,200,True,False,15,200,0,,,True,36.519538566548036,True,5,False,0,2,,False,True,,204,False,0,dfs,checkerboard,1,21,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,27,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,15,,40,,False,512,779.523641928,164,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,27,7.45151,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_21,4,True,True,,False,False,True,204,2:18.57,,True,6
-i100 -p100 -t1 -d100,95.87734441290927,pirTest,55a8709f,True,True,H-hop,5.75264,bfs,0:21.40,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,36,False,65536,46,False,False,,1.6kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,21,,True,True,15,,True,1,False,15,1,True,34177,,0,200,True,False,15,200,0,,,True,27.206607656759154,True,5,False,0,2,,False,True,,69,False,0,dfs,checkerboard,1,21,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,21,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,15,,40,,False,512,404.947616559,33,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,21,1.91755,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_22,4,True,True,,False,False,True,69,2:57.25,,True,6
-i100 -p100 -t1 -d100,98.2507934164883,pirTest,55a8709f,True,True,H-hop,1.7589,bfs,0:21.93,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,11,False,65536,15,False,False,,6.8kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,5,,True,True,3,,True,1,False,3,1,True,149039,,0,200,True,False,3,200,0,,,True,27.715875902088904,True,5,False,0,2,,False,True,,35,False,0,dfs,checkerboard,1,5,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,5,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,3,,40,,False,512,89.054613806,24,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,5,0.439724,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_23,4,True,True,,False,False,True,35,0:55.92,,True,6
-i100 -p100 -t1 -d100,96.56045579236125,pirTest,55a8709f,True,True,H-hop,2.59295,bfs,0:41.12,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,33,False,65536,45,False,False,,1.84kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,15,,True,True,9,,True,1,False,9,1,True,75824,,0,200,True,False,9,200,0,,,True,27.90340210191509,True,5,False,0,2,,False,True,,106,False,0,dfs,checkerboard,1,15,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,15,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,9,,40,,False,512,355.689730767,73,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,15,0.864317,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_24,4,True,True,,False,False,True,106,3:55.36,,True,6
-i100 -p100 -t1 -d100,97.38758284542456,pirTest,55a8709f,True,True,H-hop,3.8955,bfs,0:09.86,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,12,False,65536,14,False,False,,6.82kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,7,,True,True,5,,True,1,False,5,1,True,67294,,0,200,True,False,5,200,0,,,True,27.600195949221273,True,5,False,0,2,,False,True,,21,False,0,dfs,checkerboard,1,7,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,7,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,5,,40,,False,512,52.955988002,9,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,7,0.973876,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_3,4,True,True,,False,False,True,21,0:39.91,,True,6
-i100 -p100 -t1 -d100,98.21805919820157,pirTest,55a8709f,True,True,H-hop,3.92872,bfs,0:31.81,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,11,False,65536,13,False,False,,2.1kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,6,,True,True,4,,True,1,False,4,1,True,66725,,0,200,True,False,4,200,0,,,True,24.908724097184194,True,5,False,0,2,,False,True,,21,False,0,dfs,checkerboard,1,6,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,6,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,4,,40,,False,512,134.308430591,10,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,6,0.982181,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_4,4,True,True,,False,False,True,21,1:27.06,,True,6
-i100 -p100 -t1 -d100,89.41767177863886,pirTest,55a8709f,True,True,H-hop,14.3068,bfs,0:08.55,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,30,False,65536,30,False,False,,2.14kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,11,,True,True,7,,True,1,False,7,1,True,18323,,0,200,True,False,7,200,0,,,True,35.76716794093861,True,5,False,0,2,,False,True,,57,False,0,dfs,checkerboard,1,9,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,11,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,7,,40,,False,512,128.29303572,27,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,11,3.57671,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_6,4,True,True,,False,False,True,57,1:11.42,,True,6
-i100 -p100 -t1 -d100,49.1053499175783,pirTest,55a8709f,True,True,H-hop,0.443099,bfs,0:09.31,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,0,False,65536,11,False,False,,3.58kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,5,,True,True,3,,True,1,False,3,1,True,33365,,0,200,True,False,3,200,0,,,True,12.763045838161062,True,5,False,0,2,,False,True,,18,False,0,dfs,checkerboard,1,5,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,5,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,3,,40,,False,512,109.660682368,18,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,5,0.122763,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_7,4,True,True,,False,False,True,18,1:03.91,,True,6
-i100 -p100 -t1 -d100,91.38777331548415,pirTest,55a8709f,True,True,H-hop,5.99732,bfs,0:00.74,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,9,False,65536,11,False,False,,3.03kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,5,,True,True,3,,True,1,False,3,1,True,2241,,0,200,True,False,3,200,0,,,True,30.210719420893447,True,5,False,0,2,,False,True,,19,False,0,dfs,checkerboard,1,5,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,5,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,3,,40,,False,512,78.204311306,10,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,5,1.82776,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_8,4,True,True,,False,False,True,19,0:40.01,,True,6
-i100 -p100 -t1 -d100,95.71211590139035,pirTest,55a8709f,True,True,H-hop,7.65697,bfs,0:01.35,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,9,False,65536,11,False,False,,6.34kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,6,,True,True,3,,True,1,False,3,1,True,8559,,0,200,True,False,3,200,0,,,True,30.39884022308538,True,5,False,0,2,,False,True,,19,False,0,dfs,checkerboard,1,5,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,6,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,3,,40,,False,512,73.492821062,10,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,6,1.91424,True,,16,False,False,4,0,0,,True,,40,0,1,GEMM_9,4,True,True,,False,False,True,19,0:59.97,,True,6
-i100 -p100 -t1 -d100,36.36363636363637,pirTest,55a8709f,True,True,H-hop,0.0,bfs,0:00.50,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,0,False,65536,7,False,False,,0.18kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,2,,True,True,2,,True,1,False,2,1,True,88,,0,200,True,False,2,200,0,,,True,15.25974025974026,True,5,False,0,2,,False,True,,7,False,0,dfs,checkerboard,1,2,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,2,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,2,,40,,False,512,18.180284536,7,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,2,2.90909,True,,16,False,False,4,0,0,,True,,40,0,1,IfTest_0,4,True,True,,False,False,True,7,0:29.34,,True,6
-i100 -p100 -t1 -d100,88.12392426850258,pirTest,55a8709f,True,True,H-hop,3.08434,bfs,0:00.54,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,10,False,65536,11,False,False,,1.08kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,2,,True,True,1,,True,1,False,1,1,True,581,,0,200,True,False,1,200,0,,,True,15.381828064136245,True,5,False,0,2,,False,True,,10,False,0,dfs,checkerboard,1,2,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,2,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,1,,40,,False,512,32.733824241,2,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,2,3.52496,True,,16,False,False,4,0,0,,True,,40,0,1,InitSort_0,4,True,True,,False,False,True,10,0:25.88,,True,6
-i100 -p100 -t1 -d100,53.78151260504202,pirTest,55a8709f,True,True,H-hop,0.0,bfs,0:00.25,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,5,False,65536,10,False,False,,0.48kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,2,,True,True,1,,True,1,False,1,1,True,119,,0,200,True,False,1,200,0,,,True,20.964175143741706,True,5,False,0,2,,False,True,,8,False,0,dfs,checkerboard,1,2,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,2,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,1,,40,,False,512,12.937689896,5,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,2,2.15126,True,,16,False,False,4,0,0,,True,,40,0,1,InitSort_1,4,True,True,,False,False,True,8,0:13.30,,True,6
-i100 -p100 -t1 -d100,57.142857142857146,pirTest,55a8709f,True,True,H-hop,0.0,bfs,0:00.32,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,10,False,65536,20,False,False,,0.35kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,4,,True,True,2,,True,1,False,2,1,True,112,,0,200,True,False,2,200,0,,,True,23.46230158730159,True,5,False,0,2,,False,True,,16,False,0,dfs,checkerboard,1,4,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,4,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,2,,40,,False,512,28.158304684,10,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,4,4.57143,True,,16,False,False,4,0,0,,True,,40,0,1,InitSort_2,4,True,True,,False,False,True,16,0:20.97,,True,6
-i100 -p100 -t1 -d100,57.142857142857146,pirTest,55a8709f,True,True,H-hop,0.0,bfs,0:00.58,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,19,False,65536,30,False,False,,0.19kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,6,,True,True,3,,True,1,False,3,1,True,112,,0,200,True,False,3,200,0,,,True,20.989461358313815,True,5,False,0,2,,False,True,,32,False,0,dfs,checkerboard,1,6,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,6,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,3,,40,,False,512,47.968184409,15,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,6,4.57143,True,,16,False,False,4,0,0,,True,,40,0,1,InitSort_3,4,True,True,,False,False,True,32,0:54.72,,True,6
-i100 -p100 -t1 -d100,67.72486772486772,pirTest,55a8709f,True,True,H-hop,0.0,bfs,0:00.33,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,7,False,65536,14,False,False,,0.57kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,4,,True,True,1,,True,1,False,1,1,True,189,,0,200,True,False,1,200,0,,,True,29.185867895545314,True,5,False,0,2,,False,True,,12,False,0,dfs,checkerboard,1,4,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,4,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,1,,40,,False,512,27.057727487,9,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,4,2.70899,True,,16,False,False,4,0,0,,True,,40,0,1,InitSort_4,4,True,True,,False,False,True,12,0:21.98,,True,6
-i100 -p100 -t1 -d100,92.76281334484564,pirTest,55a8709f,True,True,H-hop,0.927628,bfs,1:41.20,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,7,False,65536,14,False,False,,1.4kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,12,,True,True,3,,True,1,False,3,1,True,141298,,0,200,True,False,3,200,0,,,True,28.800952747219323,True,5,False,0,2,,False,True,,34,False,0,dfs,checkerboard,1,12,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,12,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,3,,40,,False,512,85.105288619,27,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,12,0.115954,True,,16,False,False,4,0,0,,True,,40,0,1,Kmeans_0,4,True,True,,False,False,True,34,2:51.61,,True,6
