runhybrid_time,runhybrid_complete,MC_Total,VAFG,mem-tech,proute-opts,pmu-stage,runproute_err,proute-seed,pirArgs,dedicated-dag,pracc,VPCU,VBB,reserve-pmu,time,fifo-depth,waveform,rundot,freq,vlink,debug,vec,retime-local,lrange,word,name,run-psim,memelm,trace,runhybrid_success,scheduled,row,arch,proute-algo,runhybrid_dram_power,dag-stage,igraph,stat,runp2p_complete,OPS-Prog FU,flit-width,psim,maxActive,runhybrid_rbw,runp2p_success,vc,VMC-alloc,merge-forward,runp2p_pass,runhybrid_err,runhybrid_pass,OPS-Other,mergeTime_ms,VAFG-alloc,runhybrid_wbw,proute-q,clock,runp2p_err,pattern,share-adctx,dag,time-out,link-prop,project,constprop,load,debug-print,VDAG,VMC,runproute_time,algo,argin,runp2p_time,PMU_Total,VDAG-split,ag-dce,rtelm,VPCU-alloc,runp2p_deadlock,sr,runp2p_cycle,runhybrid_cycle,split-thread,merge-algo,VPCU-split,psim-q,DAG_Total,avgActive,gentst_err,runhybrid_deadlock,runp2p_dram_power,maketst_err,codegen,pmu-sram-size,fast,merge,OPS-Flt,runp2p_wbw,retime-buffer-only,split,split-algo,VBB-split,tokenout,retime-glob,succeeded,PCU_Total,PCU,MC,run-tst,VAFG-split,col,pcu-stage,module,VDAG-alloc,OPS-FU,pir_sha,split-forward,spatial_sha,nn,topo,VPMU,PMU,run-proute,net,OPS-All,routing-cost,maketst_time,dupra,open,start-id,genpir,tungsten,VPMU-split,vfifo,backend,VMC-split,vcLimit,save,bcread,verbose,gentst_time,simulate,slink,DAG,genpir_err,runp2p_rbw,routing-algo,simfreq,app,mapping,notFit,mdone,VBB-alloc,argout,prtime,vdot,reserve-pcu,OPS-Fix,retime-exout,dot,VPMU-alloc
,False,40,1,DDR4,-i100 -p100 -t1 -d100,6,,0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,True,14,,0,2020-03-19 19:25:44 -0700,16,True,True,1000000000.0,2,True,16,False,True,32,AccelMain,False,False,False,False,False,20,MyDesign,route_min_directed_valient,,6,False,True,True,,512,False,27.23404255319149,,True,4,4,False,True,,,,,1,,4,1000000000,,checkerboard,False,True,100,db,pirTest,True,False,True,0,4,,route_min_directed_valient,6,0:01.24,200,0,True,True,14,False,True,470,,1,bfs,14,1,40,7.898936170212766,,False,,,True,65536,True,False,,2.17872,False,True,dfs,,5,False,True,200,0,4,False,1,20,6,False,0,,82af46cc,False,4a29262f,False,mesh,,14,False,hybrid,,H-hop,1:09.58,False,False,0,True,True,,4,Tst,4,4,True,True,False,35.181688848,False,4,0,,2.17872,dor,0.38kHz,DRAMDoubleBuffer2_2,True,,True,,4,,True,0,,False,True,
,False,40,1,DDR4,-i100 -p100 -t1 -d100,6,,0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,True,23,,0,2020-03-19 19:25:44 -0700,16,True,True,1000000000.0,2,True,16,False,True,32,AccelMain,False,False,False,False,False,20,MyDesign,route_min_directed_valient,,6,False,True,True,,512,False,26.122448979591837,,True,4,6,False,True,,,,,1,,4,1000000000,,checkerboard,False,True,100,db,pirTest,True,False,True,0,6,,route_min_directed_valient,6,0:01.66,200,0,True,True,23,False,True,490,,1,bfs,23,1,40,9.355102040816327,,False,,,True,65536,True,False,,2.0898,False,True,dfs,,5,False,True,200,0,6,False,1,20,6,False,0,,82af46cc,False,4a29262f,False,mesh,,3,False,hybrid,,H-hop,1:51.88,False,False,0,True,True,,4,Tst,6,4,True,True,False,58.566047341,False,4,20,,2.0898,dor,0.3kHz,DRAMDoubleBuffer2_3,True,,True,,4,,True,0,,False,True,
,False,40,1,DDR4,-i100 -p100 -t1 -d100,6,,0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,True,23,,0,2020-03-19 19:25:44 -0700,16,True,True,1000000000.0,2,True,16,False,True,32,AccelMain,False,False,False,False,False,20,MyDesign,route_min_directed_valient,,6,False,True,True,,512,False,2.1621621621621623,,True,4,6,False,True,,,,,1,,4,1000000000,,checkerboard,False,True,100,db,pirTest,True,False,True,0,6,,route_min_directed_valient,6,0:01.92,200,0,True,True,23,False,True,370,,1,bfs,23,1,40,2.0108108108108107,,False,,,True,65536,True,False,,2.76757,False,True,dfs,,5,False,True,200,0,6,False,1,20,6,False,0,,82af46cc,False,4a29262f,False,mesh,,11,False,hybrid,,H-hop,3:15.02,False,False,0,True,True,,4,Tst,6,4,True,True,False,104.137982551,False,4,12,,2.76757,dor,0.19kHz,DRAMDoubleBuffer2_4,True,,True,,4,,True,0,,False,True,
,False,40,1,DDR4,-i100 -p100 -t1 -d100,6,,0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,True,13,,0,2020-03-19 19:25:44 -0700,16,True,True,1000000000.0,2,True,16,False,True,32,AccelMain,False,False,False,False,False,20,MyDesign,route_min_directed_valient,,6,False,True,True,,512,False,56.14035087719298,,True,4,4,False,True,,,,,1,,4,1000000000,,checkerboard,False,True,100,db,pirTest,True,False,True,0,4,,route_min_directed_valient,6,0:00.50,200,0,True,True,13,False,True,456,,1,bfs,13,1,40,15.935672514619883,,False,,,True,65536,True,False,,2.24561,False,True,dfs,,5,False,True,200,0,4,False,1,20,6,False,0,,82af46cc,False,4a29262f,False,mesh,,13,False,hybrid,,H-hop,1:02.01,False,False,0,True,True,,4,Tst,4,4,True,True,False,52.137218849,False,4,0,,2.24561,dor,0.91kHz,DRAMDoubleBuffer_0,True,,True,,4,,True,0,,False,True,
,False,40,1,DDR4,-i100 -p100 -t1 -d100,6,,0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,True,11,,0,2020-03-19 19:25:44 -0700,16,True,True,1000000000.0,2,True,16,False,True,32,AccelMain,False,False,False,False,False,20,MyDesign,route_min_directed_valient,,6,False,True,True,,512,False,6.324110671936759,,True,4,4,False,True,,,,,1,,4,1000000000,,checkerboard,False,True,100,db,pirTest,True,False,True,0,4,,route_min_directed_valient,6,0:01.84,200,0,True,True,11,False,True,253,,1,bfs,11,1,40,3.4660991182730316,,False,,,True,65536,True,False,,4.04743,False,True,dfs,,5,False,True,200,0,4,False,1,20,6,False,0,,82af46cc,False,4a29262f,False,mesh,,4,False,hybrid,,H-hop,2:03.36,False,False,0,True,True,,4,Tst,4,4,True,True,False,80.697999371,False,4,7,,4.04743,dor,0.14kHz,DRAMDoubleBuffer_1,True,,True,,4,,True,0,,False,True,
,False,40,1,DDR4,-i100 -p100 -t1 -d100,6,,0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,True,22,,0,2020-03-19 19:25:44 -0700,16,True,True,1000000000.0,2,True,16,False,True,32,AccelMain,False,False,False,False,False,20,MyDesign,route_min_directed_valient,,6,False,True,True,,512,False,3.389830508474576,,True,4,8,False,True,,,,,1,,4,1000000000,,checkerboard,False,True,100,db,pirTest,True,False,True,0,8,,route_min_directed_valient,6,0:01.46,200,0,True,True,22,False,True,236,,1,bfs,22,1,40,2.01271186440678,,False,,,True,65536,True,False,,4.33898,False,True,dfs,,5,False,True,200,0,8,False,1,20,6,False,0,,82af46cc,False,4a29262f,False,mesh,,8,False,hybrid,,H-hop,1:46.00,False,False,0,True,True,,4,Tst,8,4,True,True,False,70.930701601,False,4,14,,4.33898,dor,0.16kHz,DRAMDoubleBuffer_2,True,,True,,4,,True,0,,False,True,
,False,40,1,DDR4,-i100 -p100 -t1 -d100,6,,0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,True,37,,0,2020-03-19 19:25:44 -0700,16,True,True,1000000000.0,2,True,16,False,True,32,AccelMain,False,False,False,False,False,20,MyDesign,route_min_directed_valient,,6,False,True,True,,512,False,3.389830508474576,,True,4,12,False,True,,,,,1,,4,1000000000,,checkerboard,False,True,100,db,pirTest,True,False,True,0,12,,route_min_directed_valient,6,0:00.63,200,0,True,True,37,False,True,236,,1,bfs,37,1,40,2.0208604954367666,,False,,,True,65536,True,False,,4.33898,False,True,dfs,,5,False,True,200,0,12,False,1,20,6,False,0,,82af46cc,False,4a29262f,False,mesh,,28,False,hybrid,,H-hop,3:16.83,False,False,0,True,True,,4,Tst,12,4,True,True,False,141.250431665,False,4,9,,4.33898,dor,0.37kHz,DRAMDoubleBuffer_3,True,,True,,4,,True,0,,False,True,
,False,40,1,DDR4,-i100 -p100 -t1 -d100,6,,0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,True,19,,0,2020-03-19 19:25:44 -0700,16,True,True,1000000000.0,2,True,16,False,True,32,AccelMain,False,False,False,False,False,20,MyDesign,route_min_directed_valient,,6,False,True,True,,512,False,68.51437247484495,,True,4,3,False,,,,,,1,,4,1000000000,,checkerboard,False,True,100,db,pirTest,True,False,True,0,3,,route_min_directed_valient,6,0:44.62,200,0,True,True,19,False,True,77718,,1,bfs,19,1,40,20.686456162021667,,False,,,True,65536,True,False,,43.8492,False,True,dfs,,5,False,True,200,11,3,False,1,20,6,False,0,,82af46cc,False,4a29262f,False,mesh,,2,False,hybrid,,H-hop,3:12.78,False,False,0,True,True,,4,Tst,3,4,True,True,False,45.810319148,False,4,6,,43.8492,dor,1.74kHz,DRAMMergeSort_0,True,,True,,4,,True,0,,False,True,
,False,40,1,DDR4,-i100 -p100 -t1 -d100,6,,0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,True,19,,0,2020-03-19 19:25:44 -0700,16,True,True,1000000000.0,2,True,16,False,True,32,AccelMain,False,False,False,False,False,20,MyDesign,route_min_directed_valient,,6,False,True,True,,512,False,68.39995889425548,,True,4,3,False,,,,,,1,,4,1000000000,,checkerboard,False,True,100,db,pirTest,True,False,True,0,3,,route_min_directed_valient,6,0:27.88,200,0,True,True,19,False,True,77848,,1,bfs,19,1,40,20.65191141712054,,False,,,True,65536,True,False,,43.776,False,True,dfs,,5,False,True,200,11,3,False,1,20,6,False,0,,82af46cc,False,4a29262f,False,mesh,,2,False,hybrid,,H-hop,2:06.10,False,False,0,True,True,,4,Tst,3,4,True,True,False,56.381805768,False,4,6,,43.776,dor,2.79kHz,DRAMMergeSort_1,True,,True,,4,,True,0,,False,True,
,False,40,1,DDR4,-i100 -p100 -t1 -d100,6,,0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,True,37,,0,2020-03-19 19:25:44 -0700,16,True,True,1000000000.0,2,True,16,False,True,32,AccelMain,False,False,False,False,False,20,MyDesign,route_min_directed_valient,,6,False,True,True,,512,False,42.83558676327781,,True,4,6,False,,,,,,1,,4,1000000000,,checkerboard,False,True,100,db,pirTest,True,False,True,0,6,,route_min_directed_valient,6,0:45.87,200,0,True,True,37,False,True,66935,,1,bfs,37,1,40,13.810534221380566,,False,,,True,65536,True,False,,50.9132,False,True,dfs,,5,False,True,200,22,6,False,1,20,6,False,0,,82af46cc,False,4a29262f,False,mesh,,4,False,hybrid,,H-hop,5:03.27,False,False,0,True,True,,4,Tst,6,4,True,True,False,176.54101675,False,4,11,,50.9132,dor,1.46kHz,DRAMMergeSort_2,True,,True,,4,,True,0,,False,True,
,False,40,1,DDR4,-i100 -p100 -t1 -d100,6,,0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,True,55,,0,2020-03-19 19:25:44 -0700,16,True,True,1000000000.0,2,True,16,False,True,32,AccelMain,False,False,False,False,False,20,MyDesign,route_min_directed_valient,,6,False,True,True,,512,False,36.73805601317957,,True,4,9,False,,,,,,1,,4,1000000000,,checkerboard,False,True,100,db,pirTest,True,False,True,0,9,,route_min_directed_valient,6,1:56.44,200,0,True,True,55,False,True,60700,,1,bfs,55,1,40,11.897400695588505,,False,,,True,65536,True,False,,56.1429,False,True,dfs,,5,False,True,200,33,9,False,1,20,6,False,0,,82af46cc,False,4a29262f,False,mesh,,6,False,hybrid,,H-hop,6:27.39,False,False,0,True,True,,4,Tst,9,4,True,True,False,73.311967265,False,4,16,,56.1429,dor,0.52kHz,DRAMMergeSort_3,True,,True,,4,,True,0,,False,True,
,False,40,1,DDR4,-i100 -p100 -t1 -d100,6,,0,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,True,73,,0,2020-03-19 19:25:44 -0700,16,True,True,1000000000.0,2,True,16,False,True,32,AccelMain,False,False,False,False,False,20,MyDesign,route_min_directed_valient,,6,False,True,True,,512,False,28.55549358616843,,True,4,12,False,,,,,,1,,4,1000000000,,checkerboard,False,True,100,db,pirTest,True,False,True,0,12,,route_min_directed_valient,6,1:50.29,200,0,True,True,73,False,True,60962,,1,bfs,73,1,40,9.322524167675915,,False,,,True,65536,True,False,,55.9016,False,True,dfs,,5,False,True,200,44,12,False,1,20,6,False,0,,82af46cc,False,4a29262f,False,mesh,,8,False,hybrid,,H-hop,6:54.95,False,False,0,True,True,,4,Tst,12,4,True,True,False,243.19436371,False,4,21,,55.9016,dor,0.55kHz,DRAMMergeSort_4,True,,True,,4,,True,0,,False,True,
