runp2p_time,runhybrid_time,maxActive,runhybrid_rbw,OPS-FU,runproute_err,VPCU-alloc,runhybrid_deadlock,runhybrid_cycle,runhybrid_success,runproute_time,PMU_Total,pattern,runhybrid_err,VDAG-alloc,runhybrid_complete,mergeTime_ms,maketst_err,DAG_Total,VAFG-alloc,VMC,slink,PMU,runp2p_cycle,runp2p_dram_power,VPCU,gentst_time,VDAG,succeeded,DAG,runp2p_wbw,runp2p_success,time,genpir,MC,OPS-Prog FU,runhybrid_dram_power,VMC-split,freq,maketst_time,OPS-Other,vlink,vcLimit,VDAG-split,app,project,spatial_sha,OPS-Fix,runp2p_complete,PCU_Total,gentst_err,notFit,OPS-All,prtime,backend,avgActive,col,runhybrid_pass,VAFG,row,pirArgs,runp2p_err,runhybrid_wbw,OPS-Flt,MC_Total,VMC-alloc,VPCU-split,VAFG-split,algo,simfreq,genpir_err,runp2p_pass,runp2p_deadlock,PCU,runp2p_rbw,pir_sha
0:07.62,,68.47296341541825,,,,19,False,,False,,200,,,0,False,,,40,1,3,,2,77765,,19,15.663703767,0,True,6,43.8227,True,2020-01-14 15:21:13 -0800,True,3,,,3,1000000000.0,1:17.40,,,,0,DRAMMergeSort_0,pirTest,db801ab9,,True,200,,,,,Tst,20.67395357808783,20,,1,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,,40,3,19,1,,10.21kHz,,,False,11,43.8227,01363b4d
