VDAG-alloc,split-thread,verbose,rtelm,proute-algo,runp2p_deadlock,split-algo,time-out,mergeTime_ms,col,simfreq,proutesh,VMC,topo,genpir_err,reserve-pcu,link-prop,merge-algo,OPS-Other,word,MC,run-proute,bcread,runhybrid_rbw,runp2p_dram_power,dag,backend,runhybrid_dram_power,vcLimit,open,dot,mdone,OPS-All,succeeded,runp2p_rbw,runp2p_success,DAG,runp2p_time,scheduled,retime-local,freq,retime-glob,argin,clock,trace,arch,vdot,runhybrid_success,merge,net,vc,VPCU-split,proute-seed,VPMU-alloc,PMU_Total,pcu-stage,runhybrid_wbw,start-id,gentst_err,pmu-stage,runhybrid_err,module,run-tst,runhybrid_pass,name,runp2p_wbw,vec,proute-q,row,PMU,runp2p_cycle,OPS-FU,VDAG,time,VPMU,pmu-sram-size,proute-opts,codegen,runproute_time,psim,waveform,reserve-pmu,split-forward,retime-buffer-only,VMC-split,runp2p_pass,DAG_Total,vfifo,sr,constprop,dedicated-dag,tungsten,VPCU-alloc,simulate,load,runproute_err,pattern,OPS-Flt,MC_Total,PCU_Total,runhybrid_time,routing-algo,pirArgs,dag-stage,pir_sha,VDAG-split,psim-q,mem-tech,debug-tst,stat,mapping,runhybrid_complete,runp2p_err,maketst_time,vlink,VAFG-alloc,algo,dupra,tokenout,spatial_sha,OPS-Prog FU,igraph,prtime,routing-cost,flit-width,VPCU,project,PCU,run-psim,VMC-alloc,fifo-depth,runhybrid_cycle,slink,debug,fast,VPMU-split,save,runhybrid_deadlock,gentst_time,runp2p_complete,lrange,genpir,argout,merge-forward,ag-dce,VAFG-split,notFit,maketst_err,VAFG,retime-exout,split,OPS-Fix,pracc,nn,app
0,1,False,True,route_min_directed_valient,False,dfs,100,,20,0.29kHz,/local/ssd/home/yaqiz/pldi20/spatial/pir/proute.sh,2,mesh,,0,db,bfs,,32,2,False,True,32.0,,True,Tst,,4,False,False,True,,True,49.9512,True,3,0:00.57,False,False,1000000000.0,False,6,1000000000,False,MyDesign,True,True,False,hybrid,4,4,0,2,200,6,0.0,0,,6,,False,False,True,AccelMain,0.0,16,4,20,2,164,,0,2020-01-14 21:20:42 -0800,2,65536,-i100 -p100 -t1 -d100,True,0:00.02,False,True,0,False,False,2,True,40,4,True,True,False,True,4,False,False,,checkerboard,,40,200,0:00.65,dor,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false, --proutesh, /local/ssd/home/yaqiz/pldi20/spatial/pir/proute.sh",6,523f801c,0,1,DDR4,False,True,True,True,,0:50.53,2,1,route_min_directed_valient,False,5,d26544ef,,False,,H-hop,512,4,pirTest,1,False,2,16,256,4,False,False,2,False,False,10.291613587,True,True,True,4,False,True,1,,,1,False,True,,True,False,DotProduct_0
