VPMU-split,succeeded,PMU_Total,dupra,reserve-pcu,waveform,fast,retime-local,start-id,proute-algo,rtelm-unsafe,VMC-alloc,gentst_err,simfreq,runproute_time,VAFG-split,genpir_err,mergeTime_ms,run-psim,tokenout,mem-tech,stat,pcu-stage,split,psim-q,retime-glob,runp2p_time,VBB,link-prop,pmu-sram-size,VPCU-alloc,rtelm,run-tst,simulate,dag,runhybrid_pass,vdot,PMU,runproute_err,dag-stage,vlink,pattern,igraph,runp2p_dram_power,VAFG,ag-dce,runhybrid_cycle,scheduled,split-algo,topo,runhybrid_err,runp2p_pass,runp2p_wbw,VBB-alloc,gentst_time,VPMU-alloc,project,run-proute,vec,row,rtanal,VPCU-split,VDAG-alloc,runp2p_err,VMC,vc,PCU,retime-exout,MC_Total,runp2p_rbw,net,avgActive,PCU_Total,notFit,lrange,runhybrid_complete,proute-seed,reserve-dag,runp2p_complete,merge,backend,pmu-stage,clock,OPS-Other,reserve-pmu,OPS-All,mapping,constprop,DAG_Total,pirArgs,VDAG,name,col,proute-opts,rundot,OPS-FU,retime-buffer-only,flit-width,time-out,VMC-split,word,bcread,DAG,runp2p_cycle,runp2p_success,maketst_time,dedicated-dag,split-forward,nn,runp2p_deadlock,mdone,load,VBB-split,prtime,genpir,runhybrid_dram_power,vfifo,split-thread,codegen,OPS-Flt,merge-forward,runhybrid_success,vcLimit,arch,module,routing-cost,fifo-depth,sr,VPMU,algo,verbose,dot,runhybrid_wbw,maxActive,memelm,freq,VDAG-split,share-adctx,spatial_sha,debug-print,save,time,merge-algo,tungsten,routing-algo,app,runhybrid_deadlock,proute-q,OPS-Prog FU,MC,argin,debug,runhybrid_time,psim,pir_sha,trace,maketst_err,VPCU,OPS-Fix,open,runhybrid_rbw,slink,pracc,argout,VAFG-alloc
14,True,200,False,0,True,True,False,0,route_min_directed_valient,False,10,,1.99kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:04.68,,db,65536,28,True,False,False,True,,True,14,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,0.440288,,181.237210347,14,pirTest,False,16,20,True,28,0,,10,4,28,False,40,0.908094,hybrid,23.3126258723601,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,10,32,True,0,9303,True,2:30.53,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,14,route_min_directed_valient,False,True,,88.05761582285284,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_14,False,4,,10,6,True,,False,4edc5840,False,,28,,False,,4,True,4,1
9,True,200,False,0,True,True,False,0,route_min_directed_valient,False,7,,4.04kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:01.42,,db,65536,30,True,False,False,True,,True,9,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,0.713465,,202.483600208,9,pirTest,False,16,20,True,52,0,,7,4,52,False,40,1.68333,hybrid,25.07073874083106,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,7,32,True,0,5741,True,2:52.23,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,9,route_min_directed_valient,False,True,,71.34645532137259,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_15,False,4,,7,6,True,,False,4edc5840,False,,52,,False,,4,True,4,1
28,True,200,False,0,True,True,False,0,route_min_directed_valient,False,20,,1.06kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:04.66,,db,65536,56,True,False,False,True,,True,28,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,0.827809,,180.676897184,28,pirTest,False,16,20,True,56,0,,20,4,56,False,40,1.65562,hybrid,22.124379258574894,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,20,32,True,0,4948,True,3:07.93,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,28,route_min_directed_valient,False,True,,82.78092158447858,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_16,False,4,,20,6,True,,False,4edc5840,False,,56,,False,,4,True,4,1
11,True,200,False,0,True,True,False,0,route_min_directed_valient,False,7,,1.75kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:01.58,,db,65536,30,True,False,False,True,,True,11,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,5.92764,,169.632179519,9,pirTest,False,16,20,True,57,0,,7,4,27,False,40,21.4182,hybrid,35.19602683857388,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,7,32,True,30,2764,True,2:30.96,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,11,route_min_directed_valient,False,True,,74.09551374819102,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_17,False,4,,7,6,True,,False,4edc5840,False,,57,,False,,4,True,4,1
28,True,200,False,0,True,True,False,0,route_min_directed_valient,False,20,,1.2kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:02.21,,db,65536,56,True,False,False,True,,True,28,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,6.17332,,230.809892254,28,pirTest,False,16,20,True,84,0,,20,4,44,False,40,12.3466,hybrid,25.864782495615234,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,20,32,True,40,2654,True,1:42.75,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,28,route_min_directed_valient,False,True,,77.1665410700829,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_18,False,4,,20,6,True,,False,4edc5840,False,,84,,False,,4,True,4,1
7,True,200,False,0,True,True,False,0,route_min_directed_valient,False,5,,7.12kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:06.48,,db,65536,19,True,False,False,True,,True,7,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,1.42114,,40.982701334,7,pirTest,False,16,20,True,31,0,,5,4,16,False,40,5.68457,hybrid,27.07020327967959,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,5,32,True,15,46115,True,0:29.43,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,7,route_min_directed_valient,False,True,,97.70356716903393,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_19,False,4,,5,6,True,,False,4edc5840,False,,31,,False,,4,True,4,1
6,True,200,False,0,True,True,False,0,route_min_directed_valient,False,3,,7.68kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:08.67,,db,65536,11,True,False,False,True,,True,6,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,0.984009,,61.299831918,5,pirTest,False,16,20,True,19,0,,3,4,10,False,40,3.93604,hybrid,26.608474653656298,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,3,32,True,9,66601,True,0:32.80,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,6,route_min_directed_valient,False,True,,98.40092491103738,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_2,False,4,,3,6,True,,False,4edc5840,False,,19,,False,,4,True,4,1
9,True,200,False,0,True,True,False,0,route_min_directed_valient,False,5,,2.29kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:07.24,,db,65536,31,True,False,False,True,,True,9,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,3.94914,,248.357815959,7,pirTest,False,16,20,True,65,0,,5,4,35,False,40,15.7966,hybrid,38.2592576651028,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,5,32,True,30,16595,True,1:47.99,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,9,route_min_directed_valient,False,True,,93.32931605905394,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_20,False,4,,5,6,True,,False,4edc5840,False,,65,,False,,4,True,4,1
27,True,200,False,0,True,True,False,0,route_min_directed_valient,False,15,,0.64kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:14.54,,db,65536,95,True,False,False,True,,True,27,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,7.08344,,1167.078873176,21,pirTest,False,16,20,True,204,0,,15,4,164,False,40,21.2503,hybrid,34.715665984953525,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,15,32,True,40,9252,True,3:00.50,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,27,route_min_directed_valient,False,True,,83.7008214440121,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_21,False,4,,15,6,True,,False,4edc5840,False,,204,,False,,4,True,4,1
21,True,200,False,0,True,True,False,0,route_min_directed_valient,False,15,,1.08kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:31.74,,db,65536,46,True,False,False,True,,True,21,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,1.91755,,332.440708295,21,pirTest,False,16,20,True,69,0,,15,4,33,False,40,5.75264,hybrid,27.206607656759154,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,15,32,True,36,34177,True,2:26.88,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,21,route_min_directed_valient,False,True,,95.87734441290927,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_22,False,4,,15,6,True,,False,4edc5840,False,,69,,False,,4,True,4,1
5,True,200,False,0,True,True,False,0,route_min_directed_valient,False,3,,3.0kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:49.61,,db,65536,15,True,False,False,True,,True,5,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,0.43975,,112.338947573,5,pirTest,False,16,20,True,35,0,,3,4,24,False,40,1.759,hybrid,27.717549678396484,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,3,32,True,11,149030,True,1:48.20,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,5,route_min_directed_valient,False,True,,98.25672683352346,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_23,False,4,,3,6,True,,False,4edc5840,False,,35,,False,,4,True,4,1
15,True,200,False,0,True,True,False,0,route_min_directed_valient,False,9,,0.65kHz,,1,,,False,5,DDR4,True,6,True,1,False,1:56.54,,db,65536,45,True,False,False,True,,True,15,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,0.864329,,354.872291209,15,pirTest,False,16,20,True,106,0,,9,4,73,False,40,2.59299,hybrid,27.90377010901191,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,9,32,True,33,75823,True,2:29.29,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,15,route_min_directed_valient,False,True,,96.56172929058465,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_24,False,4,,9,6,True,,False,4edc5840,False,,106,,False,,4,True,4,1
7,True,200,False,0,True,True,False,0,route_min_directed_valient,False,5,,5.21kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:12.93,,db,65536,14,True,False,False,True,,True,7,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,0.972806,,79.895383236,7,pirTest,False,16,20,True,21,0,,5,4,9,False,40,3.89122,hybrid,27.569878669500305,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,5,32,True,12,67368,True,0:45.08,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,7,route_min_directed_valient,False,True,,97.28060800380003,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_3,False,4,,5,6,True,,False,4edc5840,False,,21,,False,,4,True,4,1
6,True,200,False,0,True,True,False,0,route_min_directed_valient,False,4,,2.03kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:32.88,,db,65536,13,True,False,False,True,,True,6,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,0.981886,,124.702163932,6,pirTest,False,16,20,True,21,0,,4,4,10,False,40,3.92755,hybrid,24.901260249975508,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,4,32,True,11,66745,True,1:11.16,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,6,route_min_directed_valient,False,True,,98.18862836167503,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_4,False,4,,4,6,True,,False,4edc5840,False,,21,,False,,4,True,4,1
11,True,200,False,0,True,True,False,0,route_min_directed_valient,False,7,,3.05kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:05.99,,db,65536,30,True,False,False,True,,True,11,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,3.58532,,76.624531961,9,pirTest,False,16,20,True,57,0,,7,4,27,False,40,14.3413,hybrid,35.85326430230419,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,7,32,True,30,18279,True,0:48.86,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,11,route_min_directed_valient,False,True,,89.63291208490618,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_6,False,4,,7,6,True,,False,4edc5840,False,,57,,False,,4,True,4,1
5,True,200,False,0,True,True,False,0,route_min_directed_valient,False,3,,8.3kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:04.02,,db,65536,11,True,False,False,True,,True,5,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,0.122763,,61.030642652,5,pirTest,False,16,20,True,18,0,,3,4,18,False,40,0.402817,hybrid,12.763045838161062,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,3,32,True,0,33365,True,0:45.53,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,5,route_min_directed_valient,False,True,,49.1053499175783,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_7,False,4,,3,6,True,,False,4edc5840,False,,18,,False,,4,True,4,1
5,True,200,False,0,True,True,False,0,route_min_directed_valient,False,3,,5.9kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:00.38,,db,65536,11,True,False,False,True,,True,5,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,1.82776,,26.287365054,5,pirTest,False,16,20,True,19,0,,3,4,10,False,40,5.99732,hybrid,30.210719420893447,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,3,32,True,9,2241,True,0:18.15,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,5,route_min_directed_valient,False,True,,91.38777331548415,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_8,False,4,,3,6,True,,False,4edc5840,False,,19,,False,,4,True,4,1
6,True,200,False,0,True,True,False,0,route_min_directed_valient,False,3,,2.73kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:03.14,,db,65536,11,True,False,False,True,,True,6,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,1.91089,,54.818582359,5,pirTest,False,16,20,True,19,0,,3,4,10,False,40,7.64357,hybrid,30.345658207299714,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,3,32,True,9,8574,True,0:37.37,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,6,route_min_directed_valient,False,True,,95.54466993235363,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,GEMM_9,False,4,,3,6,True,,False,4edc5840,False,,19,,False,,4,True,4,1
2,True,200,False,0,True,True,False,0,route_min_directed_valient,False,2,,0.15kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:00.60,,db,65536,7,True,False,False,True,,True,2,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,2.90909,,28.032177886,2,pirTest,False,16,20,True,7,0,,2,4,7,False,40,0.0,hybrid,15.25974025974026,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,2,32,True,0,88,True,0:30.56,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,2,route_min_directed_valient,False,True,,36.36363636363637,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,IfTest_0,False,4,,2,6,True,,False,4edc5840,False,,7,,False,,4,True,4,1
2,True,200,False,0,True,True,False,0,route_min_directed_valient,False,1,,0.54kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:01.07,,db,65536,11,True,False,False,True,,True,2,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,3.52496,,32.438955751,2,pirTest,False,16,20,True,10,0,,1,4,2,False,40,3.08434,hybrid,15.381828064136245,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,1,32,True,10,581,True,0:50.03,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,2,route_min_directed_valient,False,True,,88.12392426850258,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,InitSort_0,False,4,,1,6,True,,False,4edc5840,False,,10,,False,,4,True,4,1
2,True,200,False,0,True,True,False,0,route_min_directed_valient,False,1,,0.57kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:00.21,,db,65536,10,True,False,False,True,,True,2,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,2.15126,,8.903299379,2,pirTest,False,16,20,True,8,0,,1,4,5,False,40,0.0,hybrid,20.964175143741706,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,1,32,True,5,119,True,0:11.09,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,2,route_min_directed_valient,False,True,,53.78151260504202,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,InitSort_1,False,4,,1,6,True,,False,4edc5840,False,,8,,False,,4,True,4,1
4,True,200,False,0,True,True,False,0,route_min_directed_valient,False,2,,0.2kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:00.55,,db,65536,20,True,False,False,True,,True,4,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,4.57143,,28.858070316,4,pirTest,False,16,20,True,16,0,,2,4,10,False,40,0.0,hybrid,23.46230158730159,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,2,32,True,10,112,True,0:42.44,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,4,route_min_directed_valient,False,True,,57.142857142857146,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,InitSort_2,False,4,,2,6,True,,False,4edc5840,False,,16,,False,,4,True,4,1
6,True,200,False,0,True,True,False,0,route_min_directed_valient,False,3,,0.22kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:00.51,,db,65536,30,True,False,False,True,,True,6,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,4.57143,,31.507798319,6,pirTest,False,16,20,True,32,0,,3,4,15,False,40,0.0,hybrid,20.989461358313815,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,3,32,True,19,112,True,0:42.71,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,6,route_min_directed_valient,False,True,,57.142857142857146,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,InitSort_3,False,4,,3,6,True,,False,4edc5840,False,,32,,False,,4,True,4,1
4,True,200,False,0,True,True,False,0,route_min_directed_valient,False,1,,0.38kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:00.50,,db,65536,14,True,False,False,True,,True,4,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,2.70899,,42.650593645,4,pirTest,False,16,20,True,12,0,,1,4,9,False,40,0.0,hybrid,29.185867895545314,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,1,32,True,7,189,True,0:37.62,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,4,route_min_directed_valient,False,True,,67.72486772486772,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,InitSort_4,False,4,,1,6,True,,False,4edc5840,False,,12,,False,,4,True,4,1
