memelm,VPMU,reserve-pmu,runp2p_cycle,MC_Total,time,rtelm-unsafe,runproute_err,net,VDAG,share-adctx,sr,vfifo,vc,runhybrid_rbw,arch,flit-width,mapping,merge-algo,VDAG-alloc,runp2p_wbw,split-thread,word,VBB-split,pcu-stage,dag,OPS-FU,debug,rtelm,gentst_time,link-prop,col,module,VMC,VMC-split,retime-buffer-only,reserve-pcu,VAFG-split,runp2p_err,VPMU-split,open,vdot,tokenout,routing-algo,mdone,waveform,argin,rtanal,runp2p_pass,maketst_err,constprop,fifo-depth,PCU_Total,prtime,run-tst,VPCU-alloc,vlink,lrange,bcread,runp2p_complete,topo,split,psim-q,vec,dupra,VPMU-alloc,project,simulate,VBB,verbose,row,ag-dce,notFit,genpir_err,dot,DAG_Total,runhybrid_wbw,succeeded,retime-exout,trace,merge-forward,runhybrid_deadlock,VAFG-alloc,OPS-All,codegen,run-proute,OPS-Prog FU,igraph,split-forward,save,PMU,VPCU-split,routing-cost,runhybrid_dram_power,OPS-Fix,nn,pmu-sram-size,pracc,VAFG,runp2p_time,vcLimit,DAG,retime-local,retime-glob,split-algo,pmu-stage,freq,stat,pattern,tungsten,gentst_err,PCU,proute-opts,proute-algo,time-out,debug-print,runhybrid_complete,app,avgActive,name,runproute_time,rundot,argout,runp2p_rbw,genpir,runhybrid_cycle,mem-tech,maxActive,fast,algo,backend,start-id,OPS-Other,runhybrid_pass,runp2p_success,VDAG-split,MC,reserve-dag,VMC-alloc,run-psim,runhybrid_time,slink,mergeTime_ms,spatial_sha,clock,dag-stage,VBB-alloc,VPCU,psim,simfreq,runhybrid_success,maketst_time,pir_sha,PMU_Total,merge,pirArgs,load,OPS-Flt,runp2p_dram_power,runp2p_deadlock,runhybrid_err,proute-q,proute-seed,dedicated-dag,scheduled
False,20,0,9048,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,0.452697,1,32,,6,True,,True,True,169.975919532,db,20,False,12,12,False,0,1,,20,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,44,2,True,True,True,mesh,True,1,16,False,20,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,20,44,H-hop,,,False,65536,True,1,0:16.08,4,0,False,False,dfs,6,1000000000.0,True,checkerboard,True,,44,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_13,17.513486440810752,AccelMain,,True,4,0.905393,True,,DDR4,90.53934571175951,True,route_min_directed_valient,Tst,0,,,True,0,12,0,12,False,,4,,b80fd339,1000000000,6,,44,False,0.56kHz,False,3:24.86,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,14,0,9303,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,0.440288,1,32,,6,True,,True,True,213.107243583,db,20,False,10,10,False,0,1,,14,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,36,2,True,True,True,mesh,True,1,16,False,14,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,14,36,H-hop,,,False,65536,True,1,0:13.85,4,0,False,False,dfs,6,1000000000.0,True,checkerboard,True,,36,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_14,22.06286974018945,AccelMain,,True,4,0.908094,True,,DDR4,88.05761582285284,True,route_min_directed_valient,Tst,0,,,True,0,10,0,10,False,,4,,b80fd339,1000000000,6,,36,False,0.67kHz,False,2:26.31,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,9,0,5744,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,0.713092,1,32,,6,True,,True,True,194.810789426,db,20,False,7,7,False,0,1,,9,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,36,2,True,True,True,mesh,True,1,16,False,9,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,9,58,H-hop,,,False,65536,True,1,0:07.35,4,0,False,False,dfs,6,1000000000.0,True,checkerboard,True,,58,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_15,24.23434598421541,AccelMain,,True,4,1.68245,True,,DDR4,71.3091922005571,True,route_min_directed_valient,Tst,0,,,True,0,7,0,7,False,,4,,b80fd339,1000000000,6,,58,False,0.78kHz,False,2:03.83,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,28,0,4953,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,0.826974,1,32,,6,True,,True,True,289.575678605,db,20,False,20,20,False,0,1,,28,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,72,2,True,True,True,mesh,True,1,16,False,28,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,28,72,H-hop,,,False,65536,True,1,0:08.28,4,0,False,False,dfs,6,1000000000.0,True,checkerboard,True,,72,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_16,20.90321589311207,AccelMain,,True,4,1.65395,True,,DDR4,82.69735513830003,True,route_min_directed_valient,Tst,0,,,True,0,20,0,20,False,,4,,b80fd339,1000000000,6,,72,False,0.6kHz,False,3:20.75,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,11,0,2773,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,5.9084,1,32,,6,True,,True,True,154.539223354,db,20,False,7,7,False,0,1,,11,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,36,2,True,True,True,mesh,True,1,16,False,9,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,11,63,H-hop,,,False,65536,True,1,0:13.05,4,30,False,False,dfs,6,1000000000.0,True,checkerboard,True,,33,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_17,33.5855602671077,AccelMain,,True,4,21.3487,True,,DDR4,73.85503065272269,True,route_min_directed_valient,Tst,0,,,True,0,7,0,7,False,,4,,b80fd339,1000000000,6,,63,False,0.21kHz,False,3:35.63,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,28,0,2653,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,6.17565,1,32,,6,True,,True,True,373.21897579,db,20,False,20,20,False,0,1,,28,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,72,2,True,True,True,mesh,True,1,16,False,28,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,28,100,H-hop,,,False,65536,True,1,0:20.67,4,40,False,False,dfs,6,1000000000.0,True,checkerboard,True,,60,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_18,24.323314009089973,AccelMain,,True,4,12.3513,True,,DDR4,77.19562759140595,True,route_min_directed_valient,Tst,0,,,True,0,20,0,20,False,,4,,b80fd339,1000000000,6,,100,False,0.13kHz,False,5:25.49,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,7,0,46136,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,1.4205,1,32,,6,True,,True,True,87.05162137,db,20,False,5,5,False,0,1,,7,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,21,2,True,True,True,mesh,True,1,16,False,7,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,7,33,H-hop,,,False,65536,True,1,1:54.06,4,15,False,False,dfs,6,1000000000.0,True,checkerboard,True,,18,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_19,26.34978171951978,AccelMain,,True,4,5.68198,True,,DDR4,97.65909485000867,True,route_min_directed_valient,Tst,0,,,True,0,5,0,5,False,,4,,b80fd339,1000000000,6,,33,False,0.4kHz,False,1:11.74,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,6,0,66600,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,0.984024,1,32,,6,True,,True,True,41.456477043,db,20,False,3,3,False,0,1,,6,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,11,2,True,True,True,mesh,True,1,16,False,5,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,6,19,H-hop,,,False,65536,True,1,0:36.43,4,9,False,False,dfs,6,1000000000.0,True,checkerboard,True,,10,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_2,26.60887418030275,AccelMain,,True,4,3.9361,True,,DDR4,98.4024024024024,True,route_min_directed_valient,Tst,0,,,True,0,3,0,3,False,,4,,b80fd339,1000000000,6,,19,False,1.83kHz,False,0:30.99,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,9,0,16600,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,3.94795,1,32,,6,True,,True,True,188.854146905,db,20,False,5,5,False,0,1,,9,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,31,2,True,True,True,mesh,True,1,16,False,7,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,9,65,H-hop,,,False,65536,True,1,0:40.00,4,30,False,False,dfs,6,1000000000.0,True,checkerboard,True,,35,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_20,38.247733792312104,AccelMain,,True,4,15.7918,True,,DDR4,93.3012048192771,True,route_min_directed_valient,Tst,0,,,True,0,5,0,5,False,,4,,b80fd339,1000000000,6,,65,False,0.41kHz,False,1:59.09,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,27,0,,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,,1,32,,6,True,,True,True,1083.238226168,db,20,False,15,15,False,0,1,,27,False,True,5,dor,True,True,6,True,,"collect2: error: ld returned 1 exit status
",True,16,200,,False,95,2,True,True,False,mesh,True,1,16,False,21,pirTest,False,,False,20,True,,,True,40,,False,False,False,False,False,1,,True,False,,False,False,True,27,204,H-hop,,,False,65536,True,1,,4,40,False,False,dfs,6,1000000000.0,True,checkerboard,True,,164,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_21,,AccelMain,,True,4,,True,,DDR4,,True,route_min_directed_valient,Tst,0,,,False,0,15,0,15,False,,4,,b80fd339,1000000000,6,,204,False,,False,2:40.03,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,21,0,34177,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,1.91755,1,32,,6,True,,True,True,226.416040183,db,20,False,15,15,False,0,1,,21,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,46,2,True,True,True,mesh,True,1,16,False,21,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,21,69,H-hop,,,False,65536,True,1,2:14.04,4,36,False,False,dfs,6,1000000000.0,True,checkerboard,True,,33,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_22,27.206607656759154,AccelMain,,True,4,5.75264,True,,DDR4,95.87734441290927,True,route_min_directed_valient,Tst,0,,,True,0,15,0,15,False,,4,,b80fd339,1000000000,6,,69,False,0.25kHz,False,2:33.74,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,5,0,149030,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,0.43975,1,32,,6,True,,True,True,155.986945187,db,20,False,3,3,False,0,1,,5,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,15,2,True,True,True,mesh,True,1,16,False,5,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,5,35,H-hop,,,False,65536,True,1,4:01.97,4,11,False,False,dfs,6,1000000000.0,True,checkerboard,True,,24,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_23,27.717549678396484,AccelMain,,True,4,1.759,True,,DDR4,98.25672683352346,True,route_min_directed_valient,Tst,0,,,True,0,3,0,3,False,,4,,b80fd339,1000000000,6,,35,False,0.62kHz,False,1:08.64,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,15,0,75823,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,0.864329,1,32,,6,True,,True,True,386.915390693,db,20,False,9,9,False,0,1,,15,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,45,2,True,True,True,mesh,True,1,16,False,15,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,15,106,H-hop,,,False,65536,True,1,6:21.79,4,33,False,False,dfs,6,1000000000.0,True,checkerboard,True,,73,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_24,27.90377010901191,AccelMain,,True,4,2.59299,True,,DDR4,96.56172929058465,True,route_min_directed_valient,Tst,0,,,True,0,9,0,9,False,,4,,b80fd339,1000000000,6,,106,False,0.2kHz,False,2:06.55,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,7,0,67368,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,0.972806,1,32,,6,True,,True,True,55.541529155,db,20,False,5,5,False,0,1,,7,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,14,2,True,True,True,mesh,True,1,16,False,7,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,7,21,H-hop,,,False,65536,True,1,1:07.57,4,12,False,False,dfs,6,1000000000.0,True,checkerboard,True,,9,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_3,27.569878669500305,AccelMain,,True,4,3.89122,True,,DDR4,97.28060800380003,True,route_min_directed_valient,Tst,0,,,True,0,5,0,5,False,,4,,b80fd339,1000000000,6,,21,False,1.0kHz,False,0:54.47,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,6,0,66754,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,0.981754,1,32,,6,True,,True,True,81.229150921,db,20,False,4,4,False,0,1,,6,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,13,2,True,True,True,mesh,True,1,16,False,6,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,6,21,H-hop,,,False,65536,True,1,1:15.82,4,11,False,False,dfs,6,1000000000.0,True,checkerboard,True,,10,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_4,24.89790297786822,AccelMain,,True,4,3.92702,True,,DDR4,98.17539023878719,True,route_min_directed_valient,Tst,0,,,True,0,4,0,4,False,,4,,b80fd339,1000000000,6,,21,False,0.88kHz,False,0:48.44,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,11,0,18306,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,3.58003,1,32,,6,True,,True,True,194.138161034,db,20,False,7,7,False,0,1,,11,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,30,2,True,True,True,mesh,True,1,16,False,9,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,11,57,H-hop,,,False,65536,True,1,0:59.47,4,30,False,False,dfs,6,1000000000.0,True,checkerboard,True,,27,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_6,35.800383381504325,AccelMain,,True,4,14.3201,True,,DDR4,89.5007101496777,True,route_min_directed_valient,Tst,0,,,True,0,7,0,7,False,,4,,b80fd339,1000000000,6,,57,False,0.31kHz,False,1:55.60,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,5,0,17254,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,0.237394,1,32,,6,True,,True,True,71.85935945,db,20,False,3,3,False,0,1,,5,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,13,2,True,True,True,mesh,True,1,16,False,5,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,5,20,H-hop,,,False,65536,True,1,0:10.51,4,0,False,False,dfs,6,1000000000.0,True,checkerboard,True,,20,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_7,23.541851808920317,AccelMain,,True,4,0.77895,True,,DDR4,94.95769097020981,True,route_min_directed_valient,Tst,0,,,True,0,3,0,3,False,,4,,b80fd339,1000000000,6,,20,False,1.64kHz,False,0:46.86,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,5,0,2244,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,1.82531,1,32,,6,True,,True,True,68.797355854,db,20,False,3,3,False,0,1,,5,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,13,2,True,True,True,mesh,True,1,16,False,5,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,5,21,H-hop,,,False,65536,True,1,0:06.87,4,9,False,False,dfs,6,1000000000.0,True,checkerboard,True,,12,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_8,29.37194220047787,AccelMain,,True,4,5.9893,True,,DDR4,91.26559714795009,True,route_min_directed_valient,Tst,0,,,True,0,3,0,3,False,,4,,b80fd339,1000000000,6,,21,False,0.33kHz,False,1:12.86,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,6,0,8580,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,1.90956,1,32,,6,True,,True,True,76.146733498,db,20,False,3,3,False,0,1,,6,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,13,2,True,True,True,mesh,True,1,16,False,5,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,6,21,H-hop,,,False,65536,True,1,0:06.50,4,9,False,False,dfs,6,1000000000.0,True,checkerboard,True,,12,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,GEMM_9,29.369258192787605,AccelMain,,True,4,7.63823,True,,DDR4,95.47785547785548,True,route_min_directed_valient,Tst,0,,,True,0,3,0,3,False,,4,,b80fd339,1000000000,6,,21,False,1.32kHz,False,0:33.81,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,2,0,88,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,2.90909,1,32,,6,True,,True,True,44.883439664,db,20,False,2,2,False,0,1,,2,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,7,2,True,True,True,mesh,True,1,16,False,2,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,2,7,H-hop,,,False,65536,True,1,0:04.34,4,0,False,False,dfs,6,1000000000.0,True,checkerboard,True,,7,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,IfTest_0,15.25974025974026,AccelMain,,True,4,0.0,True,,DDR4,36.36363636363637,True,route_min_directed_valient,Tst,0,,,True,0,2,0,2,False,,4,,b80fd339,1000000000,6,,7,False,0.02kHz,False,0:59.63,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,2,0,581,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,3.52496,1,32,,6,True,,True,True,27.539083864,db,20,False,1,1,False,0,1,,2,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,11,2,True,True,True,mesh,True,1,16,False,2,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,2,10,H-hop,,,False,65536,True,1,0:03.23,4,10,False,False,dfs,6,1000000000.0,True,checkerboard,True,,2,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,InitSort_0,15.381828064136245,AccelMain,,True,4,3.08434,True,,DDR4,88.12392426850258,True,route_min_directed_valient,Tst,0,,,True,0,1,0,1,False,,4,,b80fd339,1000000000,6,,10,False,0.18kHz,False,0:32.78,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,2,0,119,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,2.15126,1,32,,6,True,,True,True,36.879617994,db,20,False,1,1,False,0,1,,2,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,10,2,True,True,True,mesh,True,1,16,False,2,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,2,8,H-hop,,,False,65536,True,1,0:03.58,4,5,False,False,dfs,6,1000000000.0,True,checkerboard,True,,5,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,InitSort_1,20.964175143741706,AccelMain,,True,4,0.0,True,,DDR4,53.78151260504202,True,route_min_directed_valient,Tst,0,,,True,0,1,0,1,False,,4,,b80fd339,1000000000,6,,8,False,0.03kHz,False,0:38.55,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,4,0,112,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,4.57143,1,32,,6,True,,True,True,31.202085809,db,20,False,2,2,False,0,1,,4,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,20,2,True,True,True,mesh,True,1,16,False,4,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,4,16,H-hop,,,False,65536,True,1,0:04.09,4,10,False,False,dfs,6,1000000000.0,True,checkerboard,True,,10,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,InitSort_2,23.46230158730159,AccelMain,,True,4,0.0,True,,DDR4,57.142857142857146,True,route_min_directed_valient,Tst,0,,,True,0,2,0,2,False,,4,,b80fd339,1000000000,6,,16,False,0.03kHz,False,0:28.58,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,6,0,112,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,4.57143,1,32,,6,True,,True,True,49.969449224,db,20,False,3,3,False,0,1,,6,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,30,2,True,True,True,mesh,True,1,16,False,6,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,6,32,H-hop,,,False,65536,True,1,0:01.60,4,19,False,False,dfs,6,1000000000.0,True,checkerboard,True,,15,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,InitSort_3,20.989461358313815,AccelMain,,True,4,0.0,True,,DDR4,57.142857142857146,True,route_min_directed_valient,Tst,0,,,True,0,3,0,3,False,,4,,b80fd339,1000000000,6,,32,False,0.07kHz,False,0:48.43,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
