runhybrid_wbw,DAG_Total,VPMU-alloc,VPCU-alloc,col,spatial_sha,PCU,VPMU,runp2p_wbw,runp2p_pass,runp2p_cycle,OPS-Fix,runp2p_deadlock,PCU_Total,VMC-alloc,succeeded,runproute_err,PMU_Total,simfreq,time,maketst_time,freq,VDAG-split,vlink,runp2p_complete,runhybrid_cycle,runp2p_success,runp2p_time,runhybrid_dram_power,notFit,OPS-Flt,VDAG,runp2p_dram_power,backend,runhybrid_complete,gentst_time,OPS-All,runhybrid_pass,genpir,gentst_err,VMC-split,VPCU-split,OPS-Prog FU,MC,runhybrid_success,genpir_err,runhybrid_err,VAFG-split,MC_Total,VPMU-split,VAFG,row,VMC,VDAG-alloc,pattern,maketst_err,runhybrid_time,PMU,DAG,runhybrid_deadlock,pirArgs,runproute_time,algo,app,pir_sha,OPS-Other,mergeTime_ms,prtime,OPS-FU,slink,runp2p_rbw,runhybrid_rbw,VPCU,VAFG-alloc,vcLimit,runp2p_err,project
,40,2,4,20,bc8d8a55,1,2,,,,,False,200,2,False,,200,,2020-01-10 13:28:43 -0800,0:06.32,1000000000.0,0,,False,,False,,,,,0,,Tst,False,10.002561235,,,True,,2,4,,2,False,,,1,40,2,1,20,2,0,,"src/main.cc:35:3: error: ‘repl’ was not declared in this scope
",,2,3,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/fluorine/spatial, --save=false, --dot=false, --debug=false",,,DotProduct_0,cd9baf15,,,,,,,,4,1,,,pirTest
