runp2p_wbw,tokenout,VMC-split,OPS-Flt,VMC,scheduled,waveform,OPS-Other,dupra,VMC-alloc,OPS-All,save,VPCU,gentst_err,proute-q,constprop,vfifo,split-thread,maxActive,VPCU-split,VDAG-split,psim,pattern,runhybrid_rbw,MC,VPMU-split,PMU,OPS-Prog FU,routing-algo,runp2p_pass,routing-cost,split,gentst_time,DAG_Total,VDAG-alloc,codegen,PCU_Total,MC_Total,dag-stage,runp2p_dram_power,debug,ag-dce,link-prop,pir_sha,nn,fifo-depth,vcLimit,open,DAG,mem-tech,runp2p_cycle,stat,time,runhybrid_dram_power,load,OPS-FU,maketst_time,merge-algo,psim-q,rtelm,runhybrid_time,genpir_err,VDAG,row,runp2p_deadlock,memelm,runhybrid_pass,simfreq,runhybrid_wbw,runp2p_time,net,pcu-stage,slink,mapping,start-id,word,backend,vlink,fast,dot,vec,runp2p_rbw,retime-local,proute-seed,OPS-Fix,runp2p_success,runproute_time,dag,lrange,arch,spatial_sha,run-psim,runhybrid_err,runp2p_err,runproute_err,runhybrid_complete,split-forward,runhybrid_success,simulate,split-algo,pirArgs,retime-buffer-only,PMU_Total,module,prtime,runhybrid_deadlock,succeeded,retime-glob,mdone,pracc,igraph,genpir,sr,app,rundot,run-proute,mergeTime_ms,pmu-sram-size,algo,flit-width,dedicated-dag,project,VPMU,run-tst,runp2p_complete,proute-opts,retime-exout,vc,pmu-stage,time-out,col,argin,name,vdot,runhybrid_cycle,reserve-pcu,VPCU-alloc,VAFG,argout,notFit,VPMU-alloc,VAFG-alloc,trace,maketst_err,VAFG-split,reserve-pmu,clock,debug-tst,merge,avgActive,PCU,proute-algo,verbose,merge-forward,topo,freq,bcread,tungsten
0.0,5,2,,2,False,True,,False,2,,False,4,,4,True,4,1,40.76433121019108,4,0,False,checkerboard,,2,2,2,,dor,True,H-hop,True,16.724051206,40,0,True,200,40,6,,True,True,db,60bcc944,False,16,4,False,3,DDR4,157,True,2020-01-29 15:49:50 -0800,,False,,0:19.23,bfs,1,True,,,0,20,False,False,,0.26kHz,,0:00.60,hybrid,6,4,True,0,32,Tst,2,True,True,16,52.1783,False,0,,True,,True,True,MyDesign,81ce4f3e,False,,,,False,False,False,False,dfs,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,200,False,,False,True,False,True,True,False,True,True,DotProduct_0,True,False,,65536,route_min_directed_valient,512,False,pirTest,2,False,True,-i100 -p100 -t1 -d100,False,4,6,100,20,6,AccelMain,True,,0,4,1,4,,2,1,False,,1,0,1000000000,False,False,32.90870488322717,1,route_min_directed_valient,False,False,mesh,1000000000.0,True,True
