reserve-pcu,VDAG-split,merge-algo,retime-glob,vfifo,split-forward,MC_Total,run-tst,dot,runhybrid_deadlock,merge,runhybrid_success,runhybrid_time,OPS-Prog FU,OPS-Other,genpir_err,runhybrid_pass,fast,genpir,mem-tech,run-psim,PCU,algo,load,runp2p_wbw,save,VMC-alloc,OPS-FU,memelm,dag-stage,rtelm,tungsten,VMC,spatial_sha,vc,trace,pmu-sram-size,col,fifo-depth,row,sr,proute-opts,flit-width,runp2p_dram_power,DAG,VPMU-alloc,psim-q,gentst_err,DAG_Total,igraph,OPS-Fix,mdone,name,VMC-split,ag-dce,module,runp2p_complete,pir_sha,VPMU,runproute_time,pattern,runhybrid_err,debug-tst,notFit,maketst_time,proute-q,stat,VDAG-alloc,avgActive,topo,VPCU-alloc,link-prop,dag,runp2p_pass,codegen,PMU_Total,runp2p_cycle,vdot,VDAG,split-thread,clock,VPCU-split,lrange,VAFG,time-out,scheduled,verbose,runhybrid_rbw,succeeded,proute-algo,pmu-stage,runhybrid_cycle,runp2p_rbw,runhybrid_wbw,MC,open,vec,merge-forward,OPS-Flt,PCU_Total,start-id,OPS-All,freq,time,VPCU,VAFG-alloc,simulate,pracc,slink,mapping,pcu-stage,tokenout,debug,app,vlink,argout,dedicated-dag,constprop,rundot,retime-exout,proute-seed,mergeTime_ms,split-algo,vcLimit,routing-algo,runproute_err,VPMU-split,bcread,PMU,pirArgs,run-proute,backend,net,argin,nn,dupra,runhybrid_dram_power,psim,retime-local,waveform,maxActive,split,gentst_time,runhybrid_complete,prtime,maketst_err,retime-buffer-only,project,runp2p_deadlock,runp2p_time,word,arch,reserve-pmu,routing-cost,simfreq,runp2p_err,VAFG-split,runp2p_success
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,0,route_min_directed_valient,False,2.0898,False,6,,False,6,True,True,6,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,20,,1,,40,False,,True,AccelMain,6,True,False,True,60bcc944,,,checkerboard,,False,,1:14.43,4,True,0,9.355102040816327,mesh,23,db,True,True,True,200,490,True,0,1,1000000000,23,True,1,100,False,False,,True,route_min_directed_valient,6,,2.0898,,6,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,23,1,False,True,4,True,6,5,True,DRAMDoubleBuffer2_3,2,4,False,True,True,False,0,,dfs,4,dor,,,True,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,26.122448979591837,True,72.383846811,False,,,False,pirTest,False,0:00.55,32,MyDesign,0,H-hop,0.89kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,0,route_min_directed_valient,False,2.76757,False,6,,False,6,True,True,6,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,12,,1,,40,False,,True,AccelMain,6,True,False,True,60bcc944,,,checkerboard,,False,,1:30.08,4,True,0,2.0108108108108107,mesh,23,db,True,True,True,200,370,True,0,1,1000000000,23,True,1,100,False,False,,True,route_min_directed_valient,6,,2.76757,,6,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,23,1,False,True,4,True,6,5,True,DRAMDoubleBuffer2_4,2,4,False,True,True,False,0,,dfs,4,dor,,,True,11,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,2.1621621621621623,True,57.893996372,False,,,False,pirTest,False,0:00.44,32,MyDesign,0,H-hop,0.84kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,0,route_min_directed_valient,False,2.24561,False,4,,False,6,True,True,4,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,0,,1,,40,False,,True,AccelMain,4,True,False,True,60bcc944,,,checkerboard,,False,,0:41.11,4,True,0,15.935672514619883,mesh,13,db,True,True,True,200,456,True,0,1,1000000000,13,True,1,100,False,False,,True,route_min_directed_valient,6,,2.24561,,4,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,13,1,False,True,4,True,6,5,True,DRAMDoubleBuffer_0,2,4,False,True,True,False,0,,dfs,4,dor,,,True,13,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,56.14035087719298,True,44.58597646,False,,,False,pirTest,False,0:00.36,32,MyDesign,0,H-hop,1.27kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,0,route_min_directed_valient,False,4.04743,False,4,,False,6,True,True,4,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,7,,1,,40,False,,True,AccelMain,4,True,False,True,60bcc944,,,checkerboard,,False,,0:22.07,4,True,0,3.4660991182730316,mesh,11,db,True,True,True,200,253,True,0,1,1000000000,11,True,1,100,False,False,,True,route_min_directed_valient,6,,4.04743,,4,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,11,1,False,True,4,True,6,5,True,DRAMDoubleBuffer_1,2,4,False,True,True,False,0,,dfs,4,dor,,,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,6.324110671936759,True,18.116503162,False,,,False,pirTest,False,0:00.23,32,MyDesign,0,H-hop,1.1kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,0,route_min_directed_valient,False,4.19672,False,8,,False,6,True,True,8,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,14,,1,,40,False,,True,AccelMain,8,True,False,True,60bcc944,,,checkerboard,,False,,1:36.70,4,True,0,1.9467213114754098,mesh,22,db,True,True,True,200,244,True,0,1,1000000000,22,True,1,100,False,False,,True,route_min_directed_valient,6,,4.19672,,8,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,22,1,False,True,4,True,6,5,True,DRAMDoubleBuffer_2,2,4,False,True,True,False,0,,dfs,4,dor,,,True,8,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,3.278688524590164,True,72.359021747,False,,,False,pirTest,False,0:00.47,32,MyDesign,0,H-hop,0.52kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,0,route_min_directed_valient,False,4.33898,False,12,,False,6,True,True,12,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,9,,1,,40,False,,True,AccelMain,12,True,False,True,60bcc944,,,checkerboard,,False,,2:11.59,4,True,0,2.0208604954367666,mesh,37,db,True,True,True,200,236,True,0,1,1000000000,37,True,1,100,False,False,,True,route_min_directed_valient,6,,4.33898,,12,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,37,1,False,True,4,True,6,5,True,DRAMDoubleBuffer_3,2,4,False,True,True,False,0,,dfs,4,dor,,,True,28,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,3.389830508474576,True,159.449999628,False,,,False,pirTest,False,0:00.93,32,MyDesign,0,H-hop,0.25kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,11,route_min_directed_valient,False,43.7518,False,3,,False,6,True,True,3,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,6,,1,,40,False,,True,AccelMain,3,True,False,True,60bcc944,,,checkerboard,,False,,1:26.20,4,True,0,20.64051045692057,mesh,19,db,True,,True,200,77891,True,0,1,1000000000,19,True,1,100,False,False,,True,route_min_directed_valient,6,,43.7518,,3,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,19,1,False,True,4,True,6,5,True,DRAMMergeSort_0,2,4,False,True,True,False,0,,dfs,4,dor,,,True,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,68.36219845681786,True,59.031142572,False,,,False,pirTest,False,0:23.23,32,MyDesign,0,H-hop,3.35kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,11,route_min_directed_valient,False,44.0932,False,3,,False,6,True,True,3,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,6,,1,,40,False,,True,AccelMain,3,True,False,True,60bcc944,,,checkerboard,,False,,1:22.60,4,True,0,20.80154745885519,mesh,19,db,True,,True,200,77288,True,0,1,1000000000,19,True,1,100,False,False,,True,route_min_directed_valient,6,,44.0932,,3,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,19,1,False,True,4,True,6,5,True,DRAMMergeSort_1,2,4,False,True,True,False,0,,dfs,4,dor,,,True,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,68.8955594658938,True,53.364196625,False,,,False,pirTest,False,0:20.22,32,MyDesign,0,H-hop,3.82kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,22,route_min_directed_valient,False,50.3937,False,6,,False,6,True,True,6,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,11,,1,,40,False,,True,AccelMain,6,True,False,True,60bcc944,,,checkerboard,,False,,2:35.26,4,True,0,13.669620822301045,mesh,37,db,True,,True,200,67625,True,0,1,1000000000,37,True,1,100,False,False,,True,route_min_directed_valient,6,,50.3937,,6,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,37,1,False,True,4,True,6,5,True,DRAMMergeSort_2,2,4,False,True,True,False,0,,dfs,4,dor,,,True,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,42.39852125693161,True,103.515540192,False,,,False,pirTest,False,0:41.68,32,MyDesign,0,H-hop,1.62kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,33,route_min_directed_valient,False,56.3872,False,9,,False,6,True,True,9,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,16,,1,,40,False,,True,AccelMain,9,True,False,True,60bcc944,,,checkerboard,,False,,3:04.99,4,True,0,11.949173887225081,mesh,55,db,True,,True,200,60437,True,0,1,1000000000,55,True,1,100,False,False,,True,route_min_directed_valient,6,,56.3872,,9,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,55,1,False,True,4,True,6,5,True,DRAMMergeSort_3,2,4,False,True,True,False,0,,dfs,4,dor,,,True,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,36.897926766715756,True,156.15667111,False,,,False,pirTest,False,0:36.99,32,MyDesign,0,H-hop,1.63kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,44,route_min_directed_valient,False,56.0773,False,12,,False,6,True,True,12,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,21,,1,,40,False,,True,AccelMain,12,True,False,True,60bcc944,,,checkerboard,,False,,4:31.05,4,True,0,9.351824362111191,mesh,73,db,True,,True,200,60771,True,0,1,1000000000,73,True,1,100,False,False,,True,route_min_directed_valient,6,,56.0773,,12,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,73,1,False,True,4,True,6,5,True,DRAMMergeSort_4,2,4,False,True,True,False,0,,dfs,4,dor,,,True,8,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,28.645241973967845,True,166.709181722,False,,,False,pirTest,False,0:59.40,32,MyDesign,0,H-hop,1.02kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,42,route_min_directed_valient,False,51.6351,False,10,,False,6,True,True,10,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,16,,1,,40,False,,True,AccelMain,10,True,False,True,60bcc944,,,checkerboard,,False,,2:05.84,4,True,0,9.06371916294961,mesh,61,db,True,,True,200,35538,True,0,1,1000000000,66,True,1,100,False,False,,True,route_min_directed_valient,6,,51.6351,,10,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,66,1,False,True,4,True,6,5,True,DRAMMergeSort_5,2,4,False,True,True,False,0,,dfs,4,dor,,,True,8,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,46.10276323934943,True,97.550008732,False,,,False,pirTest,False,0:13.00,32,MyDesign,0,H-hop,2.73kHz,,1,True
