reserve-pcu,VDAG-split,merge-algo,retime-glob,vfifo,split-forward,MC_Total,run-tst,dot,runhybrid_deadlock,merge,runhybrid_success,runhybrid_time,OPS-Prog FU,OPS-Other,genpir_err,runhybrid_pass,fast,genpir,mem-tech,run-psim,PCU,algo,load,runp2p_wbw,save,VMC-alloc,OPS-FU,memelm,dag-stage,rtelm,tungsten,VMC,spatial_sha,vc,trace,pmu-sram-size,col,fifo-depth,row,sr,proute-opts,flit-width,runp2p_dram_power,DAG,VPMU-alloc,psim-q,gentst_err,DAG_Total,igraph,OPS-Fix,mdone,name,VMC-split,ag-dce,module,runp2p_complete,pir_sha,VPMU,runproute_time,pattern,runhybrid_err,debug-tst,notFit,maketst_time,proute-q,stat,VDAG-alloc,avgActive,topo,VPCU-alloc,link-prop,dag,runp2p_pass,codegen,PMU_Total,runp2p_cycle,vdot,VDAG,split-thread,clock,VPCU-split,lrange,VAFG,time-out,scheduled,verbose,runhybrid_rbw,succeeded,proute-algo,pmu-stage,runhybrid_cycle,runp2p_rbw,runhybrid_wbw,MC,open,vec,merge-forward,OPS-Flt,PCU_Total,start-id,OPS-All,freq,time,VPCU,VAFG-alloc,simulate,pracc,slink,mapping,pcu-stage,tokenout,debug,app,vlink,argout,dedicated-dag,constprop,rundot,retime-exout,proute-seed,mergeTime_ms,split-algo,vcLimit,routing-algo,runproute_err,VPMU-split,bcread,PMU,pirArgs,run-proute,backend,net,argin,nn,dupra,runhybrid_dram_power,psim,retime-local,waveform,maxActive,split,gentst_time,runhybrid_complete,prtime,maketst_err,retime-buffer-only,project,runp2p_deadlock,runp2p_time,word,arch,reserve-pmu,routing-cost,simfreq,runp2p_err,VAFG-split,runp2p_success
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,2,route_min_directed_valient,False,1.64103,False,1,,False,6,True,True,1,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,3,2,1,,40,False,,True,AccelMain,1,True,False,True,60bcc944,2,,checkerboard,,False,,0:31.15,4,True,0,14.003944773175544,mesh,4,db,True,True,True,200,78,True,0,1,1000000000,4,True,1,100,False,False,,True,route_min_directed_valient,6,,0.0,,1,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,4,1,False,True,4,True,6,5,True,BankEnable_0,2,4,False,True,True,False,0,,dfs,4,dor,,2,True,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,41.02564102564103,True,37.518095906,False,,,False,pirTest,False,0:00.38,32,MyDesign,0,H-hop,0.21kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,15,route_min_directed_valient,False,0.955224,False,1,,False,6,True,True,1,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,10,6,1,,40,False,,True,AccelMain,1,True,False,True,60bcc944,6,,checkerboard,,False,,2:09.28,4,True,0,10.058403634003893,mesh,13,db,True,,True,200,134,True,0,1,1000000000,25,True,1,100,False,False,,True,route_min_directed_valient,6,,0.0,,1,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,25,1,False,True,4,True,6,5,True,BankRange_0,2,4,False,True,True,False,0,,dfs,4,dor,,6,True,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,11.940298507462687,True,83.144832071,False,,,False,pirTest,False,0:00.63,32,MyDesign,0,H-hop,0.21kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,33,route_min_directed_valient,False,4.96941,False,7,,False,6,True,True,7,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,8,,1,,40,False,,True,AccelMain,7,True,False,True,60bcc944,,,checkerboard,,False,,3:30.02,4,True,0,6.088280126459136,mesh,10,db,True,True,True,200,105503,True,0,1,1000000000,42,True,1,100,False,False,,True,route_min_directed_valient,6,,29.8165,,7,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,42,1,False,True,4,True,6,5,True,BlackScholes_0,2,4,False,True,True,False,0,,bfs,4,dor,,,True,1,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --split-algo=bfs, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,7.764708112565519,True,79.657765864,False,,,False,pirTest,False,1:13.07,32,MyDesign,0,H-hop,1.44kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,0,route_min_directed_valient,False,0.0,False,,,False,6,True,True,,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,0,,1,,40,False,,True,AccelMain,,True,False,True,60bcc944,,,checkerboard,,False,,0:07.04,4,True,0,5.363984674329502,mesh,1,db,True,True,True,200,87,True,0,1,1000000000,1,True,1,100,False,False,,True,route_min_directed_valient,6,,0.0,,0,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,1,1,False,True,4,True,6,5,True,BreakTest,2,4,False,True,True,False,0,,dfs,4,dor,,,True,1,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,13.793103448275861,True,7.732130208,False,,,False,pirTest,False,0:00.33,32,MyDesign,0,H-hop,0.26kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,0,route_min_directed_valient,False,0.0,False,,,False,6,True,True,,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,0,,1,,40,False,,True,AccelMain,,True,False,True,60bcc944,,,checkerboard,,False,,0:15.10,4,True,0,23.91304347826087,mesh,2,db,True,True,True,200,23,True,0,1,1000000000,2,True,1,100,False,False,,True,route_min_directed_valient,6,,0.0,,0,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,2,1,False,True,4,True,6,5,True,BreakTest2,2,4,False,True,True,False,0,,dfs,4,dor,,,True,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,43.47826086956522,True,20.553828349,False,,,False,pirTest,False,0:00.47,32,MyDesign,0,H-hop,0.05kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,9,route_min_directed_valient,False,15.1144,False,2,,False,6,True,True,2,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,3,2,1,,40,False,,True,AccelMain,2,True,False,True,60bcc944,2,,checkerboard,,False,,1:36.16,4,True,0,20.647433747064742,mesh,6,db,True,True,True,200,271,True,0,1,1000000000,12,True,1,100,False,False,,True,route_min_directed_valient,6,,0.472325,,2,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,12,1,False,True,4,True,6,5,True,BroadcastTest,2,4,False,True,True,False,0,,dfs,4,dor,,2,True,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,47.23247232472325,True,67.395791305,False,,,False,pirTest,False,0:01.37,32,MyDesign,0,H-hop,0.2kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,5,route_min_directed_valient,False,1.38129,False,1,,False,6,True,True,1,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,0,1,1,,40,False,,True,AccelMain,1,True,False,True,60bcc944,1,,checkerboard,,False,,0:38.63,4,True,0,21.71353826030085,mesh,4,db,True,True,True,200,139,True,0,1,1000000000,5,True,1,100,False,False,,True,route_min_directed_valient,6,,0.460432,,1,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,5,1,False,True,4,True,6,5,True,CountZero_0,2,4,False,True,True,False,0,,dfs,4,dor,,1,True,1,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,34.53237410071942,True,38.299678637,False,,,False,pirTest,False,0:00.69,32,MyDesign,0,H-hop,0.2kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,0,route_min_directed_valient,False,1.10108,False,2,,False,6,True,True,2,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,0,,1,,40,False,,True,AccelMain,2,True,False,True,60bcc944,,,checkerboard,,False,,0:25.73,4,True,0,7.096774193548387,mesh,7,db,True,True,True,200,930,True,0,1,1000000000,7,True,1,100,False,False,,True,route_min_directed_valient,6,,1.10108,,2,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,7,1,False,True,4,True,6,5,True,DRAMDoubleBuffer2_0,2,4,False,True,True,False,0,,dfs,4,dor,,,True,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,27.526881720430108,True,17.300320163,False,,,False,pirTest,False,0:00.70,32,MyDesign,0,H-hop,1.33kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,0,route_min_directed_valient,False,1.10108,False,2,,False,6,True,True,2,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,0,,1,,40,False,,True,AccelMain,2,True,False,True,60bcc944,,,checkerboard,,False,,0:33.93,4,True,0,7.096774193548387,mesh,7,db,True,True,True,200,930,True,0,1,1000000000,7,True,1,100,False,False,,True,route_min_directed_valient,6,,1.10108,,2,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,7,1,False,True,4,True,6,5,True,DRAMDoubleBuffer2_1,2,4,False,True,True,False,0,,dfs,4,dor,,,True,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,27.526881720430108,True,36.575066388,False,,,False,pirTest,False,0:00.49,32,MyDesign,0,H-hop,1.9kHz,,1,True
0,0,bfs,False,4,False,40,False,True,False,False,False,,,,,,True,True,DDR4,False,0,route_min_directed_valient,False,2.17872,False,4,,False,6,True,True,4,81ce4f3e,4,False,65536,20,16,20,True,-i100 -p100 -t1 -d100,512,,0,,1,,40,False,,True,AccelMain,4,True,False,True,60bcc944,,,checkerboard,,False,,0:30.63,4,True,0,7.898936170212766,mesh,14,db,True,True,True,200,470,True,0,1,1000000000,14,True,1,100,False,False,,True,route_min_directed_valient,6,,2.17872,,4,False,16,False,,200,0,,1000000000.0,2020-01-29 15:49:50 -0800,14,1,False,True,4,True,6,5,True,DRAMDoubleBuffer2_2,2,4,False,True,True,False,0,,dfs,4,dor,,,True,14,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,Tst,hybrid,6,False,False,,False,False,True,27.23404255319149,True,39.712305172,False,,,False,pirTest,False,0:00.62,32,MyDesign,0,H-hop,0.76kHz,,1,True
