runp2p_success,VDAG,run-tst,tungsten,OPS-Flt,nn,DAG,lrange,vc,runp2p_pass,start-id,PMU_Total,vdot,runp2p_rbw,OPS-Other,row,runhybrid_time,runhybrid_rbw,PMU,PCU,flit-width,pattern,vcLimit,runp2p_time,run-proute,debug-tst,codegen,pracc,runhybrid_dram_power,VDAG-alloc,arch,mergeTime_ms,VPCU-split,split,mem-tech,waveform,runp2p_dram_power,stat,merge-forward,pmu-sram-size,routing-cost,run-psim,genpir,fifo-depth,verbose,fast,merge-algo,reserve-pmu,scheduled,net,VAFG,time-out,argin,pcu-stage,bcread,simfreq,retime-buffer-only,prtime,mdone,debug,avgActive,runhybrid_pass,VMC-split,open,runhybrid_success,psim-q,col,genpir_err,gentst_time,pirArgs,save,runhybrid_err,VPCU-alloc,MC,vfifo,split-thread,gentst_err,routing-algo,VBB,retime-exout,link-prop,OPS-All,topo,dag-stage,runp2p_complete,pir_sha,freq,pmu-stage,merge,mapping,retime-local,succeeded,maxActive,reserve-pcu,argout,VPMU-alloc,proute-algo,simulate,VAFG-split,runhybrid_cycle,word,runproute_time,maketst_err,runp2p_deadlock,constprop,trace,runp2p_cycle,dedicated-dag,split-forward,split-algo,runhybrid_deadlock,OPS-Fix,proute-seed,proute-opts,app,notFit,project,igraph,runproute_err,PCU_Total,VBB-alloc,VMC-alloc,runp2p_err,algo,clock,VPMU-split,OPS-FU,dupra,name,VDAG-split,VMC,load,module,psim,MC_Total,spatial_sha,sr,maketst_time,DAG_Total,dag,dot,tokenout,runhybrid_complete,VAFG-alloc,retime-glob,OPS-Prog FU,backend,VPMU,rtelm,VPCU,VBB-split,time,runp2p_wbw,vlink,ag-dce,proute-q,runhybrid_wbw,vec,slink
True,0,False,True,,False,0,True,4,True,0,200,True,1.72402,,20,,,9,52,512,checkerboard,4,0:02.13,False,False,True,True,,0,MyDesign,,52,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,2.7kHz,False,,True,False,25.01409647395049,,7,False,False,1,20,,98.333212774,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,30,7,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,71.18526242613834,0,4,9,route_min_directed_valient,False,1,,32,,,False,True,False,5754,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_15,,pirTest,False,,200,,7,,route_min_directed_valient,1000000000,9,,False,AccelMain,0,7,False,False,False,40,770be228,True,2:37.13,40,True,False,5,False,1,False,,Tst,9,True,52,,2020-01-16 15:53:24 -0800,0.711853,2,True,4,,16,4
True,0,False,True,,False,0,True,4,True,0,200,True,1.64564,,20,,,28,56,512,checkerboard,4,0:03.26,False,False,True,True,,0,MyDesign,,56,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,1.53kHz,False,,True,False,21.991046318085292,,20,False,False,1,20,,91.521745469,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,56,20,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,82.28204098031338,0,4,28,route_min_directed_valient,False,1,,32,,,False,True,False,4978,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_16,,pirTest,False,,200,,20,,route_min_directed_valient,1000000000,28,,False,AccelMain,0,20,False,False,False,40,770be228,True,4:29.91,40,True,False,5,False,1,False,,Tst,28,True,56,,2020-01-16 15:53:24 -0800,0.82282,2,True,4,,16,4
True,0,False,True,,False,30,True,4,True,0,200,True,22.3094,,20,,,11,27,512,checkerboard,4,0:02.25,False,False,True,True,,0,MyDesign,,57,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,1.22kHz,False,,True,False,35.323826500297095,,7,False,False,1,20,,98.852034979,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,30,7,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,74.36456063907045,0,4,9,route_min_directed_valient,False,1,,32,,,False,True,False,2754,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_17,,pirTest,False,,200,,7,,route_min_directed_valient,1000000000,11,,False,AccelMain,0,7,False,False,False,40,770be228,True,3:30.45,40,True,False,5,False,1,False,,Tst,11,True,57,,2020-01-16 15:53:24 -0800,5.94916,2,True,4,,16,4
True,0,False,True,,False,40,True,4,True,0,200,True,12.6615,,20,,,28,44,512,checkerboard,4,0:02.65,False,False,True,True,,0,MyDesign,,84,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,0.98kHz,False,,True,False,26.524394413973273,,20,False,False,1,20,,161.65841767,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,56,20,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,79.13446676970634,0,4,28,route_min_directed_valient,False,1,,32,,,False,True,False,2588,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_18,,pirTest,False,,200,,20,,route_min_directed_valient,1000000000,28,,False,AccelMain,0,20,False,False,False,40,770be228,True,5:20.92,40,True,False,5,False,1,False,,Tst,28,True,84,,2020-01-16 15:53:24 -0800,6.33076,2,True,4,,16,4
True,0,False,True,,False,15,True,4,True,0,200,True,5.6708,,20,,,7,16,512,checkerboard,4,0:12.04,False,False,True,True,,0,MyDesign,,31,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,3.84kHz,False,,True,False,27.004616874173628,,5,False,False,1,20,,69.760818891,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,19,5,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,97.46684837865317,0,4,7,route_min_directed_valient,False,1,,32,,,False,True,False,46227,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_19,,pirTest,False,,200,,5,,route_min_directed_valient,1000000000,7,,False,AccelMain,0,5,False,False,False,40,770be228,True,2:37.08,40,True,False,5,False,1,False,,Tst,7,True,31,,2020-01-16 15:53:24 -0800,1.4177,2,True,4,,16,4
True,0,False,True,,False,9,True,4,True,0,200,True,3.92878,,20,,,6,12,512,checkerboard,4,0:11.68,False,False,True,True,,0,MyDesign,,21,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,5.71kHz,False,,True,False,29.89562975840777,,3,False,False,1,20,,53.683449781,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,11,3,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,98.21953120316527,0,4,5,route_min_directed_valient,False,1,,32,,,False,True,False,66724,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_2,,pirTest,False,,200,,3,,route_min_directed_valient,1000000000,6,,False,AccelMain,0,3,False,False,False,40,770be228,True,2:29.70,40,True,False,5,False,1,False,,Tst,6,True,21,,2020-01-16 15:53:24 -0800,0.982195,2,True,4,,16,4
False,0,False,True,,False,34,True,4,True,0,200,True,111.265,,20,,,9,37,512,checkerboard,4,0:01.24,False,False,True,True,,0,MyDesign,,71,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,,False,,True,False,11.406105752395506,,5,False,False,1,20,,141.514330168,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,31,5,4,1,,dor,,False,db,,mesh,6,False,dc24f967,1000000000.0,6,False,True,False,False,56.53710247349823,0,4,7,route_min_directed_valient,False,1,,32,,,False,True,False,,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_20,,pirTest,False,,200,,5,"[0;31mCaught exception on cycle 283: /DUT/Top/SRAM12327/SRAM12327_b0/SRAM12327_b0_k8: SRAM write out of range write_addr:86 N:86[0m
",route_min_directed_valient,1000000000,9,,False,AccelMain,0,5,False,False,False,40,770be228,True,3:54.90,40,True,False,5,False,1,False,,Tst,9,True,71,,2020-01-16 15:53:24 -0800,0.0,2,True,4,,16,4
False,0,False,True,,False,40,True,4,True,0,200,True,110.511,,20,,,27,183,512,checkerboard,4,0:01.88,False,False,True,True,,0,MyDesign,,223,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,,False,,True,False,13.092023774516356,,15,False,False,1,20,,493.603057918,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,95,15,4,1,,dor,,False,db,,mesh,6,False,dc24f967,1000000000.0,6,False,True,False,False,100.0,0,4,21,route_min_directed_valient,False,1,,32,,,False,True,False,,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_21,,pirTest,False,,200,,15,"[0;31mCaught exception on cycle 333: /DUT/Top/SRAM24948/SRAM24948_b0/SRAM24948_b0_k8: SRAM write out of range write_addr:86 N:86[0m
",route_min_directed_valient,1000000000,27,,False,AccelMain,0,15,False,False,False,40,770be228,True,10:06.32,40,True,False,5,False,1,False,,Tst,27,True,223,,2020-01-16 15:53:24 -0800,0.0,2,True,4,,16,4
True,0,False,True,,False,36,True,4,True,0,200,True,5.74071,,20,,,21,33,512,checkerboard,4,0:22.89,False,False,True,True,,0,MyDesign,,69,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,1.5kHz,False,,True,False,27.150205264104695,,15,False,False,1,20,,170.602192774,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,46,15,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,95.67857977108152,0,4,21,route_min_directed_valient,False,1,,32,,,False,True,False,34248,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_22,,pirTest,False,,200,,15,,route_min_directed_valient,1000000000,21,,False,AccelMain,0,15,False,False,False,40,770be228,True,4:06.95,40,True,False,5,False,1,False,,Tst,21,True,69,,2020-01-16 15:53:24 -0800,1.91357,2,True,4,,16,4
False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,"[0m[[0m[31merror[0m] [0m[0m/local/ssd/home/yaqiz/pldi20/spatial/gen/Tst_pirTest/GEMM_23/pir/AccelMain.scala:112:53: not found: value x653[0m
",,,,,,,,False,dc24f967,1000000000.0,,,,,False,,,,,,,,,,,,False,,,,,,,False,,,,GEMM_23,,pirTest,,,,,,,,,,,,,,,,,,,770be228,,,,,,,False,,,,Tst,,,,,2020-01-16 15:53:24 -0800,,,,,,,
False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,"[0m[[0m[31merror[0m] [0m[0m/local/ssd/home/yaqiz/pldi20/spatial/gen/Tst_pirTest/GEMM_24/pir/AccelMain.scala:135:53: not found: value x1205[0m
",,,,,,,,False,dc24f967,1000000000.0,,,,,False,,,,,,,,,,,,False,,,,,,,False,,,,GEMM_24,,pirTest,,,,,,,,,,,,,,,,,,,770be228,,,,,,,False,,,,Tst,,,,,2020-01-16 15:53:24 -0800,,,,,,,
True,0,False,True,,False,12,True,4,True,0,200,True,3.89198,,20,,,7,9,512,checkerboard,4,0:12.29,False,False,True,True,,0,MyDesign,,21,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,5.48kHz,False,,True,False,27.575199854604655,,5,False,False,1,20,,51.204365867,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,14,5,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,97.29938386162868,0,4,7,route_min_directed_valient,False,1,,32,,,False,True,False,67355,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_3,,pirTest,False,,200,,5,,route_min_directed_valient,1000000000,7,,False,AccelMain,0,5,False,False,False,40,770be228,True,2:42.04,40,True,False,5,False,1,False,,Tst,7,True,21,,2020-01-16 15:53:24 -0800,0.972994,2,True,4,,16,4
True,0,False,True,,False,11,True,4,True,0,200,True,3.92737,,20,,,6,10,512,checkerboard,4,0:12.30,False,False,True,True,,0,MyDesign,,21,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,5.43kHz,False,,True,False,24.900141058677644,,4,False,False,1,20,,52.195294673,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,13,4,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,98.18421525738599,0,4,6,route_min_directed_valient,False,1,,32,,,False,True,False,66748,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_4,,pirTest,False,,200,,4,,route_min_directed_valient,1000000000,6,,False,AccelMain,0,4,False,False,False,40,770be228,True,2:24.27,40,True,False,5,False,1,False,,Tst,6,True,21,,2020-01-16 15:53:24 -0800,0.981842,2,True,4,,16,4
True,0,False,True,,False,30,True,4,True,0,200,True,14.3326,,20,,,11,27,512,checkerboard,4,0:09.74,False,False,True,True,,0,MyDesign,,57,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,1.88kHz,False,,True,False,35.831701376808,,7,False,False,1,20,,100.763598873,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,30,7,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,89.5790049207217,0,4,9,route_min_directed_valient,False,1,,32,,,False,True,False,18290,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_6,,pirTest,False,,200,,7,,route_min_directed_valient,1000000000,11,,False,AccelMain,0,7,False,False,False,40,770be228,True,3:36.44,40,True,False,5,False,1,False,,Tst,11,True,57,,2020-01-16 15:53:24 -0800,3.58316,2,True,4,,16,4
True,0,False,True,,False,0,True,4,True,0,200,True,0.773792,,20,,,5,18,512,checkerboard,4,0:02.01,False,False,True,True,,0,MyDesign,,18,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,8.64kHz,False,,True,False,24.214185645471268,,3,False,False,1,20,,41.51572814,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,11,3,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,94.32897691289078,0,4,5,route_min_directed_valient,False,1,,32,,,False,True,False,17369,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_7,,pirTest,False,,200,,3,,route_min_directed_valient,1000000000,5,,False,AccelMain,0,3,False,False,False,40,770be228,True,1:48.11,40,True,False,5,False,1,False,,Tst,5,True,18,,2020-01-16 15:53:24 -0800,0.235822,2,True,4,,16,4
True,0,False,True,,False,9,True,4,True,0,200,True,6.53292,,20,,,5,10,512,checkerboard,4,0:00.97,False,False,True,True,,0,MyDesign,,19,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,2.33kHz,False,,True,False,30.339854577592096,,3,False,False,1,20,,45.736973753,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,11,3,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,90.49933716305789,0,4,5,route_min_directed_valient,False,1,,32,,,False,True,False,2263,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_8,,pirTest,False,,200,,3,,route_min_directed_valient,1000000000,5,,False,AccelMain,0,3,False,False,False,40,770be228,True,2:00.85,40,True,False,5,False,1,False,,Tst,5,True,19,,2020-01-16 15:53:24 -0800,1.80999,2,True,4,,16,4
True,0,False,True,,False,9,True,4,True,0,200,True,7.55632,,20,,,6,12,512,checkerboard,4,0:02.32,False,False,True,True,,0,MyDesign,,21,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,3.74kHz,False,,True,False,33.05937968407702,,3,False,False,1,20,,52.21427313,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,11,3,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,94.4540528075637,0,4,5,route_min_directed_valient,False,1,,32,,,False,True,False,8673,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,GEMM_9,,pirTest,False,,200,,3,,route_min_directed_valient,1000000000,6,,False,AccelMain,0,3,False,False,False,40,770be228,True,2:32.56,40,True,False,5,False,1,False,,Tst,6,True,21,,2020-01-16 15:53:24 -0800,1.88908,2,True,4,,16,4
True,0,False,True,,False,0,True,4,True,0,200,True,0.0,,20,,,2,7,512,checkerboard,4,0:00.65,False,False,True,True,,0,MyDesign,,7,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,0.14kHz,False,,True,False,15.25974025974026,,2,False,False,1,20,,17.022405673,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,7,2,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,36.36363636363637,0,4,2,route_min_directed_valient,False,1,,32,,,False,True,False,88,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,IfTest_0,,pirTest,False,,200,,2,,route_min_directed_valient,1000000000,2,,False,AccelMain,0,2,False,False,False,40,770be228,True,1:05.72,40,True,False,5,False,1,False,,Tst,2,True,7,,2020-01-16 15:53:24 -0800,2.90909,2,True,4,,16,4
True,0,False,True,,False,9,True,4,True,0,200,True,3.03215,,20,,,2,2,512,checkerboard,4,0:00.70,False,False,True,True,,0,MyDesign,,11,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,0.84kHz,False,,True,False,14.365482233502538,,1,False,False,1,20,,21.568146426,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,10,1,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,86.63282571912013,0,4,2,route_min_directed_valient,False,1,,32,,,False,True,False,591,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,InitSort_0,,pirTest,False,,200,,1,,route_min_directed_valient,1000000000,2,,False,AccelMain,0,1,False,False,False,40,770be228,True,1:06.03,40,True,False,5,False,1,False,,Tst,2,True,11,,2020-01-16 15:53:24 -0800,3.46531,2,True,4,,16,4
True,0,False,True,,False,5,True,4,True,0,200,True,0.0,,20,,,2,4,512,checkerboard,4,0:00.67,False,False,True,True,,0,MyDesign,,9,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,0.19kHz,False,,True,False,19.112903225806452,,1,False,False,1,20,,18.276006483,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,9,1,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,51.61290322580645,0,4,2,route_min_directed_valient,False,1,,32,,,False,True,False,124,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,InitSort_1,,pirTest,False,,200,,1,,route_min_directed_valient,1000000000,2,,False,AccelMain,0,1,False,False,False,40,770be228,True,0:55.01,40,True,False,5,False,1,False,,Tst,2,True,9,,2020-01-16 15:53:24 -0800,2.06452,2,True,4,,16,4
True,0,False,True,,False,10,True,4,True,0,200,True,0.0,,20,,,4,8,512,checkerboard,4,0:00.55,False,False,True,True,,0,MyDesign,,18,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,0.21kHz,False,,True,False,21.097234611953613,,2,False,False,1,20,,20.653825358,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,18,2,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,54.23728813559322,0,4,4,route_min_directed_valient,False,1,,32,,,False,True,False,118,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,InitSort_2,,pirTest,False,,200,,2,,route_min_directed_valient,1000000000,4,,False,AccelMain,0,2,False,False,False,40,770be228,True,1:20.57,40,True,False,5,False,1,False,,Tst,4,True,18,,2020-01-16 15:53:24 -0800,4.33898,2,True,4,,16,4
True,0,False,True,,False,19,True,4,True,0,200,True,0.0,,20,,,6,14,512,checkerboard,4,0:00.66,False,False,True,True,,0,MyDesign,,33,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,0.18kHz,False,,True,False,19.60087479496993,,3,False,False,1,20,,35.242449892,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,29,3,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,54.23728813559322,0,4,6,route_min_directed_valient,False,1,,32,,,False,True,False,118,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,InitSort_3,,pirTest,False,,200,,3,,route_min_directed_valient,1000000000,6,,False,AccelMain,0,3,False,False,False,40,770be228,True,1:55.26,40,True,False,5,False,1,False,,Tst,6,True,33,,2020-01-16 15:53:24 -0800,4.33898,2,True,4,,16,4
True,0,False,True,,False,7,True,4,True,0,200,True,0.0,,20,,,4,8,512,checkerboard,4,0:00.67,False,False,True,True,,0,MyDesign,,15,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,0.29kHz,False,,True,False,25.791855203619914,,1,False,False,1,20,,20.672798967,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,13,1,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,65.64102564102564,0,4,4,route_min_directed_valient,False,1,,32,,,False,True,False,195,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,InitSort_4,,pirTest,False,,200,,1,,route_min_directed_valient,1000000000,4,,False,AccelMain,0,1,False,False,False,40,770be228,True,1:18.61,40,True,False,5,False,1,False,,Tst,4,True,15,,2020-01-16 15:53:24 -0800,2.62564,2,True,4,,16,4
True,0,False,True,,False,7,True,4,True,0,200,True,0.696728,,20,,,12,27,512,checkerboard,4,0:55.06,False,False,True,True,,0,MyDesign,,34,True,DDR4,True,,True,False,65536,H-hop,False,True,16,False,False,bfs,0,False,hybrid,1,100,6,6,True,3.42kHz,False,,True,False,21.858733254742255,,3,False,False,1,20,,79.600249118,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --save=false, --dot=false, --debug=false",False,,14,3,4,1,,dor,,False,db,,mesh,6,True,dc24f967,1000000000.0,6,False,True,False,True,69.67282392026578,0,4,12,route_min_directed_valient,False,1,,32,,,False,True,False,188125,False,False,dfs,False,,0,-i100 -p100 -t1 -d100,Kmeans_0,,pirTest,False,,200,,3,,route_min_directed_valient,1000000000,12,,False,AccelMain,0,3,False,False,False,40,770be228,True,3:33.52,40,True,False,5,False,1,False,,Tst,12,True,34,,2020-01-16 15:53:24 -0800,0.087091,2,True,4,,16,4
False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,"[0m[[0m[31merror[0m] [0m[0m/local/ssd/home/yaqiz/pldi20/spatial/gen/Tst_pirTest/Kmeans_1/pir/AccelMain.scala:319:60: not found: value x913[0m
",,,,,,,,False,dc24f967,1000000000.0,,,,,False,,,,,,,,,,,,False,,,,,,,False,,,,Kmeans_1,,pirTest,,,,,,,,,,,,,,,,,,,770be228,,,,,,,False,,,,Tst,,,,,2020-01-16 15:53:24 -0800,,,,,,,
