split-thread,VBB-split,freq,VPCU-alloc,scheduled,maketst_time,time,VPMU-alloc,retime-buffer-only,net,vcLimit,VAFG-split,constprop,mapping,waveform,clock,arch,OPS-FU,runhybrid_time,vec,project,gentst_err,VMC-alloc,vc,argin,reserve-pmu,pattern,routing-algo,runproute_time,merge-algo,word,backend,runhybrid_rbw,pmu-stage,runhybrid_complete,retime-local,proute-seed,run-proute,psim,stat,avgActive,OPS-Flt,prtime,VBB,VMC,save,retime-glob,run-tst,dupra,split-forward,gentst_time,trace,open,run-psim,tokenout,PMU,spatial_sha,runhybrid_deadlock,link-prop,flit-width,mdone,VAFG,succeeded,col,bcread,OPS-All,name,igraph,module,VDAG-split,debug,verbose,retime-exout,vdot,DAG,MC,proute-opts,pcu-stage,maxActive,VMC-split,runp2p_deadlock,DAG_Total,dedicated-dag,routing-cost,runp2p_err,proute-algo,vlink,load,genpir_err,pracc,maketst_err,split-algo,PMU_Total,runproute_err,runhybrid_dram_power,pmu-sram-size,fifo-depth,VAFG-alloc,vfifo,merge,PCU_Total,runp2p_rbw,time-out,split,notFit,simulate,runp2p_wbw,OPS-Prog FU,row,mem-tech,pir_sha,dag,merge-forward,VPCU-split,psim-q,runp2p_pass,slink,dag-stage,debug-tst,pirArgs,runp2p_dram_power,PCU,VDAG,mergeTime_ms,proute-q,OPS-Fix,VPMU,runp2p_time,rundot,VDAG-alloc,rtelm,ag-dce,codegen,VPMU-split,runp2p_success,VPCU,runhybrid_cycle,start-id,VBB-alloc,tungsten,runp2p_complete,sr,reserve-pcu,nn,lrange,dot,runhybrid_success,runhybrid_err,argout,MC_Total,runhybrid_pass,algo,simfreq,app,runhybrid_wbw,runp2p_cycle,fast,genpir,memelm,OPS-Other,topo
1,,1000000000.0,23,False,0:31.40,2020-02-06 19:45:09 -0800,,False,hybrid,4,1,True,True,True,1000000000,MyDesign,,,16,pirTest,,6,4,6,0,checkerboard,dor,,bfs,32,Tst,,6,False,False,0,False,False,True,9.355102040816327,,,,6,False,False,False,False,False,29.483815853,False,False,False,5,3,368fc703,False,db,512,True,1,True,20,True,,AccelMain,False,False,0,True,False,False,True,20,6,-i100 -p100 -t1 -d100,6,26.122448979591837,6,False,40,False,H-hop,,route_min_directed_valient,2,False,,True,,dfs,200,,,65536,16,1,4,False,200,2.0898,100,True,,False,2.0898,,20,DDR4,b0db048f,True,False,23,1,True,4,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",,0,0,,4,,,0:00.34,True,0,True,True,True,,True,23,,0,,True,True,True,0,False,True,True,False,,4,40,,route_min_directed_valient,1.44kHz,DRAMDoubleBuffer2_3,,490,True,True,False,,mesh
1,,1000000000.0,23,False,0:32.06,2020-02-06 19:45:09 -0800,,False,hybrid,4,1,True,True,True,1000000000,MyDesign,,,16,pirTest,,6,4,6,0,checkerboard,dor,,bfs,32,Tst,,6,False,False,0,False,False,True,2.0108108108108107,,,,6,False,False,False,False,False,21.306642644,False,False,False,5,11,368fc703,False,db,512,True,1,True,20,True,,AccelMain,False,False,0,True,False,False,True,12,6,-i100 -p100 -t1 -d100,6,2.1621621621621623,6,False,40,False,H-hop,,route_min_directed_valient,2,False,,True,,dfs,200,,,65536,16,1,4,False,200,2.76757,100,True,,False,2.76757,,20,DDR4,b0db048f,True,False,23,1,True,4,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",,0,0,,4,,,0:00.57,True,0,True,True,True,,True,23,,0,,True,True,True,0,False,True,True,False,,4,40,,route_min_directed_valient,0.65kHz,DRAMDoubleBuffer2_4,,370,True,True,False,,mesh
1,,1000000000.0,13,False,0:36.57,2020-02-06 19:45:09 -0800,,False,hybrid,4,1,True,True,True,1000000000,MyDesign,,,16,pirTest,,4,4,6,0,checkerboard,dor,,bfs,32,Tst,,6,False,False,0,False,False,True,15.762834417932032,,,,4,False,False,False,False,False,18.622229039,False,False,False,5,13,368fc703,False,db,512,True,1,True,20,True,,AccelMain,False,False,0,True,False,False,True,0,4,-i100 -p100 -t1 -d100,6,55.53145336225597,4,False,40,False,H-hop,,route_min_directed_valient,2,False,,True,,dfs,200,,,65536,16,1,4,False,200,2.22126,100,True,,False,2.22126,,20,DDR4,b0db048f,True,False,13,1,True,4,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",,0,0,,4,,,0:00.63,True,0,True,True,True,,True,13,,0,,True,True,True,0,False,True,True,False,,4,40,,route_min_directed_valient,0.73kHz,DRAMDoubleBuffer_0,,461,True,True,False,,mesh
1,,1000000000.0,11,False,0:43.35,2020-02-06 19:45:09 -0800,,False,hybrid,4,1,True,True,True,1000000000,MyDesign,,,16,pirTest,,4,4,6,0,checkerboard,dor,,bfs,32,Tst,,6,False,False,0,False,False,True,3.4660991182730316,,,,4,False,False,False,False,False,21.581692496,False,False,False,5,4,368fc703,False,db,512,True,1,True,20,True,,AccelMain,False,False,0,True,False,False,True,7,4,-i100 -p100 -t1 -d100,6,6.324110671936759,4,False,40,False,H-hop,,route_min_directed_valient,2,False,,True,,dfs,200,,,65536,16,1,4,False,200,4.04743,100,True,,False,4.04743,,20,DDR4,b0db048f,True,False,11,1,True,4,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",,0,0,,4,,,0:00.57,True,0,True,True,True,,True,11,,0,,True,True,True,0,False,True,True,False,,4,40,,route_min_directed_valient,0.44kHz,DRAMDoubleBuffer_1,,253,True,True,False,,mesh
1,,1000000000.0,22,False,0:50.28,2020-02-06 19:45:09 -0800,,False,hybrid,4,1,True,True,True,1000000000,MyDesign,,,16,pirTest,,8,4,6,0,checkerboard,dor,,bfs,32,Tst,,6,False,False,0,False,False,True,2.01271186440678,,,,8,False,False,False,False,False,51.281767247,False,False,False,5,8,368fc703,False,db,512,True,1,True,20,True,,AccelMain,False,False,0,True,False,False,True,14,8,-i100 -p100 -t1 -d100,6,3.389830508474576,8,False,40,False,H-hop,,route_min_directed_valient,2,False,,True,,dfs,200,,,65536,16,1,4,False,200,4.33898,100,True,,False,4.33898,,20,DDR4,b0db048f,True,False,22,1,True,4,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",,0,0,,4,,,0:00.35,True,0,True,True,True,,True,22,,0,,True,True,True,0,False,True,True,False,,4,40,,route_min_directed_valient,0.67kHz,DRAMDoubleBuffer_2,,236,True,True,False,,mesh
1,,1000000000.0,37,False,1:57.57,2020-02-06 19:45:09 -0800,,False,hybrid,4,1,True,True,True,1000000000,MyDesign,,,16,pirTest,,12,4,6,0,checkerboard,dor,,bfs,32,Tst,,6,False,False,0,False,False,True,2.0208604954367666,,,,12,False,False,False,False,False,54.591374795,False,False,False,5,28,368fc703,False,db,512,True,1,True,20,True,,AccelMain,False,False,0,True,False,False,True,9,12,-i100 -p100 -t1 -d100,6,3.389830508474576,12,False,40,False,H-hop,,route_min_directed_valient,2,False,,True,,dfs,200,,,65536,16,1,4,False,200,4.33898,100,True,,False,4.33898,,20,DDR4,b0db048f,True,False,37,1,True,4,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",,0,0,,4,,,0:00.61,True,0,True,True,True,,True,37,,0,,True,True,True,0,False,True,True,False,,4,40,,route_min_directed_valient,0.39kHz,DRAMDoubleBuffer_3,,236,True,True,False,,mesh
1,,1000000000.0,19,False,1:25.91,2020-02-06 19:45:09 -0800,,False,hybrid,4,1,True,True,True,1000000000,MyDesign,,,16,pirTest,,3,4,6,0,checkerboard,dor,,bfs,32,Tst,,6,False,False,0,False,False,True,20.58316689711681,,,,3,False,False,False,False,False,42.312628422,False,False,False,5,2,368fc703,False,db,512,True,1,True,20,True,,AccelMain,False,False,0,True,False,False,True,6,3,-i100 -p100 -t1 -d100,6,68.17227428688483,3,False,40,False,H-hop,,route_min_directed_valient,2,False,,True,,dfs,200,,,65536,16,1,4,False,200,43.6303,100,True,,False,43.6303,,20,DDR4,b0db048f,True,False,19,1,,4,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",,11,0,,4,,,0:25.85,True,0,True,True,True,,True,19,,0,,True,True,True,0,False,True,True,False,,4,40,,route_min_directed_valient,3.02kHz,DRAMMergeSort_0,,78108,True,True,False,,mesh
1,,1000000000.0,19,False,1:19.14,2020-02-06 19:45:09 -0800,,False,hybrid,4,1,True,True,True,1000000000,MyDesign,,,16,pirTest,,3,4,6,0,checkerboard,dor,,bfs,32,Tst,,6,False,False,0,False,False,True,20.65191141712054,,,,3,False,False,False,False,False,48.211329162,False,False,False,5,2,368fc703,False,db,512,True,1,True,20,True,,AccelMain,False,False,0,True,False,False,True,6,3,-i100 -p100 -t1 -d100,6,68.39995889425548,3,False,40,False,H-hop,,route_min_directed_valient,2,False,,True,,dfs,200,,,65536,16,1,4,False,200,43.776,100,True,,False,43.776,,20,DDR4,b0db048f,True,False,19,1,,4,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",,11,0,,4,,,0:16.03,True,0,True,True,True,,True,19,,0,,True,True,True,0,False,True,True,False,,4,40,,route_min_directed_valient,4.86kHz,DRAMMergeSort_1,,77848,True,True,False,,mesh
1,,1000000000.0,37,False,2:10.39,2020-02-06 19:45:09 -0800,,False,hybrid,4,1,True,True,True,1000000000,MyDesign,,,16,pirTest,,6,4,6,0,checkerboard,dor,,bfs,32,Tst,,6,False,False,0,False,False,True,13.700212053651898,,,,6,False,False,False,False,False,76.671532563,False,False,False,5,4,368fc703,False,db,512,True,1,True,20,True,,AccelMain,False,False,0,True,False,False,True,11,6,-i100 -p100 -t1 -d100,6,42.4934048670599,6,False,40,False,H-hop,,route_min_directed_valient,2,False,,True,,dfs,200,,,65536,16,1,4,False,200,50.5064,100,True,,False,50.5064,,20,DDR4,b0db048f,True,False,37,1,,4,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",,22,0,,4,,,0:21.53,True,0,True,True,True,,True,37,,0,,True,True,True,0,False,True,True,False,,4,40,,route_min_directed_valient,3.13kHz,DRAMMergeSort_2,,67474,True,True,False,,mesh
1,,1000000000.0,55,False,3:43.24,2020-02-06 19:45:09 -0800,,False,hybrid,4,1,True,True,True,1000000000,MyDesign,,,16,pirTest,,9,4,6,0,checkerboard,dor,,bfs,32,Tst,,6,False,False,0,False,False,True,11.871974720075986,,,,9,False,False,False,False,False,113.526832779,False,False,False,5,6,368fc703,False,db,512,True,1,True,20,True,,AccelMain,False,False,0,True,False,False,True,16,9,-i100 -p100 -t1 -d100,6,36.65954298865691,9,False,40,False,H-hop,,route_min_directed_valient,2,False,,True,,dfs,200,,,65536,16,1,4,False,200,56.0229,100,True,,False,56.0229,,20,DDR4,b0db048f,True,False,55,1,,4,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",,33,0,,4,,,0:33.11,True,0,True,True,True,,True,55,,0,,True,True,True,0,False,True,True,False,,4,40,,route_min_directed_valient,1.84kHz,DRAMMergeSort_3,,60830,True,True,False,,mesh
1,,1000000000.0,73,False,3:50.70,2020-02-06 19:45:09 -0800,,False,hybrid,4,1,True,True,True,1000000000,MyDesign,,,16,pirTest,,12,4,6,0,checkerboard,dor,,bfs,32,Tst,,6,False,False,0,False,False,True,9.310306318761823,,,,12,False,False,False,False,False,145.933637178,False,False,False,5,8,368fc703,False,db,512,True,1,True,20,True,,AccelMain,False,False,0,True,False,False,True,21,12,-i100 -p100 -t1 -d100,6,28.5180695259002,12,False,40,False,H-hop,,route_min_directed_valient,2,False,,True,,dfs,200,,,65536,16,1,4,False,200,55.8283,100,True,,False,55.8283,,20,DDR4,b0db048f,True,False,73,1,,4,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",,44,0,,4,,,0:56.19,True,0,True,True,True,,True,73,,0,,True,True,True,0,False,True,True,False,,4,40,,route_min_directed_valient,1.09kHz,DRAMMergeSort_4,,61042,True,True,False,,mesh
1,,1000000000.0,61,False,5:09.45,2020-02-06 19:45:09 -0800,,False,hybrid,4,1,True,True,True,1000000000,MyDesign,,,16,pirTest,,10,4,6,0,checkerboard,dor,,bfs,32,Tst,,6,False,False,0,False,False,True,9.177867894144724,,,,10,False,False,False,False,False,103.103789432,False,False,False,5,8,368fc703,False,db,512,True,1,True,20,True,,AccelMain,False,False,0,True,False,False,True,16,10,-i100 -p100 -t1 -d100,6,46.68338272167768,10,False,40,False,H-hop,,route_min_directed_valient,2,False,,True,,dfs,200,,,65536,16,1,4,False,200,52.2854,100,True,,False,52.2854,,20,DDR4,b0db048f,True,False,66,1,,4,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",,42,0,,4,,,0:24.54,True,0,True,True,True,,True,66,,0,,True,True,True,0,False,True,True,False,,4,40,,route_min_directed_valient,1.43kHz,DRAMMergeSort_5,,35096,True,True,False,,mesh
