spatial_sha,pir_sha,time,app,project,backend,freq,runproute,proutesh,prouteSummary,AccelMain,logpath,gentst,resreport,maketst,runp2p,runhybrid,genpir,genpir_err,gentst_err,gentst_time,notFit,row,col,MC,DAG,PMU,PCU,MC_Total,DAG_Total,PMU_Total,PCU_Total,algo,pattern,slink,vlink,prtime,vcLimit,runproute_err,runproute_time,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,maketst_err,maketst_time,runp2p_cycle,runp2p_err,runp2p_pass,runp2p_deadlock,runp2p_complete,runp2p_dram_power,runp2p_rbw,runp2p_wbw,runp2p_time,runhybrid_cycle,runhybrid_err,runhybrid_pass,runhybrid_deadlock,runhybrid_complete,runhybrid_dram_power,runhybrid_rbw,runhybrid_wbw,runhybrid_time,runp2p_success,runhybrid_success,succeeded
81f8af5,05e0958,2019-07-30 22:20:02,StreamInfKmeans_3,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/StreamInfKmeans_3/log/runproute.log,../gen/Tst_pirTest/StreamInfKmeans_3/log/runproute.sh,../gen/Tst_pirTest/StreamInfKmeans_3/plastisim/summary.csv,../gen/Tst_pirTest/StreamInfKmeans_3/pir/AccelMain.scala,../gen/Tst_pirTest/StreamInfKmeans_3/log/,../gen/Tst_pirTest/StreamInfKmeans_3/log/gentst.log,../gen/Tst_pirTest/StreamInfKmeans_3/pir/out/resource.csv,../gen/Tst_pirTest/StreamInfKmeans_3/log/maketst.log,../gen/Tst_pirTest/StreamInfKmeans_3/log/runp2p.log,../gen/Tst_pirTest/StreamInfKmeans_3/log/runhybrid.log,True,,,12.7578513,,18,18,2,0,5,7,36,36,162,162,route_min_directed_valient,checkerboard,4,3,-1,4,,1:53.64,0,0,18000000,16000000,4.50,0,18000000,0.0000,0.0000,0.0000,9,-nan,0.0000,,0:34.76,2144,,True,False,True,,0.0,0.0,0:00.37,5446,,True,False,True,,0.0,0.0,0:49.77,True,True,True
81f8af5,05e0958,2019-07-30 22:20:02,StreamInfKmeans_4,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/StreamInfKmeans_4/log/runproute.log,../gen/Tst_pirTest/StreamInfKmeans_4/log/runproute.sh,../gen/Tst_pirTest/StreamInfKmeans_4/plastisim/summary.csv,../gen/Tst_pirTest/StreamInfKmeans_4/pir/AccelMain.scala,../gen/Tst_pirTest/StreamInfKmeans_4/log/,../gen/Tst_pirTest/StreamInfKmeans_4/log/gentst.log,../gen/Tst_pirTest/StreamInfKmeans_4/pir/out/resource.csv,../gen/Tst_pirTest/StreamInfKmeans_4/log/maketst.log,../gen/Tst_pirTest/StreamInfKmeans_4/log/runp2p.log,../gen/Tst_pirTest/StreamInfKmeans_4/log/runhybrid.log,True,,,14.764097188,,18,18,2,5,5,8,36,36,162,162,route_min_directed_valient,checkerboard,4,3,-1,4,,2:15.07,0,0,31000000,36000000,4.50,0,31000000,0.0000,0.0000,0.0000,9,-nan,0.0000,,0:39.01,1259,,True,False,True,,0.0,0.0,0:00.33,3033,,True,False,True,,0.0,0.0,0:30.29,True,True,True
81f8af5,05e0958,2019-07-30 22:20:02,StreamInfKmeans_6,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/StreamInfKmeans_6/log/runproute.log,../gen/Tst_pirTest/StreamInfKmeans_6/log/runproute.sh,../gen/Tst_pirTest/StreamInfKmeans_6/plastisim/summary.csv,../gen/Tst_pirTest/StreamInfKmeans_6/pir/AccelMain.scala,../gen/Tst_pirTest/StreamInfKmeans_6/log/,../gen/Tst_pirTest/StreamInfKmeans_6/log/gentst.log,../gen/Tst_pirTest/StreamInfKmeans_6/pir/out/resource.csv,../gen/Tst_pirTest/StreamInfKmeans_6/log/maketst.log,../gen/Tst_pirTest/StreamInfKmeans_6/log/runp2p.log,../gen/Tst_pirTest/StreamInfKmeans_6/log/runhybrid.log,True,,,20.68359456,,18,18,2,10,8,12,36,36,162,162,route_min_directed_valient,checkerboard,4,3,-1,4,,4:46.52,0,0,82000000,125000000,5.00,0,69000000,0.0000,0.0000,0.0000,10,-nan,0.0000,,0:43.75,396,,True,False,True,,0.0,0.0,0:00.26,1323,,True,False,True,,0.0,0.0,0:13.73,True,True,True
81f8af5,05e0958,2019-07-30 22:20:02,StreamInfKmeans_7,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/StreamInfKmeans_7/log/runproute.log,../gen/Tst_pirTest/StreamInfKmeans_7/log/runproute.sh,../gen/Tst_pirTest/StreamInfKmeans_7/plastisim/summary.csv,../gen/Tst_pirTest/StreamInfKmeans_7/pir/AccelMain.scala,../gen/Tst_pirTest/StreamInfKmeans_7/log/,../gen/Tst_pirTest/StreamInfKmeans_7/log/gentst.log,../gen/Tst_pirTest/StreamInfKmeans_7/pir/out/resource.csv,../gen/Tst_pirTest/StreamInfKmeans_7/log/maketst.log,../gen/Tst_pirTest/StreamInfKmeans_7/log/runp2p.log,../gen/Tst_pirTest/StreamInfKmeans_7/log/runhybrid.log,True,,,31.246027878,,18,18,2,23,14,21,36,36,162,162,route_min_directed_valient,checkerboard,4,3,-1,4,,8:57.58,0,0,194000000,353000000,6.50,0,126000000,0.0000,0.0000,0.0000,13,-nan,0.0000,,1:00.94,404,,True,False,True,,0.0,0.0,0:00.43,1398,,True,False,True,,0.0,0.0,0:12.90,True,True,True
81f8af5,05e0958,2019-07-30 22:20:02,StreamInfLogReg_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/StreamInfLogReg_0/log/runproute.log,../gen/Tst_pirTest/StreamInfLogReg_0/log/runproute.sh,../gen/Tst_pirTest/StreamInfLogReg_0/plastisim/summary.csv,../gen/Tst_pirTest/StreamInfLogReg_0/pir/AccelMain.scala,../gen/Tst_pirTest/StreamInfLogReg_0/log/,../gen/Tst_pirTest/StreamInfLogReg_0/log/gentst.log,../gen/Tst_pirTest/StreamInfLogReg_0/pir/out/resource.csv,../gen/Tst_pirTest/StreamInfLogReg_0/log/maketst.log,../gen/Tst_pirTest/StreamInfLogReg_0/log/runp2p.log,../gen/Tst_pirTest/StreamInfLogReg_0/log/runhybrid.log,True,,,7.523308595,,18,18,2,0,2,5,36,36,162,162,route_min_directed_valient,checkerboard,4,3,-1,4,,1:41.85,0,0,24000000,9000000,4.50,0,12000000,0.0000,0.0000,0.0000,9,-nan,0.0000,,0:27.39,186,,True,False,True,,0.0,0.0,0:00.20,562,,True,False,True,,0.0,0.0,0:05.12,True,True,True
81f8af5,05e0958,2019-07-30 22:20:02,StreamInfLogReg_1,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/StreamInfLogReg_1/log/runproute.log,../gen/Tst_pirTest/StreamInfLogReg_1/log/runproute.sh,../gen/Tst_pirTest/StreamInfLogReg_1/plastisim/summary.csv,../gen/Tst_pirTest/StreamInfLogReg_1/pir/AccelMain.scala,../gen/Tst_pirTest/StreamInfLogReg_1/log/,../gen/Tst_pirTest/StreamInfLogReg_1/log/gentst.log,../gen/Tst_pirTest/StreamInfLogReg_1/pir/out/resource.csv,../gen/Tst_pirTest/StreamInfLogReg_1/log/maketst.log,../gen/Tst_pirTest/StreamInfLogReg_1/log/runp2p.log,../gen/Tst_pirTest/StreamInfLogReg_1/log/runhybrid.log,True,,,13.456947884,,18,18,2,1,7,4,36,36,162,162,route_min_directed_valient,checkerboard,4,3,-1,4,,2:00.65,0,0,36000000,22000000,4.50,0,20000000,0.0000,0.0000,0.0000,9,-nan,0.0000,,0:35.86,304,,True,False,True,,0.0,0.0,0:00.20,752,,True,False,True,,0.0,0.0,0:03.34,True,True,True
81f8af5,05e0958,2019-07-30 22:20:02,StreamInfLogReg_2,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/StreamInfLogReg_2/log/runproute.log,../gen/Tst_pirTest/StreamInfLogReg_2/log/runproute.sh,../gen/Tst_pirTest/StreamInfLogReg_2/plastisim/summary.csv,../gen/Tst_pirTest/StreamInfLogReg_2/pir/AccelMain.scala,../gen/Tst_pirTest/StreamInfLogReg_2/log/,../gen/Tst_pirTest/StreamInfLogReg_2/log/gentst.log,../gen/Tst_pirTest/StreamInfLogReg_2/pir/out/resource.csv,../gen/Tst_pirTest/StreamInfLogReg_2/log/maketst.log,../gen/Tst_pirTest/StreamInfLogReg_2/log/runp2p.log,../gen/Tst_pirTest/StreamInfLogReg_2/log/runhybrid.log,True,,,7.577725146,,18,18,2,0,2,5,36,36,162,162,route_min_directed_valient,checkerboard,4,3,-1,4,,1:33.03,0,0,24000000,9000000,4.50,0,12000000,0.0000,0.0000,0.0000,9,-nan,0.0000,,0:26.13,186,,True,False,True,,0.0,0.0,0:00.17,562,,True,False,True,,0.0,0.0,0:04.55,True,True,True
81f8af5,05e0958,2019-07-30 22:20:02,StreamInfLogReg_3,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/StreamInfLogReg_3/log/runproute.log,../gen/Tst_pirTest/StreamInfLogReg_3/log/runproute.sh,../gen/Tst_pirTest/StreamInfLogReg_3/plastisim/summary.csv,../gen/Tst_pirTest/StreamInfLogReg_3/pir/AccelMain.scala,../gen/Tst_pirTest/StreamInfLogReg_3/log/,../gen/Tst_pirTest/StreamInfLogReg_3/log/gentst.log,../gen/Tst_pirTest/StreamInfLogReg_3/pir/out/resource.csv,../gen/Tst_pirTest/StreamInfLogReg_3/log/maketst.log,../gen/Tst_pirTest/StreamInfLogReg_3/log/runp2p.log,../gen/Tst_pirTest/StreamInfLogReg_3/log/runhybrid.log,True,,,9.533895023,,18,18,2,1,7,4,36,36,162,162,route_min_directed_valient,checkerboard,4,3,-1,4,,2:01.37,0,0,34000000,24000000,4.50,0,20000000,0.0000,0.0000,0.0000,9,-nan,0.0000,,0:28.91,304,,True,False,True,,0.0,0.0,0:00.23,752,,True,False,True,,0.0,0.0,0:06.51,True,True,True
81f8af5,05e0958,2019-07-30 22:20:02,StreamInfLogReg_4,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/StreamInfLogReg_4/log/runproute.log,../gen/Tst_pirTest/StreamInfLogReg_4/log/runproute.sh,../gen/Tst_pirTest/StreamInfLogReg_4/plastisim/summary.csv,../gen/Tst_pirTest/StreamInfLogReg_4/pir/AccelMain.scala,../gen/Tst_pirTest/StreamInfLogReg_4/log/,../gen/Tst_pirTest/StreamInfLogReg_4/log/gentst.log,../gen/Tst_pirTest/StreamInfLogReg_4/pir/out/resource.csv,../gen/Tst_pirTest/StreamInfLogReg_4/log/maketst.log,../gen/Tst_pirTest/StreamInfLogReg_4/log/runp2p.log,../gen/Tst_pirTest/StreamInfLogReg_4/log/runhybrid.log,True,,,12.465701649,,18,18,2,2,7,8,36,36,162,162,route_min_directed_valient,checkerboard,4,3,-1,4,,3:50.33,0,0,44000000,24000000,4.50,0,36000000,0.0000,0.0000,0.0000,9,-nan,0.0000,,0:29.79,194,,True,False,True,,0.0,0.0,0:00.20,626,,True,False,True,,0.0,0.0,0:05.17,True,True,True
81f8af5,05e0958,2019-07-30 22:20:02,StreamInfLogReg_5,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/StreamInfLogReg_5/log/runproute.log,../gen/Tst_pirTest/StreamInfLogReg_5/log/runproute.sh,../gen/Tst_pirTest/StreamInfLogReg_5/plastisim/summary.csv,../gen/Tst_pirTest/StreamInfLogReg_5/pir/AccelMain.scala,../gen/Tst_pirTest/StreamInfLogReg_5/log/,../gen/Tst_pirTest/StreamInfLogReg_5/log/gentst.log,../gen/Tst_pirTest/StreamInfLogReg_5/pir/out/resource.csv,../gen/Tst_pirTest/StreamInfLogReg_5/log/maketst.log,../gen/Tst_pirTest/StreamInfLogReg_5/log/runp2p.log,../gen/Tst_pirTest/StreamInfLogReg_5/log/runhybrid.log,True,,,12.496214815,,18,18,2,6,3,8,36,36,162,162,route_min_directed_valient,checkerboard,4,3,-1,4,,4:19.03,0,0,62000000,22000000,4.50,0,36000000,0.0000,0.0000,0.0000,9,-nan,0.0000,,0:36.33,194,,True,False,True,,0.0,0.0,0:00.20,656,,True,False,True,,0.0,0.0,0:04.78,True,True,True
