runhybrid_complete,runp2p_wbw,gentst_err,col,bcread,VMC,reserve-pmu,OPS-FU,row,slink,start-id,fifo-depth,run-psim,open,load,VAFG-alloc,reserve-pcu,fast,flit-width,vec,save,maketst_time,MC_Total,runhybrid_deadlock,VPMU-alloc,trace,igraph,dag,runhybrid_wbw,VAFG,mem-tech,runp2p_complete,runhybrid_cycle,spatial_sha,runp2p_err,DAG_Total,VMC-alloc,net,retime-buffer-only,tungsten,VPMU-split,clock,nn,pracc,verbose,psim,VDAG-alloc,argout,runhybrid_time,VAFG-split,runp2p_cycle,OPS-Flt,simulate,scheduled,lrange,run-tst,gentst_time,routing-cost,VPMU,dedicated-dag,succeeded,pattern,prtime,simfreq,memelm,argin,topo,runp2p_pass,pmu-stage,MC,ag-dce,merge-algo,dag-stage,module,runproute_time,VPCU-split,OPS-All,genpir_err,runhybrid_success,genpir,runp2p_rbw,PCU,sr,split-forward,runhybrid_dram_power,constprop,runp2p_dram_power,VPCU,psim-q,app,name,vcLimit,runhybrid_pass,OPS-Prog FU,rtelm,VDAG-split,mapping,retime-exout,vlink,notFit,mdone,tokenout,runp2p_success,DAG,word,PMU_Total,split,dupra,VPCU-alloc,split-algo,codegen,retime-local,runp2p_deadlock,retime-glob,pmu-sram-size,time-out,run-proute,project,backend,proute-q,OPS-Other,pcu-stage,rundot,link-prop,debug-print,proute-seed,waveform,avgActive,vdot,PMU,VDAG,maketst_err,time,runproute_err,dot,proute-algo,arch,vc,runhybrid_err,merge-forward,pir_sha,runp2p_time,pirArgs,proute-opts,routing-algo,mergeTime_ms,VMC-split,OPS-Fix,PCU_Total,split-thread,debug,vfifo,stat,merge,runhybrid_rbw,maxActive,algo,freq
False,1.64103,,20,True,1,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,0:17.82,40,False,2,False,False,True,,1,DDR4,True,,b896c3c9,,40,1,hybrid,False,True,2,1000000000,False,True,False,False,0,4,,1,78,,False,False,True,False,19.130657996,H-hop,2,False,True,checkerboard,,0.15kHz,False,6,mesh,True,6,1,True,bfs,6,False,,4,,,False,True,0.0,2,True,False,,True,,4,1,BankEnable_0,AccelMain,4,,,True,0,True,False,2,,True,5,True,3,32,200,True,False,4,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,14.003944773175544,True,2,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:00.53,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,1,,200,1,True,4,True,False,,41.02564102564103,route_min_directed_valient,1000000000.0
False,0.955224,,20,True,1,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,1:02.10,40,False,6,False,False,True,,1,DDR4,True,,b896c3c9,,40,1,hybrid,False,True,6,1000000000,False,True,False,False,0,4,,1,134,,False,False,True,False,55.516822484,H-hop,6,False,True,checkerboard,,0.16kHz,False,6,mesh,,6,1,True,bfs,6,False,,25,,,False,True,0.0,15,True,False,,True,,25,1,BankRange_0,AccelMain,4,,,True,0,True,False,2,,True,5,True,10,32,200,True,False,13,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,10.058403634003893,True,6,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:00.83,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,1,,200,1,True,4,True,False,,11.940298507462687,route_min_directed_valient,1000000000.0
False,4.79209,,20,True,7,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,2:21.92,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,7,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,109407,,False,False,True,False,47.94775456,H-hop,,False,True,checkerboard,,1.7kHz,False,6,mesh,True,6,7,True,bfs,6,False,,41,,,False,True,28.7525,32,True,False,,True,,41,1,BlackScholes_0,AccelMain,4,,,True,0,True,False,2,,True,5,True,8,32,200,True,False,10,bfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,5.8334348318769615,True,1,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,1:04.21,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --split-algo=bfs, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,7,,200,1,True,4,True,False,,7.487637902510809,route_min_directed_valient,1000000000.0
False,0.0,,20,True,,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,0:18.96,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,87,,False,False,True,False,23.14562928,H-hop,,False,True,checkerboard,,0.1kHz,False,6,mesh,True,6,0,True,bfs,6,False,,1,,,False,True,0.0,0,True,False,,True,,1,1,BreakTest,AccelMain,4,,,True,0,True,False,2,,True,5,True,0,32,200,True,False,1,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,5.363984674329502,True,1,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:00.90,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,,,200,1,True,4,True,False,,13.793103448275861,route_min_directed_valient,1000000000.0
False,0.0,,20,True,,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,0:20.47,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,23,,False,False,True,False,23.752271437,H-hop,,False,True,checkerboard,,0.03kHz,False,6,mesh,True,6,0,True,bfs,6,False,,2,,,False,True,0.0,0,True,False,,True,,2,1,BreakTest2,AccelMain,4,,,True,0,True,False,2,,True,5,True,0,32,200,True,False,2,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,23.91304347826087,True,2,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:00.77,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,,,200,1,True,4,True,False,,43.47826086956522,route_min_directed_valient,1000000000.0
False,15.1144,,20,True,2,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,0:55.42,40,False,2,False,False,True,,1,DDR4,True,,b896c3c9,,40,2,hybrid,False,True,2,1000000000,False,True,False,False,0,4,,1,271,,False,False,True,False,60.899324261,H-hop,2,False,True,checkerboard,,0.17kHz,False,6,mesh,True,6,2,True,bfs,6,False,,12,,,False,True,0.472325,9,True,False,,True,,12,1,BroadcastTest,AccelMain,4,,,True,0,True,False,2,,True,5,True,3,32,200,True,False,6,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,20.647433747064742,True,2,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:01.55,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,2,,200,1,True,4,True,False,,47.23247232472325,route_min_directed_valient,1000000000.0
False,1.38129,,20,True,1,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,0:37.59,40,False,1,False,False,True,,1,DDR4,True,,b896c3c9,,40,1,hybrid,False,True,1,1000000000,False,True,False,False,0,4,,1,139,,False,False,True,False,24.814964433,H-hop,1,False,True,checkerboard,,0.12kHz,False,6,mesh,True,6,1,True,bfs,6,False,,5,,,False,True,0.460432,5,True,False,,True,,5,1,CountZero_0,AccelMain,4,,,True,0,True,False,2,,True,5,True,0,32,200,True,False,4,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,21.71353826030085,True,1,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:01.15,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,1,,200,1,True,4,True,False,,34.53237410071942,route_min_directed_valient,1000000000.0
False,1.10108,,20,True,2,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,0:28.91,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,2,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,930,,False,False,True,False,21.65259032,H-hop,,False,True,checkerboard,,0.82kHz,False,6,mesh,True,6,2,True,bfs,6,False,,7,,,False,True,1.10108,0,True,False,,True,,7,1,DRAMDoubleBuffer2_0,AccelMain,4,,,True,0,True,False,2,,True,5,True,0,32,200,True,False,7,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,7.096774193548387,True,7,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:01.13,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,2,,200,1,True,4,True,False,,27.526881720430108,route_min_directed_valient,1000000000.0
False,1.10108,,20,True,2,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,0:34.87,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,2,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,930,,False,False,True,False,26.181889271,H-hop,,False,True,checkerboard,,1.72kHz,False,6,mesh,True,6,2,True,bfs,6,False,,7,,,False,True,1.10108,0,True,False,,True,,7,1,DRAMDoubleBuffer2_1,AccelMain,4,,,True,0,True,False,2,,True,5,True,0,32,200,True,False,7,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,7.096774193548387,True,7,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:00.54,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,2,,200,1,True,4,True,False,,27.526881720430108,route_min_directed_valient,1000000000.0
False,2.17872,,20,True,4,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,0:26.14,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,4,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,470,,False,False,True,False,22.549690205,H-hop,,False,True,checkerboard,,0.59kHz,False,6,mesh,True,6,4,True,bfs,6,False,,14,,,False,True,2.17872,0,True,False,,True,,14,1,DRAMDoubleBuffer2_2,AccelMain,4,,,True,0,True,False,2,,True,5,True,0,32,200,True,False,14,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,7.898936170212766,True,14,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:00.80,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,4,,200,1,True,4,True,False,,27.23404255319149,route_min_directed_valient,1000000000.0
False,2.0898,,20,True,6,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,0:55.53,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,6,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,490,,False,False,True,False,31.187957151,H-hop,,False,True,checkerboard,,0.66kHz,False,6,mesh,True,6,6,True,bfs,6,False,,23,,,False,True,2.0898,0,True,False,,True,,23,1,DRAMDoubleBuffer2_3,AccelMain,4,,,True,0,True,False,2,,True,5,True,20,32,200,True,False,23,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,9.355102040816327,True,3,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:00.74,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,6,,200,1,True,4,True,False,,26.122448979591837,route_min_directed_valient,1000000000.0
False,2.76757,,20,True,6,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,1:45.86,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,6,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,370,,False,False,True,False,53.831983764,H-hop,,False,True,checkerboard,,0.6kHz,False,6,mesh,True,6,6,True,bfs,6,False,,23,,,False,True,2.76757,0,True,False,,True,,23,1,DRAMDoubleBuffer2_4,AccelMain,4,,,True,0,True,False,2,,True,5,True,12,32,200,True,False,23,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,2.0108108108108107,True,11,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:00.62,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,6,,200,1,True,4,True,False,,2.1621621621621623,route_min_directed_valient,1000000000.0
False,2.22126,,20,True,4,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,0:32.13,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,4,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,461,,False,False,True,False,15.767119419,H-hop,,False,True,checkerboard,,0.68kHz,False,6,mesh,True,6,4,True,bfs,6,False,,13,,,False,True,2.22126,0,True,False,,True,,13,1,DRAMDoubleBuffer_0,AccelMain,4,,,True,0,True,False,2,,True,5,True,0,32,200,True,False,13,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,15.762834417932032,True,13,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:00.68,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,4,,200,1,True,4,True,False,,55.53145336225597,route_min_directed_valient,1000000000.0
False,4.04743,,20,True,4,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,1:13.17,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,4,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,253,,False,False,True,False,37.99359566,H-hop,,False,True,checkerboard,,0.21kHz,False,6,mesh,True,6,4,True,bfs,6,False,,11,,,False,True,4.04743,0,True,False,,True,,11,1,DRAMDoubleBuffer_1,AccelMain,4,,,True,0,True,False,2,,True,5,True,7,32,200,True,False,11,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,3.4660991182730316,True,4,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:01.20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,4,,200,1,True,4,True,False,,6.324110671936759,route_min_directed_valient,1000000000.0
False,4.33898,,20,True,8,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,1:37.13,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,8,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,236,,False,False,True,False,60.430297972,H-hop,,False,True,checkerboard,,0.45kHz,False,6,mesh,True,6,8,True,bfs,6,False,,22,,,False,True,4.33898,0,True,False,,True,,22,1,DRAMDoubleBuffer_2,AccelMain,4,,,True,0,True,False,2,,True,5,True,14,32,200,True,False,22,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,2.01271186440678,True,8,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:00.53,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,8,,200,1,True,4,True,False,,3.389830508474576,route_min_directed_valient,1000000000.0
False,4.33898,,20,True,12,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,1:26.57,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,12,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,236,,False,False,True,False,84.225773366,H-hop,,False,True,checkerboard,,0.23kHz,False,6,mesh,True,6,12,True,bfs,6,False,,37,,,False,True,4.33898,0,True,False,,True,,37,1,DRAMDoubleBuffer_3,AccelMain,4,,,True,0,True,False,2,,True,5,True,9,32,200,True,False,37,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,2.0208604954367666,True,28,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:01.01,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,12,,200,1,True,4,True,False,,3.389830508474576,route_min_directed_valient,1000000000.0
False,43.7221,,20,True,3,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,1:24.55,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,3,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,77944,,False,False,True,False,25.74959401,H-hop,,False,True,checkerboard,,4.75kHz,False,6,mesh,,6,3,True,bfs,6,False,,19,,,False,True,43.7221,11,True,False,,True,,19,1,DRAMMergeSort_0,AccelMain,4,,,True,0,True,False,2,,True,5,True,6,32,200,True,False,19,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,20.626475418249,True,2,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:16.42,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,3,,200,1,True,4,True,False,,68.31571384583803,route_min_directed_valient,1000000000.0
False,43.9023,,20,True,3,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,2:31.70,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,3,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,77624,,False,False,True,False,62.298119964,H-hop,,False,True,checkerboard,,1.49kHz,False,6,mesh,,6,3,True,bfs,6,False,,19,,,False,True,43.9023,11,True,False,,True,,19,1,DRAMMergeSort_1,AccelMain,4,,,True,0,True,False,2,,True,5,True,6,32,200,True,False,19,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,20.71150675048954,True,2,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:51.96,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,3,,200,1,True,4,True,False,,68.59734102854787,route_min_directed_valient,1000000000.0
False,50.5064,,20,True,6,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,1:39.01,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,6,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,67474,,False,False,True,False,79.196015368,H-hop,,False,True,checkerboard,,4.53kHz,False,6,mesh,,6,6,True,bfs,6,False,,37,,,False,True,50.5064,22,True,False,,True,,37,1,DRAMMergeSort_2,AccelMain,4,,,True,0,True,False,2,,True,5,True,11,32,200,True,False,37,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,13.700212053651898,True,4,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:14.88,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,6,,200,1,True,4,True,False,,42.4934048670599,route_min_directed_valient,1000000000.0
False,55.656,,20,True,9,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,5:54.87,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,9,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,61231,,False,False,True,False,172.060345494,H-hop,,False,True,checkerboard,,1.49kHz,False,6,mesh,,6,9,True,bfs,6,False,,55,,,False,True,55.656,33,True,False,,True,,55,1,DRAMMergeSort_3,AccelMain,4,,,True,0,True,False,2,,True,5,True,16,32,200,True,False,55,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,11.794225510317032,True,6,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:41.14,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,9,,200,1,True,4,True,False,,36.41946073067564,route_min_directed_valient,1000000000.0
False,56.5537,,20,True,12,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,4:12.27,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,12,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,60259,,False,False,True,False,162.302149028,H-hop,,False,True,checkerboard,,0.91kHz,False,6,mesh,,6,12,True,bfs,6,False,,73,,,False,True,56.5537,44,True,False,,True,,73,1,DRAMMergeSort_4,AccelMain,4,,,True,0,True,False,2,,True,5,True,21,32,200,True,False,73,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,9.43128359763453,True,8,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,1:06.47,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,12,,200,1,True,4,True,False,,28.88863074395526,route_min_directed_valient,1000000000.0
False,52.6711,,20,True,10,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,3:46.16,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,10,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,34839,,False,False,True,False,122.466119215,H-hop,,False,True,checkerboard,,2.25kHz,False,6,mesh,,6,10,True,bfs,6,False,,66,,,False,True,52.6711,42,True,False,,True,,66,1,DRAMMergeSort_5,AccelMain,4,,,True,0,True,False,2,,True,5,True,16,32,200,True,False,61,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,9.2455711017223,True,8,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:15.47,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,10,,200,1,True,4,True,False,,47.027756250179394,route_min_directed_valient,1000000000.0
False,56.5575,,20,True,9,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,6:17.18,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,9,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,60255,,False,False,True,False,149.704632778,H-hop,,False,True,checkerboard,,1.59kHz,False,6,mesh,,6,9,True,bfs,6,False,,55,,,False,True,56.5575,33,True,False,,True,,55,1,DRAMMergeSort_6,AccelMain,4,,,True,0,True,False,2,,True,5,True,16,32,200,True,False,55,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,11.985266321835901,True,6,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,0:37.85,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,9,,200,1,True,4,True,False,,37.00937681520206,route_min_directed_valient,1000000000.0
False,57.1743,,20,True,25,0,,20,4,0,16,False,False,False,1,0,True,512,16,True,10:19.91,40,False,,False,False,True,,1,DDR4,True,,b896c3c9,,40,25,hybrid,False,True,,1000000000,False,True,False,False,0,4,,1,32095,,False,False,True,False,466.917825033,H-hop,,False,True,checkerboard,,0.12kHz,False,6,mesh,,6,25,True,bfs,6,False,,162,,,False,True,57.1743,105,True,False,,True,,162,1,DRAMMergeSort_7,AccelMain,4,,,True,0,True,False,2,,True,5,True,37,32,200,True,False,151,dfs,True,False,False,False,65536,100,False,pirTest,Tst,4,,6,True,db,True,0,True,5.6938974165412874,True,20,0,,2020-02-12 23:25:22 -0800,,True,route_min_directed_valient,MyDesign,4,,False,70a4c50c,4:24.32,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",-i100 -p100 -t1 -d100,dor,,25,,200,1,True,4,True,False,,29.437607103910267,route_min_directed_valient,1000000000.0
